311972225265836033	positive	:-))) Der neue Papst: Es ist ein Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	:-))) die neu Papst: es sein eine Argentinier http://t.co/51IzDHwkaV via @SPIEGELONLINE	NN ART ADJA NN PPER VAFIN ART NN NN APPR NN	6/PD 4/NK 4/NK 1/NK 6/SB 0/-- 8/NK 6/PD 8/NK 8/MNR 10/NK	case=nom|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=masc|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=nom|num=sg|Target::markable_3::Target=True|Target::markable_3::Anaphref=empty|gender=masc|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|pers=3|num=sg|Target::markable_3::Target=True|gender=neut|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg _ case=acc|gender=masc|*=True
311921269966786560	positive	Super Nummer. Er kann erstmal das Gebet nicht auf italienisch :D #Papst	Super Nummer. er können erstmal die Gebet nicht auf italienisch :D #Papst	NN NE PPER VMFIN ADV ART NN PTKNEG APPR ADJD ADJA NN	0/-- 1/NK 4/SB 0/-- 4/MO 7/NK 11/OA 4/NG 4/MO 11/MO 12/NK 9/NK	case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=strong|gender=fem|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ pos=True case=dat|EmoExpression::markable_116::Uncertain=false|EmoExpression::markable_116::Polarity=positive|gender=masc|pos=True|EmoExpression::markable_116::SubjectiveFact=false|EmoExpression::markable_116::Sarcasm=false|num=sg|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium case=dat|gender=masc|num=sg
311795029989548032	mixed	Solange kein rosa Rauch aufsteigt und endlich ein offen schwuler Papst auf den Balkon tritt, ist es doch auch nicht wirklich spannend, oder?	solange keine rosa Rauch aufsteigen und endlich eine offen schwul Papst auf die Balkon tritt, sein es doch auch nicht wirklich spannend, oder?	KOUS PIAT ADJD NE VVFIN KON ADV ART ADJD ADJA NN APPR ART NN NE VAFIN PPER ADV ADV PTKNEG ADJD NE ADJA	5/CP 5/SB 5/MO 5/OA 0/-- 5/CD 11/MO 11/NK 10/MO 11/NK 16/SB 11/MNR 14/NK 12/NK 14/NK 6/CJ 16/SB 16/MO 16/MO 16/NG 16/MO 23/OA 16/MO	Sentiment::markable_120::Sarcasm=false|Target::markable_121::Target=True|Target::markable_121::Preferred=true|Sentiment::markable_120::Polarity=negative|Target::markable_121::Anaphref=empty|Sentiment::markable_120::Intensity=medium|Sentiment::markable_120::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True *=True|Target::markable_121::Target=True|pos=True|Sentiment::markable_120::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True EmoExpression::markable_10404357::Intensity=medium|EmoExpression::markable_10404357::Sarcasm=false|EmoExpression::markable_10404357::Uncertain=false|EmoExpression::markable_10404357::Polarity=positive|Sentiment::markable_120::Sentiment=True|EmoExpression::markable_10404357::EmoExpression=True|Target::markable_121::Target=True|EmoExpression::markable_10404357::SubjectiveFact=false case=nom|Sentiment::markable_117::Intensity=medium|gender=neut|Target::markable_119::Target=True|Sentiment::markable_120::Sentiment=True|num=sg|Target::markable_121::Target=True|Target::markable_119::Preferred=true|Sentiment::markable_117::Sentiment=True|Target::markable_119::Anaphref=empty|Sentiment::markable_117::Sarcasm=false|Sentiment::markable_117::Polarity=positive Sentiment::markable_117::Sentiment=True|Sentiment::markable_120::Sentiment=True|Target::markable_121::Target=True|pos=True|Target::markable_119::Target=True case=nom|gender=masc|pos=True|Target::markable_119::Target=True|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True|Sentiment::markable_120::Sentiment=True case=nom|num=sg|Target::markable_121::Target=True|Sentiment::markable_117::Sentiment=True|gender=masc|Target::markable_119::Target=True|Sentiment::markable_120::Sentiment=True Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_121::Target=True|Sentiment::markable_120::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_120::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_120::Sentiment=True case=nom|gender=neut|Sentiment::markable_120::Sentiment=True|num=sg|pers=3 Sentiment::markable_120::Sentiment=True Sentiment::markable_120::Sentiment=True Negation::markable_125::Negation=True|Negation::markable_125::EmoExpressionRef=emo-expression:markable_122|Sentiment::markable_120::Sentiment=True Intensifier::markable_124::Degree=medium|Intensifier::markable_124::Intensifier=True|Intensifier::markable_124::EmoExpressionRef=emo-expression:markable_122|pos=True|Sentiment::markable_120::Sentiment=True _ _
311906212683862017	neutral	RT @_ungenau_: "Schatz! Schatz! Wir haben einen neuen Papst!" - "Dich darf man auch echt nicht alleine einkaufen lassen."	RT @_ungenau_: "Schatz! Schatz! wir haben eine neu Papst!" - "Dich dürfen man auch echt nicht alleine einkaufen lassen."	NE ADJA NN NN PPER VAFIN ART ADJA NN $( NN VMFIN PIS ADV ADJD PTKNEG ADV VVFIN ADJA	0/-- 1/UC 0/-- 0/-- 6/SB 0/-- 9/NK 9/NK 6/OA 11/-- 12/SB 0/-- 12/SB 15/MO 12/MO 12/NG 18/MO 12/OC 18/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ pos=True _ _ _ _
312096145964933122	positive	RT @GoeringEckardt: Gleich im Deutschlandfunk und dann MoMa zum neuen Papst. Franziskus war Anwalt der Armen und der Natur. Hoffnung	RT @GoeringEckardt: gleich in Deutschlandfunk und dann MoMa zu neu Papst. Franziskus sein Anwalt die Arm|Arme und die Natur. Hoffnung	NE ADJD ADJD APPRART NN KON ADV NN APPRART ADJA NN NE VAFIN NN ART NN KON ART NN NN	0/-- 1/PD 4/MO 0/-- 4/NK 5/CD 8/MO 6/CJ 8/MNR 11/NK 9/NK 13/SB 0/-- 13/PD 16/NK 14/AG 16/CD 19/NK 17/CJ 0/--	case=nom|*=True|num=sg pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl case=nom|EmoExpression::markable_126::Intensity=medium|gender=fem|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Uncertain=false|EmoExpression::markable_126::Sarcasm=false|num=sg|EmoExpression::markable_126::Polarity=positive|EmoExpression::markable_126::SubjectiveFact=false
311806339443720192	neutral	Ich leg mich fest: Der nächste Papst wird ein Mann!	ich legen ich fest: die nah Papst werden eine Mann!	PPER VVIMP PRF VVFIN ART ADJA NN VAFIN ART ADJA	4/SB 1/NK 4/OA 0/-- 7/NK 7/NK 8/SB 4/OC 10/NK 8/SB	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=acc|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311919445054472194	neutral	Von wegen Rente mit 67! Der neue Papst ist mit 76 auch schon alt!	von wegen Rente mit 67! die neu Papst sein mit @card@ auch schon alt!	APPR APPR NN APPR NN ART ADJA NN VAFIN APPR CARD ADV ADV ADJA	0/-- 1/NK 2/NK 3/MNR 4/NK 8/NK 8/NK 9/SB 0/-- 9/MO 10/NK 14/MO 14/MO 9/MO	_ _ gender=fem|*=True|num=sg _ case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _
311921981211697152	neutral	1 Millionen Menschen zum schweigen bringen. Das muss man erstmal schaffen #papst	1 Million Mensch zu schweigen bringen. die müssen man erstmal schaffen #papst	CARD NN NN APPRART VVFIN ADJD PDS VMFIN PIS ADV VVFIN NN	2/NMC 5/SB 2/NK 2/MNR 0/-- 5/MO 8/SB 0/-- 8/SB 8/MO 8/OC 11/OA	_ case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind pos=True case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ pers=2|num=sg|tense=pres|mood=ind
311917052103372800	positive	Was wäre ein Fortschritt für die Kirche? Wenn der Papst Schwul wäre, dann wäre die Kirche vielleicht mal weltoffener.	was sein eine Fortschritt für die Kirche? wenn die Papst schwul wäre, dann sein die Kirche vielleicht mal weltoffener.	PIS VAFIN ART NN APPR ART NN KOUS ART NN ADJD ADJD ADV VAFIN ART NN ADV ADV ADJA	2/SB 0/-- 4/NK 2/PD 4/MNR 7/NK 5/NK 12/CP 10/NK 12/SB 12/MO 13/RE 14/MO 0/-- 16/NK 14/SB 14/MO 14/MO 14/MO	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_127::SubjectiveFact=false|EmoExpression::markable_127::Sarcasm=false|gender=masc|EmoExpression::markable_127::EmoExpression=True|EmoExpression::markable_127::Intensity=medium|num=sg|EmoExpression::markable_127::Polarity=positive|EmoExpression::markable_127::Uncertain=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True pos=True _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ pos=True
311926562117275648	neutral	Wenn der #Papst in Deutschland #promoviert hat und Merkel ihm dann morgen ihr Vertrauen ausspricht, bleibt der ja nicht lang.	wenn die #Papst in Deutschland #promoviert haben und Merkel er dann morgen ihr Vertrauen ausspricht, bleiben die ja nicht lang.	KOUS ART NN APPR NE ADJD VAFIN KON NE PPER ADV ADV PPOSAT NN NE VVFIN PDS ADV PTKNEG ADJA	7/CP 3/NK 7/SB 3/MNR 4/NK 7/MO 0/-- 7/CD 16/PD 16/DA 12/MO 10/MNR 14/NK 16/OA 14/NK 8/CJ 16/SB 16/MO 16/NG 16/MO	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg case=dat|gender=masc|num=sg|pers=3 _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ _
311915787906580480	neutral	Liebe Christenheit! Mein Name ist ... und ich bin Pirat... äh... #Papst.	lieb Christenheit! mein Name sein ... und ich sein Pirat... äh... #Papst.	ADJA NN PPOSAT NN VAFIN $. KON PPER VAFIN NE ADJA NN	2/NK 0/-- 4/NK 5/PD 0/-- 5/-- 9/JU 9/SB 0/-- 9/PD 0/-- 0/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
312192280419241984	negative	Der neue #Papst hat Humor? Die Homo-Ehe als eine Intrige Satans und deren Adoptionsrecht als Kindesmissbrauch zu bezeichnen ist also Humor?	die neu #Papst haben Humor? die Homo-Ehe als eine Intrige Satan und die Adoptionsrecht als Kindesmissbrauch zu bezeichnen sein also Humor?	ART ADJA NN VAFIN NN ART NN KOKOM ART NN NN KON PDAT NN KOKOM NN PTKZU VVINF VAFIN ADV ADJA	3/NK 3/NK 4/SB 0/-- 4/OA 7/NK 19/SB 10/CM 10/NK 7/CC 10/NK 10/CD 14/NK 18/OA 18/MO 15/NK 18/PM 12/CJ 0/-- 21/MO 19/SB	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=masc|num=sg _ case=gen|gender=fem|num=sg case=acc|gender=neut|num=sg _ case=acc|EmoExpression::markable_10404358::Uncertain=false|EmoExpression::markable_10404358::EmoExpression=True|gender=masc|EmoExpression::markable_10404358::Intensity=medium|EmoExpression::markable_10404358::SubjectiveFact=false|num=sg|EmoExpression::markable_10404358::Polarity=negative|EmoExpression::markable_10404358::Sarcasm=false _ _ pers=3|num=sg|tense=pres|mood=ind _ gender=fem|*=True|num=sg|pos=True
311912684457181184	positive	RT @bangpowwww: Gleich tritt Rafiki auf den Balkon und hält den neuen Papst in die Luft und alle Tiere des geweihten Vatikan fallen auf ...	RT @bangpowwww: gleich treten Rafiki auf die Balkon und halten die neu Papst in die Luft und alle Tier die geweiht Vatikan fallen auf ...	NE ADJD ADJD VVFIN NE APPR ART NN KON VVFIN ART ADJA NN APPR ART NN KON PIAT NN ART ADJA NN VVFIN PTKVZ $.	0/-- 1/PD 4/MO 0/-- 4/SB 4/MO 8/NK 6/NK 4/CD 9/CJ 13/NK 13/NK 10/OA 13/MNR 16/NK 14/NK 13/CD 19/NK 17/CJ 22/NK 22/NK 19/AG 19/PD 10/SVP 24/--	case=nom|*=True|num=sg pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl case=gen|gender=neut|num=sg case=gen|EmoExpression::markable_10404359::Intensity=medium|EmoExpression::markable_10404359::Polarity=positive|gender=neut|EmoExpression::markable_10404359::EmoExpression=True|pos=True|num=sg|EmoExpression::markable_10404359::SubjectiveFact=false|EmoExpression::markable_10404359::Uncertain=false|EmoExpression::markable_10404359::Sarcasm=false case=gen|gender=neut|num=sg _ _ _
311942870326198272	neutral	Chabos wissen wer der Babo ist ... #papst	Chabos wissen wer die Babo sein ... #papst	NE VVFIN PWS ART NE VAFIN $. NN	2/SB 0/-- 6/SB 5/NK 6/SB 2/OC 6/-- 0/--	case=gen|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg
311919177835347970	negative	Während N24 den Wikipedia Eintrag von Franziskus dem I. runterrattert, überlege ich noch, ob Bergoglio nicht irgendeine Krankheit ist. #Papst	während N24 die Wikipedia Eintrag von Franziskus die I. runterrattert, überlegen ich noch, ob Bergoglio nicht irgendeine Krankheit ist. #Papst	APPR NN ART NN NN APPR NE ART NE NE VVFIN PPER NE APPR NE PTKNEG PIAT NN NE NN	11/MO 1/NK 4/NK 11/OA 4/NK 5/PG 10/PNC 10/NK 10/PNC 6/NK 0/-- 11/SB 11/DA 11/MO 14/NK 11/NG 18/NK 11/OA 18/NK 0/--	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_10404360::Polarity=negative|gender=fem|EmoExpression::markable_10404360::EmoExpression=True|EmoExpression::markable_10404360::Intensity=medium|num=sg|EmoExpression::markable_10404360::SubjectiveFact=true|EmoExpression::markable_10404360::Uncertain=false|EmoExpression::markable_10404360::Sarcasm=false case=nom|*=True|num=sg _
311937352576675841	positive	weist er rauch ... gut: lateinamerikanischer #papst - was werden die beiden (foto) wohl in diesem augenblick denken	weisen er rauchen ... gut: lateinamerikanisch #papst - was werden die beide (foto) wohl in dies Augenblick denken	VVFIN PPER VVIMP $. ADJA ADJA NN $( PWS VAFIN ART PIAT NN ADV APPR PDAT NN VVFIN	0/-- 1/SB 1/OC 3/-- 7/NK 7/NK 9/RE 7/-- 18/OA 0/-- 13/NK 13/NK 10/SB 18/MO 18/MO 17/NK 15/NK 10/OC	pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_10404361::Uncertain=false|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Intensity=medium|Target::markable_132::Anaphref=empty|EmoExpression::markable_10404361::Intensity=medium|EmoExpression::markable_10404361::SubjectiveFact=true|Sentiment::markable_131::Polarity=positive|num=sg|Sentiment::markable_131::Sarcasm=false|EmoExpression::markable_10404361::Polarity=positive|case=nom|Target::markable_132::Preferred=true|EmoExpression::markable_10404361::EmoExpression=True|gender=masc|Target::markable_132::Target=True|pers=3|EmoExpression::markable_10404361::Sarcasm=false pers=3|Target::markable_132::Target=True|num=sg|tense=past|mood=ind|EmoExpression::markable_10404361::EmoExpression=True|Sentiment::markable_131::Sentiment=True Sentiment::markable_131::Sentiment=True _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ gender=neut|*=True pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
311902914325143552	mixed	RT @hubertsrevier: Endlich! Ohne Papst war mein Leben so unnütz und leer.	RT @hubertsrevier: Endlich! ohne Papst sein mein Leben so unnütz und leer.	NE ADJA NN APPR NN VAFIN PPOSAT NN ADV ADJD KON NE	0/-- 1/UC 0/-- 6/MO 4/NK 0/-- 8/NK 6/SB 10/MO 6/PD 6/CD 11/CJ	case=nom|*=True|num=sg case=nom|EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::Polarity=positive|EmoExpression::markable_136::EmoExpression=True|*=True|num=sg|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|Sentiment::markable_134::Sentiment=True|Target::markable_137::Target=True case=acc|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_137::Target=True pers=3|Sentiment::markable_134::Sentiment=True|num=sg|tense=past|mood=ind case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_137::Target=True case=nom|gender=neut|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_137::Target=True Sentiment::markable_134::Sentiment=True EmoExpression::markable_138::Uncertain=false|EmoExpression::markable_138::SubjectiveFact=false|pos=True|EmoExpression::markable_138::Sarcasm=false|EmoExpression::markable_138::EmoExpression=True|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_138::Polarity=negative|EmoExpression::markable_138::Intensity=medium Sentiment::markable_134::Sentiment=True case=nom|*=True|Sentiment::markable_134::Sentiment=True|num=sg
311966953382223872	neutral	RT @SPIEGELONLINE: Wer ist Jorge Mario Bergoglio, der überraschend zum neuen #Papst gewählt wurde? Eine Annäherung http://t.co/HVTqB55AC ...	RT @SPIEGELONLINE: wer sein Jorge Mario Bergoglio, die überraschend zu neu #Papst wählen wurde? eine Annäherung http://t.co/HVTqB55AC ...	NE ADJA PWS VAFIN NE NE NE ART ADJD APPRART ADJA NN VVPP TRUNC ART NN NN $.	0/-- 1/UC 4/SB 0/-- 7/PNC 7/PNC 4/SB 14/NK 13/MO 13/MO 12/NK 10/NK 14/NK 4/PD 16/NK 0/-- 16/NK 17/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
311909873933766656	negative	Da musst du als Kind Blockföte lernen, schon stehst du in der Garde vom #Papst. Shit happens.	da müssen du als Kind Blockföte lernen, schon stehen du in die Garde von #Papst. Shit happens.	ADV VMFIN PPER KOKOM NN NN NE ADV VVFIN PPER APPR ART NN APPRART NN NN ADJA	2/MO 0/-- 2/SB 3/CD 4/NK 7/PNC 5/NK 9/MO 2/CJ 9/SB 9/MO 13/NK 11/NK 13/MNR 14/NK 0/-- 16/NK	Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|Sentiment::markable_140::Polarity=negative|Sentiment::markable_140::Intensity=strong pers=2|num=sg|tense=pres|mood=ind Sentiment::markable_140::Sentiment=True|*=True Sentiment::markable_140::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_140::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_140::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_140::Sentiment=True Sentiment::markable_140::Sentiment=True Target::markable_141::Target=True|mood=ind|Target::markable_141::Preferred=true|pers=2|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|Target::markable_141::Anaphref=empty case=nom|pers=2|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True|*=True Sentiment::markable_140::Sentiment=True|Target::markable_141::Target=True case=dat|gender=fem|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=fem|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=masc|Target::markable_141::Target=True|num=sg|Sentiment::markable_140::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_140::Sentiment=True case=nom|EmoExpression::markable_142::Polarity=negative|EmoExpression::markable_142::Sarcasm=false|gender=masc|EmoExpression::markable_142::SubjectiveFact=false|Sentiment::markable_140::Sentiment=True|num=sg|EmoExpression::markable_142::Uncertain=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Intensity=strong case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_140::Sentiment=True
311917300179664898	positive	Wie spannend so ein Blick auf eine geschlossene Tür doch sein kann #pabst	wie spannend so eine Blick auf eine geschlossen Türe doch sein können #pabst	KOKOM ADJD ADV ART NN APPR ART ADJA NN ADV VAINF VMFIN NN	2/MO 11/PD 5/MO 5/NK 12/SB 5/MNR 9/NK 9/NK 6/NK 12/MO 12/OC 0/-- 3/RE	Sentiment::markable_143::Sentiment=True|Intensifier::markable_145::Intensifier=True|Sentiment::markable_143::Polarity=positive|Intensifier::markable_145::EmoExpressionRef=emo-expression:markable_144|Sentiment::markable_143::Intensity=medium|Sentiment::markable_143::Sarcasm=false|Intensifier::markable_145::Degree=medium EmoExpression::markable_144::Sarcasm=false|EmoExpression::markable_144::Uncertain=false|EmoExpression::markable_144::Polarity=positive|pos=True|EmoExpression::markable_144::SubjectiveFact=false|Sentiment::markable_143::Sentiment=True|EmoExpression::markable_144::Intensity=medium|EmoExpression::markable_144::EmoExpression=True Sentiment::markable_143::Sentiment=True case=nom|Sentiment::markable_143::Sentiment=True|num=sg|Target::markable_146::Preferred=true|gender=masc|Target::markable_146::Anaphref=empty|Target::markable_146::Target=True case=nom|gender=masc|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True|Target::markable_146::Target=True case=acc|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True case=acc|Sentiment::markable_143::Sentiment=True|num=sg|gender=fem|pos=True|Target::markable_146::Target=True case=acc|gender=fem|num=sg|Target::markable_146::Target=True|Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True Sentiment::markable_143::Sentiment=True pers=3|Sentiment::markable_143::Sentiment=True|num=sg|tense=pres|mood=ind _
