311903717236555777	positive	RT @GERLittleMix: Wir haben einen neuen Papst :)	RT @GERLittleMix: wir haben eine neu Papst :)	NE NN PPER VAFIN ART ADJA NN ADJA	2/AG 0/-- 4/SB 0/-- 7/NK 7/NK 4/OA 4/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_1::Sentiment=True case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=pl|Target::markable_3::Target=True pers=1|num=pl|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311954891633487873	positive	Es wäre sehr schön, wenn #Papst Franziskus I. mal in Deutschland die Tafel besuchen würde. In Berlin z.B. #cdu,#csu,#spd,#grüne	Es sein sehr schön, wenn #Papst Franziskus I. mal in Deutschland die Tafel besuchen würde. in Berlin z.B. #cdu,#csu,#spd,#grüne	NN VAFIN ADV VVFIN KOUS NN NE NE ADV APPR NE ART NN VVFIN NE APPR NE ADV ADJA	2/SB 0/-- 4/MO 2/MO 8/CP 4/SB 8/PNC 6/NK 4/MO 4/MO 10/NK 13/NK 14/OA 4/SB 14/OA 19/MO 16/NK 19/MO 0/--	case=nom|Target::markable_143::Anaphref=markable_144|Sentiment::markable_141::Polarity=positive|gender=neut|Sentiment::markable_141::Sentiment=True|Target::markable_143::Target=True|Sentiment::markable_141::Sarcasm=false|pers=3|Sentiment::markable_141::Intensity=medium|num=sg|Target::markable_143::Preferred=true pers=3|Sentiment::markable_141::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_141::Sentiment=True pers=3|Sentiment::markable_141::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_141::Sentiment=True case=nom|num=sg|Target::markable_144::Target=True|gender=masc|Sentiment::markable_141::Sentiment=True|Target::markable_144::Anaphref=empty|Target::markable_144::Preferred=true case=nom|gender=masc|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=masc|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True case=dat|gender=neut|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=fem|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True case=nom|gender=fem|Sentiment::markable_141::Sentiment=True|num=sg|Target::markable_144::Target=True Sentiment::markable_141::Sentiment=True|Target::markable_144::Target=True case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=masc|num=pl|pos=True
311905735430787074	positive	Was soll es schon für wichtige Neuigkeiten oder drängende Probleme geben auf der Welt. Hauptsache der #Papst wird gefeiert.	was sollen es schon für wichtig Neuigkeit oder drängend Problem geben auf die Welt. Hauptsache die #Papst werden gefeiert.	PWS VMFIN PPER ADV APPR ADJA NN KON ADJA NN VVFIN APPR ART NN NN ART NN VAFIN ADJD	2/OA 0/-- 2/EP 5/MO 11/MO 7/NK 5/NK 7/CD 10/NK 8/CJ 2/OC 11/MO 14/NK 12/NK 18/SB 17/NK 15/AG 0/-- 18/PD	case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|EmoExpression::markable_148::Intensity=medium|EmoExpression::markable_148::EmoExpression=True|gender=fem|EmoExpression::markable_148::SubjectiveFact=false|pos=True|EmoExpression::markable_148::Uncertain=false|num=pl|EmoExpression::markable_148::Polarity=positive|EmoExpression::markable_148::Sarcasm=false case=acc|gender=fem|num=pl _ case=acc|gender=neut|num=pl|pos=True case=acc|EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=negative|gender=neut|EmoExpression::markable_149::SubjectiveFact=false|EmoExpression::markable_149::Sarcasm=false|num=pl|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Intensity=medium pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|Sentiment::markable_145::Polarity=positive|Sentiment::markable_145::Intensity=medium|EmoExpression::markable_146::Polarity=positive|gender=fem|EmoExpression::markable_146::Intensity=medium|EmoExpression::markable_146::Sarcasm=false|Sentiment::markable_145::Sentiment=True|Sentiment::markable_145::Sarcasm=false|num=sg|EmoExpression::markable_146::Uncertain=false|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::EmoExpression=True case=gen|Target::markable_147::Target=True|num=sg|Target::markable_147::Preferred=true|gender=fem|Target::markable_147::Anaphref=empty|Sentiment::markable_145::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_147::Target=True|Sentiment::markable_145::Sentiment=True Target::markable_147::Target=True|EmoExpression::markable_104011545::Sarcasm=false|mood=ind|EmoExpression::markable_104011545::Uncertain=false|EmoExpression::markable_104011545::Intensity=medium|Sentiment::markable_145::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_104011545::EmoExpression=True|EmoExpression::markable_104011545::SubjectiveFact=false|EmoExpression::markable_104011545::Polarity=positive Sentiment::markable_145::Sentiment=True
311921303500247040	neutral	"@EtienneToGo: Was macht Willi Lemke auf dem Balkon vom #Papst?" Hahaha bei Werder läuft es halt nicht #zweitesstandbein	"@EtienneToGo: was machen Willi Lemke auf die Balkon von #Papst?" Hahaha bei Werder laufen es halt nicht #zweitesstandbein	NN PIS VVFIN NE NE APPR ART NN APPRART ADJA NN APPR NE VVFIN PPER ADV PTKNEG NN	0/-- 3/SB 0/-- 5/PNC 3/SB 3/MO 8/NK 6/NK 8/MNR 9/NK 14/SB 11/MNR 12/NK 0/-- 14/SB 14/MO 14/NG 14/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg *=True|pos=True case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=nom|gender=neut|num=sg
311940936928215041	positive	Ich hätte es gefeiert, wenn der neue Papst Gühnter geheissen würde. Papst Gühnter der 1. ;D	ich haben es gefeiert, wenn die neu Papst Gühnter heißen würde. Papst Gühnter die 1. ;D	PPER VAFIN PPER VVPP KOUS ART ADJA NN NE VVPP ADJA NN NE ART ADJA NN	2/SB 0/-- 4/OA 2/OC 10/CP 8/NK 8/NK 10/SB 8/NK 3/RE 10/MO 0/-- 12/NK 16/NK 16/NK 12/SB	case=nom|Sentiment::markable_151::Sarcasm=false|Source::markable_152::Source=True|Sentiment::markable_151::Polarity=positive|*=True|pers=1|num=sg|Source::markable_152::Anaphref=empty|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_151::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_151::Sentiment=True|pers=3 Sentiment::markable_151::Sentiment=True Target::markable_154::Target=True|Target::markable_154::Preferred=true|Target::markable_154::Anaphref=empty|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_151::Sentiment=True|Target::markable_154::Target=True case=nom|Target::markable_154::Target=True|num=sg|gender=masc|pos=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_151::Sentiment=True|Target::markable_154::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_151::Sentiment=True|Target::markable_154::Target=True Target::markable_154::Target=True|Sentiment::markable_151::Sentiment=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|EmoExpression::markable_150::EmoExpression=True|gender=masc|EmoExpression::markable_150::Intensity=medium|EmoExpression::markable_150::Uncertain=false|EmoExpression::markable_150::Sarcasm=false|EmoExpression::markable_150::SubjectiveFact=false|EmoExpression::markable_150::Polarity=positive|num=sg
311922867086446593	neutral	Gleich macht er die Sektflasche offen #Papst	gleich machen er die Sektflasche offen #Papst	ADJD VVFIN PPER ART NN ADJD NN	2/MO 0/-- 2/SB 5/NK 2/OA 2/MO 2/OA	pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _
311926666593189889	neutral	@laRossa05 Nein, das ist einer, der streng nach den Gesetzen Gottes lebt. Und nur einer hat das Sagen! Das ist der Papst.	@laRossa05 Nein, die sein einer, die streng nach die Gesetz Gott lebt. und nur eine haben die Sagen! die sein die Papst.	CARD NN PDS VAFIN NE ART ADJD APPR ART NN NN VVFIN KON ADV PIS VAFIN PDS ADJD PDS VAFIN ART NN	0/-- 3/RE 4/SB 0/-- 4/SB 12/SB 8/MO 12/MO 10/NK 8/NK 10/AG 4/PD 16/JU 15/MO 16/SB 0/-- 16/SB 17/MNR 20/SB 0/-- 22/NK 20/PD	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=dat|gender=fem|num=sg pos=True _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=gen|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
312020391499554816	positive	http://t.co/LirKLBe4K3 #ch Reaktionen auf Papst-Wahl: Ein Zeichen der Stärke Lateinamerikas - Spiegel... http://t.co/SK7hMrniud	http://t.co/LirKLBe4K3 #ch Reaktion auf Papst-Wahl: eine Zeichen die Stärke Lateinamerika - Spiegel... http://t.co/SK7hMrniud	NN ADJA NN APPR NN ART NN ART NN NE $( NE NN	2/SB 0/-- 2/SB 2/MO 4/NK 7/NK 2/OA 9/NK 7/AG 9/AG 10/-- 0/-- 0/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_104011546::Polarity=positive|gender=fem|EmoExpression::markable_104011546::Uncertain=false|num=sg|EmoExpression::markable_104011546::SubjectiveFact=false|EmoExpression::markable_104011546::EmoExpression=True|EmoExpression::markable_104011546::Intensity=medium|EmoExpression::markable_104011546::Sarcasm=false case=gen|gender=neut|num=sg _ *=True case=nom|gender=masc|num=sg
311914419456200704	positive	RT @BILD: . @GobiMagob "Ich verkündige euch grosse Freude: Wir haben einen Papst! Den herausragendsten und hochwürdigsten Herrn ... "	RT @BILD: . @GobiMagob "Ich verkündige ihr groß Freude: wir haben eine Papst! die herausragendsten und hochwürdigsten Herr ... "	NE ADJD $. NE NN VVFIN PPER ADJA NN PPER VAFIN ART NN ART ADJA KON ADJA NN $. $(	0/-- 1/PD 0/-- 0/-- 6/MO 0/-- 6/DA 9/NK 6/SB 11/SB 6/OC 13/NK 11/OA 18/NK 18/NK 15/CD 16/CJ 0/-- 18/-- 0/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=neut|num=sg Sentiment::markable_156::Polarity=positive|Sentiment::markable_156::Sarcasm=false|Sentiment::markable_156::Intensity=medium|Source::markable_157::Source=True|pos=True|Sentiment::markable_156::Sentiment=True|Source::markable_157::Anaphref=empty pers=3|num=sg|tense=pres|mood=subj|Sentiment::markable_156::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_156::Sentiment=True|pers=2 case=nom|EmoExpression::markable_155::Sarcasm=false|EmoExpression::markable_155::Polarity=positive|gender=fem|EmoExpression::markable_155::Intensity=medium|pos=True|Sentiment::markable_156::Sentiment=True|num=pl|EmoExpression::markable_155::Uncertain=false|EmoExpression::markable_155::SubjectiveFact=false|EmoExpression::markable_155::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_156::Sentiment=True case=nom|*=True|Sentiment::markable_156::Sentiment=True|pers=1|num=pl|Target::markable_158::Target=True|Target::markable_158::Preferred=true|Target::markable_158::Anaphref=empty pers=1|num=pl|tense=pres|mood=ind|Target::markable_158::Target=True|Sentiment::markable_156::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_158::Target=True|Sentiment::markable_156::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_156::Sentiment=True case=acc|Sentiment::markable_159::Intensity=strong|num=sg|Sentiment::markable_159::Sentiment=True|Sentiment::markable_159::Sarcasm=false|gender=masc|Sentiment::markable_159::Polarity=positive case=acc|EmoExpression::markable_160::Sarcasm=false|EmoExpression::markable_160::Polarity=positive|gender=masc|EmoExpression::markable_160::Intensity=strong|Sentiment::markable_159::Sentiment=True|num=sg|EmoExpression::markable_160::Uncertain=false|sup=True|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True Sentiment::markable_159::Sentiment=True case=dat|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=strong|gender=masc|EmoExpression::markable_161::Uncertain=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_161::SubjectiveFact=false|num=pl|EmoExpression::markable_161::EmoExpression=True|sup=True case=acc|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True _ _
311948106080067584	positive	@miinaaa @ruhepuls Ich will damit sagen: In diesem Punkt kein Fortschritt vom alten zum neuen Papst, aber auch kein Rückschritt.	@miinaaa @ruhepuls ich wollen damit sagen: in dies Punkt keine Fortschritt von alt zu neu Papst, aber auch keine Rückschritt.	NN NN PPER VMFIN PAV ADJD APPR PDAT NN PIAT NN APPRART ADJA APPRART ADJA NE ADV ADV PIAT NN	0/-- 0/-- 4/SB 0/-- 16/NK 4/MO 4/MO 9/NK 7/NK 11/NK 4/PD 11/MNR 12/NK 11/MNR 16/NK 14/NK 4/MO 20/MO 20/NK 4/OA	case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|Negation::markable_163::Negation=True|num=sg|Negation::markable_163::EmoExpressionRef=emo-expression:markable_164 case=nom|EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|gender=masc|EmoExpression::markable_164::SubjectiveFact=false|num=sg|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ _ case=nom|gender=masc|Negation::markable_166::EmoExpressionRef=emo-expression:markable_165|num=sg|Negation::markable_166::Negation=True case=nom|gender=masc|num=sg
311933691490365441	negative	Erst schaue ich ob's weissen Rauch gibt, dann wer der Papst ist und jetzt Fussball. Dieses Bayern tut mir nicht gut.	erst schauen ich ob's weiß Rauch gibt, dann wer die Papst sein und jetzt Fussball. dies Bayer tun ich nicht gut.	ADV VVFIN PPER VVFIN ADJA NE NE ADV PWS ART NN VAFIN KON ADV NN PDAT NN VVFIN PPER PTKNEG ADJD	2/MO 0/-- 2/SB 2/OA 7/NK 7/PNC 4/OA 4/MO 12/SB 11/NK 12/SB 8/RE 12/CD 4/MO 4/OA 17/NK 18/SB 0/-- 18/DA 18/NG 18/MO	_ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_104011547::Uncertain=false|gender=masc|EmoExpression::markable_104011547::Intensity=medium|pos=True|EmoExpression::markable_104011547::Sarcasm=false|EmoExpression::markable_104011547::SubjectiveFact=true|num=sg|EmoExpression::markable_104011547::Polarity=positive|EmoExpression::markable_104011547::EmoExpression=True case=acc|gender=masc|num=sg|EmoExpression::markable_104011547::EmoExpression=True case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg case=nom|Sentiment::markable_167::Polarity=negative|Target::markable_168::Preferred=true|gender=neut|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Target::markable_168::Anaphref=empty|Sentiment::markable_167::Intensity=medium|num=sg|Target::markable_168::Target=True case=nom|gender=neut|Sentiment::markable_167::Sentiment=True|num=sg|Target::markable_168::Target=True pers=3|Sentiment::markable_167::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|pers=1|num=sg|Source::markable_169::Source=True|Source::markable_169::Anaphref=empty|Sentiment::markable_167::Sentiment=True|*=True Sentiment::markable_167::Sentiment=True|Negation::markable_170::Negation=True|Negation::markable_170::EmoExpressionRef=emo-expression:markable_171 pos=True
312001680243826690	positive	Papst-Begeisterung in Rom: Polonäse über den Petersplatz: "Viva, viva il Papa Francesco!" Tausende Gläubige be... http://t.co/QSo4mbBjVB	Papst-Begeisterung in Rom: Polonäse über die Petersplatz: "Viva, Viva il Papa Francesco!" Tausend gläubig be... http://t.co/QSo4mbBjVB	NN APPR NE NN APPR ART NN NE NE NE NN ADJA NN ADJA ADJA NN	0/-- 1/MNR 4/AG 2/NK 4/MNR 7/NK 5/NK 10/PNC 10/PNC 7/NK 12/OA 4/APP 0/-- 13/NK 13/NK 0/--	case=nom|Target::markable_173::Target=True|EmoExpression::markable_174::EmoExpression=True|Sentiment::markable_172::Sentiment=True|gender=fem|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::Uncertain=false|num=sg|EmoExpression::markable_174::SubjectiveFact=false|EmoExpression::markable_174::Sarcasm=false Sentiment::markable_172::Sentiment=True case=gen|*=True|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=pl
311938324644384769	negative	RT @istuetzle: Er war ja schon während der Militärdiktatur so bescheiden, der neue #Papst #Franziskus http://t.co/PvveUgOfni	RT @istuetzle: er sein ja schon während die Militärdiktatur so bescheiden, die neu #Papst #Franziskus http://t.co/PvveUgOfni	NE NN PPER VAFIN ADV ADV APPR ART NN ADV NE ART ADJA NN NN NE	2/AG 0/-- 4/SB 10/RE 4/MO 4/MO 4/MO 9/NK 7/NK 11/MO 0/-- 14/NK 14/NK 11/AG 16/PNC 14/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_175::Sentiment=True case=nom|Target::markable_177::Target=True|gender=masc|Sentiment::markable_175::Sentiment=True|pers=3|num=sg|Target::markable_177::Anaphref=markable_179|Target::markable_177::Preferred=true pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_175::Sentiment=True case=dat|EmoExpression::markable_104011548::Uncertain=false|EmoExpression::markable_104011548::Intensity=medium|EmoExpression::markable_104011548::Sarcasm=false|EmoExpression::markable_104011548::Polarity=negative|gender=fem|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_104011548::EmoExpression=True|num=sg|EmoExpression::markable_104011548::SubjectiveFact=true Sentiment::markable_175::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True case=nom|num=sg|Target::markable_179::Preferred=true|gender=masc|Target::markable_179::Target=True|Sentiment::markable_175::Sentiment=True|Target::markable_179::Anaphref=empty case=nom|num=sg|gender=masc|Target::markable_179::Target=True|pos=True|Sentiment::markable_175::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True|Target::markable_179::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_175::Sentiment=True|Target::markable_179::Target=True case=nom|gender=masc|num=sg
311916201397866496	positive	Bei mir auf der Strassen jubeln sie. Ich habe das Licht im Wohnzimmer angemacht. #Papst	bei ich auf die Straße jubeln sie. ich haben die Licht in Wohnzimmer angemacht. #Papst	APPR PPER APPR ART NN VVFIN NE PPER VAFIN ART NN APPRART NN NE NN	6/MO 1/NK 2/MNR 5/NK 3/NK 0/-- 6/OA 9/SB 0/-- 11/NK 9/OA 11/MNR 12/NK 13/NK 0/--	_ case=dat|*=True|num=sg|pers=1 _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|mood=ind|EmoExpression::markable_180::SubjectiveFact=false|pers=3|num=pl|tense=pres|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True|EmoExpression::markable_180::Polarity=positive _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _
311938159569141760	mixed	@arminauth Och finde ja, gegen die Schwulenehe als Kardinal zu sein ist erwartbar und kein Hass. Ein lächelnder Papst. Gut.	@arminauth Och finden ja, gegen die Schwulenehe als Kardinal zu sein sein erwartbar und keine Hass. eine lächelnd Papst. Gut.	NN NN VVFIN NE APPR ART NN KOKOM NN PTKZU VAINF VAFIN ADJD KON PIAT NN ART ADJA NN NN	0/-- 3/SB 0/-- 3/SB 3/MO 7/NK 5/NK 12/CM 11/PD 11/PM 12/SB 7/CC 12/PD 12/CD 16/NK 14/CJ 19/NK 19/NK 0/-- 0/--	case=nom|gender=fem|num=sg pos=True pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg Sentiment::markable_181::Polarity=negative|EmoExpression::markable_182::Sarcasm=false|Sentiment::markable_181::Intensity=medium|EmoExpression::markable_182::Polarity=negative|EmoExpression::markable_182::Intensity=medium|Sentiment::markable_181::Sentiment=True|Sentiment::markable_181::Sarcasm=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True case=acc|Target::markable_183::Target=True|num=sg|Target::markable_183::Preferred=true|gender=fem|Target::markable_183::Anaphref=empty|Sentiment::markable_181::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_183::Target=True|Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True case=nom|num=sg|Source::markable_184::Source=True|gender=masc|Source::markable_184::Anaphref=empty|Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True Sentiment::markable_181::Sentiment=True pers=3|num=sg|tense=pres|mood=ind pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|Sentiment::markable_185::Polarity=positive|gender=masc|Sentiment::markable_185::Sentiment=True|Sentiment::markable_185::Sarcasm=false|Sentiment::markable_185::Intensity=medium|num=sg|Target::markable_186::Target=True case=nom|num=sg|Target::markable_186::Target=True|gender=masc|Sentiment::markable_185::Sentiment=True|pos=True case=nom|EmoExpression::markable_187::EmoExpression=True|gender=masc|Sentiment::markable_185::Sentiment=True|EmoExpression::markable_187::Intensity=medium|EmoExpression::markable_187::Uncertain=false|EmoExpression::markable_187::Sarcasm=false|EmoExpression::markable_187::SubjectiveFact=false|EmoExpression::markable_187::Polarity=positive|num=sg case=nom|gender=masc|Sentiment::markable_185::Sentiment=True|num=sg
311916645222334464	positive	Ich finde es gut dass der #pabst zur Prime Time verkündet wird, die katholische Kirche geht endlich mit der zeit!	ich finden es gut dass die #pabst zu Prime Time verkünden wird, die katholisch Kirche gehen endlich mit die zeit!	PPER VVFIN PPER ADJD KOUS ART NN APPRART FM NE VVFIN NE ART ADJA NN VVFIN ADV APPR ART ADJA	2/SB 0/-- 2/OA 2/MO 16/CP 7/NK 16/SB 7/MNR 10/PNC 11/SB 8/NK 11/SB 15/NK 15/NK 11/OA 3/RE 16/MO 16/MO 20/NK 18/NK	case=nom|Source::markable_190::Anaphref=empty|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=positive|*=True|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|pers=1|num=sg|Sentiment::markable_189::Sarcasm=false pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_189::Sentiment=True|pers=3 EmoExpression::markable_191::Sarcasm=false|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_191::Polarity=positive|EmoExpression::markable_191::Intensity=medium|pos=True|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True Sentiment::markable_189::Sentiment=True case=nom|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_192::Anaphref=empty|Target::markable_192::Preferred=true case=nom|gender=masc|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True case=nom|*=True|num=sg|Target::markable_192::Target=True|Sentiment::markable_189::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True
