328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen :)	gleich in Braunschweig mit Kamaraden Treffen :)	ADJD APPR NE APPR ADJA NN ADJD	0/-- 1/MO 2/NK 7/MO 6/NK 4/NK 1/PD	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
329264281222778881	positive	Meine neuen Hasis *___* ♥ rechts von meiner Mama als Geburtstagsgeschenk ♥ links von einem netten Mädchen aus FB. http://t.co/Vvf76mXAnG	mein neu Hasis *___* ♥ rechts von mein Mama als Geburtstagsgeschenk ♥ links von eine nett Mädchen aus FB. http://t.co/Vvf76mXAnG	PPOSAT ADJA NN ADJA NN ADV APPR PPOSAT NN KOKOM NN ADJD ADV APPR ART ADJA NN APPR NN NN	3/NK 3/NK 0/-- 5/NK 3/APP 7/MO 5/MNR 9/NK 7/NK 13/CM 13/PNC 13/MO 5/MNR 13/MO 17/NK 17/NK 14/NK 17/MNR 18/NK 19/NK	case=nom|Sentiment::markable_248::Sentiment=True|Sentiment::markable_248::Polarity=positive|gender=masc|Target::markable_249::Anaphref=empty|Target::markable_249::Preferred=true|num=pl|Target::markable_249::Target=True|Sentiment::markable_248::Intensity=medium|Sentiment::markable_248::Sarcasm=false case=nom|Sentiment::markable_248::Sentiment=True|num=pl|Target::markable_249::Target=True|gender=masc|pos=True case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_104012291::SubjectiveFact=false|gender=masc|EmoExpression::markable_104012291::Uncertain=false|EmoExpression::markable_104012291::Intensity=medium|num=pl|EmoExpression::markable_104012291::Sarcasm=false|Target::markable_249::Target=True|EmoExpression::markable_104012291::Polarity=positive|EmoExpression::markable_104012291::EmoExpression=True case=nom|Sentiment::markable_248::Sentiment=True|gender=masc|pos=True|EmoExpression::markable_247::Intensity=medium|num=pl|EmoExpression::markable_247::EmoExpression=True|EmoExpression::markable_247::SubjectiveFact=false|EmoExpression::markable_247::Sarcasm=false|EmoExpression::markable_247::Uncertain=false|EmoExpression::markable_247::Polarity=positive case=nom|Sentiment::markable_248::Sentiment=True|EmoExpression::markable_157::Sarcasm=false|EmoExpression::markable_157::Uncertain=false|EmoExpression::markable_157::Polarity=positive|gender=masc|EmoExpression::markable_157::SubjectiveFact=false|num=pl|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::EmoExpression=True _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::SubjectiveFact=false|EmoExpression::markable_158::Polarity=positive _ _ case=dat|Sentiment::markable_89::Sentiment=True|Sentiment::markable_89::Polarity=positive|num=sg|gender=masc|Sentiment::markable_89::Sarcasm=false|Sentiment::markable_89::Intensity=medium case=dat|Sentiment::markable_89::Sentiment=True|EmoExpression::markable_90::EmoExpression=True|gender=masc|pos=True|EmoExpression::markable_90::Intensity=medium|num=sg|EmoExpression::markable_90::SubjectiveFact=false|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=dat|Sentiment::markable_89::Sentiment=True|num=sg|Target::markable_91::Anaphref=empty|gender=masc|Target::markable_91::Preferred=true|Target::markable_91::Target=True Sentiment::markable_89::Sentiment=True case=dat|gender=masc|Sentiment::markable_89::Sentiment=True|num=sg case=dat|gender=masc|num=sg
327476224278552576	positive	Gesundheitspolitik - "Das Pflegesystem ist unmenschlich und überaltert" http://t.co/ynKybNkmfb	Gesundheitspolitik - "Das Pflegesystem sein unmenschlich und überaltert" http://t.co/ynKybNkmfb	NN $( NN NN VAFIN ADJD KON ADJD NN	5/SB 1/-- 1/CJ 3/NK 0/-- 5/PD 6/CD 7/CJ 5/PD	case=nom|gender=fem|num=sg _ case=nom|Target::markable_93::Preferred=true|Sentiment::markable_92::Sarcasm=false|Sentiment::markable_92::Intensity=medium|gender=neut|Target::markable_93::Anaphref=empty|num=sg|Target::markable_93::Target=True|Sentiment::markable_92::Sentiment=True|Sentiment::markable_92::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_92::Sentiment=True|Target::markable_93::Target=True pers=3|Sentiment::markable_92::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_94::EmoExpression=True|EmoExpression::markable_94::Polarity=negative|EmoExpression::markable_94::Sarcasm=false|pos=True|EmoExpression::markable_94::Intensity=medium|Sentiment::markable_92::Sentiment=True|EmoExpression::markable_94::SubjectiveFact=false|EmoExpression::markable_94::Uncertain=false Sentiment::markable_92::Sentiment=True pos=True case=acc|gender=masc|num=sg
327475613487230976	positive	Pfingstzeltcamp mit der ganzen Stufe. So muss das. Abriss!	Pfingstzeltcamp mit die ganz Stufe. so müssen das. Abriss!	NN APPR ART ADJA NN ADV VMFIN ADJA NN	0/-- 1/MNR 5/NK 5/NK 2/NK 7/MO 0/-- 7/SB 0/--	case=nom|Target::markable_251::Preferred=true|Target::markable_251::Anaphref=empty|Target::markable_251::Target=True|*=True|Sentiment::markable_250::Polarity=positive|num=sg|Sentiment::markable_250::Intensity=medium|Sentiment::markable_250::Sentiment=True|Sentiment::markable_250::Sarcasm=false Sentiment::markable_250::Sentiment=True|Target::markable_251::Target=True case=dat|gender=fem|Target::markable_251::Target=True|num=sg|Sentiment::markable_250::Sentiment=True case=dat|num=sg|Sentiment::markable_250::Sentiment=True|gender=fem|Target::markable_251::Target=True|pos=True case=dat|gender=fem|num=sg|Sentiment::markable_250::Sentiment=True EmoExpression::markable_104012292::SubjectiveFact=false|EmoExpression::markable_104012292::Uncertain=false|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True|EmoExpression::markable_104012292::Polarity=positive|EmoExpression::markable_104012292::Sarcasm=false|EmoExpression::markable_104012292::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_104012292::EmoExpression=True|Sentiment::markable_250::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_250::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_250::Sentiment=True
325393540358213632	neutral	Angebot des Tages mit 50% Rabatt beim Designer Outlet: 3/4 Hose von Lynne im buntem 70's Muster http://t.co/RFXPcGiTHI Mode miss50percent	Angebot die Tag mit @card@ Rabatt bei Designer Outlet: 3/4 Hose von Lynne in bunt 70's Muster http://t.co/RFXPcGiTHI Mode miss50percent	NN ART NN APPR CARD NN APPRART NN ADJD CARD NN APPR NE APPRART ADJA ADJA NN NE NN ADJD	0/-- 3/NK 1/AG 1/MNR 6/NK 4/NK 6/MNR 7/NK 10/MO 11/NK 6/APP 11/PG 12/NK 11/MNR 17/NK 17/NK 14/NK 19/NK 17/NK 1/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ gender=neut|*=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True _ case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg *=True case=nom|gender=fem|num=sg pos=True
328472317116166144	positive	@Matthias_aus_Do @SPORT1_Dopa Respekt. Das war ein sehr sympathischer und professioneller Auftritt und tat der Sendung gut.	@Matthias_aus_Do @SPORT1_Dopa Respekt. die sein eine sehr sympathisch und professionell Auftritt und tun die Sendung gut.	NN NN NN PDS VAFIN ART ADV ADJA KON ADJA NN KON VVFIN ART NN ADJD	0/-- 0/-- 0/-- 5/SB 0/-- 11/NK 8/MO 11/NK 8/CD 9/CJ 5/PD 5/CD 12/CJ 15/NK 13/DA 13/MO	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg|Sentiment::markable_252::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_252::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_252::Sentiment=True case=nom|Target::markable_100::Anaphref=empty|Target::markable_100::Preferred=true|Sentiment::markable_252::Sentiment=True|gender=neut|Sentiment::markable_96::Sarcasm=false|Sentiment::markable_96::Intensity=medium|num=sg|Sentiment::markable_96::Sentiment=True|Target::markable_100::Target=True|Sentiment::markable_96::Polarity=positive Sentiment::markable_96::Sentiment=True|Intensifier::markable_98::Degree=strong|Intensifier::markable_98::Intensifier=True|Sentiment::markable_252::Sentiment=True|Intensifier::markable_98::EmoExpressionRef=emo-expression:markable_97|Target::markable_100::Target=True case=gen|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|Sentiment::markable_96::Sentiment=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|pos=True|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_252::Sentiment=True|Target::markable_100::Target=True Target::markable_100::Target=True|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|Target::markable_100::Target=True|EmoExpression::markable_99::Uncertain=false case=gen|num=sg|Sentiment::markable_96::Sentiment=True|Sentiment::markable_252::Sentiment=True|gender=fem|Target::markable_100::Target=True Sentiment::markable_252::Sentiment=True EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|mood=ind|Sentiment::markable_252::Sentiment=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|pers=3|num=sg|tense=past|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_252::Sentiment=True pos=True|Sentiment::markable_252::Sentiment=True
320661075429318656	negative	#ksta Mühlheimer Strasse - Mehrere Verletzte bei Wohnungsbrand Bei einem Feuer am späten Samstagnachmittag in einem M http://t.co/PdWy76b4xS	#ksta Mühlheimer Straße - mehrere Verletzte bei Wohnungsbrand bei eine Feuer an spät Samstagnachmittag in eine M http://t.co/PdWy76b4xS	NN ADJA NN $( PIAT NN APPR NE APPR ART NN APPRART ADJA NN APPR ART NE NN	0/-- 3/NK 1/MNR 3/-- 6/NK 1/CJ 6/MNR 7/NK 1/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 14/MNR 17/NK 15/NK 17/PNC	case=nom|gender=fem|num=sg *=True|pos=True case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl case=acc|EmoExpression::markable_104012293::Sarcasm=false|*=True|EmoExpression::markable_104012293::EmoExpression=True|EmoExpression::markable_104012293::Intensity=medium|EmoExpression::markable_104012293::Uncertain=false|num=pl|EmoExpression::markable_104012293::SubjectiveFact=false|EmoExpression::markable_104012293::Polarity=negative _ case=dat|gender=neut|EmoExpression::markable_104012295::Polarity=negative|EmoExpression::markable_104012295::Sarcasm=false|num=sg|EmoExpression::markable_104012295::Uncertain=false|EmoExpression::markable_104012295::Intensity=medium|EmoExpression::markable_104012295::SubjectiveFact=false|EmoExpression::markable_104012295::EmoExpression=True _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_104012296::Intensity=medium|EmoExpression::markable_104012296::Sarcasm=false|gender=neut|EmoExpression::markable_104012296::Polarity=negative|num=sg|EmoExpression::markable_104012296::SubjectiveFact=true|EmoExpression::markable_104012296::EmoExpression=True|EmoExpression::markable_104012296::Uncertain=false case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321337882944094208	positive	Ich habe ein @YouTube -Video von @mathehilfe24 positiv bewertet: http://t.co/lVnUecqfDU e-Funktion Kurvendiskussion 1	ich haben eine @YouTube -Video von @mathehilfe24 positiv bewertet: http://t.co/lVnUecqfDU e-Funktion Kurvendiskussion 1	PPER VAFIN ART NN NN APPR CARD ADJD ADJA NN NN NN CARD	2/SB 0/-- 4/NK 2/OA 0/-- 5/MNR 6/NK 9/MO 10/NK 0/-- 10/NK 10/MNR 12/NK	case=nom|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_105::Source=True|pers=1|Source::markable_105::Anaphref=empty|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True pers=1|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_104::Preferred=true|num=sg|Target::markable_104::Anaphref=empty|gender=neut|Target::markable_104::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True case=nom|gender=masc|num=sg|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_102::Uncertain=false case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
328592314173882368	negative	@verleyxoxo :o okay cool! Ich bin mit englisch und Französisch schon vollkommen überfordert	@verleyxoxo :o Okay cool! ich sein mit englisch und französisch schon vollkommen überfordern	NE NE NE ADJD PPER VAFIN APPR ADJD KON ADJD ADV ADJD VVFIN	0/-- 3/NK 0/-- 3/MNR 6/SB 0/-- 13/MO 7/NK 8/CD 12/MO 12/MO 9/CJ 6/OC	case=nom|gender=neut|num=sg _ EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false _ case=nom|Source::markable_160::Anaphref=empty|Sentiment::markable_159::Intensity=strong|Sentiment::markable_159::Sarcasm=false|*=True|Source::markable_160::Source=True|Sentiment::markable_159::Polarity=negative|pers=1|num=sg|Sentiment::markable_159::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_161::Target=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_162::Anaphref=empty|Target::markable_162::Target=True|Target::markable_162::Preferred=true|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Intensifier::markable_164::EmoExpressionRef=emo-expression:markable_163|Sentiment::markable_159::Sentiment=True|Intensifier::markable_164::Degree=medium|pos=True|Intensifier::markable_164::Intensifier=True EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|pos=True|EmoExpression::markable_163::SubjectiveFact=false|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_163::EmoExpression=True
323374811399213056	positive	@raz0rback2 Danke, ich habe nachgefragt. Anscheinend bist du genau während den Schulferien dort hingegangen.. :D Juni soll leer sein	@raz0rback2 Danke, ich haben nachgefragt. anscheinend sein du genau während die Schulferien dort hingegangen.. :D Juni sollen leer sein	NN NE PPER VAFIN ADJD ADJD VAFIN PPER ADJD APPR ART NN ADV ADJA ADJA NN VMFIN ADJD PPOSAT	0/-- 4/SB 4/SB 0/-- 4/OC 7/PD 0/-- 7/SB 10/MO 14/MO 12/NK 10/NK 7/MO 7/MO 16/NK 17/SB 0/-- 19/PD 17/OC	case=nom|gender=masc|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ pos=True pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 pos=True _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=pl|pos=True case=nom|EmoExpression::markable_107::SubjectiveFact=false|gender=masc|pos=True|num=sg|EmoExpression::markable_107::Intensity=strong|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::Sarcasm=false|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Polarity=positive case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _
321260487314661376	neutral	@kingmassiv Hey Bro, wäre es möglich mir mal zu folgen, nur kurz, will dich mal was ernstes fragen und da kann ich wenigstens mehr schreiben	@kingmassiv Hey Bro, sein es möglich ich mal zu folgen, nur kurz, wollen du mal was ernst fragen und da können ich wenigstens mehr schreiben	NN NE NE VAFIN PPER ADJD PPER ADV APPR NE ADV NE VMFIN PPER ADV PIAT ADJA VVINF KON ADV VMFIN PPER ADV ADV VVFIN	0/-- 3/PNC 4/SB 0/-- 4/SB 4/PD 6/DA 6/MO 6/MO 9/NK 12/MO 13/SB 5/RE 18/OA 18/MO 17/NK 18/OA 13/OC 13/CD 21/MO 19/CJ 21/SB 21/MO 21/MO 21/OC	pos=True case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 pos=True case=dat|*=True|num=sg|pers=1 _ _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _
318667322804023296	positive	RT @TheMsMania: Unglaublich locker und sympathisch der Boris :) und frohe Ostern wünsche ich euch ❤ #borisentrup... http://t.co/qOSnIRWQDj	RT @TheMsMania: unglaublich locker und sympathisch die Boris :) und froh Ostern wünschen ich ihr ❤ #borisentrup... http://t.co/qOSnIRWQDj	NE ADJD ADJD ADJD KON ADJD ART NE ADJA KON ADJA NN VVFIN PPER PPER ADJA NN NE	0/-- 1/PD 4/MO 13/MO 4/CD 5/CJ 12/NK 9/PNC 12/NK 9/CD 10/CJ 13/SB 0/-- 13/SB 13/DA 17/NK 13/OA 0/--	case=nom|*=True|num=sg pos=True|Sentiment::markable_108::Sentiment=True Intensifier::markable_113::Degree=medium|Intensifier::markable_113::Intensifier=True|pos=True|Intensifier::markable_113::EmoExpressionRef=emo-expression:markable_112|Sentiment::markable_108::Sentiment=True case=gen|EmoExpression::markable_112::EmoExpression=True|gender=masc|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|pos=True|EmoExpression::markable_112::Sarcasm=false|EmoExpression::markable_112::Uncertain=false|num=pl|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_108::Sentiment=True EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|pos=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Uncertain=false case=nom|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=masc|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=acc|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::SubjectiveFact=false|gender=neut|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=positive|pers=3|EmoExpression::markable_110::Uncertain=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_110::EmoExpression=True _ EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_100500289::Intensity=medium|pos=True|Target::markable_100500292::Preferred=true|num=sg|Sentiment::markable_100500289::Sarcasm=false|Target::markable_100500292::Target=True|case=nom|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::Intensity=medium|gender=masc|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_100500289::Polarity=positive|Target::markable_100500292::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_100500292::Target=True|Sentiment::markable_100500289::Sentiment=True EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|mood=ind|EmoExpression::markable_100500291::Polarity=positive|EmoExpression::markable_100500291::EmoExpression=True|pers=1|num=sg|tense=pres|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500291::Sarcasm=false case=nom|pers=1|Source::markable_100500290::Source=True|num=sg|*=True|Source::markable_100500290::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500289::Sentiment=True|pers=2 mood=ind|EmoExpression::markable_114::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Polarity=positive case=gen|gender=fem|num=sg _
328830510568726528	neutral	Wird #Effenberg neuer Trainer bei @s04 ? Es gibt keine Bestätigung - aber auch kein Dementi. http://t.co/wtwLETT0Bq	werden #Effenberg neu Trainer bei @s04 ? es geben keine Bestätigung - aber auch keine Dementi. http://t.co/wtwLETT0Bq	VAFIN NN ADJA NN APPR CARD $. PPER VVFIN PIAT NN $( ADV ADV PIAT ADJA NN	0/-- 1/SB 4/NK 2/AG 2/MO 5/NK 0/-- 9/EP 0/-- 11/NK 9/OA 11/-- 9/MO 17/MO 17/NK 17/NK 9/OA	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _ _ _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=neut|num=pl
324174469432242177	positive	@bloodyfootprint .... das macht allerdings sinn, ja ;D ich schreib dir auf tumblr ein ask, okay?	@bloodyfootprint .... die machen allerdings sinn, ja ;D ich schreiben du auf tumblr eine ask, okay?	NN NN PDS VVFIN ADV NE ADV ADJD PPER VVIMP PRF APPR NE ART ADJA ADJA	0/-- 0/-- 4/SB 0/-- 4/MO 4/OA 8/MO 4/MO 13/SB 4/MO 4/OA 4/MO 12/NK 16/NK 16/NK 4/OA	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg mood=ind|EmoExpression::markable_104012298::Uncertain=false|EmoExpression::markable_104012298::Intensity=medium|EmoExpression::markable_104012298::EmoExpression=True|pers=3|EmoExpression::markable_104012298::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_104012298::Sarcasm=false|EmoExpression::markable_104012298::SubjectiveFact=false _ _ _ EmoExpression::markable_116::Uncertain=false|mood=ind|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|pers=1|EmoExpression::markable_116::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg|pos=True
329102388763975680	negative	Höheres Unfall-Risiko bei E-Bikes: Elektro-Fahrräder erleben einen Boom. Laut Schätzungen des VCÖ ... http://t.co/yMZZCe3QKM #vorarlberg	hoch Unfall-Risiko bei E-Bikes: Elektro-Fahrräder erleben eine Boom. laut Schätzung die VCÖ ... http://t.co/yMZZCe3QKM #vorarlberg	ADJA NN APPR NN NN VVFIN ART NN APPR NN ART NE $. NE NN	2/NK 6/OA 2/MNR 3/NK 4/NK 0/-- 8/NK 6/OA 0/-- 9/NK 12/NK 10/AG 12/-- 15/AG 0/--	case=nom|Sentiment::markable_165::Intensity=medium|gender=neut|Sentiment::markable_165::Sarcasm=false|pos=True|Sentiment::markable_165::Sentiment=True|num=sg|Sentiment::markable_165::Polarity=negative case=nom|gender=neut|num=sg|Sentiment::markable_165::Sentiment=True|EmoExpression::markable_167::EmoExpression=True Sentiment::markable_165::Sentiment=True case=dat|gender=fem|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True case=dat|gender=fem|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True pers=3|Sentiment::markable_168::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|Sentiment::markable_168::Sentiment=True|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
