383645778335789056	positive	@wom_75 @ProSieben Geil!!! Ist so die Geile Serie!! :)	@wom_75 @ProSieben Geil!!! sein so die geil Serie!! :)	CARD ADJA NN VAFIN ADV ART ADJA NN ADJA	0/-- 0/-- 0/-- 0/-- 4/MO 8/NK 8/NK 4/PD 0/--	_ _ case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
378547083772690432	negative	CDU in #Schleswig-Holstein scheitert mit dem Versuch, sich nach verlorener Landtagswahl an die #Macht zu klagen, recht so! #SSW	CDU in #Schleswig-Holstein scheitern mit die Versuch, sich nach verloren Landtagswahl an die #Macht zu klagen, recht so! #SSW	NE APPR NE VVFIN APPR ART NN PRF APPR ADJA NN APPR ART NN APPR NE ADJD ADJA ADJA	4/SB 1/MNR 2/NK 0/-- 4/MO 7/NK 5/NK 4/OA 4/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 14/MNR 15/NK 18/MO 4/MO 0/--	case=nom|Sentiment::markable_159::Intensity=medium|Target::markable_160::Target=True|Sentiment::markable_159::Sarcasm=false|gender=fem|Sentiment::markable_159::Polarity=negative|num=sg|Target::markable_160::Anaphref=empty|Sentiment::markable_159::Sentiment=True|Target::markable_160::Preferred=true Target::markable_160::Target=True|Sentiment::markable_159::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_160::Target=True|Sentiment::markable_159::Sentiment=True mood=ind|EmoExpression::markable_161::Polarity=negative|EmoExpression::markable_161::Intensity=medium|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_161::EmoExpression=True Sentiment::markable_159::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True case=nom|EmoExpression::markable_162::Sarcasm=false|EmoExpression::markable_162::Uncertain=false|EmoExpression::markable_162::Polarity=negative|gender=masc|pos=True|EmoExpression::markable_162::SubjectiveFact=false|num=sg|EmoExpression::markable_162::Intensity=medium|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_162::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_159::Sentiment=True case=acc|gender=fem|EmoExpression::markable_104013222::Uncertain=false|EmoExpression::markable_104013222::Intensity=medium|num=sg|EmoExpression::markable_104013222::EmoExpression=True|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_104013222::SubjectiveFact=false|EmoExpression::markable_104013222::Polarity=positive|EmoExpression::markable_104013222::Sarcasm=false Sentiment::markable_159::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_159::Sentiment=True EmoExpression::markable_163::SubjectiveFact=false|EmoExpression::markable_163::Polarity=positive|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_163::Uncertain=false|EmoExpression::markable_163::EmoExpression=True|EmoExpression::markable_163::Intensity=medium Sentiment::markable_159::Sentiment=True _
381893298086232065	neutral	RT @rfc2460: Mal krass Formuliert: Das Wahlergebnis zeigt, das zu viele Deutschen wieder einen "Führer" suchen. Das macht mir Angst. #pirat...	RT @rfc2460: Mal krass Formuliert: die Wahlergebnis zeigt, die zu viele Deutsche wieder eine "Führer" suchen. die machen ich Angst. #pirat...	NE ADJA NN ADJD NN ART NN VVFIN PDS APPR PIAT NN ADV ART NN NE ART VVFIN PPER NN ADJA	0/-- 1/UC 4/MO 8/MO 8/DA 7/NK 8/SB 0/-- 8/OA 8/MO 12/NK 10/NK 8/MO 15/NK 8/OA 15/NK 18/SB 0/-- 18/DA 18/OA 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_164::Sentiment=True Sentiment::markable_164::Sentiment=True pos=True|Sentiment::markable_164::Sentiment=True gender=fem|*=True|num=pl|Sentiment::markable_164::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_164::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True Target::markable_165::Anaphref=empty|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Sentiment::markable_164::Sentiment=True case=acc|*=True|num=pl|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=acc|*=True|num=pl|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_164::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_164::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_164::Sentiment=True case=dat|pers=1|num=sg|Source::markable_167::Source=True|Source::markable_167::Anaphref=markable_168|*=True|Sentiment::markable_164::Sentiment=True case=acc|gender=fem|num=sg _
367781286741823488	positive	@sven4153 Schade. Ich war heit 24/7 zuhause. ^^ Habe mich lieber mit Zocken, Musik und Wahlprogramm der Linken beschäftigt. ^^	@sven4153 Schade. ich sein heit @card@ zuhause. ^^ haben ich lieb mit Zocken, Musik und Wahlprogramm die link beschäftigt. ^^	CARD NN PPER VAFIN ADJD CARD ADJA NN VAFIN PRF ADJD APPR NE NN KON NN ART ADJA NN ADJA	0/-- 0/-- 4/SB 0/-- 6/MO 7/NK 4/PD 9/SB 0/-- 11/DA 9/OC 11/OP 14/AG 12/NK 14/CD 15/CJ 19/NK 19/NK 14/AG 0/--	_ case=nom|gender=masc|num=sg|Sentiment::markable_171::Sentiment=True case=nom|Source::markable_175::Source=True|Sentiment::markable_171::Sentiment=True|Source::markable_181::Source=True|*=True|pers=1|num=sg|Source::markable_175::Anaphref=empty|Source::markable_181::Anaphref=empty Target::markable_174::Anaphref=empty|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True|pers=1|num=sg|tense=past|Target::markable_174::Preferred=true Sentiment::markable_171::Sentiment=True|pos=True|Target::markable_174::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_174::Target=True case=nom|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|*=True|pos=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=pl|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium case=nom|gender=masc|num=sg|EmoExpression::markable_170::EmoExpression=True mood=subj|Sentiment::markable_175::Polarity=positive|Sentiment::markable_175::Sentiment=True|Sentiment::markable_175::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_175::Intensity=medium case=acc|*=True|num=sg|Sentiment::markable_175::Sentiment=True|pers=1 EmoExpression::markable_179::Polarity=positive|EmoExpression::markable_179::SubjectiveFact=false|EmoExpression::markable_179::Sarcasm=false|EmoExpression::markable_179::Uncertain=false|EmoExpression::markable_179::EmoExpression=True|EmoExpression::markable_179::Intensity=medium|Sentiment::markable_175::Sentiment=True Sentiment::markable_175::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_175::Sentiment=True case=nom|num=sg|Target::markable_177::Target=True|gender=fem|Sentiment::markable_175::Sentiment=True|Target::markable_177::Preferred=true|Target::markable_177::Anaphref=empty Sentiment::markable_175::Sentiment=True case=nom|Target::markable_178::Target=True|num=sg|gender=neut|Target::markable_178::Preferred=true|Sentiment::markable_175::Sentiment=True|Target::markable_178::Anaphref=empty case=gen|*=True|Target::markable_178::Target=True|num=pl|Sentiment::markable_175::Sentiment=True case=gen|Target::markable_178::Target=True|num=pl|*=True|pos=True|Sentiment::markable_175::Sentiment=True case=gen|EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Polarity=positive|*=True|Sentiment::markable_175::Sentiment=True|EmoExpression::markable_180::SubjectiveFact=false|num=pl|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True EmoExpression::markable_180::EmoExpression=True|Sentiment::markable_175::Sentiment=True
373452938233925633	neutral	RT @politwi: #btw13: Die politischen Top-Themen am 30.08.13 von 15:00 - 15:59 1. #scheissverein 2. #günther 3. #om13gate 4. #fdp-bundestags...	RT @politwi: #btw13: die politisch Top-Thema an @card@ von @card@ - @card@ 1. #scheissverein 2. #günther 3. #om13gate 4. #fdp-bundestags...	NE ADJA NN ART ADJA NN APPRART CARD APPR CARD $( CARD ADJA NN ADJA NN ADJA NN ADJA ADJA	0/-- 1/PNC 19/MO 6/NK 6/NK 3/SB 6/MNR 16/NK 8/PG 12/PNC 10/-- 14/NK 14/NK 9/NK 16/NK 17/AMS 18/NK 7/NK 0/-- 12/UC	case=nom|*=True|num=sg Sentiment::markable_182::Sentiment=True|*=True|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_182::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_182::Sentiment=True case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_182::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_182::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True Sentiment::markable_182::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_182::Sentiment=True case=dat|Sentiment::markable_182::Sentiment=True|Target::markable_185::Target=True|num=sg|gender=masc|Target::markable_185::Preferred=true|Target::markable_185::Anaphref=empty case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_182::Sentiment=True case=acc|Target::markable_186::Anaphref=empty|Target::markable_186::Preferred=true|num=sg|Target::markable_186::Target=True|gender=masc|Sentiment::markable_182::Sentiment=True case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_182::Sentiment=True case=acc|Target::markable_187::Anaphref=empty|num=sg|gender=masc|Sentiment::markable_182::Sentiment=True|Target::markable_187::Target=True|Target::markable_187::Preferred=true case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_182::Sentiment=True case=dat|gender=masc|num=sg|pos=True
373805625933070336	positive	Wir haben gerade in Babelsberg vorbei geschaut. Unser Studio für #wiegehts wird so langsam! http://t.co/GSGFmA9rqW	wir haben gerade in Babelsberg vorbei geschaut. unser Studio für #wiegehts werden so langsam! http://t.co/GSGFmA9rqW	PPER VAFIN ADV APPR NE ADV NN PPOSAT NN APPR NN VAFIN ADV ADJA NN	2/SB 0/-- 2/MO 2/MO 4/NK 2/MO 2/OA 9/NK 12/SB 9/MNR 10/NK 0/-- 14/MO 12/SB 0/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=pl EmoExpression::markable_104013224::Intensity=medium|mood=ind|EmoExpression::markable_104013224::Sarcasm=false|EmoExpression::markable_104013224::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_104013224::SubjectiveFact=false|EmoExpression::markable_104013224::EmoExpression=True|EmoExpression::markable_104013224::Uncertain=false _ case=acc|gender=neut|num=pl|pos=True case=nom|gender=masc|num=pl
380771318854991872	negative	RT @RAStadler: Neu im Blog: Landgericht Berlin untersagt Jungen Piraten Äusserungen über die #AfD http://t.co/z71VjxwO8f #piraten	RT @RAStadler: neu in Blog: Landgericht Berlin untersagen jung Pirat Äusserung über die #AfD http://t.co/z71VjxwO8f #piraten	NE ADJD ADJD APPRART ADJA NN NE VVFIN ADJA NN NN APPR ART ADJA NN NN	0/-- 1/PD 8/MO 3/MO 6/NK 4/NK 6/NK 0/-- 10/NK 8/DA 8/OA 11/MNR 15/NK 15/NK 12/NK 15/NK	case=nom|*=True|num=sg pos=True pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|Sentiment::markable_189::Sentiment=True|Sentiment::markable_189::Polarity=negative|gender=masc|Source::markable_190::Source=True|Sentiment::markable_189::Intensity=medium|Source::markable_190::Anaphref=empty|num=sg|Sentiment::markable_189::Sarcasm=false case=nom|gender=neut|num=sg|Source::markable_190::Source=True|Sentiment::markable_189::Sentiment=True EmoExpression::markable_191::Sarcasm=false|mood=ind|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_191::Polarity=negative|EmoExpression::markable_191::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True case=dat|gender=masc|num=pl|pos=True|Sentiment::markable_189::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True case=acc|num=pl|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True|gender=fem|Target::markable_192::Anaphref=empty|Target::markable_192::Preferred=true Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True case=acc|num=sg|Sentiment::markable_189::Sentiment=True|Target::markable_192::Target=True|gender=fem|pos=True case=acc|gender=fem|num=sg _
379200575033733120	positive	RT @Wahlalternativ1: Über 200.000 Euro! Danke! Unsere Server erleben gerade ihr #BlauesWunder, und sind teilweise überlastet. #AfD+ #btw13 ...	RT @Wahlalternativ1: über @card@ Euro! Danke! unser Server erleben gerade ihr #BlauesWunder, und sein teilweise überlastet. #AfD+ #btw13 ...	NE NN APPR CARD NN NE PPOSAT NN VVFIN ADV PPOSAT NN KON VAFIN ADV NE ADJA NN $.	2/NK 0/-- 0/-- 5/NK 3/NK 0/-- 8/NK 9/SB 0/-- 9/MO 12/NK 9/OA 9/CD 13/CJ 14/MO 14/SVP 18/NK 0/-- 18/--	case=nom|*=True|num=sg case=nom|gender=neut|num=pl _ _ EmoExpression::markable_193::Sarcasm=false|EmoExpression::markable_193::Uncertain=false|EmoExpression::markable_193::Polarity=positive|gender=neut|*=True|EmoExpression::markable_193::SubjectiveFact=false|EmoExpression::markable_193::Intensity=medium|EmoExpression::markable_193::EmoExpression=True _ case=nom|Target::markable_195::Anaphref=empty|Target::markable_195::Preferred=true|Sentiment::markable_194::Intensity=medium|gender=fem|Sentiment::markable_194::Sarcasm=false|Sentiment::markable_194::Sentiment=True|num=sg|Sentiment::markable_194::Polarity=positive|Target::markable_195::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_194::Sentiment=True|Target::markable_195::Target=True EmoExpression::markable_196::Polarity=negative|Sentiment::markable_194::Sentiment=True|mood=ind|EmoExpression::markable_196::EmoExpression=True|EmoExpression::markable_196::Intensity=medium|EmoExpression::markable_196::Sarcasm=false|pers=3|num=pl|tense=pres|EmoExpression::markable_196::SubjectiveFact=false|EmoExpression::markable_196::Uncertain=false Sentiment::markable_194::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_194::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_194::Sentiment=True Sentiment::markable_194::Sentiment=True pers=3|Sentiment::markable_194::Sentiment=True|num=pl|tense=pres|mood=ind Diminisher::markable_198::Degree=medium|Diminisher::markable_198::Diminisher=True|Diminisher::markable_198::EmoExpressionRef=emo-expression:markable_197|Sentiment::markable_194::Sentiment=True pos=True _ case=nom|gender=masc|num=pl _
375423694387961856	negative	Anne Will: "Syrien vor dem Angriff - bringen diese Bomben den Frieden?" | 28.08.2013 [HD] | @scoopit http://t.co/k3LkbqRYhl	Anne Will: "Syrien vor die Angriff - bringen dies Bombe|Bomben die Frieden?" | @card@ [HD] | @scoopit http://t.co/k3LkbqRYhl	NE NE NN APPR ART NN $( VVFIN PDAT NN ART NN XY CARD NN XY NN NN	2/PNC 3/NK 8/OA 3/MNR 6/NK 4/NK 6/-- 0/-- 10/NK 8/SB 12/NK 8/OA 15/NK 15/NK 0/-- 0/-- 15/NK 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|gender=masc|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=true|num=sg|EmoExpression::markable_200::EmoExpression=True _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_201::Sarcasm=false|EmoExpression::markable_201::Polarity=negative|gender=fem|EmoExpression::markable_201::Intensity=medium|num=pl|EmoExpression::markable_201::Uncertain=false|EmoExpression::markable_201::SubjectiveFact=true|EmoExpression::markable_201::EmoExpression=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ gender=neut|*=True _ gender=fem|*=True|num=sg _
350205711675961344	negative	@flegels @flexi_bell das schaffen nur #Piraten. Eine nicht besetzte Stelle vor der nicht Besetzung nicht zu besetzen.	@flegels @flexi_bell die schaffen nur #Piraten. eine nicht besetzt Stelle vor die nicht Besetzung nicht zu besetzen.	NN NN PDS VVFIN ADV NN ART PTKNEG ADJA NN APPR ART PTKNEG NN PTKNEG APPR NE	0/-- 0/-- 4/OA 0/-- 6/MO 4/OA 10/NK 9/NG 10/NK 0/-- 10/MNR 14/NK 14/NG 11/NK 17/NG 14/MNR 16/NK	_ pos=True case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=neut|num=pl case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|EmoExpression::markable_104013225::Uncertain=false|gender=fem|EmoExpression::markable_104013225::Intensity=medium|EmoExpression::markable_104013225::EmoExpression=True|num=sg|EmoExpression::markable_104013225::Sarcasm=false|EmoExpression::markable_104013225::SubjectiveFact=true|EmoExpression::markable_104013225::Polarity=negative _ _ case=dat|*=True|num=sg
370679189172531200	mixed	RT @ThomasMichael71: . @Suedelbien Ihr #aufschrei-Tanten habt die FDP wieder stark gemacht. Ich hasse euch!	RT @ThomasMichael71: . @Suedelbien ihr #aufschrei-Tanten haben die FDP wieder stark gemacht. ich hassen euch!	NE ADJD $. NN PPOSAT NN VAFIN ART NE ADV ADJD NN PPER VVFIN ADJA	0/-- 1/PD 0/-- 0/-- 6/NK 7/SB 0/-- 9/NK 7/SB 7/MO 7/MO 7/OA 14/SB 0/-- 14/MO	case=nom|*=True|num=sg pos=True _ case=nom|gender=neut|num=sg case=nom|num=sg|Sentiment::markable_208::Intensity=medium|Sentiment::markable_208::Sarcasm=false|gender=neut|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True pers=3|Sentiment::markable_208::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_209::Anaphref=empty|gender=fem|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|pos=True|EmoExpression::markable_210::SubjectiveFact=false|EmoExpression::markable_210::Intensity=medium|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_210::EmoExpression=True _ case=nom|Sentiment::markable_204::Sentiment=True|Sentiment::markable_204::Sarcasm=false|Sentiment::markable_204::Intensity=strong|Source::markable_205::Source=True|*=True|Source::markable_205::Anaphref=markable_203|pers=1|num=sg|Sentiment::markable_204::Polarity=negative EmoExpression::markable_206::Polarity=negative|Sentiment::markable_204::Sentiment=True|EmoExpression::markable_206::SubjectiveFact=false|mood=ind|EmoExpression::markable_206::EmoExpression=True|EmoExpression::markable_206::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_206::Intensity=strong|EmoExpression::markable_206::Uncertain=false case=dat|pers=1|num=sg|Sentiment::markable_204::Sentiment=True
347733682720739329	mixed	Warum #LINKE im #saxlt zurzeit so für die Beamten kämpfen, obwohl sie keine Fans des Berufsbeamten-Status sind: http://t.co/eK61zpzzUq	warum #LINKE in #saxlt zurzeit so für die Beamter kämpfen, obwohl sie keine Fan die Berufsbeamten-Status sind: http://t.co/eK61zpzzUq	PWAV NN APPRART NN ADV ADV APPR ART NN VVFIN KOUS PPER PIAT NN ART NN ADJA NN	10/MO 10/SB 2/MNR 3/NK 2/MO 7/MO 10/MO 9/NK 7/NK 0/-- 12/CP 10/SB 14/NK 10/OA 16/NK 14/AG 18/NK 16/AG	_ Sentiment::markable_211::Polarity=positive|Source::markable_212::Anaphref=empty|Sentiment::markable_211::Intensity=medium|Sentiment::markable_211::Sarcasm=false|pos=True|Sentiment::markable_211::Sentiment=True|Source::markable_212::Source=True case=dat|gender=neut|num=sg|Sentiment::markable_211::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_211::Sentiment=True Sentiment::markable_211::Sentiment=True Intensifier::markable_215::Intensifier=True|Intensifier::markable_215::EmoExpressionRef=emo-expression:markable_214|Intensifier::markable_215::Degree=medium|Sentiment::markable_211::Sentiment=True EmoExpression::markable_214::Polarity=positive|EmoExpression::markable_214::SubjectiveFact=false|EmoExpression::markable_214::EmoExpression=True|EmoExpression::markable_214::Sarcasm=false|EmoExpression::markable_214::Uncertain=false|EmoExpression::markable_214::Intensity=medium|Sentiment::markable_211::Sentiment=True case=acc|Target::markable_213::Target=True|num=pl|Target::markable_213::Preferred=true|gender=masc|Target::markable_213::Anaphref=empty|Sentiment::markable_211::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_211::Sentiment=True|Target::markable_213::Target=True pers=3|num=sg|tense=past|mood=ind _ case=nom|Sentiment::markable_216::Sarcasm=false|Sentiment::markable_216::Polarity=negative|gender=fem|pers=3|num=sg|Sentiment::markable_216::Intensity=medium|Sentiment::markable_216::Sentiment=True case=acc|Negation::markable_218::EmoExpressionRef=emo-expression:markable_217|num=sg|Negation::markable_218::Negation=True|gender=fem|Sentiment::markable_216::Sentiment=True case=acc|EmoExpression::markable_217::EmoExpression=True|gender=fem|EmoExpression::markable_217::Intensity=medium|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=true|EmoExpression::markable_217::Polarity=positive|num=sg|Sentiment::markable_216::Sentiment=True case=gen|Target::markable_219::Anaphref=empty|num=sg|Target::markable_219::Preferred=true|gender=masc|Target::markable_219::Target=True|Sentiment::markable_216::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_216::Sentiment=True case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg
346508050850512896	negative	Einfältig: Regierung muss Bürger vor Internet-Bespitzelung vom Ausland schützen, so SPD-Oppermann im #MoMa! 1) Zu spät! 2) Tun wir selbst!	Einfältig: Regierung müssen Bürger vor Internet-Bespitzelung von Ausland schützen, so SPD-Oppermann in #MoMa! 1) zu spät! 2) Tun wir selbst!	ADJA NN VMFIN NN APPR NN APPRART NN NE ADV NE APPRART ADJA NN APPR ADJA ADJA NN PPER ADJA	2/NK 3/SB 0/-- 3/SB 3/MO 5/NK 6/MNR 7/NK 11/PNC 11/MO 8/NK 3/MO 12/NK 0/-- 14/MNR 15/NK 18/NK 20/MO 20/SB 0/--	case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_220::Sentiment=True case=acc|num=sg|Target::markable_222::Anaphref=empty|Sentiment::markable_220::Sentiment=True|Target::markable_222::Preferred=true|Target::markable_222::Target=True|gender=fem pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_220::Sentiment=True|Target::markable_222::Target=True case=acc|gender=masc|num=pl|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|Sentiment::markable_220::Sentiment=True|EmoExpression::markable_223::Intensity=medium|EmoExpression::markable_223::EmoExpression=True|EmoExpression::markable_223::Sarcasm=false|gender=fem|EmoExpression::markable_223::Polarity=negative|EmoExpression::markable_223::SubjectiveFact=false|num=sg|Target::markable_222::Target=True|EmoExpression::markable_223::Uncertain=false case=dat|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_222::Target=True|Sentiment::markable_220::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_220::Sentiment=True case=nom|gender=masc|num=sg Intensifier::markable_227::EmoExpressionRef=emo-expression:markable_226|Intensifier::markable_227::Degree=medium|Intensifier::markable_227::Intensifier=True case=dat|gender=neut|num=pl|pos=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=dat|gender=neut|num=pl|pos=True
