322366239513141248	positive	@knorx100 ja das stimmt, aber bislang habe ich dich auch noch nicht auf ein foto gesehen :)	@knorx100 ja die stimmt, aber bislang haben ich du auch noch nicht auf eine Foto sehen :)	NN ADV ART NE ADV ADV VAFIN PPER PPER ADV ADV PTKNEG APPR ART NN VVPP ADJD	0/-- 4/MO 4/NK 7/SB 7/MO 16/MO 0/-- 7/SB 16/OA 12/MO 12/MO 16/NG 16/MO 15/NK 13/NK 7/OC 16/PD	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg|pers=3 _ _ _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|pos=True|EmoExpression::markable_1::Intensity=medium
327317030741098496	positive	Wow, der @WDR2 folgt mir! Das ist ja fast schon wie ein Ritterschlag, danke!	Wow, die @WDR2 folgen mir! die sein ja fast schon wie eine Ritterschlag, danke!	NE ART NN VVFIN ADJD PDS VAFIN ADV ADV ADV KOKOM ART NE ADJA	3/SB 3/NK 0/-- 0/-- 4/MO 7/SB 0/-- 7/MO 10/MO 7/MO 13/CM 13/NK 10/CC 10/UC	case=nom|gender=masc|num=sg case=nom|Target::markable_122::Preferred=true|num=sg|Target::markable_122::Anaphref=empty|gender=masc|Target::markable_122::Target=True case=nom|gender=masc|num=sg|Target::markable_122::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_122::Target=True pos=True case=nom|Target::markable_100500240::Target=True|Target::markable_100500240::Anaphref=empty|gender=neut|Sentiment::markable_100500239::Sentiment=True|Sentiment::markable_100500239::Intensity=medium|Sentiment::markable_100500239::Polarity=positive|num=sg|Sentiment::markable_100500239::Sarcasm=false|Target::markable_100500240::Preferred=true pers=3|Sentiment::markable_100500239::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True Sentiment::markable_100500239::Sentiment=True case=nom|EmoExpression::markable_100500241::Uncertain=false|EmoExpression::markable_100500241::Polarity=positive|EmoExpression::markable_100500241::Sarcasm=false|gender=masc|Sentiment::markable_100500239::Sentiment=True|num=sg|EmoExpression::markable_100500241::Intensity=medium|EmoExpression::markable_100500241::SubjectiveFact=false|EmoExpression::markable_100500241::EmoExpression=True case=nom|gender=masc|num=sg|Sentiment::markable_100500239::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500239::Sentiment=True|comp=True
327475866101751808	positive	@Tur_Bor Und WP132 https://t.co/6KGe6oMGJT ÖR an Hochschulen. Falls der Antrag so akzeptiert wird ;)	@Tur_Bor und WP132 https://t.co/6KGe6oMGJT ÖR an Hochschulen. Fall die Antrag so akzeptiert werden ;)	NN KON CARD NN NE APPR NE NN ART NN ADV ADJD VAFIN ADJA	0/-- 4/JU 4/NK 0/-- 4/NK 4/MO 6/NK 13/SB 10/NK 8/SB 12/MO 13/PD 0/-- 13/MO	case=nom|gender=masc|num=sg _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_123::Polarity=positive|EmoExpression::markable_123::EmoExpression=True|EmoExpression::markable_123::SubjectiveFact=false|EmoExpression::markable_123::Intensity=medium|EmoExpression::markable_123::Sarcasm=false|EmoExpression::markable_123::Uncertain=false
327500694955380736	positive	@GedankenKreisel Quatsch. Du bist wie du bist und du bist Klasse.	@GedankenKreisel Quatsch. du sein wie du sein und du sein Klasse.	NN NN PPER VAFIN KOKOM PPER VAFIN KON PPER VAFIN NN	0/-- 0/-- 4/SB 0/-- 6/CM 7/SB 4/OC 7/CD 10/SB 8/CJ 10/PD	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg|pers=2 pers=2|num=sg|tense=pres|mood=ind _ case=nom|Sentiment::markable_124::Sentiment=True|Target::markable_126::Preferred=true|*=True|Sentiment::markable_124::Polarity=positive|pers=2|num=sg|Sentiment::markable_124::Sarcasm=false|Target::markable_126::Target=True|Target::markable_126::Anaphref=empty|Sentiment::markable_124::Intensity=strong pers=2|Sentiment::markable_124::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg
328026282552082432	neutral	@stiuvou @dialogine ja, sieht so aus wie wenn es gerade in dem moment fertig wäre ^^	@stiuvou @dialogine ja, sehen so aus wie wenn es gerade in die Moment fertig sein ^^	NN NN NE VVFIN ADV PTKVZ KOKOM KOUS PPER ADV APPR ART NN ADJD VAFIN ADJA	0/-- 0/-- 4/SB 0/-- 4/MO 4/SVP 15/CM 15/CP 15/SB 11/MO 15/MO 13/NK 11/NK 15/PD 5/CC 15/MO	_ case=nom|gender=fem|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|EmoExpression::markable_100500236::EmoExpression=True|pers=3
323752014075019266	positive	RT @der_handwerk: "Mein Gott. Du riechst inzwischen manchmal schon wie dein Vater." " Mein Vater ist tot." " Drei Jahre im Mai."	RT @der_handwerk: "Mein Gott. du riechen inzwischen manchmal schon wie dein Vater." " mein Vater sein tot." " drei Jahr in Mai."	NE ADJA NN NE PPER VVFIN ADV ADV ADV KOKOM PPOSAT NN $( PPOSAT NN VAFIN ADJD $( CARD NN APPRART NN	2/SB 0/-- 0/-- 3/NK 6/SB 0/-- 6/MO 6/MO 6/MO 12/CM 12/NK 6/MO 12/-- 15/NK 16/SB 0/-- 16/PD 17/-- 20/NK 0/-- 20/MNR 21/NK	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_127::Sarcasm=false|gender=neut|Sentiment::markable_127::Polarity=positive|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|Sentiment::markable_127::Intensity=medium|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=positive|EmoExpression::markable_128::Sarcasm=false|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|EmoExpression::markable_128::EmoExpression=True|num=sg|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True case=nom|Target::markable_129::Anaphref=empty|*=True|Target::markable_129::Target=True|pers=2|num=sg|Target::markable_129::Preferred=true|Sentiment::markable_127::Sentiment=True pers=2|num=sg|tense=pres|mood=ind|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_129::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_127::Sentiment=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _ case=acc|gender=neut|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
323790807612149760	neutral	Zahl der Fixierungen nimmt zu - Aktuelle Nachrichten aus Stadt &amp; Kreis Ludwigsburg - Ludwigsburger K http://t.co/k35Kmojavj	Zahl die Fixierung nehmen zu - aktuell Nachricht aus Stadt &amp; Kreis Ludwigsburg - Ludwigsburger K http://t.co/k35Kmojavj	NN ART NN VVFIN APPR $( ADJA NN APPR NN $( NN NE $( NN NN NE	4/SB 3/NK 1/AG 0/-- 4/OP 5/-- 8/NK 5/NK 8/MNR 9/NK 10/-- 8/PAR 12/NK 13/-- 8/PAR 17/PNC 15/NK	case=nom|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
327355471356895232	positive	@Maxk88 hahaha eine ich will nur spass haben :D können auch gerne jemand anderes grillen dann hast du auch was davon^^	@Maxk88 hahaha eine ich wollen nur Spaß haben :D können auch gerne jemand andere grillen dann haben du auch was davon^^	CARD NN ART PPER VMFIN ADV NN VAFIN NN VMFIN ADV ADV PIS PIS VVFIN ADV VAFIN PPER ADV PIS VVFIN	0/-- 5/SB 14/NK 2/SB 0/-- 7/MO 8/OA 5/OC 8/SB 8/CJ 10/MO 13/MO 10/SB 15/OA 10/OC 15/MO 10/CJ 17/SB 20/MO 21/OA 17/OC	_ EmoExpression::markable_100500258::EmoExpression=True|Sentiment::markable_100500257::Intensity=medium|EmoExpression::markable_100500258::Sarcasm=false|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500258::Polarity=positive|Sentiment::markable_100500257::Polarity=positive|EmoExpression::markable_100500258::Uncertain=false|EmoExpression::markable_100500258::Intensity=medium|EmoExpression::markable_100500258::SubjectiveFact=false|Sentiment::markable_100500257::Sarcasm=false case=acc|gender=fem|num=sg|Sentiment::markable_100500257::Sentiment=True case=nom|pers=1|num=sg|Source::markable_100500259::Source=True|Source::markable_100500259::Anaphref=empty|*=True|Sentiment::markable_100500257::Sentiment=True EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|mood=ind|EmoExpression::markable_100500260::Polarity=positive|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500260::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500260::SubjectiveFact=false|EmoExpression::markable_100500260::Sarcasm=false Sentiment::markable_100500257::Sentiment=True EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::SubjectiveFact=false|Target::markable_100500261::Target=True|EmoExpression::markable_100500300::Polarity=positive|EmoExpression::markable_100500300::EmoExpression=True|Sentiment::markable_100500257::Sentiment=True|EmoExpression::markable_100500300::Uncertain=false|Target::markable_100500261::Anaphref=empty|EmoExpression::markable_100500300::Intensity=medium|Target::markable_100500261::Preferred=true pers=3|Sentiment::markable_100500257::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|gender=masc|EmoExpression::markable_130::EmoExpression=True|Sentiment::markable_100500257::Sentiment=True|pers=3|EmoExpression::markable_130::Intensity=medium|num=sg|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false pers=3|num=pl|tense=pres|mood=ind _ EmoExpression::markable_100500263::SubjectiveFact=false|EmoExpression::markable_100500263::EmoExpression=True|EmoExpression::markable_100500263::Uncertain=false|EmoExpression::markable_100500263::Polarity=positive|EmoExpression::markable_100500263::Sarcasm=false|EmoExpression::markable_100500263::Intensity=medium case=nom|gender=masc|num=sg case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ pers=2|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=2 _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|EmoExpression::markable_100500262::EmoExpression=True
328086189376679936	negative	#Moyamoya ist nicht ein Spiel oder ein köstliches Kraut Arten. Es ist eine ernst du Krankheit, in deinem Kopf. 🙏 #Medical via @ikkex12	#Moyamoya sein nicht eine Spiel oder eine köstlich Kraut Arten. es sein eine ernst du Krankheit, in dein Kopf. 🙏 #Medical via @ikkex12	NN VAFIN PTKNEG ART NN KON ART ADJA NN NE PPER VAFIN PIS ADJD PPER NE APPR PPOSAT NN ADJD ADJD APPR CARD	2/SB 0/-- 2/NG 5/NK 2/PD 5/CD 9/NK 9/NK 6/CJ 9/NK 12/SB 0/-- 12/SB 12/PD 16/PNC 12/CJ 16/MO 19/NK 17/NK 21/MO 0/-- 21/MO 22/NK	case=nom|Target::markable_132::Preferred=true|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Intensity=medium|gender=neut|Target::markable_132::Anaphref=empty|Target::markable_132::Target=True|Sentiment::markable_131::Polarity=negative|num=sg|Sentiment::markable_131::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_131::Sentiment=True Negation::markable_134::Negation=True|Sentiment::markable_131::Sentiment=True|Negation::markable_134::EmoExpressionRef=empty case=nom|Sentiment::markable_131::Sentiment=True|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium|EmoExpression::markable_133::Uncertain=false case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_133::EmoExpression=True Sentiment::markable_131::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_100500270::EmoExpression=True|gender=neut|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pos=True|num=sg|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_136::Sentiment=True|Sentiment::markable_136::Polarity=negative|gender=neut|pers=3|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Target::markable_137::Target=True|Sentiment::markable_136::Intensity=medium|Sentiment::markable_136::Sarcasm=false pers=3|Sentiment::markable_136::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True|Intensifier::markable_100500269::Degree=medium|Intensifier::markable_100500269::Intensifier=True|pos=True|Intensifier::markable_100500269::EmoExpressionRef=emo-expression:markable_100500268 case=nom|Sentiment::markable_136::Sentiment=True|EmoExpression::markable_100500268::EmoExpression=True|*=True|EmoExpression::markable_100500268::Sarcasm=false|pers=2|num=sg|EmoExpression::markable_100500268::Uncertain=false|EmoExpression::markable_100500268::Intensity=medium|EmoExpression::markable_100500268::Polarity=negative|EmoExpression::markable_100500268::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True Sentiment::markable_136::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_136::Sentiment=True _ pos=True _ _
328110318251294720	positive	@x34_manuela geil !! Wir wurden geschminkt und uns wurden die haare gemacht :D	@x34_manuela geil !! wir werden schminken und wir werden die haaren gemacht :D	NN ADJD ADJD PPER VAFIN VVPP KON PPER VAFIN ART VVFIN ADJD ADJD	0/-- 3/MO 0/-- 5/SB 0/-- 5/OC 5/CD 13/DA 7/CJ 11/SB 9/OC 11/MO 11/MO	case=nom|gender=fem|num=sg _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ case=dat|*=True|num=pl|pers=1 pers=3|num=pl|tense=past|mood=ind case=nom|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=subj _ EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::Polarity=positive
323733483551862784	mixed	Frühlingsgefühle - Und trotzdem Eiszeit in der Partnerschaft? http://t.co/koW9gAY7ci	Frühlingsgefühl - und trotzdem Eiszeit in die Partnerschaft? http://t.co/koW9gAY7ci	NN $( KON PAV NN APPR ART NN NE	0/-- 3/-- 5/CD 5/NK 0/-- 5/MNR 8/NK 6/NK 0/--	case=nom|EmoExpression::markable_100500265::EmoExpression=True|gender=fem|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=positive|num=sg|EmoExpression::markable_100500265::Intensity=medium|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Uncertain=false _ _ _ case=nom|EmoExpression::markable_100500266::Sarcasm=false|gender=fem|EmoExpression::markable_100500266::SubjectiveFact=false|EmoExpression::markable_100500266::Polarity=negative|EmoExpression::markable_100500266::Intensity=medium|num=sg|EmoExpression::markable_100500266::Uncertain=false|EmoExpression::markable_100500266::EmoExpression=True _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=sg
323832851772633088	negative	RT @Selenator: @lifemeangomez ICH GERADE AUCH! Finde es echt Mega unfair das sie nicht nach Deutschland kommt!!!	RT @Selenator: @lifemeangomez ich gerade AUCH! finden es echt Mega unfair die sie nicht nach Deutschland kommt!!!	NE ADJA NN PPER ADV NN VVFIN PPER ADJD NN ADJD PDS PPER PTKNEG APPR NE ADJA	0/-- 1/UC 0/-- 6/SB 6/MO 0/-- 17/MO 7/EP 7/MO 7/OA 12/MO 7/OA 7/SB 7/NG 7/MO 15/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 *=True Sentiment::markable_140::Sentiment=True|Sentiment::markable_140::Sarcasm=false|*=True|Sentiment::markable_140::Polarity=negative|Sentiment::markable_140::Intensity=strong pers=3|Sentiment::markable_140::Sentiment=True|num=sg|tense=pres|mood=subj case=nom|gender=neut|Target::markable_144::Preferred=true|pers=3|Sentiment::markable_140::Sentiment=True|num=sg|Target::markable_144::Anaphref=markable_145|Target::markable_144::Target=True Sentiment::markable_140::Sentiment=True|Intensifier::markable_143::Intensifier=True|Intensifier::markable_143::Degree=strong|pos=True|Intensifier::markable_143::EmoExpressionRef=emo-expression:markable_141 case=acc|Sentiment::markable_140::Sentiment=True|num=sg|Intensifier::markable_142::Intensifier=True|Intensifier::markable_142::Degree=strong|gender=neut|Intensifier::markable_142::EmoExpressionRef=emo-expression:markable_141 EmoExpression::markable_141::Polarity=positive|EmoExpression::markable_141::SubjectiveFact=false|EmoExpression::markable_141::EmoExpression=True|EmoExpression::markable_141::Sarcasm=false|pos=True|Sentiment::markable_140::Sentiment=True|EmoExpression::markable_141::Intensity=medium|EmoExpression::markable_141::Uncertain=false case=acc|gender=neut|num=sg|Sentiment::markable_140::Sentiment=True case=nom|Target::markable_145::Anaphref=empty|*=True|Target::markable_145::Preferred=true|pers=3|Sentiment::markable_140::Sentiment=True|num=pl|Target::markable_145::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_145::Target=True Sentiment::markable_140::Sentiment=True|Target::markable_145::Target=True case=dat|gender=neut|num=sg|Target::markable_145::Target=True|Sentiment::markable_140::Sentiment=True case=dat|EmoExpression::markable_146::Sarcasm=false|EmoExpression::markable_146::Polarity=positive|gender=neut|EmoExpression::markable_146::Intensity=medium|Sentiment::markable_140::Sentiment=True|num=sg|EmoExpression::markable_146::Uncertain=false|comp=True|EmoExpression::markable_146::SubjectiveFact=false|EmoExpression::markable_146::EmoExpression=True
327402830803636224	positive	@Exitussan Hrm D: dunno mang... da verweise ich Leute irgendwie lieber auf die Twitchaufnahmen	@Exitussan Hrm D: dunno mang... da verweisen ich Leute irgendwie lieb auf die Twitchaufnahmen	NN NE NE NE NE ADV VVFIN PPER NN ADV ADJD APPR ART NN	0/-- 5/PNC 5/PNC 5/PNC 0/-- 7/MO 0/-- 7/SB 7/OA 11/MO 7/MO 7/OP 14/NK 12/NK	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|*=True|num=pl _ EmoExpression::markable_100500271::EmoExpression=True|EmoExpression::markable_100500271::Intensity=medium|EmoExpression::markable_100500271::Uncertain=false|EmoExpression::markable_100500271::SubjectiveFact=false|comp=True|EmoExpression::markable_100500271::Polarity=positive|EmoExpression::markable_100500271::Sarcasm=false _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl
323586654302531584	neutral	Ich habe ein Video zu einer @YouTube -Playlist hinzugefügt: http://t.co/Nr5oCerrNo deutsche chemtrails Doku Low	ich haben eine Video zu eine @YouTube -Playlist hinzugefügt: http://t.co/Nr5oCerrNo deutsch chemtrails Doku Low	PPER VAFIN ART NN APPR ART NN NN ADJA NN ADJA ADJA NN NN	2/SB 0/-- 4/NK 2/OA 4/MNR 7/NK 5/NK 0/-- 10/NK 8/MNR 13/NK 13/NK 10/AG 8/PD	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
328100359413317632	neutral	Neue Boxen und gleich auch wieder neues Headset ^^	neu Box|Boxen und gleich auch wieder neu Headset ^^	ADJA NN KON ADJD ADV ADV ADJA NN ADJA	2/NK 9/OA 2/CD 8/MO 8/MO 8/MO 8/NK 3/CJ 0/--	case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ _ _ _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True|EmoExpression::markable_100500272::EmoExpression=True
323839361324044288	negative	RT @AfroSamurais: Wegen Islambeleidigung in Tweets ist der Pianist Fazil Say zu 10 Monaten auf Bewährung verurteilt worden. http://t.co/ ...	RT @AfroSamurais: wegen Islambeleidigung in Tweets sein die Pianist Fazil Say zu 10 Monat auf Bewährung verurteilen worden. http://t.co/ ...	NE NN APPR NN APPR NN VAFIN ART NN NE FM APPR CARD NN APPR NN VVFIN NE NN $.	2/AG 0/-- 7/MO 3/NK 4/MNR 5/NK 0/-- 9/NK 7/SB 11/PNC 9/NK 17/OP 14/NK 12/NK 14/MNR 15/NK 7/OC 17/OA 17/OA 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg Sentiment::markable_100500273::Sarcasm=false|Sentiment::markable_100500273::Polarity=negative|Sentiment::markable_100500273::Sentiment=True|Sentiment::markable_100500273::Intensity=medium EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=negative|gender=fem|*=True|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Sarcasm=false|num=sg|EmoExpression::markable_149::SubjectiveFact=false|Sentiment::markable_100500273::Sentiment=True|EmoExpression::markable_149::Intensity=medium Sentiment::markable_100500273::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_100500273::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500273::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500273::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500273::Sentiment=True case=acc|Target::markable_100500274::Target=True|Target::markable_100500274::Preferred=true|num=sg|Target::markable_100500274::Anaphref=empty|gender=neut|Sentiment::markable_100500273::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500273::Sentiment=True|Target::markable_100500274::Target=True Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500273::Sentiment=True EmoExpression::markable_100500275::EmoExpression=True|Sentiment::markable_100500273::Sentiment=True|EmoExpression::markable_100500275::Uncertain=false|EmoExpression::markable_100500275::Sarcasm=false|EmoExpression::markable_100500275::SubjectiveFact=false|EmoExpression::markable_100500275::Intensity=medium|EmoExpression::markable_100500275::Polarity=negative Sentiment::markable_100500273::Sentiment=True _ _
322412219591708673	positive	Der hat so ein gesicht, auf den ersten blick meh, aber das wird immer heisser. #sorrybinauchnureinmädchen http://t.co/MYsATFXPn5	die haben so eine gesicht, auf die erst blicken meh, aber die werden immer heisser. #sorrybinauchnureinmädchen http://t.co/MYsATFXPn5	PDS VAFIN ADV ART NE APPR ART ADJA VVIMP ADJD ADV PDS VAFIN ADV NE NN CARD	2/SB 0/-- 5/MO 5/NK 2/SB 9/MO 8/NK 6/NK 2/OC 12/MO 12/MO 13/SB 3/CC 13/MO 9/OA 0/-- 16/NK	case=nom|Sentiment::markable_150::Sentiment=True|num=sg|Sentiment::markable_150::Polarity=positive|Sentiment::markable_150::Intensity=medium|gender=masc|Sentiment::markable_150::Sarcasm=false pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_150::Sentiment=True case=nom|Sentiment::markable_150::Sentiment=True|Target::markable_151::Preferred=true|num=sg|Target::markable_151::Target=True|Target::markable_151::Anaphref=empty|gender=masc case=nom|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg Sentiment::markable_150::Sentiment=True case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_150::Sentiment=True|num=sg Sentiment::markable_150::Sentiment=True|pos=True Sentiment::markable_150::Sentiment=True case=nom|gender=neut|Sentiment::markable_150::Sentiment=True|num=sg pers=3|Sentiment::markable_150::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_150::Sentiment=True _ _ _
