319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss. Lange genug hat er sich gewehrt :)	jetzt geben ich Player 6 die Todesstoss. Lange genug haben er sich wehren :)	ADV VVFIN PPER NN CARD ART NN NE ADV VAFIN PPER PRF VVPP ADJA	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 10/SB 8/MO 0/-- 10/SB 13/OA 10/OC 13/MO	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ case=gen|EmoExpression::markable_5::Intensity=medium|gender=masc|EmoExpression::markable_5::EmoExpression=True|pos=True|EmoExpression::markable_5::Uncertain=false|num=pl|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive
326269461000769536	neutral	Sehe ich das richtig dass #Schäuble gerade dazu aufruft die Konten leerzuräumen solange noch etwas drauf ist? http://t.co/j5kpr5WAUb #ESM	sehen ich die richtig dass #Schäuble gerade dazu aufrufen die Konto leerräumen solange noch etwas drauf ist? http://t.co/j5kpr5WAUb #ESM	VVFIN PPER PDS PTKVZ KOUS NN ADV PAV VVFIN ART NN VVIZU KOUS ADV PIS PAV ADJA NN ADJA	9/MO 1/SB 1/OA 1/MO 1/MO 5/NK 1/MO 1/NK 0/-- 11/NK 12/OA 9/OC 17/CP 15/MO 17/MO 15/NK 9/MO 0/-- 18/MO	pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ _ _ gender=neut|*=True _ pos=True _ _
326695161553903616	positive	Magst du lieber Obst oder Gemüse? - Obst &lt;3 http://t.co/PQi0CuuYJy	mögen du lieb Obst oder Gemüse? - Obst &lt;3 http://t.co/PQi0CuuYJy	VVFIN PPER ADJD NN KON NN $( NN CARD NN	0/-- 1/SB 1/MO 1/OA 4/CD 5/CJ 8/-- 0/-- 10/NK 8/OA	pers=2|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=nom|Sentiment::markable_141::Polarity=positive|gender=masc|Sentiment::markable_141::Sentiment=True|Sentiment::markable_141::Intensity=medium|Sentiment::markable_141::Sarcasm=false|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True EmoExpression::markable_143::SubjectiveFact=false|EmoExpression::markable_143::EmoExpression=True|EmoExpression::markable_143::Polarity=positive|Sentiment::markable_141::Sentiment=True|EmoExpression::markable_143::Intensity=medium|EmoExpression::markable_143::Uncertain=false|EmoExpression::markable_143::Sarcasm=false case=nom|gender=masc|num=pl
320950022810267648	neutral	Ein Moment. Eine Unehrlichkeit. Ein Abend. Wenn du wüsstest, was du damit angerichtet hättest... hättest du es dann gemacht?	eine Moment. eine Unehrlichkeit. eine Abend. wenn du wüsstest, was du damit anrichten hättest... haben du es dann gemacht?	ART NN ART NN ART NN KOUS PPER VVFIN PIS PPER PAV VVPP NE VAFIN PPER PPER ADV ADJA	2/NK 0/-- 4/NK 0/-- 6/NK 0/-- 13/CP 9/SB 0/-- 9/OA 13/OA 13/NK 9/MO 13/AG 0/-- 15/SB 19/OA 19/MO 15/MO	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg case=nom|*=True|num=sg|pers=2 _ _ case=gen|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=neut|num=sg|pers=3 _ case=acc|gender=neut|num=pl|pos=True
323716749658828801	negative	Die süddeutsche Hitze ist für mich wirklich mehr als ungeeignet	die süddeutsch Hitze sein für ich wirklich mehr als ungeeignet	ART ADJA NN VAFIN APPR PRF ADJD ADV KOKOM ADJD	3/NK 3/NK 4/SB 0/-- 4/MO 5/NK 5/MO 5/MO 10/CM 8/CC	case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|gender=fem|Target::markable_145::Anaphref=empty|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True case=nom|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_144::Sentiment=True|Source::markable_146::Anaphref=empty|*=True|Source::markable_146::Source=True pos=True|Sentiment::markable_144::Sentiment=True Intensifier::markable_148::EmoExpressionRef=emo-expression:markable_147|*=True|Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Degree=medium|Intensifier::markable_148::Intensifier=True Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Intensifier=True EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|pos=True|EmoExpression::markable_147::EmoExpression=True|Sentiment::markable_144::Sentiment=True
323399733727068160	negative	Ganz ehrlich : Einen Boy Directioner zu finden ist genauso schwer wie ein Einhorn zu finden. Mr es. Storan ♥	ganz ehrlich : eine Boy Directioner zu finden sein genauso schwer wie eine Einhorn zu finden. Mr es. Storan ♥	ADV ADJD $. ART NN NN PTKZU VVINF VAFIN ADV ADJD KOKOM ART NN APPR NE NE ADJA NN ADJD	2/MO 8/MO 2/-- 5/NK 8/OA 5/NK 8/PM 9/OC 0/-- 11/MO 9/PD 14/CM 14/NK 10/CC 14/MNR 15/NK 0/-- 17/UC 0/-- 19/PD	_ pos=True _ case=acc|Sentiment::markable_149::Sentiment=True|gender=masc|Sentiment::markable_149::Polarity=negative|Target::markable_150::Preferred=true|Target::markable_150::Anaphref=empty|num=sg|Sentiment::markable_149::Sarcasm=false|Sentiment::markable_149::Intensity=medium|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True pers=3|Sentiment::markable_149::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_151::Polarity=negative|EmoExpression::markable_151::Sarcasm=false|pos=True|EmoExpression::markable_151::SubjectiveFact=false|EmoExpression::markable_151::Uncertain=false|EmoExpression::markable_151::EmoExpression=True|EmoExpression::markable_151::Intensity=medium EmoExpression::markable_152::Polarity=positive|Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::EmoExpression=True case=dat|*=True|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True case=nom|*=True|Sentiment::markable_149::Sentiment=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_153::Polarity=positive|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::Uncertain=false|EmoExpression::markable_153::Intensity=medium|EmoExpression::markable_153::EmoExpression=True|pos=True
325905309132521473	neutral	@berlinwerbung dann wird es Zeit, dass du mal gross wirst... @bootboss	@berlinwerbung dann werden es Zeit, dass du mal groß wirst... @bootboss	NN ADV VAFIN PPER NN KOUS PPER ADV ADJD ADJA NN	0/-- 3/MO 0/-- 3/EP 10/PNC 10/CP 10/SB 10/MO 10/MO 3/OC 0/--	case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=2 _ pos=True pers=2|num=sg|tense=pres|mood=ind _
325236369872015360	mixed	@norbertmeier9 hehe 👍🎶🎶🎤 ich kam gestern erst spät aus Hannover zurück.... viel Spass 🎉🍻🍻🍼	@norbertmeier9 hehe 👍🎶🎶🎤 ich kommen gestern erst spät aus Hannover zurück.... viele Spaß 🎉🍻🍻🍼	NN ADJA NN PPER VVFIN ADV ADV ADJD APPR NE NE PIAT NN ADJA	0/-- 3/NK 5/PNC 5/SB 0/-- 5/MO 8/MO 5/MO 5/MO 11/PNC 9/NK 13/NK 14/OA 0/--	case=nom|gender=fem|num=sg EmoExpression::markable_100500224::Polarity=negative|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=weak|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg Intensifier::markable_100500226::EmoExpressionRef=emo-expression:markable_100500225|Intensifier::markable_100500226::Intensifier=True|*=True|Intensifier::markable_100500226::Degree=medium case=nom|EmoExpression::markable_100500225::Uncertain=false|EmoExpression::markable_100500225::Intensity=medium|*=True|EmoExpression::markable_100500225::EmoExpression=True|EmoExpression::markable_100500225::Polarity=positive|num=sg|EmoExpression::markable_100500225::Sarcasm=false|EmoExpression::markable_100500225::SubjectiveFact=false case=acc|gender=masc|num=sg|pos=True
319085862732300288	positive	RT @twitgeridoo: Ein absehbarer Shitstorm: Die Atomlobby sucht "Miss Nuclear 2013" mit einem unfassbar dämlichen Poster.. :D #facepalm h ...	RT @twitgeridoo: eine absehbar Shitstorm: die Atomlobby suchen "Miss Nuclear 2013" mit eine unfassbar dämlich Poster.. :D #facepalm h ...	NE NN ART ADJA NN ART NN VVFIN NN NE VVFIN APPR ART ADJD ADJA NN ADJA NN NN $.	2/AG 0/-- 5/NK 5/NK 11/SB 7/NK 8/SB 5/PAR 10/PNC 8/DA 0/-- 11/MO 16/NK 15/MO 16/NK 12/NK 18/NK 0/-- 18/NK 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|Sentiment::markable_154::Polarity=positive|num=sg|Sentiment::markable_154::Sentiment=True|gender=masc|Sentiment::markable_154::Intensity=medium|Sentiment::markable_154::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True|pos=True case=nom|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True case=nom|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=fem|Target::markable_156::Anaphref=empty|Target::markable_156::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_156::Target=True|Sentiment::markable_154::Sentiment=True *=True|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=nom|*=True|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True pers=3|num=sg|tense=pres|mood=subj|Target::markable_156::Target=True|Sentiment::markable_154::Sentiment=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_157::Polarity=positive|Intensifier::markable_160::EmoExpressionRef=emo-expression:markable_159|Sentiment::markable_157::Sarcasm=false|pos=True|Intensifier::markable_160::Degree=medium|Sentiment::markable_157::Intensity=medium|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True|Intensifier::markable_160::Intensifier=True|Sentiment::markable_154::Sentiment=True case=dat|EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|gender=neut|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True|num=sg|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=nom|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=medium|gender=neut|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|pos=True|num=sg|EmoExpression::markable_161::EmoExpression=True case=nom|gender=neut|num=sg _ _
328145243109208064	neutral	Angebot des Tages: femininer Rock für Jacke von Claude Zana mit gelb/grünem Muster http://t.co/qBjxhXsPJK Designer Mode Outlet	Angebot die Tages: feminin Rock für Jacke von Claude Zana mit gelb/grünem Muster http://t.co/qBjxhXsPJK Designer Mode Outlet	NN ART NN ADJA NN APPR NN APPR NE NE APPR ADJA NN NN NN NN ADJD	0/-- 3/NK 1/AG 5/NK 1/APP 5/MNR 6/NK 7/PG 10/PNC 8/NK 7/MNR 13/NK 11/NK 13/NK 16/NK 14/NK 1/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg pos=True
323484418192855040	positive	Man vergisst nie einen Menschen, der einem alles bedeutet hat. Man gewöhnt sich nur daran, dass er nicht mehr da ist.	man vergessen nie eine Menschen, die eine alle bedeuten hat. man gewöhnen sich nur daran, dass er nicht mehr da ist.	PIS VVFIN ADV ART NN ART ART PIS VVFIN NE PIS VVFIN PRF ADV VVFIN KOUS PPER PTKNEG ADV ADV NE	2/SB 0/-- 2/MO 5/NK 2/OA 10/NK 8/NK 9/SB 10/NK 5/AG 12/SB 0/-- 12/OA 15/MO 12/SB 0/CP 15/SB 15/NG 18/MO 15/MO 15/OA	case=nom|Sentiment::markable_162::Polarity=positive|Source::markable_166::Anaphref=empty|Sentiment::markable_162::Sarcasm=false|Source::markable_166::Source=True|*=True|Sentiment::markable_162::Intensity=medium|num=sg|Sentiment::markable_162::Sentiment=True EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|mood=ind|EmoExpression::markable_164::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Negation::markable_165::Negation=True|Sentiment::markable_162::Sentiment=True|Negation::markable_165::EmoExpressionRef=empty case=acc|Target::markable_163::Anaphref=empty|num=sg|Sentiment::markable_162::Sentiment=True|Target::markable_163::Preferred=true|gender=masc|Target::markable_163::Target=True case=acc|gender=masc|num=sg case=gen|Sentiment::markable_167::Polarity=positive|Target::markable_168::Preferred=true|gender=fem|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Target::markable_168::Anaphref=empty|Sentiment::markable_167::Intensity=strong|num=sg|Target::markable_168::Target=True case=gen|num=sg|Source::markable_169::Source=True|Source::markable_169::Anaphref=empty|gender=fem|Sentiment::markable_167::Sentiment=True case=nom|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|gender=neut|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True case=acc|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 _ _ _ case=nom|gender=masc|num=sg
319561793158660096	positive	@tessalynnxo @planetjedward Ich hoffe die kommen echt morgen schon zurück.	@tessalynnxo @planetjedward ich hoffen die kommen echt morgen schon zurück.	NN NE PPER VVFIN ART VVFIN ADJD ADV ADV ADJA	0/-- 0/-- 4/SB 0/-- 6/NK 4/OA 6/MO 6/MO 8/MO 6/MO	_ case=nom|gender=neut|num=sg case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True|pers=1|Source::markable_173::Source=True|num=sg|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Sentiment::markable_171::Intensity=medium EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|mood=ind|Sentiment::markable_171::Sentiment=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_174::SubjectiveFact=false case=acc|num=pl|Target::markable_172::Target=True|Target::markable_172::Preferred=true|Target::markable_172::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True|pos=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True gender=masc|*=True
327290543820398592	neutral	Tropical Island 2 für 1 Gutscheine! Bis 30.12.2013 gültig! : Berlin | Hallo liebe Leute. Ich habe noch einige ... http://t.co/vnFmbEyZfx	Tropical Island 2 für 1 Gutscheine! bis @card@ gültig! : Berlin | hallo lieb Leute. ich haben noch einige ... http://t.co/vnFmbEyZfx	NE NE CARD APPR CARD NN APPR CARD ADJD $. NE XY ITJ ADJA NN PPER VAFIN ADV PIS $. NN	2/PNC 0/-- 2/NK 2/MO 6/NK 4/NK 0/-- 7/NK 7/PD 0/-- 15/SB 0/-- 15/NK 15/NK 0/-- 17/SB 0/-- 19/MO 17/OA 19/-- 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ gender=masc|*=True _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl _ _
324247193257144320	positive	@Antiidiotikum Ehrlich gesagt doch. Glaube ich. Sehe ich um mich herum. Aber zum Glück ist ja jedes Kind anders. :-)	@Antiidiotikum ehrlich sagen doch. Glaube ich. sehen ich um ich herum. aber zu Glück sein ja jede Kind anders. :-)	NN ADJD VVPP ADJA NN NE VVFIN PPER APPR PRF VVPP KON APPRART NN VAFIN ADV PIAT NN ADJA $(	0/-- 3/MO 4/MO 0/-- 0/-- 5/NK 0/-- 7/SB 11/MO 9/NK 7/OC 15/JU 15/MO 13/NK 0/-- 15/MO 18/NK 15/SB 15/RS 0/--	case=nom|gender=neut|num=sg pos=True _ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|*=True|num=sg|pers=1 _ Sentiment::markable_100500227::Sarcasm=false|Sentiment::markable_100500227::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|Sentiment::markable_100500227::Polarity=positive case=dat|gender=neut|EmoExpression::markable_100500228::Polarity=positive|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::EmoExpression=True case=dat|gender=neut|EmoExpression::markable_100500228::EmoExpression=True|num=sg|Sentiment::markable_100500227::Sentiment=True mood=ind|Target::markable_100500229::Preferred=true|Target::markable_100500229::Anaphref=empty|pers=3|num=sg|tense=pres|Sentiment::markable_100500227::Sentiment=True|Target::markable_100500229::Target=True Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|pos=True|Sentiment::markable_100500227::Sentiment=True EmoExpression::markable_175::EmoExpression=True|EmoExpression::markable_175::SubjectiveFact=false|EmoExpression::markable_175::Sarcasm=false|EmoExpression::markable_175::Uncertain=false|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_175::Intensity=medium|EmoExpression::markable_175::Polarity=positive
324646028668190720	neutral	ein neuer klasse Bandname: Filament	eine neu klasse Bandname: Filament	ART ADJA ADJA NN NN	4/NK 4/NK 4/NK 0/-- 4/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg
328867774128586754	positive	@_skudder_ einfach sagen: grüsse von so einem inetkumpelpissazeugs den ich nicht kenne 8)	@_skudder_ einfach sagen: grüßen von so eine inetkumpelpissazeugs die ich nicht kennen 8)	NN ADJD ADJD VVFIN APPR ADV ART NN ART PPER PTKNEG VVFIN ADJA	0/-- 3/MO 4/MO 0/-- 4/MO 7/MO 8/NK 5/NK 12/OA 12/SB 12/NG 4/CJ 12/MO	_ _ pos=True pers=3|num=sg|tense=pres|mood=subj _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 _ pers=1|num=sg|tense=pres|mood=ind EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::SubjectiveFact=false|EmoExpression::markable_176::EmoExpression=True|EmoExpression::markable_176::Polarity=positive
325287863589675009	positive	RT @4_myDream: @iamnorda @JuliaSrk .. sie hat recht und Du grins gefälligst... jetzt ♥	RT @4_myDream: @iamnorda @JuliaSrk .. sie haben recht und du grinsen gefälligst... jetzt ♥	NE ADJA NN ADJA NN PPER VAFIN ADJD KON PPER VVIMP ADJA ADV ADJA	0/-- 1/UC 0/-- 0/-- 0/-- 7/SB 0/-- 7/OC 7/CD 12/SB 10/NK 9/CJ 14/MO 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|EmoExpression::markable_100500231::Intensity=weak|gender=neut|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=acc|gender=neut|num=sg|pos=True _ EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|EmoExpression::markable_177::Uncertain=false|EmoExpression::markable_177::Polarity=positive
322992523951874048	neutral	So auf dem Weg nach Lüneburg. Bestimmt lenkt mich das etwas ab heute.	so auf die Weg nach Lüneburg. bestimmt lenken ich die etwas ab heute.	ADV APPR ART NN APPR NE ADJD VVFIN PRF PDS ADV APPR NN	2/MO 0/-- 4/NK 2/NK 4/MNR 5/NK 8/MO 0/-- 8/OA 8/SB 12/MO 8/MO 12/NK	_ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=masc|num=sg
