381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 0/-- 4/SB 14/MO 4/MO 4/NK 0/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
360454898724257793	positive	Endlich wieder Wahlen! Bestellung zum Wahlhelfer ist da. Zusammen mit Herrn Sohn. Wird sicher wieder lustig.	endlich wieder Wahlen! Bestellung zu Wahlhelfer sein Da. zusammen mit Herr Sohn. werden sicher wieder lustig.	ADV ADV NN NN APPRART NN VAFIN NE ADV APPR NN NE VAFIN ADJD ADV ADJA	2/MO 3/NK 0/-- 7/SB 4/MNR 5/NK 0/-- 7/SB 10/MO 0/-- 10/NK 11/NK 0/-- 16/MO 16/MO 13/SB	Sentiment::markable_156::Polarity=positive|Sentiment::markable_156::Intensity=medium|EmoExpression::markable_158::SubjectiveFact=false|Sentiment::markable_156::Sentiment=True|Sentiment::markable_156::Sarcasm=false|EmoExpression::markable_158::Intensity=medium|EmoExpression::markable_158::Uncertain=false|EmoExpression::markable_158::Sarcasm=false|EmoExpression::markable_158::EmoExpression=True|EmoExpression::markable_158::Polarity=positive Sentiment::markable_156::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_156::Sentiment=True case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _ _
350589542639747073	neutral	Bundeszentrale politische Bildung: Wie funktioniert die Bundestagswahl - Wahlfilme...... http://t.co/pWn9yFNpTB	bundeszentral politisch Bildung: wie funktionieren die Bundestagswahl - Wahlfilme...... http://t.co/pWn9yFNpTB	ADJA ADJA NN KOKOM VVFIN ART NN $( NN NN	3/NK 3/NK 5/OA2 5/MO 0/-- 7/NK 5/SB 7/-- 5/OA 0/--	case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=masc|num=pl
380712832528306176	neutral	RT @mischmerz: @blackjoschka @AfD_MR @steinbock41 Nö. Wir setzen auf souveräne Nationalstaaten in einem europäischen Verbund. #afd+	RT @mischmerz: @blackjoschka @AfD_MR @steinbock41 Nö. wir setzen auf souverän Nationalstaat in eine europäisch Verbund. #afd+	NE ADJA NN NN CARD NN PPER VVFIN APPR ADJA NN APPR ART ADJA NN ADJA	0/-- 1/UC 0/-- 0/-- 0/-- 0/-- 8/SB 0/-- 8/MO 11/NK 9/NK 8/MO 15/NK 15/NK 12/NK 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _
354209149447438337	negative	niemand spricht davon, die gezielte (! ) datenerfasssung zum ermitteln von tätern oder dergleichen verbieten zu... http://t.co/ZqqRCFYv8C	niemand sprechen davon, die gezielt (! ) datenerfasssung zu ermitteln von Täter oder dergleichen verbieten zu... http://t.co/ZqqRCFYv8C	PIS VVFIN NE ART ADJA NN $( ADJD APPRART VVFIN APPR NN KON PIS VVFIN ADJA NN	2/SB 0/-- 2/SB 6/NK 6/NK 2/OA 8/-- 15/MO 8/MO 9/NK 10/MO 11/NK 9/CD 13/CJ 0/-- 15/MO 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ pos=True case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=dat|EmoExpression::markable_10409981::EmoExpression=True|EmoExpression::markable_10409981::Uncertain=false|gender=masc|EmoExpression::markable_10409981::Polarity=negative|EmoExpression::markable_10409981::Intensity=medium|EmoExpression::markable_10409981::Sarcasm=false|num=pl|EmoExpression::markable_10409981::SubjectiveFact=false _ case=dat|gender=masc|num=pl|pos=True _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=neut|num=pl
358843338104913921	mixed	EU-Programmentwurf der GRÜNEN 1984: Menschliches Überleben u. Glück ist gefährdet durch Tabus und Sexualstrafgesetze http://t.co/F8vGD69ulR	EU-Programmentwurf die grün @card@ menschlich Überleben um Glück sein gefährden durch Tabu und Sexualstrafgesetze http://t.co/F8vGD69ulR	NN ART ADJA CARD ADJA NN APPR NN VAFIN VVPP APPR NN KON NN NN	9/SB 6/NK 6/NK 3/NK 6/NK 9/SB 6/MNR 7/NK 0/-- 9/PD 10/MO 11/NK 12/CD 13/CJ 10/OA	case=nom|gender=masc|num=sg|Sentiment::markable_160::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_160::Sentiment=True case=nom|Source::markable_161::Anaphref=empty|num=sg|Sentiment::markable_160::Sentiment=True|gender=masc|Source::markable_161::Source=True Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=neut|num=sg|EmoExpression::markable_164::EmoExpression=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=dat|EmoExpression::markable_165::EmoExpression=True|gender=neut|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=positive|num=sg|Sentiment::markable_160::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=acc|Target::markable_162::Target=True|EmoExpression::markable_10409982::Intensity=medium|Target::markable_162::Anaphref=empty|gender=neut|EmoExpression::markable_10409982::Sarcasm=false|EmoExpression::markable_10409982::EmoExpression=True|EmoExpression::markable_10409982::Polarity=negative|num=pl|Target::markable_162::Preferred=true|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_10409982::SubjectiveFact=false|EmoExpression::markable_10409982::Uncertain=false Sentiment::markable_160::Sentiment=True case=acc|Target::markable_163::Anaphref=empty|num=pl|Sentiment::markable_160::Sentiment=True|Target::markable_163::Preferred=true|gender=neut|Target::markable_163::Target=True case=acc|gender=neut|num=pl
364162407117361152	negative	Der #FDP danken wir für diesen Aussenminister, der so farblos ist, dass er sogar ständig durch unsere Raster fällt! #Prism Sei Dank!	die #FDP danken wir für dies Aussenminister, die so farblos ist, dass er sogar ständig durch unser Raster fällt! #Prism sein Dank!	ART NN VVFIN PPER APPR PDAT NN ART ADV ADJD VVFIN KOUS PPER ADV ADJD APPR PPOSAT NN ADJA NN VAFIN ADJA	2/NK 3/DA 0/-- 3/SB 3/MO 7/NK 5/NK 11/NK 10/MO 11/MO 3/CJ 19/CP 19/SB 19/MO 19/MO 19/MO 18/NK 16/NK 11/MO 21/PD 0/-- 21/MO	case=nom|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|gender=masc|Sentiment::markable_166::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True pers=1|Sentiment::markable_166::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|Sentiment::markable_166::Sentiment=True|pers=1 Sentiment::markable_166::Sentiment=True case=acc|Sentiment::markable_166::Sentiment=True|num=sg|Target::markable_167::Anaphref=empty|gender=masc|Target::markable_167::Target=True|Target::markable_167::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|EmoExpression::markable_168::EmoExpression=True|pos=True|EmoExpression::markable_168::Polarity=negative|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True|pers=3 Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|pos=True Sentiment::markable_166::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
370885546475671552	negative	RT @ronnypohle: Und hier eine weitere @fdp_de -Lüge @FDP_Fraktion ! Hier wirst du verarscht! #Doppelpass #Optionszwang #btw13 http://t.co/72y...	RT @ronnypohle: und hier eine weit @fdp_de -Lüge @FDP_Fraktion ! hier werden du verarscht! #Doppelpass #Optionszwang #btw13 http://t.co/72y...	NE ADJD KON ADV ART ADJA ADJA NN NN $. ADV VAFIN PPER ADJA NN NN CARD NN	0/-- 1/PD 7/JU 7/MO 6/NK 7/MO 0/-- 0/-- 8/NK 0/-- 12/MO 0/-- 12/SB 12/MO 0/-- 15/NK 18/NK 15/OA	case=nom|*=True|num=sg pos=True Sentiment::markable_169::Sentiment=True|Sentiment::markable_169::Polarity=negative|Sentiment::markable_169::Intensity=medium|Sentiment::markable_169::Sarcasm=false Sentiment::markable_169::Sentiment=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True case=nom|num=sg|comp=True|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True case=nom|num=sg|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True|pos=True case=nom|EmoExpression::markable_171::Intensity=medium|EmoExpression::markable_171::EmoExpression=True|gender=masc|EmoExpression::markable_171::SubjectiveFact=false|EmoExpression::markable_171::Uncertain=false|num=pl|EmoExpression::markable_171::Polarity=negative|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True|EmoExpression::markable_171::Sarcasm=false case=nom|Target::markable_173::Target=True|Sentiment::markable_172::Sentiment=True|gender=masc|Sentiment::markable_172::Intensity=strong|num=pl|Target::markable_173::Anaphref=empty|Target::markable_173::Preferred=true|Sentiment::markable_172::Polarity=negative|Sentiment::markable_172::Sarcasm=false Sentiment::markable_172::Sentiment=True Sentiment::markable_172::Sentiment=True pers=2|Sentiment::markable_172::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_175::Anaphref=markable_173|Target::markable_175::Target=True|Sentiment::markable_172::Sentiment=True|*=True|pers=2|num=sg|Target::markable_175::Preferred=true case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_172::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=pl
354122677318983680	neutral	"Partei ohne Plan" @BLZonline • Die Absage der IBA 2020 steht in der Tradition des Berliner SPD-Städtebaus. • http://t.co/os5Bp94xc1	"Partei ohne Plan" @BLZonline • die Absage die IBA 2020 stehen in die Tradition die Berliner SPD-Städtebaus. • http://t.co/os5Bp94xc1	NN APPR ADJA NN NN ART NN ART NN CARD VVFIN APPR ART NN ART ADJA NN ADJD CARD	0/-- 1/MNR 4/NK 2/NK 11/DA 7/NK 11/SB 9/NK 7/AG 9/NK 0/-- 11/MO 14/NK 12/NK 17/NK 17/NK 14/AG 19/MO 0/--	pos=True _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg *=True|pos=True case=gen|gender=masc|num=sg pos=True _
368403765009055744	positive	RT @davesstationbus: By the way: Die #AFD- Plakate hier sind ja selten dämlich: "Mut zur Wahrheit" tolle Nullaussage	RT @davesstationbus: by the way: die #AFD- Plakat hier sein ja selten dämlich: "Mut zu Wahrheit" toll Nullaussage	NE ADJA FM FM NE ART ADJA NN ADV VAFIN ADV ADJD ADJA NN APPRART ADJA ADJA NN	2/SB 0/-- 5/PNC 5/PNC 10/DA 8/NK 8/NK 10/SB 8/MNR 0/-- 14/MO 13/MO 14/NK 10/SB 14/MNR 15/NK 18/NK 0/--	case=nom|*=True|num=sg pers=2|num=sg|tense=pres|mood=ind _ _ _ case=acc|Target::markable_177::Target=True|gender=fem|Sentiment::markable_176::Polarity=positive|num=sg|Sentiment::markable_176::Intensity=medium|Target::markable_177::Anaphref=empty|Sentiment::markable_176::Sarcasm=false|Sentiment::markable_176::Sentiment=True|Target::markable_177::Preferred=true case=acc|num=pl|Target::markable_177::Target=True|gender=neut|Sentiment::markable_176::Sentiment=True|pos=True case=acc|gender=neut|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_177::Target=True Sentiment::markable_176::Sentiment=True pers=3|Sentiment::markable_176::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_176::Sentiment=True Diminisher::markable_179::EmoExpressionRef=emo-expression:markable_178|Diminisher::markable_179::Degree=strong|Sentiment::markable_176::Sentiment=True|pos=True|Diminisher::markable_179::Diminisher=True case=nom|Sentiment::markable_180::Polarity=positive|Target::markable_181::Target=True|Sentiment::markable_180::Sarcasm=false|*=True|pos=True|Sentiment::markable_180::Intensity=strong|num=pl|Sentiment::markable_180::Sentiment=True|Target::markable_181::Anaphref=empty|Target::markable_181::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=nom|Intensifier::markable_183::Degree=medium|Intensifier::markable_183::Intensifier=True|gender=fem|pos=True|num=sg|Sentiment::markable_180::Sentiment=True|Intensifier::markable_183::EmoExpressionRef=emo-expression:markable_182 case=nom|EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Polarity=negative|gender=fem|EmoExpression::markable_182::Intensity=medium|num=sg|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::EmoExpression=True
378071540031438848	neutral	PC Spiel | Schlag den Raab 2 Das PartySpiel | DEUTSCH NEU & OVP: EUR 7,77 (0 Gebote)Angebotsende: Freitag Sep... http://t.co/5o9gIiEIUQ	PC Spiel | Schlag die Raab 2 die PartySpiel | deutsch neu & OVP: EUR @card@ (0 Gebote)Angebotsende: Freitag Sep... http://t.co/5o9gIiEIUQ	NN NN XY NN ART NE CARD ART NN XY ADJD ADJD KON ADJD NN CARD CARD ADJA NN NE NE	0/-- 6/PNC 6/PNC 6/PNC 6/NK 1/NK 6/NK 9/NK 6/CJ 9/NK 12/MO 9/PD 6/CD 17/MO 17/OA 17/NMC 19/NK 19/NK 13/CJ 19/NK 0/--	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True pos=True _ _ pos=True case=acc|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|*=True|num=sg
364721280236273665	negative	"@tagesspiegel_de: #Veggieday - FDP-Politiker #Lindemann greift zu Nazi-Vergleich http://t.co/2UJjuvIRgg" Terror auf dem Teller #ironie	"@tagesspiegel_de: #Veggieday - FDP-Politiker #Lindemann greifen zu Nazi-Vergleich http://t.co/2UJjuvIRgg" Terror auf die Teller #ironie	NN NE $( NN NN VVFIN APPR NN NN NN APPR ART NN NN	0/-- 0/-- 4/-- 6/SB 4/NK 0/-- 6/MO 7/NK 8/NK 6/OA 10/MNR 13/NK 11/NK 13/NK	case=nom|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|EmoExpression::markable_10409984::Uncertain=false|gender=masc|EmoExpression::markable_10409984::EmoExpression=True|EmoExpression::markable_10409984::SubjectiveFact=false|num=sg|EmoExpression::markable_10409984::Intensity=medium|EmoExpression::markable_10409984::Polarity=negative|EmoExpression::markable_10409984::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg
350591400024342530	negative	RT @Weilmeier: #Guardiola und #Sammer - Die Glatzen übernehmen die Macht beim #FCBayern. Wo bleibt der Protest von Grünen und SPD?	RT @Weilmeier: #Guardiola und #Sammer - die Glatze übernehmen die Macht bei #FCBayern. wo bleiben die Protest von Grüne und SPD?	NE ADJA NN KON NN $( ART NN VVFIN ART NN APPRART NN PWAV VVFIN ART NN APPR NN KON ADJA	0/-- 1/UC 0/-- 3/CD 4/CJ 7/-- 8/NK 9/SB 0/-- 11/NK 9/OA 9/MO 12/NK 15/MO 0/-- 17/NK 15/SB 17/PG 18/NK 19/CD 20/CJ	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_185::Polarity=negative|EmoExpression::markable_185::SubjectiveFact=false|EmoExpression::markable_185::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_185::Intensity=medium|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::Uncertain=false _ case=dat|*=True|num=pl _ case=dat|*=True|num=pl|pos=True
380801220921016320	negative	Die "Nichtwählerin" hört sich wahrscheinlich auch gerne reden ohne was zu sagen. Ironischerweise wäre die perfekt für die Politik. #illner	die "Nichtwählerin" hören sich wahrscheinlich auch gerne reden ohne was zu sagen. ironischerweise sein die perfekt für die Politik. #illner	ART NN VVFIN PRF ADJD ADV ADV VVFIN APPR PIS APPR NE ADV VAFIN ART ADJD APPR ART ADJA NN	2/NK 3/SB 0/-- 3/OA 3/MO 7/MO 8/MO 3/CJ 11/MO 9/NK 8/MNR 11/NK 14/MO 0/-- 14/SB 14/PD 16/MO 19/NK 17/NK 0/--	case=nom|Sentiment::markable_186::Sarcasm=true|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=fem|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|mood=ind|EmoExpression::markable_10409985::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_10409985::Intensity=medium|EmoExpression::markable_10409985::Sarcasm=false|EmoExpression::markable_10409985::Uncertain=false|EmoExpression::markable_10409985::Polarity=negative|Sentiment::markable_186::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_186::Sentiment=True|EmoExpression::markable_10409985::EmoExpression=True pos=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|EmoExpression::markable_10409986::SubjectiveFact=false|EmoExpression::markable_10409986::Intensity=medium|EmoExpression::markable_10409986::Polarity=negative|Sentiment::markable_186::Sentiment=True|EmoExpression::markable_10409986::Uncertain=false|EmoExpression::markable_10409986::Sarcasm=false case=acc|gender=neut|EmoExpression::markable_10409986::EmoExpression=True|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|Sentiment::markable_186::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=positive|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_186::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_186::Sentiment=True
359990870604394498	negative	RT @hdBerretz: #grüne & #spd sind keine Alternative für die Wähler! Zusammen 34%! Abgestraft, weil sie Opposition verweigerten! http://t.c...	RT @hdBerretz: #grüne & #spd sein keine Alternative für die Wähler! zusammen 34%! Abgestraft, weil sie Opposition verweigerten! http://t.c...	NE ADJA NN KON NN VAFIN PIAT NN APPR ART NN ADV ADJA NN KOUS PPER NN ADJA NN	0/-- 1/UC 6/SB 3/CD 4/CJ 0/-- 8/NK 6/PD 8/MNR 11/NK 9/NK 13/MO 0/-- 18/MO 18/CP 18/SB 18/OA 0/-- 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_189::Sentiment=True case=nom|Target::markable_190::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_190::Preferred=true|num=pl|Source::markable_195::Source=True|Target::markable_190::Anaphref=empty|Source::markable_195::Anaphref=empty Sentiment::markable_189::Sentiment=True case=nom|Target::markable_191::Preferred=true|Sentiment::markable_189::Sentiment=True|gender=masc|Target::markable_191::Anaphref=empty|Target::markable_191::Target=True|num=pl|Source::markable_195::Source=True|Source::markable_195::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=nom|Negation::markable_193::EmoExpressionRef=emo-expression:markable_192|num=pl|Sentiment::markable_189::Sentiment=True|Negation::markable_193::Negation=True|gender=masc case=nom|EmoExpression::markable_192::Intensity=medium|EmoExpression::markable_192::Polarity=positive|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_192::Uncertain=false|gender=masc|EmoExpression::markable_192::SubjectiveFact=false|num=pl|EmoExpression::markable_192::Sarcasm=false|EmoExpression::markable_192::EmoExpression=True Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True _ _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_195::Sarcasm=false|Sentiment::markable_195::Polarity=negative|Source::markable_196::Anaphref=markable_199|*=True|pers=3|num=pl|Source::markable_196::Source=True|Sentiment::markable_195::Intensity=medium|Sentiment::markable_195::Sentiment=True case=acc|num=sg|Target::markable_197::Preferred=true|gender=fem|Sentiment::markable_195::Sentiment=True|Target::markable_197::Anaphref=empty|Target::markable_197::Target=True case=acc|gender=fem|num=sg|pos=True _
376981379545718784	neutral	RT @rheto: Und was ist nochmal ein Leistungsträger für #CDU #SPD #FDP #Grüne? Wie definieren die Leistung? Wieso antwortet von denen keiner...	RT @rheto: und was sein nochmal eine Leistungsträger für #CDU #SPD #FDP #Grüne? wie definieren die Leistung? wieso antworten von die keiner...	NE NN KON PIS VAFIN ADV ART NN APPR NN ADJA NN ADJD KOKOM VVFIN ART NN PWAV VVFIN APPR PDS ADJA	2/PNC 0/-- 5/JU 5/SB 0/-- 5/MO 8/NK 5/PD 8/MNR 9/NK 12/NK 10/NK 5/PD 15/MO 0/-- 17/NK 15/OA 19/MO 0/-- 19/MO 20/NK 20/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True
356738471186018304	positive	Rainer Deppe und Josef Hovenjürgen zu Bergbau-Sondermüll: Umweltminister Remmel muss für Aufklärung sorgen http://t.co/YdcRfknlcz	Rainer Deppe und Josef Hovenjürgen zu Bergbau-Sondermüll: Umweltminister Remmel müssen für Aufklärung sorgen http://t.co/YdcRfknlcz	NE NE KON NE NE APPR NN NN NN VMFIN APPR NN VVFIN NN	2/PNC 10/SB 2/CD 5/PNC 3/CJ 8/MO 6/NK 5/PAR 8/NK 0/-- 13/OP 11/NK 10/OC 13/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|EmoExpression::markable_10409987::Sarcasm=false|gender=fem|EmoExpression::markable_10409987::EmoExpression=True|num=sg|EmoExpression::markable_10409987::Uncertain=false|EmoExpression::markable_10409987::SubjectiveFact=false|EmoExpression::markable_10409987::Polarity=positive|EmoExpression::markable_10409987::Intensity=medium _ case=acc|gender=masc|num=sg
