324257473294917633	negative	@Schlumpfkanone Auf dem Tisch liegen Mozart Kugeln, ber ich will mich nicht bewegen... :(	@Schlumpfkanone auf die Tisch liegen Mozart Kugeln, ber ich wollen ich nicht bewegen... :(	NN APPR ART NN VVFIN NE NE VVFIN PPER VMFIN PPER PTKNEG ADJA ADJA	0/-- 5/MO 4/NK 2/NK 0/-- 7/PNC 5/DA 5/MO 8/SB 8/MO 10/OA 10/NG 8/MO 0/--	case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
324973110950494209	positive	RT @ingrid_o_x: Hamburg - Atemberaubende Porträtfotografie http://t.co/NyUVqCssFp via @welt Versteigerung zu Gunsten von @msf_de #syrien	RT @ingrid_o_x: Hamburg - atemberaubend Porträtfotografie http://t.co/NyUVqCssFp via @welt Versteigerung zu Gunst von @msf_de #syrien	NE NN NE $( ADJA NN NN APPR NN NN APPR NN APPR ADJA NN	2/AG 0/-- 0/-- 3/-- 6/NK 3/CJ 6/NK 3/MO 8/NK 0/-- 10/MNR 11/NK 12/PG 13/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500254::Polarity=positive|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::Sarcasm=false|gender=neut|EmoExpression::markable_100500254::SubjectiveFact=false|pos=True|Sentiment::markable_100500252::Intensity=strong|num=pl|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=strong|Sentiment::markable_100500252::Polarity=positive|Sentiment::markable_100500252::Sarcasm=false|EmoExpression::markable_100500254::EmoExpression=True case=nom|Target::markable_100500253::Preferred=true|num=pl|Target::markable_100500253::Anaphref=empty|gender=neut|Sentiment::markable_100500252::Sentiment=True|Target::markable_100500253::Target=True case=nom|gender=neut|num=pl _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=pl _ case=dat|gender=fem|num=pl|pos=True _
335136875205509120	positive	Lohnerhöhung: CDU fordert mehr Geld für Berliner Beamte Die CDU-Fraktion will den öffentlichen Dienst attraktiver http://t.co/gEH50c18N3	Lohnerhöhung: CDU fordern mehr Geld für Berliner Beamter die CDU-Fraktion wollen die öffentlich Dienst attraktiv http://t.co/gEH50c18N3	NN NE VVFIN PIAT NN APPR ADJA NN ART NN VMFIN ART ADJA NN ADJA NN	3/SB 1/NK 0/-- 5/NK 3/OA 5/MNR 8/NK 6/NK 10/NK 11/SB 3/CJ 14/NK 14/NK 3/OA 16/NK 14/AG	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind *=True case=acc|gender=neut|num=sg _ *=True|pos=True case=acc|gender=masc|num=pl case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=gen|EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|pos=True|num=sg|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::EmoExpression=True case=gen|gender=fem|num=sg
325844292465737728	positive	#Telmi #Internet | #web | Sonntagsfrage: Union legt weiter zu: Die Union kann in der Gunst der Wähler weiter... http://t.co/M9a9hNFGYc	#Telmi #Internet | #web | Sonntagsfrage: Union legen weiter zu: die Union können in die Gunst die Wähler weiter... http://t.co/M9a9hNFGYc	NN NN XY ADJA XY ADJA NN VVFIN ADV VVFIN ART NN VMFIN APPR ART NN ART NN ADJA NN	8/SB 1/NK 5/PNC 7/NK 1/MNR 7/NK 5/AG 0/-- 8/MO 8/SVP 12/NK 13/SB 8/CJ 19/MO 16/NK 14/NK 18/NK 16/AG 13/OC 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind *=True *=True case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500255::Polarity=positive|EmoExpression::markable_100500255::EmoExpression=True|gender=fem|num=sg|EmoExpression::markable_100500255::Uncertain=false|EmoExpression::markable_100500255::Intensity=medium|EmoExpression::markable_100500255::Sarcasm=false|EmoExpression::markable_100500255::SubjectiveFact=false case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True case=nom|gender=fem|num=sg
335168924498944001	negative	ja er hatte keine andere wahl, als sie ANAL zu vergewaltigen #domian #determinismus	ja er haben keine andere wahl, als sie anal zu vergewaltigen #domian #determinismus	ADV PPER VAFIN PIAT PIS ADJD KOKOM PPER ADJD PTKZU VVINF NN NN	2/MO 3/SB 0/-- 12/NK 12/NK 11/MO 8/CM 6/CC 11/MO 11/PM 12/NK 3/OA 12/NK	_ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _ case=nom|*=True|num=pl|pers=3 pos=True _ EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=negative|EmoExpression::markable_100500256::Sarcasm=false|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
317745780247113729	negative	Nordkorea-Krise: Kim droht "US-Imperialisten" mit Raketen-Bereitschaft #crazy http://t.co/JYo3IZ4nA7	Nordkorea-Krise: Kim drohen "US-Imperialisten" mit Raketen-Bereitschaft #crazy http://t.co/JYo3IZ4nA7	NN NE VVFIN NN APPR NN ADJD CARD	3/SB 1/NK 0/-- 3/SB 3/MO 5/NK 8/MO 6/NK	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_100500258::Polarity=negative|Source::markable_100500259::Source=True|Sentiment::markable_100500258::Sarcasm=false|gender=masc|Sentiment::markable_100500258::Intensity=medium|num=sg|Sentiment::markable_100500258::Sentiment=True|Source::markable_100500259::Anaphref=empty EmoExpression::markable_100500260::Uncertain=false|EmoExpression::markable_100500260::Intensity=medium|mood=ind|EmoExpression::markable_100500260::Polarity=negative|EmoExpression::markable_100500260::EmoExpression=True|pers=3|num=sg|tense=pres|Sentiment::markable_100500258::Sentiment=True|EmoExpression::markable_100500260::SubjectiveFact=false|EmoExpression::markable_100500260::Sarcasm=false pos=True|Sentiment::markable_100500258::Sentiment=True Sentiment::markable_100500258::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500258::Sentiment=True pos=True _
338025027586883584	negative	RT @sechsdreinuller: Was bekommt ein BWL-Student, der das dritte Mal durch die Diplomarbeit gefallen ist? Die FDP-Mitgliedschaft.	RT @sechsdreinuller: was bekommen eine BWL-Student, die die dritt Mal durch die Diplomarbeit gefallen ist? die FDP-Mitgliedschaft.	NE ADJD PIS VVFIN ART NN ART ART ADJA NN APPR ART NN VVINF VVFIN ART NN	0/-- 1/PD 4/OA 0/-- 6/NK 4/SB 6/NMC 10/NK 10/NK 4/OA 14/MO 13/NK 11/NK 15/OC 4/MO 17/NK 0/--	case=nom|*=True|num=sg pos=True case=acc|num=sg|Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Polarity=negative|Sentiment::markable_100500262::Sarcasm=false|gender=neut|Sentiment::markable_100500262::Intensity=medium pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True|pos=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::SubjectiveFact=false|EmoExpression::markable_100500264::Polarity=negative|EmoExpression::markable_100500264::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True
335495033228754944	positive	RT @DeePrinzessin: 68% glauben nicht, das die BundReg. die anstehenden Probleme löst, aber 60% würden Merkel wieder wählen? So sieht Dummhe...	RT @DeePrinzessin: @card@ glauben nicht, die die BundReg. die anstehend Problem löst, aber @card@ werden Merkel wieder wählen? so sehen Dummhe...	NE NN CARD VVFIN ADJD PDS ART NN ART ADJA NN VVFIN ADV CARD VAFIN NE ADV VVFIN ADV VVFIN ADJA	2/AG 0/-- 4/SB 0/-- 6/MO 4/SB 8/NK 4/SB 11/NK 11/NK 12/OA 4/OC 12/MO 12/OA 12/CJ 15/SB 18/MO 15/OC 20/MO 0/-- 20/SB	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg Source::markable_100500266::Anaphref=empty|Sentiment::markable_100500265::Polarity=positive|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500265::Sarcasm=false|Sentiment::markable_100500265::Intensity=medium|Source::markable_100500266::Source=True mood=ind|EmoExpression::markable_100500270::EmoExpression=True|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pers=3|num=pl|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Intensity=medium Sentiment::markable_100500265::Sentiment=True case=acc|num=sg|Sentiment::markable_100500265::Sentiment=True|Target::markable_100500272::Anaphref=empty|gender=neut|Target::markable_100500272::Target=True|Target::markable_100500272::Preferred=true case=nom|*=True|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|*=True|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|*=True|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|num=pl|Sentiment::markable_100500265::Sentiment=True|*=True|Target::markable_100500272::Target=True|pos=True case=acc|EmoExpression::markable_100500349::Intensity=medium|EmoExpression::markable_100500349::Polarity=positive|Target::markable_100500272::Target=True|gender=neut|EmoExpression::markable_100500349::SubjectiveFact=false|num=pl|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500349::EmoExpression=True|EmoExpression::markable_100500349::Uncertain=false|EmoExpression::markable_100500349::Sarcasm=false pers=3|num=sg|tense=past|mood=ind _ Source::markable_100500274::Anaphref=empty|Sentiment::markable_100500273::Polarity=positive|Sentiment::markable_100500273::Intensity=medium|Sentiment::markable_100500273::Sarcasm=false|Source::markable_100500274::Source=True|Sentiment::markable_100500273::Sentiment=True pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_100500273::Sentiment=True case=dat|Target::markable_100500275::Preferred=true|num=sg|Target::markable_100500275::Anaphref=empty|gender=neut|Target::markable_100500275::Target=True|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=negative|EmoExpression::markable_100500278::Sarcasm=false|*=True|num=sg|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True
333345725964484608	negative	RT @TilHuber: Landesparteitag der #AfD Bayern im Chaos versunken. Wahl des neuen Vorstands ungültig. Fortsetzung folgt irgendwann...	RT @TilHuber: Landesparteitag die #AfD Bayer in Chaos versunken. Wahl die neu Vorstand ungültig. Fortsetzung folgen irgendwann...	NE ADJA NN ART ADJA NN APPRART NN NE NN ART ADJA NN ADJA NN VVFIN ADV	0/-- 1/UC 0/-- 6/NK 6/NK 3/AG 3/MNR 7/NK 8/NK 14/MO 13/NK 13/NK 10/AG 0/-- 16/SB 0/-- 16/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Target::markable_100500280::Target=True|gender=masc|Target::markable_100500280::Anaphref=empty|Sentiment::markable_100500279::Polarity=negative|Sentiment::markable_100500279::Sentiment=True|num=sg|Target::markable_100500280::Preferred=true|Sentiment::markable_100500279::Intensity=medium|Sentiment::markable_100500279::Sarcasm=false case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=gen|num=sg|Target::markable_100500280::Target=True|gender=fem|Sentiment::markable_100500279::Sentiment=True|pos=True case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=dat|EmoExpression::markable_100500281::Uncertain=false|gender=masc|EmoExpression::markable_100500281::Intensity=medium|Sentiment::markable_100500279::Sentiment=True|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=sg|EmoExpression::markable_100500281::Polarity=negative|EmoExpression::markable_100500281::EmoExpression=True case=dat|gender=masc|EmoExpression::markable_100500281::EmoExpression=True|num=sg|Sentiment::markable_100500279::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500279::Sentiment=True case=acc|Target::markable_100500283::Preferred=true|Sentiment::markable_100500282::Sentiment=True|gender=fem|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500282::Polarity=negative|Sentiment::markable_100500282::Intensity=medium|Target::markable_100500283::Target=True|Sentiment::markable_100500282::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True case=gen|Sentiment::markable_100500282::Sentiment=True|num=sg|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
326209718743887873	negative	Rücktritt wegen Doppelbelastung? : Wie Familienministerin Schröder die ... - FOCUS Online: BILDRücktritt wegen ... http://t.co/g0p9aqj7cX	Rücktritt wegen Doppelbelastung? : wie Familienministerin Schröder die ... - Focus Online: BILDRücktritt wegen ... http://t.co/g0p9aqj7cX	NN APPR NN $. KOKOM NN NE ART $. $( NE NE NN APPO $. NN	0/-- 1/MNR 2/NK 6/-- 6/CM 0/-- 6/NK 6/APP 8/-- 11/-- 13/NK 13/PNC 14/NK 0/-- 14/-- 0/--	case=nom|EmoExpression::markable_100500350::Uncertain=true|EmoExpression::markable_100500350::Intensity=medium|EmoExpression::markable_100500350::Sarcasm=false|EmoExpression::markable_100500350::Polarity=negative|gender=masc|EmoExpression::markable_100500350::EmoExpression=True|num=sg|EmoExpression::markable_100500350::SubjectiveFact=true _ gender=fem|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ _ *=True *=True case=nom|gender=masc|num=sg _ _ case=nom|gender=fem|num=sg
335842160190554112	negative	RT @DrSiHansen: Heute 5 Stunden im strömenden Regen Flyer verteilt. Total im Eimer aber glücklich. 80-jährige CDU Stammwählerin: Diesmal wä...	RT @DrSiHansen: heute 5 Stunde|Stunden in strömend Regen Flyer verteilt. total in Eimer aber glücklich. 80-jährig CDU Stammwählerin: diesmal wä...	NE NN ADV CARD NN APPRART ADJA NN NN NE ADJD APPRART NN KON NE ADJA NE NN ADV ADJA	2/AG 0/-- 4/MO 5/NK 0/-- 5/MNR 8/NK 6/NK 8/NK 8/AG 0/-- 11/MO 12/NK 13/CD 14/CJ 0/-- 18/PNC 16/SB 20/MO 16/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=acc|gender=fem|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=pl case=gen|*=True|num=sg Intensifier::markable_100500286::EmoExpressionRef=emo-expression:markable_100500285|Intensifier::markable_100500286::Degree=strong|Intensifier::markable_100500286::Intensifier=True|pos=True case=dat|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_100500285::EmoExpression=True _ *=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True
337316745176023042	positive	RT @peterpiksa: @Piratenpartei Pssst, Piraten! Steilvorlage für euch: http://t.co/HYff0KQ51R Müsst ihr nur noch bewerben helfen. ;-)	RT @peterpiksa: @Piratenpartei Pssst, Piraten! Steilvorlage für euch: http://t.co/HYff0KQ51R müssen ihr nur noch bewerben helfen. ;-)	NE ADJA NN NE NN NN APPR ADJA NN VMFIN PPER ADV ADV VVFIN NE $(	2/SB 0/-- 0/-- 5/PNC 0/-- 10/SB 6/MNR 9/NK 7/NK 0/-- 10/SB 14/MO 12/MO 10/MO 14/OA 0/--	case=nom|*=True|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl|pos=True case=acc|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ _ *=True EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium
332259013708378113	neutral	Wir sollten es einfach akzeptieren: die SPD hat in den nächsten Jahren irgendetwas anderes vor und hat nicht die Zeit zu regieren. #btw13	wir sollen es einfach akzeptieren: die SPD haben in die nah Jahr irgendetwas andere vor und haben nicht die Zeit zu regieren. #btw13	PPER VMFIN PPER ADJD VVFIN ART NE VAFIN APPR ART ADJA NN PIAT PIS PTKVZ KON VAFIN PTKNEG ART NN APPR NE CARD	2/SB 0/-- 5/OA 5/MO 2/OC 7/NK 8/SB 3/RE 8/MO 12/NK 12/NK 9/NK 14/NK 8/OA 8/SVP 8/CD 16/CJ 5/NG 20/NK 5/OA 20/MNR 21/NK 0/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl gender=neut|*=True case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _
332594965198802945	neutral	#RiotimAlltag ist künstliche Trennungen zu hinterfragen. Zwischen Politik&amp;Privatem und dir&amp;mir etc.	#RiotimAlltag sein künstlich Trennung zu hinterfragen. zwischen Politik&amp;Privatem und dir&amp;mir etc.	NN VAFIN ADJA NN APPR NE APPR NN KON NN ADV	2/SB 0/-- 4/NK 2/PD 4/MNR 5/NK 0/-- 7/NK 8/CD 9/CJ 10/CJ	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _
326087967468814336	negative	RT @PeterAltendorfe: es gibt ein Leben vor dem Tod. Aber es ist mit Politik belastet. Shit happens.	RT @PeterAltendorfe: es geben eine Leben vor die Tod. aber es sein mit Politik belastet. Shit happens.	NE NN PPER VVFIN ART NN APPR ART NN KON PPER VAFIN APPR NN ADJA NN ADJA	2/AG 0/-- 4/EP 0/-- 6/NK 4/OA 6/MNR 9/NK 7/NK 12/JU 12/SB 0/-- 15/MO 13/NK 12/PD 0/-- 16/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_100500289::Target=True|Target::markable_100500289::Preferred=true|num=sg|Target::markable_100500289::Anaphref=empty|Sentiment::markable_100500287::Sentiment=True|gender=neut case=acc|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True Target::markable_100500289::Target=True|Sentiment::markable_100500287::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500287::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True|pos=True EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500352::EmoExpression=True|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500352::SubjectiveFact=false|EmoExpression::markable_100500352::Polarity=negative|EmoExpression::markable_100500352::Uncertain=false|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false|EmoExpression::markable_100500352::Sarcasm=false|case=nom|Sentiment::markable_100500287::Sentiment=True|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Polarity=negative|gender=masc|EmoExpression::markable_100500352::Intensity=medium case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_100500287::Sentiment=True
333360411413995521	positive	@Stu_Xnet politik, chaos, herumjagen, schlachten mit 100derten spielern pro seite, the good stuff	@Stu_Xnet politik, chaos, herumjagen, schlachten mit 100derten Spieler pro seite, the good stuff	NN NE NE NE VVFIN APPR ADJA NN APPR NE FM NE NE	0/-- 4/PNC 4/PNC 5/SB 0/-- 5/MO 8/NK 6/NK 8/MNR 9/NK 5/OA 11/UC 11/UC	_ _ _ _ pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl _ case=dat|*=True|num=sg _ EmoExpression::markable_100500304::Uncertain=false|EmoExpression::markable_100500304::Polarity=positive|EmoExpression::markable_100500304::Sarcasm=false|EmoExpression::markable_100500304::Intensity=medium|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True _
338034268771061760	positive	Weil ich nett bin: http://t.co/8gg8x1mxzf cc Der @Andy_1982 betätigt sich morgen als Kinovorführer! #SPD #Lingen #Jubiläum #Film	weil ich nett bin: http://t.co/8gg8x1mxzf cc die @Andy_1982 betätigen sich morgen als Kinovorführer! #SPD #Lingen #Jubiläum #Film	KOUS PPER ADJD ADJA NN NE ART NN VVFIN PRF ADV KOKOM NN ADJD ADJA NN NN	4/CP 4/SB 4/MO 0/-- 6/PNC 4/SB 8/NK 6/PNC 0/-- 9/OA 9/MO 9/MO 12/NK 15/MO 16/NK 0/-- 16/NK	Sentiment::markable_100500292::Sarcasm=false|Sentiment::markable_100500292::Sentiment=True|Sentiment::markable_100500292::Intensity=medium|Sentiment::markable_100500292::Polarity=positive case=nom|Target::markable_100500293::Target=True|*=True|Target::markable_100500293::Preferred=true|pers=1|num=sg|Target::markable_100500293::Anaphref=empty|Sentiment::markable_100500292::Sentiment=True EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Sarcasm=false|pos=True|EmoExpression::markable_100500294::Polarity=positive|EmoExpression::markable_100500294::Uncertain=false|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True pers=1|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=masc|num=sg pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
337430804567322626	neutral	@marco_welter Welche Sonderrechte meinen Sie? Niemand der einen Abgeordneten trifft muss sich vorne in der Schlange anstellen.	@marco_welter welche Sonderrecht mein Sie? niemand die einen Abgeordnete treffen müssen sich vorne in die Schlange anstellen.	NN PIAT NN PPOSAT NN PIS ART ADJA NN VVFIN VMFIN PRF ADV APPR ART NN NE	0/-- 3/NK 0/-- 5/NK 3/AG 10/SB 9/NK 9/NK 6/AG 0/-- 6/RC 10/OA 10/MO 10/MO 16/NK 14/NK 16/NK	case=nom|gender=masc|num=sg|pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|*=True|num=pl|pos=True case=acc|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg
