322318691100397568	positive	@EinfachJohannes die rote hose ist ja mal mega *-*	@EinfachJohannes die rot Hose sein ja mal mega *-*	NN ART ADJA NN VAFIN ADV ADV NN XY	0/-- 4/NK 4/NK 5/SB 0/-- 5/MO 8/MO 5/PD 8/NK	case=nom|gender=neut|num=sg case=nom|Target::markable_3::Anaphref=empty|gender=fem|Target::markable_3::Preferred=true|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Intensity=medium|Sentiment::markable_2::Sarcasm=false|Sentiment::markable_2::Polarity=positive|Sentiment::markable_2::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=fem|pos=True|Sentiment::markable_2::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_3::Target=True|Sentiment::markable_2::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True Sentiment::markable_2::Sentiment=True EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::EmoExpression=True|*=True|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=positive|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|Sentiment::markable_2::Sentiment=True EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_2::Sentiment=True|EmoExpression::markable_1::Intensity=medium
322220789925556224	positive	@OliverSchnock guten morgen... dir einen wunderbaren Tag...	@OliverSchnock gut morgen... du eine wunderbar Tag...	NN ADJA NE PRF ART ADJA NN	0/-- 3/NK 0/-- 7/OA2 7/NK 7/NK 0/--	case=nom|gender=masc|num=sg EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::SubjectiveFact=false _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=masc|pos=True|EmoExpression::markable_99::Intensity=strong|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=acc|gender=masc|num=sg
323689333662048258	neutral	@simischalke @maccerharry von mir auch alles Gute!!!	@simischalke @maccerharry von ich auch alle Gute!!!	ADJA NN APPR PPER ADV PIAT ADJA	0/-- 0/-- 7/SBP 3/NK 7/MO 7/MO 0/--	_ case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg|pers=1 _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
328088092810555393	positive	So was machen wir nu??? genau bude putzen xDD euch viel spass ;) kiss	so was machen wir nu??? genau Bude putzen xDD ihr viele Spaß ;) kiss	ADV PIS VVFIN PPER ADJD ADJD NN VVFIN NE PPER PIAT NN ADJD ADJA	2/MO 3/OA 0/-- 3/SB 3/MO 7/MO 8/OA 0/-- 8/SB 8/DA 12/NK 8/MO 14/MO 12/PNC	_ gender=neut|*=True pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 pos=True pos=True pos=True pers=3|num=pl|tense=pres|mood=ind EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|EmoExpression::markable_100::Intensity=strong case=dat|*=True|num=pl|pers=2 *=True EmoExpression::markable_100500288::EmoExpression=True|EmoExpression::markable_100500288::Uncertain=false|EmoExpression::markable_100500288::Sarcasm=false|EmoExpression::markable_100500288::SubjectiveFact=false|*=True|EmoExpression::markable_100500288::Intensity=medium|EmoExpression::markable_100500288::Polarity=positive EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|*=True|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium case=nom|*=True|num=sg
327486591968890881	positive	@jennyliebt @wurschtel11 @JTripper21 Aber die besten Bilder sind abseits des Projekts geschossen worden ;) http://t.co/ugDzFFG2mo	@jennyliebt @wurschtel11 @JTripper21 aber die gut Bild sein abseits die Projekt schießen werden ;) http://t.co/ugDzFFG2mo	ADJD CARD NN KON ART ADJA NN VAFIN ADV ART NN VVPP VAPP ADJA NN	0/-- 0/-- 0/-- 8/JU 7/NK 7/NK 8/SB 0/-- 12/MO 11/NK 12/OG 13/OC 8/OC 15/NK 13/PD	pos=True _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_100500289::Polarity=positive|num=pl|Sentiment::markable_100500289::Sarcasm=false|Sentiment::markable_100500289::Intensity=strong|gender=masc|Sentiment::markable_100500289::Sentiment=True case=gen|EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=strong|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500291::Polarity=positive|gender=masc|EmoExpression::markable_100500291::EmoExpression=True|num=pl|EmoExpression::markable_100500291::SubjectiveFact=false|sup=True|Sentiment::markable_100500289::Sentiment=True case=nom|num=pl|Target::markable_100500290::Preferred=true|Target::markable_100500290::Target=True|gender=neut|Sentiment::markable_100500289::Sentiment=True|Target::markable_100500290::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind _ case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Polarity=positive _
322412183768166401	positive	Ich habe ein @YouTube -Video positiv bewertet: http://t.co/sEGYETgdnA Gangname Style vs. Project X [New Juri Remix]	ich haben eine @YouTube -Video positiv bewertet: http://t.co/sEGYETgdnA Gangname Style vs. Project X [New Juri Remix]	PPER VAFIN ART NN NN ADJD ADJA NN NN NN NN NN NN NN NE NE	2/SB 0/-- 4/NK 2/OA 7/MO 7/MO 8/NK 0/-- 8/NK 8/MNR 12/PNC 10/CJ 12/NK 12/NK 16/PNC 14/NK	case=nom|Source::markable_104::Anaphref=empty|Sentiment::markable_103::Polarity=positive|*=True|Source::markable_104::Source=True|pers=1|num=sg|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True pers=1|Sentiment::markable_103::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_105::Preferred=true|num=sg|Target::markable_105::Anaphref=empty|gender=neut|Target::markable_105::Target=True|Sentiment::markable_103::Sentiment=True case=acc|gender=neut|Target::markable_105::Target=True|num=sg|Sentiment::markable_103::Sentiment=True case=nom|gender=masc|Target::markable_105::Target=True|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_100500342::Intensity=medium|EmoExpression::markable_100500342::SubjectiveFact=false|EmoExpression::markable_100500342::EmoExpression=True|EmoExpression::markable_100500342::Polarity=positive|pos=True|EmoExpression::markable_100500342::Sarcasm=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_100500342::Uncertain=false case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
327520429973590016	positive	@KGeni Und weshalb tut Frau das nicht und spielt mit Mann lieber munteres "Was-will-ich-denn" raten?	@KGeni und weshalb tun Frau die nicht und spielen mit Mann lieb munter "Was-will-ich-denn" raten?	ADJD KON PWAV VVFIN NN PDS PTKNEG KON VVFIN APPR NN ADJD ADJA NN ADJA	0/-- 4/JU 4/MO 0/-- 4/SB 4/OA 4/NG 4/CD 8/CJ 9/MO 10/NK 14/NK 14/NK 9/OA 14/NK	pos=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg EmoExpression::markable_100500292::SubjectiveFact=false|EmoExpression::markable_100500292::EmoExpression=True|EmoExpression::markable_100500292::Uncertain=false|EmoExpression::markable_100500292::Polarity=positive|EmoExpression::markable_100500292::Sarcasm=false|EmoExpression::markable_100500292::Intensity=medium case=acc|gender=neut|num=sg|comp=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
328026614426382336	positive	Hurra, die Kollektion Astronauten-Outfit ist endlich fertig! http://t.co/AcfWnjBSHY #android #androidgames #gameinsight	Hurra, die Kollektion Astronauten-Outfit sein endlich fertig! http://t.co/AcfWnjBSHY #android #androidgames #gameinsight	NN ART NN ADJD VAFIN ADV ADJA NN ADJD ADJA NN	5/PD 3/NK 5/SB 5/PD 0/-- 5/MO 5/MO 0/-- 10/MO 11/NK 8/PD	case=nom|gender=masc|Sentiment::markable_100500295::Sentiment=True|num=sg case=acc|num=sg|Target::markable_100500296::Target=True|gender=fem|Sentiment::markable_100500295::Sentiment=True|Target::markable_100500296::Preferred=true|Target::markable_100500296::Anaphref=empty case=acc|gender=fem|Sentiment::markable_100500295::Sentiment=True|num=sg|Target::markable_100500296::Target=True Target::markable_100500296::Target=True|Sentiment::markable_100500295::Sentiment=True|pos=True pers=3|Sentiment::markable_100500295::Sentiment=True|num=sg|tense=pres|mood=ind EmoExpression::markable_100500335::SubjectiveFact=false|EmoExpression::markable_100500335::EmoExpression=True|EmoExpression::markable_100500335::Uncertain=false|Sentiment::markable_100500295::Sentiment=True|EmoExpression::markable_100500335::Polarity=positive|EmoExpression::markable_100500335::Sarcasm=false|EmoExpression::markable_100500335::Intensity=medium Sentiment::markable_100500295::Sentiment=True _ pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg
327493334622953472	positive	"Okay mal cherie, I love you. Yes. Viel Spass noch, du!" - Midfünfziger im Polohemd mit Gelfrisur auf dem Rewe-Parkplatz um 20.30 Uhr.	"Okay mal cherie, I love you. Yes. viel Spaß noch, du!" - Midfünfziger in Polohemd mit Gelfrisur auf die Rewe-Parkplatz um @card@ Uhr.	NN ADV NE FM FM NE VVFIN ADV NN NE VVFIN $( VVFIN APPRART NN APPR NN APPR ART NN APPR CARD NN	0/-- 1/MO 6/PNC 6/PNC 6/PNC 1/UC 0/-- 9/MO 11/SB 9/NK 0/-- 13/-- 0/-- 13/MO 14/NK 15/MNR 16/NK 13/MO 20/NK 18/NK 20/MNR 23/NK 21/NK	_ _ _ Sentiment::markable_107::Intensity=medium|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Sentiment=True|Source::markable_108::Source=True|Sentiment::markable_107::Polarity=positive|Source::markable_108::Anaphref=empty Sentiment::markable_107::Sentiment=True|EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium _ _ EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|EmoExpression::markable_100500336::Sarcasm=false|EmoExpression::markable_100500336::SubjectiveFact=false|EmoExpression::markable_100500336::Polarity=positive|*=True|EmoExpression::markable_100500336::EmoExpression=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ pers=3|num=pl|tense=past|mood=ind case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ gender=masc|*=True
322397873604005888	neutral	Bin sowas von müde. Kann mich auf nichts mehr konzentrieren... #twoff #guteNacht	sein sowas von müde. können ich auf nichts mehr konzentrieren... #twoff #guteNacht	VAFIN PIS APPR NE VMFIN PRF APPR PIS ADV ADJA ADJA NN	0/-- 1/SB 2/PG 3/NK 0/-- 10/OA 10/MO 7/NK 8/MO 5/SB 12/NK 0/--	_ gender=neut|*=True _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 _ gender=neut|*=True _ pos=True _ _
322217843955470336	negative	peinlichstes Erlebnis gerade ;D Handy ist im bus in der tasche auf den Mediaplayer und hat cantina Band von star Ware es gespielt :D	peinlichstes Erlebnis gerade ;D Handy sein in bus in die Tasche auf die Mediaplayer und haben cantina Band von Star Ware es gespielt :D	ADJA NN ADV ADJA NE VAFIN APPRART ADJA APPR ART NN APPR ART NN KON VAFIN NE NN APPR NN NN PPER ADJD ADJA	2/NK 6/SB 4/MO 5/NK 2/NK 0/-- 6/MO 7/NK 8/MO 11/NK 9/NK 11/MNR 14/NK 12/NK 6/CD 15/CJ 18/NK 16/SB 18/MNR 19/NK 20/NK 16/OA 24/MO 22/RE	case=nom|Sentiment::markable_100500310::Sarcasm=false|Sentiment::markable_100500310::Polarity=negative|gender=neut|Sentiment::markable_100500310::Intensity=weak|Sentiment::markable_100500310::Sentiment=True|pos=True|EmoExpression::markable_100500311::SubjectiveFact=false|EmoExpression::markable_100500311::Sarcasm=false|num=sg|EmoExpression::markable_100500311::Polarity=negative|EmoExpression::markable_100500311::EmoExpression=True|EmoExpression::markable_100500311::Uncertain=false|EmoExpression::markable_100500311::Intensity=medium case=nom|gender=neut|Sentiment::markable_100500310::Sentiment=True|num=sg Sentiment::markable_100500310::Sentiment=True case=nom|EmoExpression::markable_100500312::EmoExpression=True|EmoExpression::markable_100500312::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_100500312::Sarcasm=false|Sentiment::markable_100500310::Sentiment=True|num=sg|EmoExpression::markable_100500312::Polarity=positive|EmoExpression::markable_100500312::Intensity=medium|EmoExpression::markable_100500312::Uncertain=false case=nom|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True|gender=neut|Target::markable_100500313::Preferred=true|Target::markable_100500313::Anaphref=empty pers=3|Sentiment::markable_100500310::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500313::Target=True case=dat|gender=neut|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=dat|gender=neut|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True case=dat|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=dat|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True case=acc|gender=masc|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=acc|gender=masc|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True pers=3|Sentiment::markable_100500310::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_100500313::Target=True case=acc|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True case=acc|gender=fem|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True gender=masc|Sentiment::markable_100500310::Sentiment=True|*=True|Target::markable_100500313::Target=True case=nom|gender=fem|num=sg case=nom|pers=3|Sentiment::markable_100500310::Sentiment=True|num=sg|Target::markable_100500313::Target=True|gender=neut Target::markable_100500313::Target=True|Sentiment::markable_100500310::Sentiment=True case=acc|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|Sentiment::markable_100500310::Sentiment=True|num=pl|EmoExpression::markable_111::Intensity=strong|EmoExpression::markable_111::Uncertain=false
323808679696678915	neutral	Schon 340 Teams sind heiss auf die Medaillen. Die neusten Teilnehmer sind: Mit acht Teams will IFA-Rotorion... http://t.co/kaQnzFugyH	schon @card@ Team sein heiß auf die Medaillen. die neu Teilnehmer sind: mit acht Team wollen IFA-Rotorion... http://t.co/kaQnzFugyH	ADV CARD NN VAFIN ADJD APPR ART NN ART ADJA NN ADJD APPR CARD NN VMFIN NN NN	2/MO 3/NK 4/SB 0/-- 4/PD 5/MO 8/NK 6/NK 11/NK 11/NK 16/SB 13/MO 11/MNR 15/NK 13/NK 0/-- 16/OA 0/--	_ _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=fem|num=pl case=nom|gender=masc|num=pl|sup=True case=nom|gender=masc|num=pl pos=True _ _ case=acc|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _
323665036440662016	negative	ich könnte auch sagen: Wichtigtuer oder Schmarotzer jammern und klagen, aber ich bin ja nur ein Schelm :-)	ich können auch sagen: Wichtigtuer oder Schmarotzer jammern und klagen, aber ich sein ja nur eine Schelm :-)	PPER VMFIN ADV ADJA NN KON NN VVINF KON ADJA KON PPER VAFIN ADV ADV ART NN $(	2/SB 0/-- 5/MO 5/NK 8/OA 5/CD 6/CJ 2/OC 8/CD 9/CJ 2/CD 13/SB 11/CJ 13/MO 17/MO 17/NK 13/PD 17/--	case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=subj _ case=nom|gender=neut|num=pl|pos=True case=nom|EmoExpression::markable_100500298::Polarity=negative|EmoExpression::markable_100500298::Sarcasm=false|gender=neut|EmoExpression::markable_100500298::SubjectiveFact=false|num=pl|EmoExpression::markable_100500298::Uncertain=false|EmoExpression::markable_100500298::Intensity=medium|EmoExpression::markable_100500298::EmoExpression=True _ case=acc|EmoExpression::markable_100500299::Polarity=negative|EmoExpression::markable_100500299::EmoExpression=True|gender=masc|num=pl|EmoExpression::markable_100500299::Uncertain=false|EmoExpression::markable_100500299::Intensity=medium|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false EmoExpression::markable_100500301::SubjectiveFact=false|EmoExpression::markable_100500301::Polarity=negative|EmoExpression::markable_100500301::Intensity=medium|EmoExpression::markable_100500301::EmoExpression=True|EmoExpression::markable_100500301::Uncertain=false|EmoExpression::markable_100500301::Sarcasm=false _ pos=True _ case=nom|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Polarity=negative|Target::markable_115::Preferred=true|*=True|Sentiment::markable_112::Intensity=medium|pers=1|Target::markable_115::Target=True|num=sg|Sentiment::markable_112::Sarcasm=false|Target::markable_115::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_114::SubjectiveFact=false|gender=neut|num=sg|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Polarity=negative EmoExpression::markable_113::EmoExpression=True|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_113::SubjectiveFact=false|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|EmoExpression::markable_113::Intensity=medium|EmoExpression::markable_113::Polarity=positive
327360880889188353	neutral	@mspro @balzac2m @flueke @seeroiberjenny Der Schlagring war dazu da, sich zum Tankstutzen vor zu prügeln, falls Andere dies auch wollen.	@mspro @balzac2m @flueke @seeroiberjenny die Schlagring sein dazu da, sich zu Tankstutzen vor zu prügeln, falls andere dies auch wollen.	NN ADJA NN NE ART NN VAFIN PAV NE PRF APPRART NN APPR APPR NE KOUS PIS PDS ADV ADJD	0/-- 0/-- 0/-- 0/-- 6/NK 7/SB 0/-- 9/NK 7/SB 20/OA 13/MO 11/NK 20/MO 13/NK 14/NK 20/CP 20/SB 20/OA 20/MO 7/PD	_ case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=sg case=acc|pers=3|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg _ case=nom|*=True|num=pl case=acc|gender=neut|num=sg _ pos=True
322460928903901184	neutral	Lindenallee als asphaltierten Radweg ausbauen! : Zu: "Kein Asphalt", 14.3. Der Autor irrt, wenn er die... http://t.co/FXjYWL5Fuh #potsdam	Lindenallee als asphaltiert Radweg ausbauen! : Zu: "Kein Asphalt", @card@ die Autor irrt, wenn er die... http://t.co/FXjYWL5Fuh #potsdam	NN KOKOM ADJA NN VVFIN $. ADJA NN NN CARD ART NN VVFIN KOUS PPER ADJA NN NN	5/SB 4/CM 4/NK 1/CC 0/-- 8/-- 8/NK 9/NK 13/CJ 9/NK 12/NK 13/SB 0/-- 16/CP 16/SB 13/MO 0/-- 17/NK	case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
327404232372269056	positive	Die Anfragenflut nach der WoMenPower macht Laune.	die Anfragenflut nach die WoMenPower machen Laune.	ART NN APPR ART NN VVFIN NN	2/NK 6/SB 2/MNR 5/NK 3/NK 0/-- 6/OA	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_100500337::Intensity=medium|EmoExpression::markable_100500337::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500337::Polarity=positive|EmoExpression::markable_100500337::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500337::Uncertain=false|EmoExpression::markable_100500337::EmoExpression=True case=nom|gender=masc|num=sg
328188183898640385	positive	Und da geht der 2. noch sehr hoch geschätzte QB ... Nassib als Back-Up von Eli Manning zu den Giants mit dem #110 Pick	und da gehen die 2. noch sehr hoch geschätzt QB ... Nassib als Back-Up von Eli Manning zu die Giants mit die #110 Pick	KON ADV VVFIN ART ADV ADV ADV ADJD ADJA NN $. NE KOKOM NN APPR NE NE APPR ART NN APPR ART ADJA NN	3/JU 3/MO 0/-- 3/SB 3/MO 3/MO 8/MO 9/MO 10/NK 3/SB 10/-- 0/-- 12/CD 13/NK 14/PG 17/AG 15/NK 14/MNR 20/NK 18/NK 20/MNR 24/NK 24/NK 21/NK	_ _ pers=3|num=sg|tense=pres|mood=ind case=nom|num=sg|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500304::Sarcasm=false|gender=masc|Sentiment::markable_100500304::Intensity=strong|Sentiment::markable_100500304::Polarity=positive Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500304::Sentiment=True Intensifier::markable_100500309::EmoExpressionRef=markable_100500308|Intensifier::markable_100500309::Intensifier=True|Intensifier::markable_100500309::Degree=medium|Sentiment::markable_100500304::Sentiment=True Intensifier::markable_100500308::EmoExpressionRef=emo-expression:markable_100500307|Sentiment::markable_100500304::Sentiment=True|Intensifier::markable_100500308::Degree=medium|pos=True|Intensifier::markable_100500308::Intensifier=True case=acc|EmoExpression::markable_100500307::Uncertain=false|gender=fem|EmoExpression::markable_100500307::Intensity=medium|pos=True|EmoExpression::markable_100500307::SubjectiveFact=false|EmoExpression::markable_100500307::Sarcasm=false|EmoExpression::markable_100500307::Polarity=positive|num=sg|EmoExpression::markable_100500307::EmoExpression=True|Sentiment::markable_100500304::Sentiment=True case=acc|Target::markable_100500305::Target=True|num=sg|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500305::Anaphref=empty|gender=fem|Target::markable_100500305::Preferred=true Sentiment::markable_100500304::Sentiment=True case=nom|num=sg|Target::markable_100500306::Preferred=true|Sentiment::markable_100500304::Sentiment=True|gender=masc|Target::markable_100500306::Target=True|Target::markable_100500306::Anaphref=empty _ case=nom|gender=masc|num=sg _ case=gen|*=True|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg
323668431691997186	neutral	Näher, Ogimi, Hanebeck und Doorsoun vor Abgang. Zwei Neue sollen diese Woche verpflichtet werden. http://t.co/XoB33Lf6Jf #Frauenfussball	Näher, Ogimi, Hanebeck und Doorsoun vor Abgang. zwei Neue sollen dies Woche verpflichten werden. http://t.co/XoB33Lf6Jf #Frauenfussball	NN NE NE KON NE APPR NN CARD NN VMFIN PDAT NN VVFIN NE NE NN	0/-- 3/PNC 1/NK 1/CD 4/CJ 1/MO 6/NK 9/NK 10/SB 0/-- 12/NK 13/OA 10/OC 15/PNC 16/NK 13/OA	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
322352955917467648	mixed	;-; Wie weich mein Gesicht ohne so viel Ausschlag ist... Es war schon lange nicht mehr so weich... ;-;	;-; wie weich mein Gesicht ohne so viele Ausschlag ist... Es sein schon lange nicht mehr so weich... ;-;	$. PWAV ADJD PPOSAT NN APPR ADV PIAT NN ADJA NN VAFIN ADV ADV PTKNEG ADV ADV ADJD $.	0/-- 3/MO 10/MO 5/NK 10/OA 5/MNR 8/MO 9/NK 6/NK 1/NK 12/SB 0/-- 14/MO 12/MO 12/NG 15/MO 18/MO 12/PD 0/--	_ _ EmoExpression::markable_100500339::Sarcasm=false|EmoExpression::markable_100500339::SubjectiveFact=true|EmoExpression::markable_100500339::EmoExpression=True|EmoExpression::markable_100500339::Uncertain=false|EmoExpression::markable_100500339::Polarity=positive|EmoExpression::markable_100500339::Intensity=medium|pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ *=True case=nom|EmoExpression::markable_100500340::EmoExpression=True|gender=masc|EmoExpression::markable_100500340::Polarity=negative|EmoExpression::markable_100500340::Sarcasm=false|num=sg|EmoExpression::markable_100500340::SubjectiveFact=true|EmoExpression::markable_100500340::Uncertain=false|EmoExpression::markable_100500340::Intensity=medium *=True case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ pos=True|EmoExpression::markable_116::EmoExpression=True EmoExpression::markable_116::EmoExpression=True
