334042502166347776	positive	Obama's "red line" und #Syrien - Ein Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	Obama's "red line" und #Syrien - eine Kommentar von John Stewart - https://t.co/9GpMvlwTsf :-)	NN NE ADJD KON ADJD $( ART NN APPR NE NE $( NE $(	2/PNC 0/-- 2/PD 3/CD 4/CJ 7/-- 8/NK 0/-- 8/PG 11/PNC 9/NK 11/-- 11/PAR 13/--	*=True case=nom|*=True|num=sg pos=True _ pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|EmoExpression::markable_100500155::EmoExpression=True|gender=masc|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
334043546384478209	neutral	@HanneloreKraft Sagt mir bitte, dass das nicht stimmt! RT "@Jan_Wagner: Am 22.9. die SPD weiträumig umfahren. https://t.co/maJ1rr66QH"	@HanneloreKraft sagen ich bitte, dass die nicht stimmt! RT "@Jan_Wagner: an @card@ die SPD weiträumig umfahren. https://t.co/maJ1rr66QH"	NN VVFIN PPER ADJA KOUS PDS PTKNEG ADJA NE NN APPRART CARD ART NE ADJD ADJA NN	0/-- 0/-- 2/DA 8/MO 8/MO 8/SB 8/NG 2/OC 10/AG 0/-- 16/PM 11/NK 14/NK 16/OA 16/MO 17/NK 0/--	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
323885003392053250	neutral	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit?	Herr Bundespräsident haben Sie wirklich eine Katze namens Freiheit?	NN NN VAFIN PPER ADJD ART NN APPR NN	3/VO 1/NK 0/-- 3/SB 3/MO 7/NK 3/OA 7/MNR 8/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ gender=masc|*=True
323150587971661824	mixed	@brakmic ... Steuerrecht, Datenschutz, Warondrugs usw. brauchen dringend liberale Ideen - die Ehe mit der oft zu konservativen #CDU hat uns..	@brakmic ... Steuerrecht, Datenschutz, Warondrugs usw. brauchen dringend liberal Idee - die Ehe mit die oft zu konservativ #CDU haben uns..	NN $. NE NE NN ADV VVFIN ADJD ADJA NN $( ART NN APPR ART ADV PTKZU ADJA NN VAFIN ADJA	0/-- 0/-- 4/PNC 7/SB 4/PNC 7/MO 0/-- 7/MO 10/NK 7/SB 10/-- 13/NK 20/SB 13/MNR 19/NK 18/MO 18/PM 19/NK 14/NK 7/CJ 20/MO	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind pos=True Target::markable_106::Preferred=true|Sentiment::markable_105::Polarity=positive|pos=True|num=pl|EmoExpression::markable_107::Intensity=medium|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::EmoExpression=True|Target::markable_106::Anaphref=empty|EmoExpression::markable_107::Polarity=positive|Sentiment::markable_105::Intensity=medium|case=nom|Sentiment::markable_105::Sentiment=True|EmoExpression::markable_107::SubjectiveFact=false|gender=fem|Target::markable_106::Target=True|Sentiment::markable_105::Sarcasm=false|EmoExpression::markable_107::Sarcasm=false case=nom|gender=fem|Sentiment::markable_105::Sentiment=True|num=pl|Target::markable_106::Target=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ Sentiment::markable_108::Polarity=negative|Sentiment::markable_108::Sentiment=True|Sentiment::markable_108::Sarcasm=false|Intensifier::markable_112::Degree=medium|Sentiment::markable_108::Intensity=medium|Intensifier::markable_112::Intensifier=True|Intensifier::markable_112::EmoExpressionRef=emo-expression:markable_111 case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_111::Polarity=negative|EmoExpression::markable_111::SubjectiveFact=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::Uncertain=false case=dat|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=fem|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl|pos=True
332940662196539392	neutral	@GJGBTL231 @ZDF Sie ist unsere neue Politische Geschäftsführerin Vorsitz steht nicht zur Wahl	@GJGBTL231 @ZDF Sie sein unser neu politisch Geschäftsführerin Vorsitz stehen nicht zu Wahl	CARD NN PPER VAFIN PPOSAT ADJA ADJA NN NN VVFIN PTKNEG APPRART NN	0/-- 0/-- 4/SB 0/-- 8/NK 8/NK 8/NK 10/SB 8/NK 4/PD 10/NG 10/CVC 12/NK	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
332644961554137088	negative	SPD-Chef Gabriel lenkt im Streit ums Tempolimit ein: Die SPD pfeift ihren Chef zurück, doch der Totalschaden i... http://t.co/hQrkVKR5Bj	SPD-Chef Gabriel lenken in Streit ums Tempolimit ein: die SPD pfeifen ihr Chef zurück, doch die Totalschaden i... http://t.co/hQrkVKR5Bj	NN NE VVFIN APPRART NN APPRART NN VVFIN ART NE VVFIN PPOSAT NN NE KON ART NN ADJA NN	3/SB 1/NK 0/-- 3/MO 4/NK 3/MO 6/NK 7/NK 10/NK 11/SB 3/CJ 13/NK 11/OA 13/NK 13/CD 17/NK 15/CJ 19/NK 17/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500183::Uncertain=false|gender=masc|EmoExpression::markable_100500183::Intensity=medium|num=sg|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg
332219941849800705	negative	@thalertom Auf alle Fälle interessant! Die grünen Spitzenfunktionäre scheinen jedenfalls sehr selbstbewusst. Alles Zauberlehrlinge... ;-)	@thalertom auf alle Fall interessant! die grün Spitzenfunktionär scheinen jedenfalls sehr selbstbewusst. alle Zauberlehrlinge... ;-)	NN APPR PIAT NN VVFIN ART ADJA NN VVFIN ADV ADV ADJD PIAT NN $(	0/-- 5/MO 4/NK 2/NK 0/-- 8/NK 8/NK 9/SB 0/-- 9/MO 12/MO 9/MO 14/NK 0/-- 0/--	_ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pos=True case=nom|Sentiment::markable_114::Intensity=weak|num=pl|Sentiment::markable_114::Sentiment=True|gender=masc|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Polarity=negative case=nom|Sentiment::markable_114::Sentiment=True|gender=masc|Target::markable_115::Preferred=true|pos=True|Target::markable_115::Target=True|num=pl|Target::markable_115::Anaphref=empty case=nom|gender=masc|num=pl|Target::markable_115::Target=True|Sentiment::markable_114::Sentiment=True pers=3|Sentiment::markable_114::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false
318833905627193344	negative	RT @gruene_berlin: "Diese #Bundesregierung ist die erfolgreichste seit der #Wiedervereinigung." April, April! - #200Gründe noch #174Tage ...	RT @gruene_berlin: "Diese #Bundesregierung sein die erfolgreich seit die #Wiedervereinigung." April, April! - #200Gründe noch #174Tage ...	NE ADJA NN NN VAFIN ART ADJA APPR ART NN NE NN $( NN KON NN $.	0/-- 1/UC 5/SB 3/NK 0/-- 7/NK 5/PD 7/MNR 10/NK 8/NK 12/PNC 0/-- 14/-- 0/-- 14/CD 15/CJ 16/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Sentiment::markable_118::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=fem|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=true|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=strong|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::SubjectiveFact=false case=nom|num=sg|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::EmoExpression=True|pos=True Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Negation::markable_121::Negation=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Negation::markable_121::Negation=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True _ case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl _
334792335688884224	positive	@bigliel @cloudista Acht Jahre!? Da fehlt nach der Wahl ja jegliche politische Kontrolle. Finde Legislaturen von über 5 Jahren heikel.	@bigliel @cloudista acht Jahre!? da fehlen nach die Wahl ja jegliche politisch Kontrolle. finden Legislaturen von über 5 Jahr heikel.	NN NE ADJA NN ADV VVFIN APPR ART NN ADV PIAT ADJA NN VVFIN NN APPR APPR CARD NN ADJA	0/-- 0/-- 4/NK 0/-- 6/MO 0/-- 6/MO 9/NK 7/NK 6/MO 13/NK 13/NK 6/SB 20/MO 14/OA 15/PG 18/MO 19/NK 16/NK 0/--	_ case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|mood=subj|Sentiment::markable_122::Intensity=medium|pers=3|num=sg|tense=pres|Sentiment::markable_122::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|num=pl|Target::markable_124::Anaphref=empty|gender=fem|Target::markable_124::Preferred=true|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True case=dat|gender=neut|num=pl|Target::markable_124::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_122::Sentiment=True
335861407377661952	neutral	"@Knuddelbacke: Gott stehe uns bei,die Politik wird es nach dem Euro-Crash nicht können. Die sind alle auf der Flucht Mach mal Werkzeugkiste zu	"@Knuddelbacke: Gott stehen wir bei,die Politik werden es nach die Euro-Crash nicht können. die sein alle auf die Flucht machen mal Werkzeugkiste zu	NN NN VVFIN PPER NE NN VAFIN PPER APPR ART NN PTKNEG NE ART VAFIN PIS APPR ART NN VVIMP ADV NN APPR	0/-- 3/DA 0/-- 3/DA 6/NK 7/SB 3/MO 7/EP 7/MO 11/NK 9/NK 13/NG 11/NK 15/SB 0/-- 15/SB 15/MO 19/NK 17/NK 19/NK 20/MO 20/OA 19/MNR	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=pl|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl _
337431143852957696	negative	Debakel um Projekt "Euro Hawk": Merkel steht bei Drohnen-Affäre hinter De ... - FOCUS Online - http://t.co/fbgF1PgQ4b	Debakel um Projekt "Euro Hawk": Merkel stehen bei Drohnen-Affäre hinter De ... - Focus Online - http://t.co/fbgF1PgQ4b	NN APPR NN NN NE NE VVFIN APPR NN APPR NE $. $( NE NE $( NN	7/SB 1/MNR 2/NK 3/NK 6/PNC 1/NK 0/-- 7/MO 8/NK 7/MO 10/NK 11/-- 14/-- 15/PNC 17/NK 15/-- 0/--	case=nom|gender=masc|EmoExpression::markable_100500184::Uncertain=false|EmoExpression::markable_100500184::Intensity=strong|num=sg|EmoExpression::markable_100500184::EmoExpression=True|EmoExpression::markable_100500184::Polarity=negative|EmoExpression::markable_100500184::Sarcasm=false|EmoExpression::markable_100500184::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=negative|gender=fem|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|num=sg|EmoExpression::markable_100500220::Sarcasm=false _ case=dat|gender=fem|num=sg _ _ *=True *=True _ *=True
337331809085956096	positive	Die Zeiten des Friedens sind fast gezählt... http://t.co/hBeIXgRRko via @wordpressdotcom #Syrien #Israel	die Zeit die Frieden sein fast gezählt... http://t.co/hBeIXgRRko via @wordpressdotcom #Syrien #Israel	ART NN ART NN VAFIN ADV ADJA NN APPR NN ADJA NN	2/NK 5/SB 4/NK 2/AG 0/-- 7/MO 5/SB 0/-- 8/MNR 9/NK 12/NK 0/--	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|EmoExpression::markable_100500185::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500185::Uncertain=false|EmoExpression::markable_100500185::Intensity=medium|num=sg|EmoExpression::markable_100500185::Sarcasm=false|EmoExpression::markable_100500185::Polarity=positive|EmoExpression::markable_100500185::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ pos=True _ _ case=dat|gender=neut|num=sg _ case=nom|gender=neut|num=sg
317813242380554240	neutral	Bundesregierung will offenbar ACTA-Fehler bei TAFTA wiederholen " GrünDigital http://t.co/mSTBdeh2z1	Bundesregierung wollen offenbar ACTA-Fehler bei TAFTA wiederholen " GrünDigital http://t.co/mSTBdeh2z1	NN VMFIN ADJD NN APPR NN VVINF $( ADJA NN	2/SB 0/-- 2/MO 7/OA 7/MO 5/NK 2/OC 7/-- 10/NK 8/NK	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
324650398679977984	neutral	REGIME-HETZE ========= Noch vor Bundestagswahl #AfD Verbot? #Spiegel "entdeckt"strategische Unterwanderung durch #NPD http://t.co/hAt96QipmD	REGIME-HETZE ========= noch vor Bundestagswahl #AfD Verbot? #Spiegel "entdeckt"strategische Unterwanderung durch #NPD http://t.co/hAt96QipmD	NN ADJD ADV APPR NN ADJD ADJA NN NN NN APPR ADJA NN	2/NK 7/MO 4/MO 7/MO 4/NK 7/MO 0/-- 0/-- 10/NK 8/NK 8/MNR 13/NK 11/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg pos=True case=dat|gender=fem|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg
326079547697143808	mixed	Wenn im Fall #Hoeness ausgerechnet #Daum und #Steinbrück zur moralischen Instanz werden, dann kann's ja heiter werden	wenn in Fall #Hoeness ausgerechnet #Daum und #Steinbrück zu moralisch Instanz werden, dann können ja heiter werden	KOUS APPRART NN NN ADJD NN KON NN APPRART ADJA NN NE ADV VMFIN ADV ADJD VAFIN	2/CP 14/MO 2/NK 3/NK 6/MO 14/SB 6/CD 7/CJ 6/MNR 11/NK 9/NK 11/NK 6/MO 0/-- 14/MO 17/PD 14/OC	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg gender=masc|*=True|num=sg _ case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500186::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_100500186::Intensity=medium|num=sg|EmoExpression::markable_100500186::EmoExpression=True|EmoExpression::markable_100500186::Uncertain=false|EmoExpression::markable_100500186::Polarity=positive|EmoExpression::markable_100500186::Sarcasm=false case=dat|gender=fem|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_100500222::Intensity=medium|comp=True|EmoExpression::markable_100500187::Sarcasm=false|EmoExpression::markable_100500222::Sarcasm=false|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Uncertain=false|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Polarity=negative|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=positive|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True
322434610971697153	mixed	Berlin und Hamburg sollen bereits #AfD Hochburgen sein. Klingt übertrieben aber Klappern gehört zum Handwerk. #cdu http://t.co/CxxjarLeGd	Berlin und Hamburg sollen bereits #AfD Hochburg sein. klingen übertreiben aber Klapper|Klappern gehören zu Handwerk. #cdu http://t.co/CxxjarLeGd	NE KON NE VMFIN ADV ADJA NN NE VVFIN VVPP KON NN VVFIN APPRART ADJA NN NN	4/SB 1/CD 2/CJ 0/-- 6/MO 7/NK 4/SB 7/AG 10/MO 12/NK 10/MO 13/SB 0/-- 13/OP 14/NK 0/-- 16/NK	Target::markable_100500192::Target=True|Sentiment::markable_100500188::Sentiment=True|Target::markable_100500188::Target=True|num=sg|Sentiment::markable_100500192::Polarity=negative|Sentiment::markable_100500192::Sarcasm=false|Sentiment::markable_100500188::Intensity=medium|Sentiment::markable_100500192::Sentiment=True|case=nom|Target::markable_100500188::Anaphref=empty|gender=neut|Target::markable_100500188::Preferred=true|Target::markable_100500192::Preferred=true|Target::markable_100500192::Anaphref=empty|Sentiment::markable_100500192::Intensity=weak|Sentiment::markable_100500188::Polarity=positive|Sentiment::markable_100500188::Sarcasm=false Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|Target::markable_100500188::Anaphref=empty|gender=neut|Sentiment::markable_100500188::Sentiment=True|Target::markable_100500188::Target=True|Target::markable_100500188::Preferred=true|num=sg|Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_100500192::Target=True|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=acc|num=pl|Target::markable_100500192::Target=True|gender=fem|pos=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=acc|num=pl|Target::markable_100500192::Target=True|gender=fem|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500192::Sentiment=True EmoExpression::markable_100500195::Intensity=weak|EmoExpression::markable_100500195::Sarcasm=false|pos=True|EmoExpression::markable_100500195::Polarity=negative|EmoExpression::markable_100500195::EmoExpression=True|EmoExpression::markable_100500195::SubjectiveFact=false|EmoExpression::markable_100500195::Uncertain=false|Sentiment::markable_100500192::Sentiment=True Sentiment::markable_100500192::Sentiment=True case=nom|gender=neut|EmoExpression::markable_100500196::Polarity=negative|EmoExpression::markable_100500196::Sarcasm=false|num=sg|EmoExpression::markable_100500196::Uncertain=false|EmoExpression::markable_100500196::Intensity=weak|EmoExpression::markable_100500196::SubjectiveFact=false|EmoExpression::markable_100500196::EmoExpression=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_100500192::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
336572128684023811	negative	CSU: Seehofer lehnt Zusammenarbeit mit AfD ab http://t.co/6U7EM5JDrr	CSU: Seehofer lehnen Zusammenarbeit mit AfD ab http://t.co/6U7EM5JDrr	NN NE VVFIN NN APPR NN APPR NN	3/SB 1/NK 0/-- 3/OA 4/MNR 5/NK 3/MO 7/NK	case=nom|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True case=nom|num=sg|Sentiment::markable_125::Sentiment=True|gender=masc|Source::markable_126::Source=True|Source::markable_126::Anaphref=empty mood=ind|pers=3|EmoExpression::markable_128::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false case=acc|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Preferred=true|gender=fem|Target::markable_127::Target=True Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True EmoExpression::markable_128::EmoExpression=True|Sentiment::markable_125::Sentiment=True case=dat|gender=masc|num=sg
322433763290259456	neutral	Wahlkampf-Slogan:SPD http://t.co/QlBYasmA4p gehe zurück auf #LOS, begebe dich direkt dort hin - neues #stargeld gibt es nicht	Wahlkampf-Slogan:SPD http://t.co/QlBYasmA4p gehen zurück auf #LOS, begeben du direkt dort hin - neu #stargeld geben es nicht	NN NN VVFIN PTKVZ APPR NE VVFIN PPER ADJD ADV PTKVZ $( ADJA NN VVFIN PPER PTKNEG	3/SB 1/NK 14/PAR 3/SVP 7/MO 5/NK 3/CJ 7/OA 10/MO 7/MO 7/SVP 11/-- 14/NK 15/OA 0/-- 15/EP 15/NG	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ _ case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=sg|pers=2 pos=True _ _ _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _
318462324744781826	neutral	@0815Klaus @Volker_Beck Zumindest haben Merkel und Wanka etwa zur gleichen Zeit in Leipzig studiert, dürfte wenn dann aus der Zeit stammen.	@0815Klaus @Volker_Beck zumindest haben Merkel und Wanka etwa zu gleich Zeit in Leipzig studiert, dürfen wenn dann aus die Zeit stammen.	NN NN ADV VAFIN NE KON NE ADV APPRART ADJA NN APPR NE NE VMFIN KOUS ADV APPR ART NN NE	0/-- 0/-- 4/MO 0/-- 4/SB 5/CD 6/CJ 9/MO 15/MO 11/NK 9/NK 11/MNR 14/PNC 12/NK 4/OC 18/CP 18/MO 15/MO 20/NK 18/NK 20/AG	case=nom|gender=masc|num=pl case=nom|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|*=True|num=sg
332596479392886786	neutral	120 km/h-Forderung des SPD-Chefs: Gabriel drückt beim Tempolimit auf die Bremse http://t.co/xIWXu4hW2g via @focusonline	120 km/h-Forderung die SPD-Chefs: Gabriel drücken bei Tempolimit auf die Bremse http://t.co/xIWXu4hW2g via @focusonline	CARD NN ART NN NE VVFIN APPRART NN APPR ART NN NE APPR NN	2/NK 6/SB 4/NK 2/AG 4/NK 0/-- 6/MO 7/NK 6/MO 11/NK 9/NK 11/NK 11/MNR 13/NK	_ gender=fem|*=True|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg
335143658594656256	negative	Es ist offiziell: Atombomben auf Syrien http://t.co/wylRD9AHSr via @wordpressdotcom	Es sein offiziell: Atombombe auf Syrien http://t.co/wylRD9AHSr via @wordpressdotcom	NN VAFIN ADJA NN APPR NE NN APPR NN	2/SB 0/-- 4/NK 7/MNR 4/MNR 5/NK 2/SB 7/MNR 8/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|EmoExpression::markable_100500197::Uncertain=false|EmoExpression::markable_100500197::Intensity=medium|EmoExpression::markable_100500197::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500197::EmoExpression=True|num=pl|EmoExpression::markable_100500197::Sarcasm=false|EmoExpression::markable_100500197::Polarity=negative _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg
