373986383125176320	positive	@_JennyGER_ das ganze plakative Gehabe lass ich mal durchgehen weil ''wahlkampf'' ist :-)	@_JennyGER_ die ganz plakative Gehabe laß ich mal durchgehen weil ''wahlkampf'' sein :-)	NN ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS NN VAFIN $(	0/-- 5/NK 5/NK 5/NK 12/SB 12/PD 12/SB 12/MO 8/UC 12/CP 12/SB 0/-- 12/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
375605897751719936	positive	Sind jetzt die "rechten" #AfD stärker als die #piratenpartei?!? Dass die nichtmal 3% schaffen?!? Krass hätte ich... http://t.co/Mgbo3jgQca	sein jetzt die "rechten" #AfD stark als die #piratenpartei?!? dass die nichtmal @card@ schaffen?!? krass haben ich... http://t.co/Mgbo3jgQca	VAFIN ADV ART NN ADJD ADJD KOKOM ART NN KOUS ART ADV CARD NN ADJD VAFIN ADJA NN	0/-- 1/MO 4/NK 1/SB 6/MO 1/PD 9/CM 9/NK 6/CC 0/-- 14/NK 13/MO 14/NK 10/OA 17/MO 0/-- 16/SB 0/--	pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True EmoExpression::markable_100500289::Intensity=medium|EmoExpression::markable_100500289::SubjectiveFact=false|EmoExpression::markable_100500289::Sarcasm=false|comp=True|EmoExpression::markable_100500289::Polarity=positive|EmoExpression::markable_100500289::EmoExpression=True|EmoExpression::markable_100500289::Uncertain=false _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=pl _ _ gender=fem|*=True EmoExpression::markable_100500290::Intensity=medium|EmoExpression::markable_100500290::SubjectiveFact=false|EmoExpression::markable_100500290::EmoExpression=True|EmoExpression::markable_100500290::Polarity=positive|pos=True|EmoExpression::markable_100500290::Sarcasm=false|EmoExpression::markable_100500290::Uncertain=false pers=3|num=sg|tense=past|mood=subj case=acc|gender=masc|num=sg|pos=True case=nom|gender=fem|num=sg
368430872174669824	positive	@Nachtfalke_de Ich danke Ihnen für Ihre Antwort. Sie sind der erste, der antwortet. Das ist eben echt "Piraten".	@Nachtfalke_de ich danken Sie für ihr Antwort. Sie sein die erste, die antwortet. die sein eben echt "Piraten".	NN PPER VVFIN PPER APPR PPOSAT NN PPER VAFIN ART NE ART NN PDS VAFIN ADV ADJD ADJA	0/-- 3/SB 0/-- 3/DA 3/OP 7/NK 5/NK 9/SB 0/-- 11/NK 9/SB 13/NK 9/PD 15/SB 0/-- 15/MO 18/MO 15/RS	case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 EmoExpression::markable_100500422::Polarity=positive|mood=ind|EmoExpression::markable_100500422::Uncertain=false|EmoExpression::markable_100500422::Intensity=medium|EmoExpression::markable_100500422::Sarcasm=false|EmoExpression::markable_100500422::SubjectiveFact=false|pers=1|num=sg|tense=pres|EmoExpression::markable_100500422::EmoExpression=True case=dat|*=True|num=pl|pers=3 _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=masc|num=pl|pos=True
380454656230440960	neutral	RT @StopPaedoGruene: #Grüne- + #SPD- Netzpolitiker fordern via FR "Klappe halten!" statt #Trittin-Rücktritt + beleidigen Kritiker als "Heuc...	RT @StopPaedoGruene: #Grüne- + #SPD- Netzpolitiker fordern via FR "Klappe halten!" statt #Trittin-Rücktritt + beleidigen Kritiker als "Heuc...	NE ADJA TRUNC KON NN NN VVFIN APPR NE NN VVFIN APPR NN KON VVFIN NN KOKOM NN	0/-- 1/UC 4/CJ 5/CD 7/SB 5/NK 0/-- 7/MO 8/NK 11/SB 7/OC 15/CJ 12/NK 15/CD 0/-- 15/OA 18/CM 16/CC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl
367967044781625345	mixed	RT @AlexCasino: @NewelMedia Haha... die Grünen machen einen pragmatischen und sinnvollen Vorschlag! Und der Türkenlobbyist Schmiedel ist nat...	RT @AlexCasino: @NewelMedia Haha... die Grüne machen eine pragmatisch und sinnvoll Vorschlag! und die Türkenlobbyist Schmiedel sein nat...	NE ADJA NN NE ART NN VVFIN ART ADJA KON ADJA NN KON ART NN NE VAFIN ADJA	0/-- 1/UC 0/-- 0/-- 6/NK 7/SB 0/-- 12/NK 12/NK 9/CD 10/CJ 7/OA 17/JU 15/NK 17/SB 15/NK 0/-- 17/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Source::markable_100500313::Source=True|Source::markable_100500313::Anaphref=empty|*=True|num=pl|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive case=nom|*=True|Source::markable_100500313::Source=True|num=pl|Sentiment::markable_100500312::Sentiment=True pers=3|Sentiment::markable_100500312::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Target::markable_100500314::Target=True|Sentiment::markable_100500312::Sentiment=True|gender=masc|Target::markable_100500314::Preferred=true|Target::markable_100500314::Anaphref=empty case=acc|EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Sarcasm=false|Target::markable_100500314::Target=True|EmoExpression::markable_100500316::EmoExpression=True|gender=masc|EmoExpression::markable_100500316::Uncertain=false|pos=True|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Polarity=positive|num=sg|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500314::Target=True case=acc|Target::markable_100500314::Target=True|EmoExpression::markable_100500315::Uncertain=false|gender=masc|pos=True|EmoExpression::markable_100500315::EmoExpression=True|EmoExpression::markable_100500315::Polarity=positive|num=sg|EmoExpression::markable_100500315::Sarcasm=false|EmoExpression::markable_100500315::Intensity=medium|Sentiment::markable_100500312::Sentiment=True|EmoExpression::markable_100500315::SubjectiveFact=false case=acc|gender=masc|num=sg|Sentiment::markable_100500312::Sentiment=True _ case=nom|Sentiment::markable_100500317::Intensity=weak|Target::markable_100500318::Preferred=true|gender=masc|Target::markable_100500318::Anaphref=empty|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|Sentiment::markable_100500317::Sarcasm=false|Sentiment::markable_100500317::Polarity=negative case=nom|EmoExpression::markable_100500319::Uncertain=false|EmoExpression::markable_100500319::Intensity=weak|EmoExpression::markable_100500319::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500319::EmoExpression=True|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|EmoExpression::markable_100500319::Sarcasm=false|EmoExpression::markable_100500319::Polarity=negative case=nom|gender=masc|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg
365559316104749056	mixed	"Noch 45 Tage und wir sind die los", rief Steinbrück! Einfach niveaulos! #SPD #CDU ich erwarte Respekt + Wertschätzung!	"Noch 45 Tag und wir sein die los", rufen Steinbrück! einfach niveaulos! #SPD #CDU ich erwarten Respekt + Wertschätzung!	NN CARD NN KON PPER VAFIN ART NE VVFIN NN ADV ADJD ADJA NN PPER VVFIN NN KON NN	9/SB 3/NK 1/MO 1/CD 6/SB 4/CJ 8/NK 6/PD 0/-- 9/OA 12/MO 0/-- 14/NK 16/SB 16/SB 0/-- 16/OA 17/CD 18/CJ	Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=acc|num=pl|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=masc|Sentiment::markable_100500308::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=nom|pers=1|num=pl|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500308::Sentiment=True|*=True EmoExpression::markable_100500308::Intensity=medium|mood=ind|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500308::Polarity=negative|pers=1|num=pl|tense=pres|Sentiment::markable_100500304::Sentiment=True|EmoExpression::markable_100500308::SubjectiveFact=false|EmoExpression::markable_100500308::Uncertain=false|Target::markable_100500304::Target=True case=nom|Target::markable_100500304::Target=True|gender=fem|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500308::Target=True|Target::markable_100500308::Preferred=true|num=sg|Target::markable_100500308::Anaphref=empty|Sentiment::markable_100500304::Sentiment=True case=nom|num=sg|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=fem|Sentiment::markable_100500308::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True case=acc|num=sg|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=fem|Sentiment::markable_100500308::Sentiment=True Intensifier::markable_100500306::EmoExpressionRef=emo-expression:markable_100500305|Sentiment::markable_100500304::Sentiment=True|Intensifier::markable_100500306::Degree=medium|Intensifier::markable_100500306::Intensifier=True pos=True|Sentiment::markable_100500304::Sentiment=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=positive|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium _ case=acc|gender=masc|num=sg
377699292766818304	negative	Grüne auf Vierjahrestief Mit dem Sympathieträger an der Spitze gibt es nun mal nur eine Richtung @FOCUSLive http://t.co/gJZj9EyiyE	Grüne auf Vierjahrestief mit die Sympathieträger an die Spitze geben es nun mal nur eine Richtung @FOCUSLive http://t.co/gJZj9EyiyE	NN APPR NN APPR ART NN APPR ART NN VVFIN PPER ADV ADV ADV ART NN ADJA NN	10/OA 1/MO 2/NK 3/MNR 6/NK 4/NK 6/MNR 9/NK 7/NK 0/-- 10/EP 10/MO 10/MO 16/MO 16/NK 10/OA 16/NK 0/--	case=nom|Sentiment::markable_100500298::Sentiment=True|Target::markable_100500299::Preferred=true|Target::markable_100500299::Anaphref=empty|Sentiment::markable_100500298::Sarcasm=false|*=True|Sentiment::markable_100500298::Polarity=negative|num=pl|Sentiment::markable_100500298::Intensity=medium|Target::markable_100500299::Target=True Sentiment::markable_100500298::Sentiment=True case=acc|EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::EmoExpression=True|Sentiment::markable_100500298::Sentiment=True|gender=fem|EmoExpression::markable_100500300::SubjectiveFact=false|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500297::Sarcasm=false|gender=masc|EmoExpression::markable_100500297::SubjectiveFact=false|EmoExpression::markable_100500297::Polarity=positive|EmoExpression::markable_100500297::EmoExpression=True|num=sg|EmoExpression::markable_100500297::Uncertain=false|EmoExpression::markable_100500297::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
372629686071070720	negative	RT @popkulturjunkie: FDP, NPD und ein finnischer Quark. Wie sich eine Wahlkampf-Panne aus Facebook heraus ausbreitete. http://t.co/IRdyszVN...	RT @popkulturjunkie: FDP, NPD und eine finnisch Quark. wie sich eine Wahlkampf-Panne aus Facebook heraus ausbreitete. http://t.co/IRdyszVN...	NE NN NE NE KON ART ADJA NN KOUS PRF ART NN APPR NE ADV ADJA NN	2/AG 0/-- 4/PNC 0/-- 4/CD 8/NK 8/NK 5/CJ 16/MO 15/OA 12/NK 15/SB 12/MNR 13/NK 9/DM 17/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500296::EmoExpression=True|gender=fem|EmoExpression::markable_100500296::Uncertain=false|num=sg|EmoExpression::markable_100500296::SubjectiveFact=false|EmoExpression::markable_100500296::Sarcasm=false|EmoExpression::markable_100500296::Polarity=negative|EmoExpression::markable_100500296::Intensity=weak _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg
379939815678304257	neutral	Links - Interessante Seiten zu den Themen Nachrichten und Politik POLITBAROMETER WAHL-O-MAT CDU SPD GRÜNE FDP LINKE http://goo.glZ5SQEL	Link - interessant Seite zu die Thema Nachricht und Politik POLITBAROMETER WAHL-O-MAT CDU SPD grünen FDP links http://goo.glZ5SQEL	NE $( ADJA NN APPR ART NN NN KON NN NN NE NE NE VVFIN NE ADJA NN	15/SB 1/-- 4/NK 15/OA 4/MNR 7/NK 5/NK 7/NK 8/CD 9/CJ 7/NK 14/PNC 14/PNC 11/NK 0/-- 18/AG 18/NK 15/OA	case=nom|*=True|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
381723901140541440	negative	#AfD sagt: Die neue "GEZ" kommt einer Zwangssteuer sehr nahe. #cdu #csu #spd #grüne #fdp #linke #piraten #afd #BTW13	#AfD sagt: die neu "GEZ" kommen eine Zwangssteuer sehr nahe. #cdu #csu #spd #grüne #fdp #linke #piraten #afd #BTW13	NN VVFIN ART ADJA NN VVFIN ART NN ADV ADJA NN NN ADJD ADJA NN ADJA NN ADJD CARD	2/SB 0/-- 5/NK 5/NK 2/OA 2/MO 8/NK 6/SB 10/MO 6/MO 0/-- 11/NK 15/NK 15/NK 11/CJ 17/NK 15/MNR 19/MO 17/NK	case=nom|Sentiment::markable_100500341::Sentiment=True|Sentiment::markable_100500341::Polarity=negative|gender=fem|Sentiment::markable_100500341::Intensity=medium|Source::markable_100500342::Source=True|num=sg|Sentiment::markable_100500341::Sarcasm=false|Source::markable_100500342::Anaphref=empty pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Anaphref=empty|gender=fem|Target::markable_100500343::Preferred=true|Target::markable_100500343::Target=True case=acc|num=sg|Sentiment::markable_100500341::Sentiment=True|gender=fem|pos=True|Target::markable_100500343::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Target=True pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500341::Sentiment=True case=nom|EmoExpression::markable_100500344::EmoExpression=True|Sentiment::markable_100500341::Sentiment=True|gender=fem|EmoExpression::markable_100500344::Uncertain=false|num=sg|EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::Polarity=negative Sentiment::markable_100500341::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500341::Sentiment=True|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=acc|gender=fem|num=pl|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
369376824016785408	neutral	RT @TravelbugDE: Parteien sollten nicht an ihren aktuellen Wahlversprechen gemessen werden, sondern an denen der letzten Wahlen. #Piraten	RT @TravelbugDE: Partei sollen nicht an ihr aktuell Wahlversprechen messen werden, sondern an die die letzt Wahlen. #Piraten	NE ADJA NN VMFIN PTKNEG APPR PPOSAT ADJA NN VVPP NE KON APPR PDS ART ADJA NN NN	0/-- 1/UC 4/SB 0/-- 4/NG 10/MO 9/NK 9/NK 6/NK 4/OC 10/OA 6/CD 12/CJ 13/NK 17/NK 17/NK 14/AG 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=subj _ _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True case=dat|*=True|num=pl _ _ _ _ case=dat|gender=masc|num=pl case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _
380268581537062912	neutral	RT @LINKE_HEI: Auf die Lobby-FDP von heute kann Deutschland verzichten http://t.co/qQ7MvG4ypU #FDP #BTW13 #LINKE+	RT @LINKE_HEI: auf die Lobby-FDP von heute können Deutschland verzichten http://t.co/qQ7MvG4ypU #FDP #BTW13 #LINKE+	NE NN APPR ART NE APPR ADV VMFIN NE VVFIN NN NN CARD ADJA	2/AG 0/-- 8/MO 5/NK 3/NK 5/MNR 6/NK 0/-- 8/SB 8/OC 10/OA 11/NK 14/NK 10/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ *=True|pos=True
375336502219505664	negative	RT @sigmargabriel: Das ist dreist: Seehofer erklärt, SPD sei verantwortlich für Landesbank-Desaster. Warum lacht da keiner? #tvduell	RT @sigmargabriel: die sein dreist: Seehofer erklärt, SPD sein verantwortlich für Landesbank-Desaster. warum lachen da keiner? #tvduell	NE NN PDS VAFIN ADJA NE NE NE VAFIN ADJD APPR NE PWAV VVFIN ADV ADJD NN	2/AG 0/-- 4/SB 0/-- 6/NK 4/PD 8/NK 9/SB 6/OC 9/PD 10/MO 11/NK 14/MO 0/-- 14/MO 14/MO 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|num=sg|Sentiment::markable_44::Intensity=medium|Sentiment::markable_44::Sarcasm=false|gender=neut|Sentiment::markable_44::Polarity=negative|Sentiment::markable_44::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True *=True|pos=True|Sentiment::markable_44::Sentiment=True case=nom|Target::markable_46::Target=True|Sentiment::markable_100500337::Sarcasm=false|Sentiment::markable_100500337::Polarity=negative|*=True|Sentiment::markable_44::Sentiment=True|num=sg|Source::markable_100500337::Source=True|Sentiment::markable_100500337::Sentiment=True|Source::markable_100500337::Anaphref=empty|Target::markable_46::Anaphref=empty|Target::markable_46::Preferred=true|Sentiment::markable_100500337::Intensity=medium Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True case=nom|Target::markable_46::Target=True|Target::markable_100500337::Anaphref=empty|Target::markable_100500337::Target=True|gender=fem|Target::markable_100500337::Preferred=true|num=sg|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True pers=3|Target::markable_46::Target=True|num=sg|tense=pres|mood=subj|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|pos=True|Sentiment::markable_100500337::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True case=acc|gender=neut|num=sg _ EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|mood=ind|EmoExpression::markable_100500336::Polarity=positive|EmoExpression::markable_100500336::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500336::SubjectiveFact=false|EmoExpression::markable_100500336::Sarcasm=false _ pos=True pos=True
380708911042822144	negative	Pro-Tipp vom Fachmann: Im Winter einfach den Karmin mit Wahlplakaten heizen, am besten eignen sich #NPD und #AfD Plakate!	Pro-Tipp von Fachmann: in Winter einfach die <UNKNOWN> mit Wahlplakat heizen, am gut eignen sich #NPD und #AfD Plakate!	NN APPRART NN APPRART NN ADJD ART NN APPR NN NE PTKA ADJD VVFIN PRF ADJA KON ADJA NN	14/CJ 1/MNR 2/NK 1/MNR 4/NK 1/MO 8/NK 14/OA 8/MNR 9/NK 10/NK 13/PM 14/MO 0/-- 14/OA 19/NK 16/CD 17/CJ 14/SB	case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|Sentiment::markable_47::Sarcasm=true|num=sg|Sentiment::markable_47::Polarity=negative|gender=masc|Sentiment::markable_47::Intensity=strong|Sentiment::markable_47::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True pos=True|Sentiment::markable_47::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_47::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_47::Sentiment=True EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=true|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=strong|Sentiment::markable_47::Sentiment=True EmoExpression::markable_49::EmoExpression=True|Sentiment::markable_47::Sentiment=True|sup=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_47::Sentiment=True case=acc|pers=3|num=pl|Sentiment::markable_47::Sentiment=True case=nom|Target::markable_48::Target=True|Target::markable_48::Preferred=true|gender=fem|Target::markable_48::Anaphref=empty|pos=True|Sentiment::markable_47::Sentiment=True|num=pl Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True case=nom|num=pl|Target::markable_48::Target=True|gender=fem|pos=True|Sentiment::markable_47::Sentiment=True case=nom|gender=fem|num=pl|Sentiment::markable_47::Sentiment=True
379195302378758144	negative	RT @Schwabono: @Energisch_ @62Steele @JustElex Bei #SPD und #Grüne sieht es nicht besser aus. Schaut mal wieviel Waffen 1998-2005 exportie...	RT @Schwabono: @Energisch_ @62Steele @JustElex bei #SPD und #Grüne sehen es nicht gut aus. schauen mal wieviele Waffe @card@ exportie...	NE ADJA ADJA NN ADJD APPR NN KON NN VVFIN PPER PTKNEG ADJD ADJD VVFIN PTKVZ PWAV NN CARD ADJA	0/-- 1/UC 0/-- 0/-- 0/-- 10/MO 6/NK 7/CD 8/CJ 0/-- 10/SB 10/NG 14/MO 10/OC 0/-- 15/MO 20/MO 20/SB 20/NK 16/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=pl pos=True Sentiment::markable_100500320::Sentiment=True|Sentiment::markable_100500320::Sarcasm=false|Sentiment::markable_100500320::Polarity=negative|Sentiment::markable_100500320::Intensity=medium case=dat|Sentiment::markable_100500320::Sentiment=True|num=sg|Target::markable_100500321::Anaphref=empty|gender=masc|Target::markable_100500321::Preferred=true|Target::markable_100500321::Target=True Sentiment::markable_100500320::Sentiment=True case=dat|Sentiment::markable_100500320::Sentiment=True|num=sg|Target::markable_100500322::Preferred=true|Target::markable_100500322::Anaphref=empty|gender=fem|Target::markable_100500322::Target=True pers=3|Sentiment::markable_100500320::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_100500320::Sentiment=True|pers=3 Sentiment::markable_100500320::Sentiment=True|Negation::markable_100500324::EmoExpressionRef=emo-expression:markable_100500323|Negation::markable_100500324::Negation=True EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|EmoExpression::markable_100500323::EmoExpression=True|comp=True|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|Sentiment::markable_100500320::Sentiment=True|EmoExpression::markable_100500323::Polarity=positive Sentiment::markable_100500320::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl _ gender=fem|*=True|num=sg|pos=True
