369517901734096896	positive	Piraten bei puls4! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR ADJD ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 5/MO 0/-- 5/MO 6/-- 6/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
376949303513579520	positive	HBPO Marode Infrastruktur: Trittin will Lkw-Maut auf einige Landstrassen ausweiten: Wenn Lkw-Fahrer über Bundes... http://t.co/aHlSIS2ZGb	HBPO marode Infrastruktur: Trittin wollen Lkw-Maut auf einige Landstrasse ausweiten: wenn Lkw-Fahrer über Bundes... http://t.co/aHlSIS2ZGb	NN ADJA NN NN VMFIN NN APPR PIAT NN VVFIN KOUS NN APPR NN NN	5/SB 3/NK 1/MNR 3/NK 0/-- 5/SB 5/MO 9/NK 7/NK 5/OC 10/MO 10/OA 10/MO 13/NK 0/--	case=nom|gender=masc|num=sg EmoExpression::markable_157::Uncertain=false|pos=True|Target::markable_156::Preferred=true|num=sg|EmoExpression::markable_157::Intensity=medium|EmoExpression::markable_157::SubjectiveFact=false|EmoExpression::markable_157::EmoExpression=True|case=nom|EmoExpression::markable_157::Sarcasm=false|Sentiment::markable_155::Polarity=positive|Sentiment::markable_155::Sarcasm=false|EmoExpression::markable_157::Polarity=negative|gender=masc|Target::markable_156::Anaphref=empty|Sentiment::markable_155::Intensity=medium|Sentiment::markable_155::Sentiment=True|Target::markable_156::Target=True case=nom|gender=masc|num=sg case=nom|Source::markable_159::Source=True|Sentiment::markable_158::Sentiment=True|gender=masc|Sentiment::markable_158::Intensity=medium|num=sg|Source::markable_159::Anaphref=empty|Sentiment::markable_158::Sarcasm=false|Sentiment::markable_158::Polarity=positive EmoExpression::markable_160::Sarcasm=false|mood=ind|EmoExpression::markable_160::Polarity=positive|Sentiment::markable_158::Sentiment=True|EmoExpression::markable_160::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_160::Uncertain=false|EmoExpression::markable_160::SubjectiveFact=false|EmoExpression::markable_160::EmoExpression=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True|pos=True Sentiment::markable_158::Sentiment=True|Target::markable_161::Target=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True case=acc|gender=fem|Target::markable_161::Target=True|num=pl|Sentiment::markable_158::Sentiment=True _ _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg
352396694912122882	positive	RT @MEEDIA: Beispielhafter Talk zur NSA-Affäre: Markus Lanz’ Wahlhilfe für die Piraten - http://t.co/Xcg7JdWke7	RT @MEEDIA: beispielhaft Talk zu NSA-Affäre: Markus Lanz’ Wahlhilfe für die Pirat - http://t.co/Xcg7JdWke7	NE ADJA ADJA NN APPRART NN NE ADJA NN APPR ART NN $( CARD	0/-- 1/UC 4/NK 0/-- 4/MNR 5/NK 6/NK 9/NK 6/PAR 9/MNR 12/NK 10/NK 12/-- 9/PAR	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_162::Sentiment=True case=nom|EmoExpression::markable_164::Polarity=positive|Target::markable_165::Target=True|Target::markable_165::Preferred=true|Target::markable_165::Anaphref=empty|gender=masc|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::Sarcasm=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_165::Target=True|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_162::Sentiment=True case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _
355994515368194049	positive	RT @queer_de: Exklusiv: CDU-Vizechefin Julia Klöckner spricht im queer.de-Interview über ihr Engagement für Lesben und Schwule. http://t.co...	RT @queer_de: Exklusiv: CDU-Vizechefin Julia Klöckner sprechen in queer.de-Interview über ihr Engagement für Lesbe und Schwule. http://t.co...	NE ADJA ADJA NN NE NE VVFIN APPRART NN APPR PPOSAT NN APPR NN KON ADJA NN	0/-- 1/PNC 4/NK 7/SB 6/PNC 4/NK 0/-- 7/MO 8/NK 7/OP 12/NK 10/NK 12/MNR 13/NK 14/CD 17/NK 15/CJ	case=nom|*=True|num=sg Source::markable_167::Source=True|*=True|pos=True|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|Sentiment::markable_166::Polarity=positive|Source::markable_167::Anaphref=empty|Sentiment::markable_166::Intensity=medium case=nom|Sentiment::markable_166::Sentiment=True|num=sg|Source::markable_167::Source=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True case=nom|gender=fem|num=sg|Source::markable_167::Source=True|Sentiment::markable_166::Sentiment=True pers=3|Sentiment::markable_166::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_166::Sentiment=True case=acc|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|gender=neut|EmoExpression::markable_168::EmoExpression=True|EmoExpression::markable_168::Polarity=positive|Sentiment::markable_166::Sentiment=True|num=sg|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True case=acc|Target::markable_169::Target=True|num=pl|Target::markable_169::Preferred=true|Sentiment::markable_166::Sentiment=True|gender=masc|Target::markable_169::Anaphref=empty Sentiment::markable_166::Sentiment=True case=acc|*=True|pos=True|Sentiment::markable_166::Sentiment=True|Target::markable_170::Preferred=true|num=pl|Target::markable_170::Anaphref=empty|Target::markable_170::Target=True case=acc|*=True|num=pl
356406304748732416	positive	SPD-Chef: Gabriel erzählt seinen besten Gerhard-Schröder-Witz: SPD-Chef Sigmar Gabriel hält wenig von den "Pol... http://t.co/71jIczNsuJ	SPD-Chef: Gabriel erzählen sein gut Gerhard-Schröder-Witz: SPD-Chef Sigmar Gabriel halten wenige von die "Pol... http://t.co/71jIczNsuJ	NN NE VVFIN PPOSAT ADJA NN NN NE NE VVFIN PIS APPR ART NN NE	3/SB 1/NK 0/-- 6/NK 6/NK 3/OA 10/SB 9/PNC 7/NK 6/PAR 10/OA 10/OP 14/NK 12/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|Target::markable_172::Target=True|Sentiment::markable_171::Intensity=strong|Target::markable_172::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_171::Sentiment=True|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Target::markable_172::Preferred=true case=acc|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|Target::markable_172::Target=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=strong|gender=masc|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|pos=True|num=sg|Sentiment::markable_171::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind *=True _ case=dat|*=True|num=pl case=dat|*=True|num=pl _
370568273198198784	negative	@littlewisehen @NewWaver79 Na und? Mein einem Brand-Anschlag zum Nazidatum zum Opfer gefallenes Haus findet der SPD-Bürgermeister LANGWEILIG	@littlewisehen @NewWaver79 na und? mein eine Brand-Anschlag zu Nazidatum zu Opfer gefallen Haus finden die SPD-Bürgermeister langweilig	ADJA NN ITJ ADJD PPOSAT ART NN APPRART NN APPRART NN ADJA NN VVFIN ART NN ADJD	0/-- 0/-- 4/DM 0/-- 13/NK 7/NK 12/DA 12/MO 8/NK 12/MO 10/NK 13/NK 14/OA 0/-- 16/NK 14/SB 14/MO	_ case=nom|gender=fem|num=sg _ pos=True case=nom|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|Sentiment::markable_174::Polarity=negative|gender=masc|Sentiment::markable_174::Intensity=medium|num=sg|Target::markable_177::Anaphref=empty|Sentiment::markable_174::Sarcasm=false|Target::markable_177::Preferred=true case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|EmoExpression::markable_10409141::EmoExpression=True|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=masc case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=acc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=neut|pos=True case=acc|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_174::Sentiment=True case=nom|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Anaphref=empty|gender=masc|Source::markable_175::Source=True case=nom|gender=masc|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Source=True EmoExpression::markable_176::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|pos=True|EmoExpression::markable_176::Polarity=negative|EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::EmoExpression=True
378910342698381313	negative	@PhilipPlickert für #afd- war d eh nie neutral wg spd.können aber nichts mehr meckern,wahlradar chef afd mitgl.statement lucke unentschuldbar!	@PhilipPlickert für #afd- sein d eh nie neutral wg spd.können aber nichts mehr meckern,wahlradar Chef afd mitgl.statement lucke unentschuldbar!	NN APPR NN VAFIN ADJD ADV ADV ADJD ADJD VVFIN ADV PIS ADV ADJA NN VVFIN ADJD ADJA ADJA	0/-- 4/MO 2/NK 0/-- 4/PD 7/MO 10/MO 9/MO 10/MO 4/CJ 10/MO 10/OA 12/MO 15/NK 16/SB 10/CJ 18/MO 19/MO 16/MO	_ _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ pos=True pos=True pers=3|num=pl|tense=pres|mood=ind _ gender=neut|*=True _ case=nom|gender=masc|num=sg|pos=True case=nom|Target::markable_180::Target=True|gender=masc|Target::markable_180::Anaphref=empty|Sentiment::markable_179::Sentiment=True|Sentiment::markable_179::Sarcasm=false|num=sg|Sentiment::markable_179::Polarity=negative|Target::markable_180::Preferred=true|Sentiment::markable_179::Intensity=medium pers=3|Sentiment::markable_179::Sentiment=True|num=sg|tense=past|mood=ind|Target::markable_180::Target=True Sentiment::markable_179::Sentiment=True|Target::markable_180::Target=True|pos=True pers=3|Sentiment::markable_179::Sentiment=True|num=sg|tense=pres|mood=subj|Target::markable_180::Target=True Sentiment::markable_179::Sentiment=True|pos=True
380884166185082881	neutral	RT @m_gillenberg: Klasse Aktion"@teamdeutschland: #Linie150 schön war''s im Saarland! Auf nach Stuttgart @cdusaar @jusaar #btw13 #cdu+ #mut...	RT @m_gillenberg: Klasse Aktion"@teamdeutschland: #Linie150 schön war''s in Saarland! auf nach Stuttgart @cdusaar @jusaar #btw13 #cdu+ #mut...	NE ADJA NN ADJA NN ADJD VVFIN APPRART NN APPR APPR NE NN NN CARD NN ADJA	2/SB 0/-- 0/-- 3/NK 6/SB 7/MO 0/-- 7/MO 8/NK 0/-- 13/MNR 11/NK 10/NK 0/-- 16/NK 17/AMS 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=masc|num=pl pos=True pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pos=True _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True
352373065386180609	positive	RT @netnrd: "Von den Piraten hört man ja nichts." - Wir sitzen hier in einer Pressekonferenz. Wer ist nicht da? Die Presse. Gut machen sie ...	RT @netnrd: "Von die Pirat hören man ja nichts." - wir sitzen hier in eine Pressekonferenz. wer sein nicht da? die Presse. Gut machen sie ...	NE ADJA NN ART NN VVFIN PIS ADV ADJD $( PPER VVFIN ADV APPR ART NN PWS VAFIN PTKNEG VVFIN ART NN NN VVFIN PPER $.	0/-- 1/UC 6/DA 5/NK 6/OA 0/-- 6/SB 9/MO 6/MO 11/-- 12/SB 0/-- 12/MO 12/MO 16/NK 14/NK 18/SB 0/-- 20/NG 18/OC 22/NK 0/-- 24/MO 0/-- 24/SB 25/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_10409151::SubjectiveFact=false|EmoExpression::markable_10409151::Uncertain=false|EmoExpression::markable_10409151::Sarcasm=false|EmoExpression::markable_10409151::EmoExpression=True|EmoExpression::markable_10409151::Polarity=positive|EmoExpression::markable_10409151::Intensity=medium|pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _
381839093262319617	negative	Diese Wahlen von heute sind einfach nicht mehr repräsentativ. #btw13 #hundertplusx	dies Wahl von heute sein einfach nicht mehr repräsentativ. #btw13 #hundertplusx	PDAT NN APPR ADV VAFIN ADJD PTKNEG ADV ADJA NN ADJA	2/NK 5/SB 2/MNR 3/NK 0/-- 5/MO 5/NG 7/MO 5/MO 0/-- 10/NK	case=nom|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=negative|Sentiment::markable_182::Sarcasm=false|gender=fem|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=pl|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty case=nom|gender=fem|num=pl|Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True pers=3|Sentiment::markable_182::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_182::Sentiment=True|pos=True Sentiment::markable_182::Sentiment=True|Negation::markable_186::Negation=True|Negation::markable_186::EmoExpressionRef=emo-expression:markable_184 Intensifier::markable_185::Intensifier=True|Sentiment::markable_182::Sentiment=True|Intensifier::markable_185::Degree=medium|Intensifier::markable_185::EmoExpressionRef=emo-expression:markable_184 pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
375576087998513152	positive	Aktuelle Stunde: Realitätsverlust oder Naivität? - CDU auf Abwegen http://t.co/0zo65Pu7j4	aktuell Stunde: Realitätsverlust oder Naivität? - CDU auf Abweg http://t.co/0zo65Pu7j4	ADJA NN NN KON NN $( NE APPR NN CARD	2/NK 0/-- 2/NK 3/CD 4/CJ 7/-- 0/-- 7/MNR 8/NK 9/NK	case=nom|Sentiment::markable_187::Intensity=medium|gender=fem|Sentiment::markable_187::Sarcasm=false|pos=True|Sentiment::markable_187::Sentiment=True|num=sg|Sentiment::markable_187::Polarity=positive case=nom|gender=fem|Sentiment::markable_187::Sentiment=True|num=sg case=nom|EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|gender=fem|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|Sentiment::markable_187::Sentiment=True|num=sg|EmoExpression::markable_189::Intensity=medium Sentiment::markable_187::Sentiment=True case=nom|gender=fem|Sentiment::markable_187::Sentiment=True|num=sg Sentiment::markable_187::Sentiment=True case=nom|Sentiment::markable_187::Sentiment=True|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=fem|Target::markable_188::Anaphref=empty Sentiment::markable_187::Sentiment=True case=acc|gender=masc|Sentiment::markable_187::Sentiment=True|num=sg _
381816912143196160	negative	RT @irrelefants: Ich habe es jetzt begriffen. Man braucht gar kein Wahlprogramm. Man muss den Leuten nur ordentlich Angst einjagen.	RT @irrelefants: ich haben es jetzt begriffen. man brauchen gar keine Wahlprogramm. man müssen die Leute nur ordentlich Angst einjagen.	NE NN PPER VAFIN PPER ADV ADJD PIS VVFIN ADV PIAT NN PIS VMFIN ART NN ADV ADJD NN VVFIN	2/AG 0/-- 4/SB 0/-- 4/EP 4/MO 4/MO 9/SB 0/-- 11/MO 12/NK 9/OA 14/SB 0/-- 16/NK 20/OA 20/MO 20/MO 20/OA 14/OC	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ pos=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pos=True case=dat|EmoExpression::markable_191::Sarcasm=false|EmoExpression::markable_191::Polarity=negative|gender=fem|EmoExpression::markable_191::Intensity=medium|num=sg|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True pers=3|num=sg|tense=past|mood=ind
376752366718320640	positive	RT @groehe: Kämpferischer Auftakt in die heisse Wahlkampfphase. Wir kämpfen um jede Stimme für die Union! #wka13 #btw13 #CDU+ http://t.co/ej...	RT @groehe: kämpferisch Auftakt in die heiß Wahlkampfphase. wir kämpfen um jede Stimme für die Union! #wka13 #btw13 #CDU+ http://t.co/ej...	NE ADJA ADJA NN APPR ART ADJA NN PPER VVFIN APPR PIAT NN APPR ART NN CARD CARD ADJA NN	0/-- 1/PNC 4/NK 0/-- 4/MNR 8/NK 8/NK 5/NK 10/SB 0/-- 10/OP 13/NK 11/NK 13/MNR 16/NK 14/NK 18/NMC 20/NK 20/NK 0/--	case=nom|*=True|num=sg *=True|pos=True|Sentiment::markable_192::Sentiment=True case=nom|Target::markable_194::Anaphref=empty|EmoExpression::markable_195::Polarity=positive|EmoExpression::markable_195::Sarcasm=false|EmoExpression::markable_195::SubjectiveFact=false|gender=masc|pos=True|Sentiment::markable_192::Sentiment=True|Target::markable_194::Preferred=true|num=sg|EmoExpression::markable_195::Uncertain=false|EmoExpression::markable_195::EmoExpression=True|Target::markable_194::Target=True|EmoExpression::markable_195::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_192::Sentiment=True Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ _
381926060021276672	negative	RT @SZ_Politik: Das vorläufige amtliche Endergebnis der #btw13 ist da. Union braucht SPD oder Grüne, FDP und Afd scheitern. http://t.co/yUj...	RT @SZ_Politik: die vorläufig amtlich Endergebnis die #btw13 sein Da. Union brauchen SPD oder Grüne, FDP und Afd scheitern. http://t.co/yUj...	NE NN ART ADJA ADJA NN ART NN VAFIN NE NE VVFIN NE KON NE NE KON NE NE NN	2/AG 0/-- 6/NK 6/NK 6/NK 9/SB 8/NK 6/AG 0/-- 9/SB 12/SB 0/-- 12/OA 13/CD 16/PNC 14/CJ 16/CD 19/PNC 17/CJ 12/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|Sentiment::markable_196::Polarity=negative|gender=fem|Sentiment::markable_196::Sentiment=True|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Intensity=medium|num=sg|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty Sentiment::markable_196::Sentiment=True case=nom|num=sg|Target::markable_198::Anaphref=empty|Target::markable_198::Preferred=true|Target::markable_198::Target=True|gender=masc|Sentiment::markable_196::Sentiment=True case=nom|EmoExpression::markable_199::EmoExpression=True|EmoExpression::markable_199::Sarcasm=false|gender=masc|Sentiment::markable_196::Sentiment=True|EmoExpression::markable_199::Polarity=negative|EmoExpression::markable_199::SubjectiveFact=false|num=sg|EmoExpression::markable_199::Intensity=medium|EmoExpression::markable_199::Uncertain=false case=nom|gender=masc|num=sg
384165960812228608	negative	Regierungsbildung: Angela Merkels grösster Fehler: Der Siegesrausch verfliegt: Union und FDP waschen schmutzige... http://t.co/5SFhX6EYoh	Regierungsbildung: Angela Merkel groß Fehler: die Siegesrausch verfliegt: Union und FDP waschen schmutzige... http://t.co/5SFhX6EYoh	NN NE NE ADJA NN ART NN VVFIN NE KON NE VVFIN ADJA NN	12/SB 3/PNC 1/NK 5/NK 1/APP 7/NK 8/SB 5/AG 8/SB 9/CD 10/CJ 0/-- 12/MO 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|*=True|num=sg case=gen|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|gender=fem|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=false|num=sg|EmoExpression::markable_200::EmoExpression=True|sup=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True case=nom|gender=fem|num=sg
379625582851817472	neutral	RT @servicecase18: Mich würde im übrigen mal interessieren, wie das Wahlergebnis aussähe, wenn die Zweitstimme nur nach Programm ohne Parte...	RT @servicecase18: ich werden in übrig mal interessieren, wie die Wahlergebnis aussähe, wenn die Zweitstimme nur nach Programm ohne Parte...	NE NN PPER VAFIN APPRART ADJA ADV NE KOKOM ART NN VVFIN KOUS ART NN ADV APPR NN APPR NN	2/NK 0/-- 4/SB 0/-- 12/MO 5/NK 8/MO 12/MO 11/CM 11/NK 8/CC 4/OC 12/MO 15/NK 12/OA 17/MO 12/MO 17/NK 12/MO 19/NK	case=nom|*=True|num=sg case=nom|gender=fem|num=pl case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ case=acc|gender=masc|num=sg
362441235459346432	positive	Wähler bleiben Schwarz-Gelb treu: NSA-Affäre perlt an der Kanzlerin ab - N-TV ONLINE http://t.co/HBUOcbElHh	Wähler bleiben Schwarz-Gelb treu: NSA-Affäre perlen an die Kanzlerin ab - N-TV ONLINE http://t.co/HBUOcbElHh	NN VVFIN NN ADJA NN VVFIN APPR ART NN PTKVZ $( NE NE NN	2/SB 0/-- 2/MO 5/NK 6/OA 2/CJ 6/MO 9/NK 7/NK 6/SVP 12/-- 13/PNC 14/NK 0/--	case=nom|Sentiment::markable_202::Polarity=positive|Sentiment::markable_202::Intensity=medium|gender=masc|Source::markable_203::Source=True|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=pl|Source::markable_203::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_202::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=pl|pos=True case=nom|EmoExpression::markable_10409143::Sarcasm=false|gender=masc|EmoExpression::markable_10409143::EmoExpression=True|num=pl|EmoExpression::markable_10409143::Uncertain=false|EmoExpression::markable_10409143::SubjectiveFact=false|EmoExpression::markable_10409143::Polarity=negative|EmoExpression::markable_10409143::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ *=True *=True *=True
381929011095408640	neutral	Ziemlich genau sogar. Anzahl Nichtwähler: 17.614.251 Einwohner NRW: 17,524 Millionen (Stand 30.04.2013; laut Wikipedia)	ziemlich genau sogar. Anzahl Nichtwähler: @card@ Einwohner NRW: @card@ Million (Stand 30.04.2013; laut Wikipedia)	ADV ADJD ADJA NN ADJA CARD NN NN CARD NN NN VVFIN APPR NN	3/MO 3/MO 0/-- 0/-- 7/NK 7/NK 12/SB 7/NK 10/NMC 12/SB 10/NK 4/OC 12/MO 13/NK	_ pos=True case=acc|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=gen|gender=fem|num=pl case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg
345833927841284096	neutral	wenn #piraten sich am #hartz4 status quo orienteren,ein "niedrigst-#grundeinkommen" zu rechtfertigen,sollten sie das zustandekommen bedenken	wenn #piraten sich an #hartz4 status quo orienteren,ein "niedrigst-#grundeinkommen" zu rechtfertigen,sollten sie die zustandekommen bedenken	KOUS NN PRF APPRART NN ADJA NN ADJA NN APPR ADJA PPER PDS VVINF VVFIN	15/CP 15/SB 14/OA 14/MO 4/NK 7/NK 11/MO 9/NK 7/AG 11/PM 0/-- 11/SB 14/OA 15/OC 0/--	_ case=nom|gender=masc|num=pl case=acc|pers=3|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pers=3 case=acc|gender=neut|num=sg _ _
