311919759388192769	positive	@christopherkohn Zum Glüch wurde der neue Papst heute gekürt ;-)	@christopherkohn zu Glüch werden die neu Papst heute küren ;-)	NN APPRART NN VAFIN ART ADJA NN ADV VVPP $(	0/-- 9/MO 2/NK 0/-- 7/NK 7/NK 4/SB 9/MO 4/OC 9/--	case=nom|gender=masc|num=sg case=dat|Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|gender=neut|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|num=sg|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|EmoExpression::markable_2::EmoExpression=True case=dat|gender=neut|num=sg|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True mood=ind|Target::markable_3::Anaphref=empty|Target::markable_3::Preferred=true|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True|pers=3|num=sg|tense=past case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=nom|num=sg|Target::markable_3::Target=True|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Uncertain=false|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Polarity=positive|Sentiment::markable_1::Sentiment=True
311955046264868864	positive	Reaktionen auf neuen Papst: "Ein Zeichen der Stärke Lateinamerikas": Glückwünsche aus aller Welt erreichen Fra... http://t.co/4TmBzV1lDd	Reaktion auf neu Papst: "Ein Zeichen die Stärke Lateinamerikas": Glückwunsch aus alle Welt erreichen Fra... http://t.co/4TmBzV1lDd	NN APPR ADJA NN NN NN ART NN ADJA NN APPR PIAT NN VVFIN NE NE	14/SB 1/OP 4/NK 2/NK 4/NK 1/PD 8/NK 6/AG 10/NK 8/AG 8/MNR 13/NK 11/NK 0/-- 14/OA 0/--	case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|gender=fem|EmoExpression::markable_99::Intensity=medium|num=sg|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::EmoExpression=True|EmoExpression::markable_99::Uncertain=false case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=fem|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|num=sg|EmoExpression::markable_100::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg case=nom|gender=neut|num=sg
311918392238030850	positive	Für die alle die es wissen wollen der Papst kommt aus Argentinien D:	für die alle die es wissen wollen die Papst kommen aus Argentinien D:	APPR ART PIAT PRELS PPER VVINF VMFIN ART NN VVFIN APPR NE NE	4/MO 3/NK 1/NK 7/SB 6/OA 7/OC 0/-- 9/NK 10/DA 7/OC 10/MO 13/PNC 11/NK	_ case=acc|gender=fem|num=sg case=nom|*=True|num=pl case=nom|*=True|num=pl case=acc|gender=neut|num=sg|pers=3 _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_98::Intensity=medium|gender=neut|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Uncertain=false|num=sg|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::SubjectiveFact=false
311940174688960513	negative	Solange nicht jemand mit evangelischen Glauben Papst wird interessiert es mich nicht, denn so wird sich bei den Katholiken eh nichts ändern!	solange nicht jemand mit evangelisch Glaube Papst werden interessiert es ich nicht, denn so werden sich bei die Katholik eh nichts ändern!	KOUS PTKNEG PIS APPR ADJA NN NN VAFIN ADJD PPER PRF ADJD KON ADV VAFIN PRF APPR ART NN ADV PIAT ADJA	8/CP 3/NG 8/SB 3/MNR 6/NK 4/NK 6/NK 0/-- 8/MO 8/EP 12/DA 8/PD 8/CD 20/MO 13/CJ 20/OA 20/MO 19/NK 17/NK 21/MO 15/SB 21/MO	Sentiment::markable_101::Polarity=negative|Sentiment::markable_101::Sarcasm=false|Sentiment::markable_101::Sentiment=True|Sentiment::markable_101::Intensity=medium Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|pos=True|Sentiment::markable_101::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_101::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_101::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_101::Sentiment=True Sentiment::markable_101::Sentiment=True|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::Uncertain=false case=nom|Sentiment::markable_101::Sentiment=True|gender=neut|Target::markable_106::Preferred=true|pers=3|Target::markable_106::Target=True|num=sg|Target::markable_106::Anaphref=empty case=acc|pers=1|num=sg|Sentiment::markable_101::Sentiment=True|Source::markable_104::Anaphref=empty|Source::markable_104::Source=True pos=True _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ gender=neut|*=True case=acc|gender=neut|num=pl|pos=True
311934127773454336	positive	Der Papst auf Fb, das ist schon cool: "@TorstenBeeck: Papst #Franziskus I. hat schon knapp 50.000 Fans bei Facebook https://t.co/0i0HmSJQJe"	die Papst auf Fb, die sein schon cool: "@TorstenBeeck: Papst #Franziskus I. haben schon knapp @card@ Fan bei Facebook https://t.co/0i0HmSJQJe"	ART NN APPR NE ART VAFIN ADV ADJA NN NN NN NE VAFIN ADV ADJD CARD NN APPR NE NN	2/NK 6/SB 2/MNR 3/NK 9/NK 0/-- 8/MO 6/SB 6/PD 13/SB 12/PNC 10/NK 0/-- 13/MO 16/MO 17/NK 13/OA 17/MNR 18/NK 13/OA	case=nom|Sentiment::markable_107::Sentiment=True|gender=masc|Target::markable_108::Preferred=true|Sentiment::markable_107::Intensity=medium|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sarcasm=false|Target::markable_108::Anaphref=empty|Sentiment::markable_107::Polarity=positive case=nom|gender=masc|num=sg|Target::markable_108::Target=True|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True case=acc|*=True|num=sg|Sentiment::markable_107::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_107::Sentiment=True pers=3|Sentiment::markable_107::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_107::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
311923171571924992	neutral	und gleich für er noch penis und macht #gnihihi #papst	und gleich für er noch penis und machen #gnihihi #papst	KON ADJD APPR PPER ADV ADJD KON VVFIN NN NN	8/JU 6/MO 6/MO 3/NK 6/MO 8/MO 6/CD 0/-- 7/CJ 8/OA	_ pos=True _ case=nom|gender=masc|num=sg|pers=3 _ pos=True _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
311910033673838592	neutral	Da... marschieren Uniformierte zu Marschmusik mit.... Knarren! Und alle Kapellen spielen durcheinander. Sind die irre? #papst #konklave	Da... marschieren Uniformierte zu Marschmusik mit.... Knarren! und alle Kapelle spielen durcheinander. sein die irre? #papst #konklave	NN VVFIN NN APPR NN ADJA NN KON PIAT NN VVFIN NE VAFIN ART ADJA NN NN	0/-- 6/MO 2/SB 6/MO 4/NK 0/-- 0/-- 11/JU 10/NK 11/SB 0/-- 11/OA 0/-- 15/NK 13/SB 0/-- 16/NK	case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311902080694644737	positive	Meine Nachbarin hat gerade original geschrien: 'Wir ham een neuen Papst, ist das geil!' Schmöchtedasnich	mein Nachbarin haben gerade original geschrien: 'Wir ham een neu Papst, sein die geil!' Schmöchtedasnich	PPOSAT NN VAFIN ADV ADJD ADJA NN ADJA ADJA ADJA NE VAFIN ART ADJA NN	2/NK 3/SB 0/-- 7/MO 6/MO 7/NK 3/SB 11/NK 11/NK 11/NK 12/SB 3/CJ 14/NK 12/SB 0/--	case=nom|Source::markable_112::Source=True|Sentiment::markable_111::Sentiment=True|Source::markable_112::Anaphref=empty|gender=fem|Sentiment::markable_111::Polarity=positive|Sentiment::markable_111::Sarcasm=false|num=sg|Sentiment::markable_111::Intensity=strong case=nom|gender=fem|Source::markable_112::Source=True|num=sg|Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True Sentiment::markable_111::Sentiment=True|pos=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_111::Sentiment=True case=nom|num=sg|Target::markable_113::Preferred=true|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|Target::markable_113::Anaphref=empty Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|num=sg|gender=masc|Sentiment::markable_111::Sentiment=True|Target::markable_113::Target=True|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_111::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_111::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_111::Sentiment=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg
311921206586650625	neutral	RT @Dr_Fisheye: Chabos wissen wer der Papo ist! #Papst	RT @Dr_Fisheye: Chabos wissen wer die Papo ist! #Papst	NE NN NE VVFIN PWS ART NN ADJA NN	2/AG 0/-- 4/SB 0/-- 8/SB 7/NK 8/SB 4/SB 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg|pos=True _
311906840311103488	neutral	Mist. Nicht genug Geld bezahlt. Papst zu früh gewählt.	Mist. nicht genug Geld bezahlt. Papst zu früh gewählt.	NN PTKNEG ADV NN NE NN PTKA ADJD ADJA	0/-- 4/NG 2/MO 0/-- 4/NK 0/-- 8/MO 9/MO 6/NK	case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg Target::markable_117::Preferred=true|Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True|Target::markable_117::Anaphref=empty Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=acc|gender=neut|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True case=nom|gender=masc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|pos=True|Target::markable_117::Target=True Sentiment::markable_116::Sentiment=True|Target::markable_117::Target=True
311940649014423552	negative	Die fünf dringendsten Aufgaben des neuen Kirchenführers - Papst Franzikus I. übernimmt ein schweres Erbe http://t.co/31YWVGYFPH	die fünf dringend Aufgabe die neu Kirchenführers - Papst Franzikus I. übernehmen eine schwer Erbe http://t.co/31YWVGYFPH	ART CARD ADJA NN ART ADJA NN $( NN NN NE VVFIN ART ADJA NN NE	4/NK 4/NK 4/NK 12/OA 7/NK 7/NK 4/AG 7/-- 7/NK 11/PNC 9/NK 0/-- 15/NK 15/NK 12/OA 15/NK	case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_104012643::Sarcasm=false|EmoExpression::markable_104012643::Polarity=negative|gender=neut|EmoExpression::markable_104012643::Uncertain=false|pos=True|EmoExpression::markable_104012643::Intensity=medium|num=sg|EmoExpression::markable_104012643::EmoExpression=True|EmoExpression::markable_104012643::SubjectiveFact=false case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg
311920566384877568	neutral	Was macht der Papst da oben das ist nicht mein bf mein bf ist der Papst ich bin Jesus. What the fuck	was machen die Papst da oben die sein nicht mein bf mein bf sein die Papst ich sein Jesus. what the fuck	PIS VVFIN ART NN ADV ADV PDS VAFIN PTKNEG PPOSAT NE PPOSAT NE VAFIN ART NN PPER VAFIN NN FM FM NN	2/SB 0/-- 4/NK 2/SB 2/MO 2/MO 8/SB 2/OC 8/NG 8/PD 13/PNC 13/NK 14/SB 2/CJ 16/NK 14/SB 18/SB 14/CJ 18/PD 21/PNC 0/-- 21/UC	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg *=True *=True *=True
312124030587113472	positive	Neuer Papst: Franziskus will Vorgänger Benedikt schnell treffen: Den Vormittag seines ersten Tages als Papst h... http://t.co/2UTirmhrDB	neu Papst: Franziskus wollen Vorgänger Benedikt schnell treffen: die Vormittag sein erst Tag als Papst h... http://t.co/2UTirmhrDB	ADJA NN NE VMFIN NN NE ADJD ADJD ART NN PPOSAT ADJA NN KOKOM NN NN NN	2/NK 4/SB 2/NK 0/-- 4/SB 5/NK 8/MO 5/CD 10/NK 8/NK 13/NK 13/NK 10/AG 15/CM 8/CC 15/NK 4/OA	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Sentiment::markable_118::Sarcasm=false|Source::markable_119::Anaphref=empty|num=sg|Source::markable_119::Source=True Sentiment::markable_118::Sentiment=True|mood=ind|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false case=nom|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_121::Target=True|Target::markable_121::Anaphref=empty|gender=masc|Target::markable_121::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_121::Target=True Target::markable_121::Target=True|Sentiment::markable_118::Sentiment=True|pos=True pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311956225657024512	negative	RT @sixtus: Ich bin mit @DoroBaer einer Meinung: Ich glaube auch, dass der Papst ein trauriges Leben führt. /cc @annalist	RT @sixtus: ich sein mit @DoroBaer eine Meinung: ich glauben auch, dass die Papst eine traurig Leben führt. /cc @annalist	NE NN PPER VAFIN APPR NN ART NN PPER VVFIN NE KOUS ART NN ART ADJA NN NE NE NN	2/AG 0/-- 4/SB 0/-- 4/MO 5/NK 8/NK 10/DA 10/SB 0/-- 10/OA 10/OP 14/NK 12/NK 17/NK 17/NK 10/OA 17/NK 20/PNC 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|Sentiment::markable_126::Intensity=medium|Sentiment::markable_126::Sentiment=True|Target::markable_127::Preferred=true|gender=neut|Sentiment::markable_126::Polarity=negative|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_126::Sarcasm=false|Target::markable_127::Target=True case=acc|Sentiment::markable_126::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_128::Uncertain=false|num=sg|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false|Target::markable_127::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True|Target::markable_127::Target=True case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
311915916533309440	negative	Irgenwie geht mir das mit dem Papst gerade auf die Eier.	Irgenwie gehen ich die mit die Papst gerade auf die Eier.	ADV VVFIN PPER PDS APPR ART NN ADV APPR ART NN	2/MO 0/-- 2/DA 2/SB 2/MO 7/NK 5/NK 2/MO 2/MO 11/NK 9/NK	Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|Sentiment::markable_122::Polarity=negative|Sentiment::markable_122::Intensity=strong EmoExpression::markable_124::Sarcasm=false|mood=ind|Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::Intensity=strong|EmoExpression::markable_124::Uncertain=false case=dat|pers=1|num=sg|Source::markable_123::Source=True|Sentiment::markable_122::Sentiment=True|Source::markable_123::Anaphref=empty|*=True case=acc|Sentiment::markable_122::Sentiment=True|num=sg|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=neut Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=masc|num=sg|Target::markable_125::Target=True|Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_124::EmoExpression=True case=acc|gender=fem|EmoExpression::markable_124::EmoExpression=True|num=sg|Sentiment::markable_122::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_122::Sentiment=True
312102458765746176	neutral	#Deutschland | Deutsche Kardinäle: "Ich hatte mir einen anderen vorgestellt": Die Wahl von Papst Franziskus ka... http://t.co/WGrMA7bzcs	#Deutschland | deutsch Kardinäle: "Ich haben ich eine andere vorgestellt": die Wahl von Papst Franziskus ka... http://t.co/WGrMA7bzcs	NN XY ADJA NN NN VAFIN PPER ART PIS VVFIN ART NN APPR NN NE NE NE	6/SB 4/NK 4/NK 1/MNR 4/NK 0/-- 10/DA 9/NK 10/NK 6/OC 12/NK 10/OA 12/PG 13/NK 16/PNC 14/NK 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg _
311947987121221633	neutral	RT @neuholder: Der Papst ist jünger als Frank Stronach	RT @neuholder: die Papst sein jung als Frank Stronach	NE NN ART NN VAFIN ADJD KOKOM NE ADV	2/PNC 0/-- 4/NK 5/SB 0/-- 5/PD 8/CM 6/CC 8/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind comp=True _ case=nom|gender=masc|num=sg _
311878815343316993	neutral	Da guckst du in die Timeline und was ist Thema? #Papst #Konklave #Kardinäle und #S04 Dramatische Mischung.	da gucken du in die Timeline und was sein Thema? #Papst #Konklave #Kardinäle und #S04 dramatisch Mischung.	ADV VVFIN PPER APPR ART NN KON PIS VAFIN ADJA NN NN NN KON NN ADJA NN	2/MO 0/-- 2/SB 2/MO 6/NK 4/NK 2/CD 9/SB 7/CJ 9/MO 12/NK 0/-- 12/NK 13/CD 14/CJ 17/NK 12/CJ	_ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl|pos=True case=nom|gender=neut|num=pl
311917290532790272	negative	@HeikeHaensel Vielleicht der Sohn vom Papst... der ist doch vie zu jung.	@HeikeHaensel vielleicht die Sohn von Papst... die sein doch vie zu jung.	NN ADV ART NN APPRART NN ART VAFIN ADV ADJD PTKZU ADJA	0/-- 4/MO 4/NK 0/-- 4/MNR 5/NK 8/SB 0/-- 8/MO 8/PD 12/PM 8/RS	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ EmoExpression::markable_104012644::SubjectiveFact=false|EmoExpression::markable_104012644::Intensity=medium|EmoExpression::markable_104012644::Polarity=negative|EmoExpression::markable_104012644::Sarcasm=false|EmoExpression::markable_104012644::EmoExpression=True|EmoExpression::markable_104012644::Uncertain=false _
311909610544037890	neutral	Habemus Papam! Live im ORF - jetzt #ZIB, dann wieder Sondersendung. #konklave #Papst	Habemus Papam! Live in ORF - jetzt #ZIB, dann wieder Sondersendung. #konklave #Papst	NN NN NN APPRART NE $( ADV ADJD ADV ADV NN NN NN	0/-- 1/NK 0/-- 3/MNR 4/NK 5/-- 8/MO 5/PAR 8/MO 3/MO 3/PD 0/-- 12/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ pos=True _ _ case=acc|gender=masc|num=sg case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl
311955697187307520	neutral	RT @optikschrei: ++++ Habemus Batman: Neuer Papst entscheidet sich für ungewöhnlichen Namen ++++ #newstweet	RT @optikschrei: ++++ Habemus Batman: neu Papst entscheiden sich für ungewöhnlich Name ++++ #newstweet	NE ADJA ADJA NN NE ADJA NN VVFIN PRF APPR ADJA NN ADJD ADJA	2/SB 0/-- 4/NK 7/AG 4/NK 7/NK 8/SB 0/-- 8/OA 8/MO 12/NK 10/NK 14/MO 8/SB	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg pos=True case=acc|gender=masc|num=sg|pos=True
311988532614938625	neutral	Eine Berichtigung zur Papstberichterstattung im TA: Der Papst heisst nur Franziskus, nicht Franziskus I. Bei Johannes Paul I. war das anders	eine Berichtigung zu Papstberichterstattung in TA: die Papst heißen nur Franziskus, nicht Franziskus I. bei Johannes Paul I. sein die anders	ART NN APPRART NN APPRART NN ART NN VVFIN ADV NE PTKNEG NE NE APPR NE NE NE VAFIN ART ADV	2/NK 9/SB 2/MNR 3/NK 4/MNR 5/NK 8/NK 6/NK 0/-- 11/MO 9/SB 9/NG 14/PNC 19/SB 14/MNR 17/PNC 15/NK 17/PNC 9/CJ 19/SB 19/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg _
311908865094590464	neutral	"Der abgetretene Papst". Na, na. Man muss ihn ja nicht gleich mit einer Fussmatte vergleichen.	"Der abgetreten Papst". Na, na. man müssen er ja nicht gleich mit eine Fussmatte vergleichen.	NN ADJA NN NE NE PIS VMFIN PPER ADV PTKNEG ADJD APPR ART NN NE	0/-- 3/NK 1/NK 5/PNC 0/-- 7/SB 0/-- 7/SB 7/MO 7/NG 12/MO 7/MO 14/NK 12/NK 14/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg
311917220794093568	neutral	GZSZ soll jetzt vorbei sein! Ich muss den neuen Papst sehen!	GZSZ sollen jetzt vorbei sein! ich müssen die neu Papst sehen!	NN VMFIN ADV ADV VVFIN PPER VMFIN ART ADJA NN ADJA	2/SB 0/-- 2/MO 5/MO 2/OC 7/SB 0/-- 10/NK 10/NK 11/OA 7/MO	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ pos=True case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _
