332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NN NN ADJA	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 0/-- 12/NK	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
335491871348518912	negative	"Die Wähler sind halt klug - Grüne sacken wegen Steuerplänen in Wählergunst ab. via %User	"Die Wähler sein halt klug - Grüne sacken wegen Steuerplan in Wählergunst ab. via %User	NN NN VAFIN ADV ADJD $( NN VVFIN APPR NN APPR NN NE APPR NE	3/SB 1/NK 0/-- 3/MO 3/PD 5/-- 8/SB 3/CJ 8/MO 9/NK 10/MNR 11/NK 12/NK 8/MO 14/NK	case=nom|Target::markable_101::Anaphref=empty|num=pl|Target::markable_101::Preferred=true|gender=masc|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True case=nom|gender=masc|num=pl|Sentiment::markable_99::Sentiment=True|Target::markable_101::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_99::Sentiment=True Sentiment::markable_99::Sentiment=True EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|pos=True|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::SubjectiveFact=false|EmoExpression::markable_102::Intensity=medium|EmoExpression::markable_102::Polarity=positive|Sentiment::markable_99::Sentiment=True _ case=nom|Target::markable_104::Preferred=true|Sentiment::markable_103::Polarity=negative|*=True|Target::markable_104::Anaphref=empty|num=pl|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Sentiment=True|Target::markable_104::Target=True EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium Sentiment::markable_103::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_103::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::EmoExpression=True _ case=dat|*=True|num=sg
323207416659447809	negative	win: In 2 Minuten Infostand heute älterem SPD-Wähler ne Unterschrift abgeschwatzt &amp; ihn dann überzeugt, sein MDB we ...	win: in 2 Minute Infostand heute alt SPD-Wähler eine Unterschrift abschwatzen &amp; er dann überzeugt, sein MDB we ...	VVFIN APPR CARD NN NN ADV ADJA NN ART NN VVPP $( PPER ADV NE PPOSAT NN NE $.	11/MO 11/MO 4/NK 2/NK 4/NK 11/MO 8/NK 11/DA 10/NK 11/OA 14/RE 11/-- 11/OA 15/MO 0/-- 17/NK 15/SB 17/NK 18/--	_ _ _ case=dat|gender=fem|num=pl case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg|comp=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=fem|num=sg EmoExpression::markable_104013601::Polarity=negative|EmoExpression::markable_104013601::EmoExpression=True|EmoExpression::markable_104013601::Uncertain=false|EmoExpression::markable_104013601::Intensity=medium|EmoExpression::markable_104013601::Sarcasm=false|EmoExpression::markable_104013601::SubjectiveFact=false pos=True case=acc|gender=masc|num=sg|pers=3 _ pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg _
320076628564774912	negative	Putin kommt nach Hannover und belegt 180 Zimmer im Maritim. Inklusive Scharfschützen auf den gegenüberliegenden Gebäuden. Ne ist klar.	Putin kommen nach Hannover und belegen 180 Zimmer in Maritim. inklusive Scharfschütze auf die gegenüberliegend Gebäuden. eine sein klar.	NN VVFIN APPR NE KON VVFIN CARD NN APPRART NN APPR NN APPR ART ADJA NN ART VAFIN ADJA	2/SB 0/-- 2/MO 3/NK 2/CD 5/CJ 8/NK 6/OA 6/MO 9/NK 0/-- 11/NK 11/MO 16/NK 16/NK 13/NK 18/SB 0/-- 18/SB	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=nom|EmoExpression::markable_104013602::Intensity=medium|gender=fem|EmoExpression::markable_104013602::SubjectiveFact=false|EmoExpression::markable_104013602::EmoExpression=True|EmoExpression::markable_104013602::Uncertain=false|num=sg|EmoExpression::markable_104013602::Sarcasm=false|EmoExpression::markable_104013602::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|EmoExpression::markable_104013602::EmoExpression=True case=acc|*=True|num=sg
337355895812005888	positive	%Link Wenn die Merkel jemandem das Vertrauen ausspricht heisst das in der Regel dass derjenige in Kürze seinen Hut nimmt!	%Link wenn die Merkel jemand die Vertrauen aussprechen heißen die in die Regel dass diejenige in Kürze sein Hut nimmt!	XY KOUS ART NE PIS ART NN VVFIN VVFIN PDS APPR ART NN KOUS PDS APPR NN PPOSAT NN ADJA	5/NK 8/CP 4/NK 8/SB 4/NK 7/NK 8/OA 9/MO 0/-- 9/SB 9/MO 13/NK 11/NK 20/MO 8/OA 20/MO 16/NK 19/NK 20/OA 9/OC	_ _ case=nom|Sentiment::markable_106::Intensity=medium|Sentiment::markable_106::Sarcasm=false|gender=fem|Sentiment::markable_106::Polarity=positive|Source::markable_107::Source=True|num=sg|Source::markable_107::Anaphref=empty|Sentiment::markable_106::Sentiment=True case=nom|gender=fem|Source::markable_107::Source=True|num=sg|Sentiment::markable_106::Sentiment=True case=dat|num=sg|Target::markable_108::Target=True|Sentiment::markable_106::Sentiment=True|gender=masc|Target::markable_108::Anaphref=empty|Target::markable_108::Preferred=true case=acc|EmoExpression::markable_109::Intensity=medium|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Uncertain=true|gender=neut|EmoExpression::markable_109::SubjectiveFact=false|num=sg|EmoExpression::markable_109::Sarcasm=false|Sentiment::markable_106::Sentiment=True|EmoExpression::markable_109::EmoExpression=True case=acc|gender=neut|EmoExpression::markable_109::EmoExpression=True|num=sg|Sentiment::markable_106::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_106::Sentiment=True|EmoExpression::markable_109::EmoExpression=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
333339363138236416	positive	Grüner Tee, erste Wahl für Ihre Gesundheit und Bestandteil Ihres täglichen gesunden Lebensstils.	Grüner Tee, erst Wahl für ihr Gesundheit und Bestandteil ihr täglich gesund Lebensstils.	NE NE ADJA NN APPR PPOSAT NN KON NN PPOSAT ADJA ADJA NN	2/PNC 4/SB 4/NK 0/-- 4/MNR 7/NK 5/NK 7/CD 8/CJ 13/NK 13/NK 13/NK 4/CJ	case=nom|Target::markable_111::Anaphref=empty|Sentiment::markable_110::Polarity=positive|*=True|Target::markable_111::Preferred=true|num=sg|Sentiment::markable_110::Intensity=medium|Target::markable_111::Target=True|Sentiment::markable_110::Sarcasm=false|Sentiment::markable_110::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_110::Sentiment=True|pos=True case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True Sentiment::markable_110::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_110::Sentiment=True case=acc|EmoExpression::markable_112::EmoExpression=True|gender=fem|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|EmoExpression::markable_112::Sarcasm=false|EmoExpression::markable_112::Uncertain=false|num=sg|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True|pos=True case=acc|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=masc|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Polarity=positive|num=sg|Sentiment::markable_110::Sentiment=True|EmoExpression::markable_113::Intensity=medium case=acc|gender=masc|num=sg|Sentiment::markable_110::Sentiment=True
322467551013638144	positive	Maradona macht in Venezuela Wahlkampf für Chavez-Günstling Maduro... Wär er doch nur lieber auf dem Rasen geblieben!	Maradona machen in Venezuela Wahlkampf für Chavez-Günstling Maduro... Wär er doch nur lieb auf die Rasen geblieben!	NE VVFIN APPR NE NN APPR NN NE NN PPER ADV ADV ADJD APPR ART NN ADJA	2/SB 0/-- 2/MO 3/NK 2/OA 5/MNR 6/NK 7/NK 0/-- 9/SB 9/MO 13/MO 9/PD 17/MO 16/NK 14/NK 13/CC	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pers=3 _ _ EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|comp=True|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
332242717868433408	positive	Kaum Protest gegen Schäuble an der Freien Universität [Online-Abo] %Link KULTimNETZ.	kaum Protest gegen Schäuble an die frei Universität [Online-Abo] %Link KULTimNETZ.	ADV NN APPR NE APPR ART ADJA NN ADJA XY NE	2/MO 0/-- 2/MNR 3/NK 4/MNR 8/NK 8/NK 5/NK 11/NK 0/-- 8/NK	Sentiment::markable_116::Sentiment=True|Negation::markable_118::Negation=True|Sentiment::markable_116::Sarcasm=false|Sentiment::markable_116::Intensity=medium|Sentiment::markable_116::Polarity=positive|Negation::markable_118::EmoExpressionRef=emo-expression:markable_117 case=nom|EmoExpression::markable_117::Intensity=medium|Sentiment::markable_116::Sentiment=True|EmoExpression::markable_117::EmoExpression=True|gender=masc|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Uncertain=false|num=sg|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false Sentiment::markable_116::Sentiment=True case=acc|Sentiment::markable_116::Sentiment=True|num=sg|Target::markable_119::Preferred=true|*=True|Target::markable_119::Anaphref=empty|Target::markable_119::Target=True Sentiment::markable_116::Sentiment=True case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg|pos=True case=dat|gender=fem|Sentiment::markable_116::Sentiment=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
332956621682663425	positive	Pankratius, Servatius, Bonifatius. Wann fordern die Grünen eigentlich die Frauenquote für die Eisheiligen ?? Ernsthaft.	Pankratius, Servatius, Bonifatius. wann fordern die Grüne eigentlich die Frauenquote für die Eisheilige ?? Ernsthaft.	NE NE NN PWAV VVFIN ART NN ADV ART NN APPR ART NN ADJA NN	2/PNC 3/NK 0/-- 5/MO 0/-- 7/NK 5/SB 5/MO 10/NK 5/OA 10/MNR 13/NK 11/NK 13/NK 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ mood=ind|EmoExpression::markable_104013604::EmoExpression=True|EmoExpression::markable_104013604::SubjectiveFact=false|pers=3|EmoExpression::markable_104013604::Sarcasm=false|num=pl|tense=pres|EmoExpression::markable_104013604::Polarity=positive|EmoExpression::markable_104013604::Uncertain=false|EmoExpression::markable_104013604::Intensity=medium case=nom|*=True|num=pl case=nom|*=True|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl|pos=True case=nom|gender=masc|num=sg
322923772061560832	neutral	Interview: "Wähler wissen nicht, wofür die SPD steht": Vor ihrem Wahlparteitag steckt die SPD im Stimmungstief...	Interview: "Wähler wissen nicht, wofür die SPD steht": vor ihr Wahlparteitag stecken die SPD in Stimmungstief...	ADJA NN VVFIN ADJA PWAV ART NE VVFIN APPR PPOSAT NN VVFIN ART NE APPRART NN	2/NK 3/SB 0/-- 3/SB 8/MO 7/NK 8/SB 12/MO 8/MO 11/NK 9/NK 3/RS 14/NK 12/SB 12/MO 15/NK	_ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pos=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
335174853743243266	negative	Bundestag - CDU und SPD wollen Babyklappen verbieten	Bundestag - CDU und SPD wollen Babyklappen verbieten	NN $( NE KON NE VMFIN NN VVFIN	0/-- 3/-- 6/SB 3/CD 4/CJ 0/-- 8/OA 6/OC	case=nom|gender=masc|num=sg _ case=nom|gender=fem|Sentiment::markable_120::Intensity=medium|Source::markable_121::Anaphref=empty|Sentiment::markable_120::Sentiment=True|Sentiment::markable_120::Sarcasm=false|num=sg|Sentiment::markable_120::Polarity=negative|Source::markable_121::Source=True Sentiment::markable_120::Sentiment=True case=nom|num=sg|Source::markable_122::Source=True|gender=fem|Source::markable_122::Anaphref=empty|Sentiment::markable_120::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_120::Sentiment=True case=acc|num=pl|Target::markable_125::Anaphref=empty|Target::markable_125::Preferred=true|Target::markable_125::Target=True|gender=fem|Sentiment::markable_120::Sentiment=True EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::Polarity=negative|EmoExpression::markable_124::SubjectiveFact=false|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Intensity=medium|Sentiment::markable_120::Sentiment=True
333713766413901824	positive	genau! Ich hab euch seit Offenbings nicht mehr so einig und flauschig erlebt! Genau DAS ist Piratenpartei. bpt131	genau! ich haben ihr seit Offenbings nicht mehr so einig und flauschig erlebt! Genau die sein Piratenpartei. bpt131	ADJD PPER VAIMP PPER APPR NN PTKNEG ADV ADV ADJD KON ADJD VVFIN ADV PDS VAFIN NE CARD	0/-- 13/SB 2/NK 13/DA 13/MO 5/NK 13/NG 7/MO 10/MO 13/MO 10/CD 11/CJ 0/-- 15/MO 16/SB 0/-- 16/SB 16/PD	_ case=nom|Sentiment::markable_126::Intensity=medium|Sentiment::markable_126::Sentiment=True|Source::markable_127::Source=True|*=True|pers=1|Sentiment::markable_126::Polarity=positive|num=sg|Sentiment::markable_126::Sarcasm=false|Source::markable_127::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_126::Sentiment=True case=dat|Sentiment::markable_126::Sentiment=True|Target::markable_128::Target=True|*=True|pers=2|Target::markable_128::Anaphref=markable_131|Target::markable_128::Preferred=true|num=pl Sentiment::markable_126::Sentiment=True case=gen|gender=masc|num=sg|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True EmoExpression::markable_129::Intensity=medium|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|EmoExpression::markable_129::Polarity=positive|pos=True|EmoExpression::markable_129::SubjectiveFact=false Sentiment::markable_126::Sentiment=True EmoExpression::markable_130::SubjectiveFact=false|EmoExpression::markable_130::Sarcasm=false|EmoExpression::markable_130::EmoExpression=True|pos=True|EmoExpression::markable_130::Intensity=medium|EmoExpression::markable_130::Polarity=positive|EmoExpression::markable_130::Uncertain=false|Sentiment::markable_126::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_126::Sentiment=True Sentiment::markable_126::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_126::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_126::Sentiment=True _
338064260661932032	neutral	Merkel könnte in jeder grossen Partei sein. Wäre die Mauer nicht gefallen, wäre sie heute in der SED.	Merkel können in jede groß Partei sein. sein die Mauer nicht gefallen, sein sie heute in die SED.	NE VMFIN APPR PIAT ADJA NN NE VAFIN ART NN PTKNEG ADJD VAFIN PPER ADV APPR ART NN	2/SB 0/-- 2/MO 6/NK 6/NK 3/NK 6/AG 13/MO 10/NK 8/SB 8/NG 8/PD 0/-- 13/SB 13/MO 13/MO 18/NK 16/NK	case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg *=True pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg
324661991132254208	positive	Bericht über Abstimmung im Bundestag und Interesse an eurer Sichtweise. Der Grundsatz der Neutralität bleibt also gewahrt.	Bericht über Abstimmung in Bundestag und Interesse an euer Sichtweise. die Grundsatz die Neutralität bleiben also gewahrt.	NN APPR NN APPRART NN KON NN APPR PPOSAT NN ART NN ART NN VVFIN ADV NE	0/-- 1/OP 2/NK 3/MNR 4/NK 5/CD 6/CJ 7/MNR 10/NK 8/NK 12/NK 15/SB 14/NK 12/AG 0/-- 15/MO 15/PD	case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|EmoExpression::markable_132::EmoExpression=True|gender=neut|num=sg|EmoExpression::markable_132::Polarity=positive|EmoExpression::markable_132::Intensity=medium|EmoExpression::markable_132::Uncertain=false|EmoExpression::markable_132::Sarcasm=false|EmoExpression::markable_132::SubjectiveFact=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_104013608::SubjectiveFact=false|gender=fem|EmoExpression::markable_104013608::Uncertain=true|EmoExpression::markable_104013608::Intensity=medium|num=sg|EmoExpression::markable_104013608::EmoExpression=True|EmoExpression::markable_104013608::Polarity=positive|EmoExpression::markable_104013608::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind _ case=nom|*=True|num=sg
335879661701709826	positive	"Sehen wir's positiv: Trotz Angela Merkel haben wir bisher 17 Punkte. (LH) esc2013"	"Sehen wir's positiv: trotz Angela Merkel haben wir bisher 17 Punkte. (LH) esc2013"	NN VVFIN ADJD APPR NE NE VAFIN PPER ADV CARD NN NN ADJA	2/SB 0/-- 2/MO 2/MO 6/PNC 4/NK 2/CJ 7/SB 10/MO 11/NK 7/OA 13/MO 0/--	Sentiment::markable_134::Sentiment=True EmoExpression::markable_133::Sarcasm=false|EmoExpression::markable_133::Uncertain=false|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::SubjectiveFact=false|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_133::Intensity=medium|EmoExpression::markable_133::EmoExpression=True Sentiment::markable_134::Sentiment=True|pos=True Sentiment::markable_134::Sentiment=True case=nom|gender=fem|Sentiment::markable_134::Sentiment=True|num=sg case=nom|gender=fem|Sentiment::markable_134::Sentiment=True|num=sg mood=ind|Target::markable_135::Preferred=true|Target::markable_135::Anaphref=empty|pers=1|num=pl|tense=pres|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True case=nom|pers=1|num=pl|Sentiment::markable_134::Sentiment=True|*=True|Target::markable_135::Target=True Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True gender=masc|*=True _ case=gen|gender=masc|num=pl|pos=True
323883934775652352	negative	sz: Angriff auf FDP-Nachwuchsorganisation: Hacker veröffentlichen Mitgliedesdaten der Jungen Liberalen %Link okru	sz: Angriff auf FDP-Nachwuchsorganisation: Hacker veröffentlichen Mitgliedesdaten die jung Liberale %Link okru	ADJA NN APPR ADJA NN VVFIN NN ART ADJA NN XY ADJA	2/NK 6/SB 2/MNR 5/NK 3/NK 0/-- 6/SB 10/NK 10/NK 7/AG 0/-- 6/MO	_ case=acc|EmoExpression::markable_104013609::SubjectiveFact=true|gender=masc|EmoExpression::markable_104013609::Uncertain=false|EmoExpression::markable_104013609::Intensity=medium|num=sg|EmoExpression::markable_104013609::Sarcasm=false|EmoExpression::markable_104013609::Polarity=negative|EmoExpression::markable_104013609::EmoExpression=True _ case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_104013610::Sarcasm=false|gender=masc|EmoExpression::markable_104013610::SubjectiveFact=true|EmoExpression::markable_104013610::Polarity=negative|EmoExpression::markable_104013610::EmoExpression=True|num=sg|EmoExpression::markable_104013610::Uncertain=true|EmoExpression::markable_104013610::Intensity=medium _ case=acc|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True
323186328990781440	neutral	das klingt mehr nach Steinbrueck als nach FDP	die klingen mehr nach Steinbrueck als nach FDP	PDS VVFIN ADV APPR NN KOKOM APPR NE	2/SB 0/-- 2/MO 2/MO 4/NK 7/CM 3/CC 7/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg
335534415402897408	neutral	Seehofer als Zeuge bei Gericht in Wien geladen: Ministerpräsident Horst Seehofer soll nach Informationen der "...	Seehofer als Zeuge bei Gericht in Wien geladen: Ministerpräsident Horst Seehofer sollen nach Information die "...	NE KOKOM NN APPR NN APPR NE ADJA NN NE NE VMFIN APPR NN ART NN	12/SB 1/CD 2/NK 3/MNR 4/NK 5/MNR 6/NK 9/NK 2/NK 11/PNC 9/NK 0/-- 12/MO 13/NK 16/NK 14/AG	case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg
325733307201495043	neutral	die Behauptung könnte man auch über die FDP-Wähler aufstellen.	die Behauptung können man auch über die FDP-Wähler aufstellen.	ART NN VMFIN PIS ADV APPR ART NN NE	2/NK 3/SB 0/-- 3/SB 6/MO 3/MO 8/NK 6/NK 8/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|*=True|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg
320063184033705984	mixed	Bei der Direktwahlfrage ist der Abstand zwischen Merkel und Steinbrück so gross wie noch nie. Das Duell Coolness gegen Profilneurose	bei die Direktwahlfrage sein die Abstand zwischen Merkel und Steinbrück so groß wie noch nie. die Duell Coolness gegen Profilneurose	APPR ART NN VAFIN ART NN APPR NE KON NN ADV ADJD KOKOM ADV NE ART NN NE APPR NN	4/MO 3/NK 1/NK 0/-- 6/NK 4/SB 6/MNR 7/NK 8/CD 9/CJ 12/MO 4/PD 14/CM 11/CC 14/CJ 17/NK 0/-- 17/AG 17/MNR 19/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg _ pos=True _ _ case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|EmoExpression::markable_104013612::Sarcasm=false|EmoExpression::markable_104013612::Uncertain=false|EmoExpression::markable_104013612::Intensity=weak|EmoExpression::markable_104013612::SubjectiveFact=false|*=True|num=sg|EmoExpression::markable_104013612::Polarity=positive|EmoExpression::markable_104013612::EmoExpression=True _ case=acc|EmoExpression::markable_104013613::EmoExpression=True|EmoExpression::markable_104013613::Uncertain=false|gender=fem|EmoExpression::markable_104013613::Sarcasm=false|EmoExpression::markable_104013613::Polarity=negative|num=sg|EmoExpression::markable_104013613::Intensity=medium|EmoExpression::markable_104013613::SubjectiveFact=false
338029348537905152	negative	Ein Undercover-Agent im Pelz der alten Tante SPD?	eine Undercover-Agent in Pelz die alt Tante SPD?	ART NN APPRART NN ART ADJA NN ADJA	2/NK 8/OA 2/MNR 3/NK 7/NK 7/NK 4/AG 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|EmoExpression::markable_104013614::EmoExpression=True|EmoExpression::markable_104013614::Uncertain=true|EmoExpression::markable_104013614::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013614::Polarity=negative|EmoExpression::markable_104013614::Intensity=medium|num=sg|EmoExpression::markable_104013614::Sarcasm=false case=dat|gender=masc|num=sg|EmoExpression::markable_104013614::EmoExpression=True case=gen|gender=fem|num=pl case=gen|EmoExpression::markable_104013615::EmoExpression=True|gender=fem|EmoExpression::markable_104013615::Polarity=negative|EmoExpression::markable_104013615::Sarcasm=false|pos=True|num=pl|EmoExpression::markable_104013615::SubjectiveFact=false|EmoExpression::markable_104013615::Uncertain=false|EmoExpression::markable_104013615::Intensity=medium case=gen|gender=fem|num=pl|EmoExpression::markable_104013615::EmoExpression=True case=gen|gender=fem|num=pl|pos=True
337657699028328448	neutral	ja, weil Syrien nicht in der EU oder Europa, weiss gerade nicht mehr welches von beiden, liegt..	ja, weil Syrien nicht in die EU oder Europa, wissen gerade nicht mehr welche von beiden, liegt..	VVFIN KOUS NE PTKNEG APPR ART NE KON NE VVFIN ADV PTKNEG ADV PIS APPR NE NE	10/MO 10/CP 10/SB 10/NG 10/MO 7/NK 5/NK 7/CD 8/CJ 0/-- 10/MO 10/NG 12/MO 15/AC 10/OP 17/PNC 15/NK	_ _ case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ _ _ case=acc|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
