381764388614836224	positive	das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht %PosSmiley	die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen %PosSmiley	PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP ITJ	2/SB 5/MO 2/MO 2/NK 0/-- 5/SB 6/NK 10/NK 10/NK 12/OA 12/MO 5/OC 12/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
358843338104913921	mixed	EU-Programmentwurf der GRÜNEN 1984: Menschliches Überleben u. Glück ist gefährdet durch Tabus und Sexualstrafgesetze	EU-Programmentwurf die grün @card@ menschlich Überleben um Glück sein gefährden durch Tabu und Sexualstrafgesetze	NN ART ADJA CARD ADJA NN APPR NN VAFIN VVPP APPR NN KON NN	9/SB 6/NK 6/NK 3/NK 6/NK 9/SB 6/MNR 7/NK 0/-- 9/PD 10/MO 11/NK 12/CD 13/CJ	case=nom|gender=masc|num=sg|Sentiment::markable_160::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_160::Sentiment=True case=nom|Source::markable_161::Anaphref=empty|num=sg|Sentiment::markable_160::Sentiment=True|gender=masc|Source::markable_161::Source=True Sentiment::markable_160::Sentiment=True case=nom|EmoExpression::markable_164::Polarity=positive|EmoExpression::markable_164::Sarcasm=false|gender=neut|pos=True|EmoExpression::markable_164::SubjectiveFact=false|num=sg|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium case=nom|gender=neut|num=sg|EmoExpression::markable_164::EmoExpression=True|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=dat|EmoExpression::markable_165::EmoExpression=True|gender=neut|EmoExpression::markable_165::Intensity=medium|EmoExpression::markable_165::Uncertain=false|EmoExpression::markable_165::Sarcasm=false|EmoExpression::markable_165::SubjectiveFact=false|EmoExpression::markable_165::Polarity=positive|num=sg|Sentiment::markable_160::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True Sentiment::markable_160::Sentiment=True case=acc|Target::markable_162::Target=True|EmoExpression::markable_10409982::Intensity=medium|Target::markable_162::Anaphref=empty|gender=neut|EmoExpression::markable_10409982::Sarcasm=false|EmoExpression::markable_10409982::EmoExpression=True|EmoExpression::markable_10409982::Polarity=negative|num=pl|Target::markable_162::Preferred=true|Sentiment::markable_160::Sentiment=True|EmoExpression::markable_10409982::SubjectiveFact=false|EmoExpression::markable_10409982::Uncertain=false Sentiment::markable_160::Sentiment=True case=acc|Target::markable_163::Anaphref=empty|num=pl|Sentiment::markable_160::Sentiment=True|Target::markable_163::Preferred=true|gender=neut|Target::markable_163::Target=True
364162407117361152	negative	Der FDP danken wir für diesen Aussenminister, der so farblos ist, dass er sogar ständig durch unsere Raster fällt! Prism Sei Dank!	die FDP danken wir für dies Aussenminister, die so farblos ist, dass er sogar ständig durch unser Raster fällt! Prism sein Dank!	ART NE VVFIN PPER APPR PDAT NN ART ADV ADJD VVFIN KOUS PPER ADV ADJD APPR PPOSAT NN ADJA NN VAFIN ADJD	2/NK 3/DA 0/-- 3/SB 3/MO 7/NK 5/NK 11/NK 10/MO 11/MO 3/CJ 19/CP 19/SB 19/MO 19/MO 19/MO 18/NK 16/NK 11/MO 21/SB 0/-- 21/PD	case=nom|Sentiment::markable_166::Sentiment=True|Sentiment::markable_166::Sarcasm=false|num=sg|Sentiment::markable_166::Polarity=negative|gender=masc|Sentiment::markable_166::Intensity=medium case=nom|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True pers=1|Sentiment::markable_166::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|Sentiment::markable_166::Sentiment=True|pers=1 Sentiment::markable_166::Sentiment=True case=acc|Sentiment::markable_166::Sentiment=True|num=sg|Target::markable_167::Anaphref=empty|gender=masc|Target::markable_167::Target=True|Target::markable_167::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True EmoExpression::markable_168::SubjectiveFact=false|EmoExpression::markable_168::Sarcasm=false|EmoExpression::markable_168::EmoExpression=True|pos=True|EmoExpression::markable_168::Polarity=negative|Sentiment::markable_166::Sentiment=True|EmoExpression::markable_168::Intensity=medium|EmoExpression::markable_168::Uncertain=false Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_166::Sentiment=True|pers=3 Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True|pos=True Sentiment::markable_166::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_166::Sentiment=True Sentiment::markable_166::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
370885546475671552	negative	Und hier eine weitere Hier wirst du verarscht! Doppelpass Optionszwang btw13...	und hier eine weit hier werden du verarscht! Doppelpass Optionszwang btw13...	KON ADV ART ADJA ADV VAFIN PPER ADJA NN NN ADJA	6/JU 5/MO 4/NK 5/NK 6/MO 0/-- 6/SB 6/MO 11/MO 9/NK 0/--	Sentiment::markable_169::Sentiment=True|Sentiment::markable_169::Polarity=negative|Sentiment::markable_169::Intensity=medium|Sentiment::markable_169::Sarcasm=false Sentiment::markable_169::Sentiment=True case=nom|Target::markable_170::Preferred=true|num=sg|Target::markable_170::Anaphref=empty|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True case=nom|num=sg|comp=True|gender=fem|Target::markable_170::Target=True|Sentiment::markable_169::Sentiment=True Sentiment::markable_172::Sentiment=True pers=2|Sentiment::markable_172::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Target::markable_175::Anaphref=markable_173|Target::markable_175::Target=True|Sentiment::markable_172::Sentiment=True|*=True|pers=2|num=sg|Target::markable_175::Preferred=true case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_172::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
354122677318983680	neutral	"Partei ohne Plan" Die Absage der IBA 2020 steht in der Tradition des Berliner SPD-Städtebaus.	"Partei ohne Plan" die Absage die IBA 2020 stehen in die Tradition die Berliner SPD-Städtebaus.	NN APPR NN ART NN ART NN CARD VVFIN APPR ART NN ART ADJA NN	9/CJ 1/MNR 2/NK 5/NK 9/SB 7/NK 5/AG 7/NK 0/-- 9/MO 12/NK 10/NK 15/NK 15/NK 12/AG	case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=masc|num=sg *=True|pos=True case=gen|gender=masc|num=sg
368403765009055744	positive	By the way: Die AFD- Plakate hier sind ja selten dämlich: "Mut zur Wahrheit" tolle Nullaussage	by the way: die AFD- Plakat hier sein ja selten dämlich: "Mut zu Wahrheit" toll Nullaussage	FM FM NE ART TRUNC NN ADV VAFIN ADV ADJD ADJA NN APPRART ADJA ADJA NN	3/PNC 3/PNC 8/DA 6/NK 6/NK 8/SB 6/MNR 0/-- 12/MO 11/MO 12/NK 8/SB 12/MNR 13/NK 16/NK 0/--	_ _ _ case=acc|Target::markable_177::Target=True|gender=fem|Sentiment::markable_176::Polarity=positive|num=sg|Sentiment::markable_176::Intensity=medium|Target::markable_177::Anaphref=empty|Sentiment::markable_176::Sarcasm=false|Sentiment::markable_176::Sentiment=True|Target::markable_177::Preferred=true Sentiment::markable_176::Sentiment=True|Target::markable_177::Target=True case=acc|gender=neut|num=pl|Sentiment::markable_176::Sentiment=True|Target::markable_177::Target=True Sentiment::markable_176::Sentiment=True pers=3|Sentiment::markable_176::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_176::Sentiment=True Diminisher::markable_179::EmoExpressionRef=emo-expression:markable_178|Diminisher::markable_179::Degree=strong|Sentiment::markable_176::Sentiment=True|pos=True|Diminisher::markable_179::Diminisher=True case=nom|Sentiment::markable_180::Polarity=positive|Target::markable_181::Target=True|Sentiment::markable_180::Sarcasm=false|*=True|pos=True|Sentiment::markable_180::Intensity=strong|num=pl|Sentiment::markable_180::Sentiment=True|Target::markable_181::Anaphref=empty|Target::markable_181::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_180::Sentiment=True|Target::markable_181::Target=True case=nom|Intensifier::markable_183::Degree=medium|Intensifier::markable_183::Intensifier=True|gender=fem|pos=True|num=sg|Sentiment::markable_180::Sentiment=True|Intensifier::markable_183::EmoExpressionRef=emo-expression:markable_182 case=nom|EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Polarity=negative|gender=fem|EmoExpression::markable_182::Intensity=medium|num=sg|Sentiment::markable_180::Sentiment=True|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::EmoExpression=True
378071540031438848	neutral	PC Spiel | Schlag den Raab 2 Das PartySpiel | DEUTSCH NEU & OVP: EUR 7,77 (0 Gebote)Angebotsende: Freitag Sep...	PC Spiel | Schlag die Raab 2 die PartySpiel | deutsch neu & OVP: EUR @card@ (0 Gebote)Angebotsende: Freitag Sep...	NN NN XY NN ART NE CARD ART NN XY ADJD ADJD KON ADJD NN CARD CARD ADJA NN NE	0/-- 6/PNC 6/PNC 6/PNC 6/NK 1/NK 6/NK 9/NK 6/CJ 9/NK 12/MO 9/PD 6/CD 17/MO 17/OA 17/NMC 19/NK 19/NK 13/CJ 19/NK	_ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg *=True pos=True _ _ pos=True case=acc|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
364721280236273665	negative	"Veggieday - FDP-Politiker Lindemann greift zu Nazi-Vergleich %Link Terror auf dem Teller ironie	"Veggieday - FDP-Politiker Lindemann greifen zu Nazi-Vergleich %Link Terror auf die Teller Ironie	NN $( NN NE VVFIN APPR NN XY NN APPR ART NN NN	0/-- 3/-- 5/SB 3/NK 0/-- 5/MO 6/NK 7/NK 5/OA 9/MNR 12/NK 10/NK 5/OA	_ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_10409984::Uncertain=false|gender=masc|EmoExpression::markable_10409984::EmoExpression=True|EmoExpression::markable_10409984::SubjectiveFact=false|num=sg|EmoExpression::markable_10409984::Intensity=medium|EmoExpression::markable_10409984::Polarity=negative|EmoExpression::markable_10409984::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=fem|num=sg
350591400024342530	negative	Guardiola und Sammer - Die Glatzen übernehmen die Macht beim FCBayern. Wo bleibt der Protest von Grünen und SPD?	Guardiola und Sammer - die Glatze übernehmen die Macht bei FCBayern. wo bleiben die Protest von Grüne und SPD?	NE KON NN $( ART NN VVFIN ART NN APPRART NN PWAV VVFIN ART NN APPR NN KON ADJA	0/-- 1/CD 2/CJ 5/-- 6/NK 7/SB 0/-- 9/NK 7/OA 7/MO 10/NK 13/MO 0/-- 15/NK 13/SB 15/PG 16/NK 17/CD 18/CJ	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_185::Polarity=negative|EmoExpression::markable_185::SubjectiveFact=false|EmoExpression::markable_185::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_185::Intensity=medium|EmoExpression::markable_185::Sarcasm=false|EmoExpression::markable_185::Uncertain=false _ case=dat|*=True|num=pl _ case=dat|*=True|num=pl|pos=True
380801220921016320	negative	Die "Nichtwählerin" hört sich wahrscheinlich auch gerne reden ohne was zu sagen. Ironischerweise wäre die perfekt für die Politik. illner	die "Nichtwählerin" hören sich wahrscheinlich auch gerne reden ohne was zu sagen. ironischerweise sein die perfekt für die Politik. illner	ART NN VVFIN PRF ADJD ADV ADV VVFIN APPR PIS APPR NE ADV VAFIN ART ADJD APPR ART ADJA NN	2/NK 3/SB 0/-- 3/OA 3/MO 7/MO 8/MO 3/CJ 11/MO 9/NK 8/MNR 11/NK 14/MO 0/-- 14/SB 14/PD 16/MO 20/NK 20/NK 17/NK	case=nom|Sentiment::markable_186::Sarcasm=true|Target::markable_187::Anaphref=empty|Sentiment::markable_186::Polarity=negative|gender=fem|Target::markable_187::Preferred=true|num=sg|Sentiment::markable_186::Intensity=medium|Target::markable_187::Target=True|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|mood=ind|EmoExpression::markable_10409985::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_10409985::Intensity=medium|EmoExpression::markable_10409985::Sarcasm=false|EmoExpression::markable_10409985::Uncertain=false|EmoExpression::markable_10409985::Polarity=negative|Sentiment::markable_186::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_186::Sentiment=True|EmoExpression::markable_10409985::EmoExpression=True pos=True|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409985::EmoExpression=True|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|EmoExpression::markable_10409986::SubjectiveFact=false|EmoExpression::markable_10409986::Intensity=medium|EmoExpression::markable_10409986::Polarity=negative|Sentiment::markable_186::Sentiment=True|EmoExpression::markable_10409986::Uncertain=false|EmoExpression::markable_10409986::Sarcasm=false case=acc|gender=neut|EmoExpression::markable_10409986::EmoExpression=True|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_10409986::EmoExpression=True|Sentiment::markable_186::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True pers=3|num=sg|tense=past|mood=subj|Sentiment::markable_186::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True EmoExpression::markable_188::EmoExpression=True|EmoExpression::markable_188::SubjectiveFact=false|EmoExpression::markable_188::Sarcasm=false|EmoExpression::markable_188::Uncertain=false|pos=True|EmoExpression::markable_188::Polarity=positive|EmoExpression::markable_188::Intensity=medium|Sentiment::markable_186::Sentiment=True Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_186::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_186::Sentiment=True
359990870604394498	negative	gruene & spd sind keine Alternative für die Wähler! Zusammen 34%! Abgestraft, weil sie Opposition verweigerten!...	gruene & spd sein keine Alternative für die Wähler! zusammen 34%! Abgestraft, weil sie Opposition verweigerten!...	ADJA KON ADJA VAFIN PIAT NN APPR ART NN ADV ADJA NN KOUS PPER NN ADJA	4/SB 1/CD 2/CJ 0/-- 6/NK 4/PD 6/MNR 9/NK 7/NK 11/MO 0/-- 16/MO 16/CP 16/SB 16/OA 0/--	case=nom|Target::markable_190::Target=True|Sentiment::markable_189::Sentiment=True|gender=masc|pos=True|Target::markable_190::Preferred=true|num=pl|Source::markable_195::Source=True|Target::markable_190::Anaphref=empty|Source::markable_195::Anaphref=empty Sentiment::markable_189::Sentiment=True Target::markable_191::Preferred=true|Sentiment::markable_189::Sentiment=True|Target::markable_191::Target=True|Source::markable_195::Source=True|Source::markable_195::Anaphref=empty|Target::markable_191::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_189::Sentiment=True case=nom|Negation::markable_193::EmoExpressionRef=emo-expression:markable_192|num=sg|Sentiment::markable_189::Sentiment=True|Negation::markable_193::Negation=True|gender=fem case=nom|EmoExpression::markable_192::Intensity=medium|EmoExpression::markable_192::Polarity=positive|Sentiment::markable_189::Sentiment=True|EmoExpression::markable_192::Uncertain=false|gender=fem|EmoExpression::markable_192::SubjectiveFact=false|num=sg|EmoExpression::markable_192::Sarcasm=false|EmoExpression::markable_192::EmoExpression=True Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_189::Sentiment=True _ _ case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_195::Sarcasm=false|Sentiment::markable_195::Polarity=negative|Source::markable_196::Anaphref=markable_199|*=True|pers=3|num=pl|Source::markable_196::Source=True|Sentiment::markable_195::Intensity=medium|Sentiment::markable_195::Sentiment=True case=acc|num=sg|Target::markable_197::Preferred=true|gender=fem|Sentiment::markable_195::Sentiment=True|Target::markable_197::Anaphref=empty|Target::markable_197::Target=True case=acc|gender=fem|num=sg|pos=True
376981379545718784	neutral	Und was ist nochmal ein Leistungsträger für CDU SPD FDP Grüne? Wie definieren die Leistung? Wieso antwortet von denen keiner...	und was sein nochmal eine Leistungsträger für CDU SPD FDP Grüne? wie definieren die Leistung? wieso antworten von die keiner...	KON PIS VAFIN ADV ART NN APPR NE NE NE NN KOKOM VVFIN ART NN PWAV VVFIN APPR PDS ADJA	3/JU 3/SB 0/-- 3/MO 6/NK 3/PD 6/MNR 7/NK 10/PNC 8/NK 3/PD 13/MO 0/-- 15/NK 13/OA 17/MO 0/-- 17/MO 18/NK 18/NK	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl case=nom|*=True|num=pl _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True
356738471186018304	positive	Rainer Deppe und Josef Hovenjürgen zu Bergbau-Sondermüll: Umweltminister Remmel muss für Aufklärung sorgen	Rainer Deppe und Josef Hovenjürgen zu Bergbau-Sondermüll: Umweltminister Remmel müssen für Aufklärung sorgen	NE NE KON NE NE APPR NN NN NN VMFIN APPR NN VVFIN	2/PNC 10/SB 2/CD 5/PNC 3/CJ 8/MO 6/NK 5/PAR 8/NK 0/-- 13/OP 11/NK 10/OC	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=acc|EmoExpression::markable_10409987::Sarcasm=false|gender=fem|EmoExpression::markable_10409987::EmoExpression=True|num=sg|EmoExpression::markable_10409987::Uncertain=false|EmoExpression::markable_10409987::SubjectiveFact=false|EmoExpression::markable_10409987::Polarity=positive|EmoExpression::markable_10409987::Intensity=medium _
370594419948257280	negative	Euro-Rettung: Deutschland ruiniert sich Klare Worte von Richard Sulík ZEIT ONLINE AfD+ Euro BTW13...	Euro-Rettung: Deutschland ruinieren sich klar Wort von Richard Sulík zeit ONLINE AfD+ Euro BTW13...	NN NE VVFIN PRF ADJA NN APPR NE NE APPR NE ADJA NN NN	3/SB 1/NK 0/-- 3/OA 6/NK 3/OA 6/PG 9/PNC 7/NK 3/MO 12/ADC 13/NK 10/NK 13/PNC	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_202::Polarity=negative|Target::markable_203::Target=True|Sentiment::markable_202::Intensity=medium|gender=neut|Target::markable_203::Anaphref=empty|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=sg|Target::markable_203::Preferred=true EmoExpression::markable_204::SubjectiveFact=false|mood=ind|EmoExpression::markable_204::EmoExpression=True|EmoExpression::markable_204::Intensity=medium|EmoExpression::markable_204::Uncertain=false|EmoExpression::markable_204::Sarcasm=false|pers=3|EmoExpression::markable_204::Polarity=negative|num=sg|tense=pres|Sentiment::markable_202::Sentiment=True case=acc|pers=3|num=sg|Sentiment::markable_202::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_202::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_202::Sentiment=True Sentiment::markable_202::Sentiment=True case=nom|num=sg|Source::markable_205::Source=True|gender=masc|Source::markable_205::Anaphref=empty|Sentiment::markable_202::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_202::Sentiment=True|Source::markable_205::Source=True case=dat|gender=masc|num=sg *=True *=True *=True *=True
347363534184800256	positive	chef der jungen liberalen lasse becker will rentenalter auf 75 erhöhen. welt online	Chef die jung liberal laß becker wollen rentenalter auf 75 erhöhen. welt online	NN ART ADJA ADJA ADJA NN VMFIN ADJD APPR CARD NE ADJA ADJA	7/SB 6/NK 6/NK 6/NK 6/NK 1/AG 0/-- 7/MO 12/MO 11/NK 9/NK 7/OC 12/MO	case=nom|Sentiment::markable_206::Polarity=positive|Source::markable_207::Source=True|gender=masc|Sentiment::markable_206::Sentiment=True|Source::markable_207::Anaphref=empty|Sentiment::markable_206::Sarcasm=false|Sentiment::markable_206::Intensity=medium|num=sg case=gen|gender=fem|Sentiment::markable_206::Sentiment=True|num=sg|Source::markable_207::Source=True case=gen|num=sg|Source::markable_207::Source=True|gender=fem|Sentiment::markable_206::Sentiment=True|pos=True case=gen|num=sg|Source::markable_207::Source=True|gender=fem|Sentiment::markable_206::Sentiment=True|pos=True pers=3|num=sg|tense=pres|mood=subj|Source::markable_207::Source=True|Sentiment::markable_206::Sentiment=True case=nom|gender=masc|Sentiment::markable_206::Sentiment=True|num=sg|Source::markable_207::Source=True EmoExpression::markable_208::Intensity=medium|EmoExpression::markable_208::SubjectiveFact=false|mood=ind|Sentiment::markable_206::Sentiment=True|EmoExpression::markable_208::Polarity=positive|pers=3|EmoExpression::markable_208::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_208::EmoExpression=True|EmoExpression::markable_208::Sarcasm=false case=nom|Target::markable_209::Target=True|gender=masc|Sentiment::markable_206::Sentiment=True|pos=True|num=sg|Target::markable_209::Anaphref=empty|Target::markable_209::Preferred=true Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_206::Sentiment=True|Target::markable_209::Target=True case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _
374589708040687616	neutral	Na, wenn die %User erfährt, dass sie mit jemandem von der AfD aufm Podium sitzt, sagt sie sicher ab....	Na, wenn die %User erfährt, dass sie mit jemand von die AfD aufm Podium sitzt, sagen sie sicher ab....	NE KOUS ART NE VVFIN KOUS PPER APPR PIS APPR ART NN NE NN NE VVFIN PPER ADJD ADJA	14/NK 5/CP 4/NK 5/SB 14/MO 10/CP 10/SB 10/MO 8/NK 14/SBP 12/NK 10/NK 12/NK 16/SB 14/NK 0/-- 16/SB 19/MO 16/MO	_ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind _ case=nom|*=True|num=pl|pers=3 _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 pos=True _
366157569347158016	positive	Ohne Armut nur halb so sexy fdp ehrlichewahl	ohne Armut nur halb so sexy fdp ehrlichewahl	APPR NN ADV ADJD ADV ADJD NN ADJA	6/MO 1/NK 4/MO 5/MO 6/MO 8/MO 8/OA 0/--	_ case=acc|gender=fem|num=sg _ Diminisher::markable_212::Degree=medium|Diminisher::markable_212::Diminisher=True|pos=True|Diminisher::markable_212::EmoExpressionRef=emo-expression:markable_210 Intensifier::markable_211::Degree=medium|Intensifier::markable_211::Intensifier=True|Intensifier::markable_211::EmoExpressionRef=emo-expression:markable_210 EmoExpression::markable_210::Sarcasm=false|EmoExpression::markable_210::Uncertain=false|EmoExpression::markable_210::Polarity=positive|EmoExpression::markable_210::EmoExpression=True|EmoExpression::markable_210::SubjectiveFact=false|pos=True|EmoExpression::markable_210::Intensity=medium _ _
378860298889084928	negative	%Link de "Wir haben zu Frau Merkel eindeutig kein Vertrauen" - DIE WELT	%Link de "Wir haben zu Frau Merkel eindeutig keine Vertrauen" - die WELT	XY NE NN VAFIN APPR NN NE ADJD PIAT NN $( ART NE	3/PNC 3/PNC 4/OA 0/-- 4/MO 5/NK 6/NK 9/MO 10/NK 4/OA 12/-- 13/NK 0/--	*=True *=True case=acc|Sentiment::markable_213::Polarity=negative|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|gender=neut|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|num=sg pers=3|Sentiment::markable_213::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_213::Sentiment=True case=dat|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True|gender=neut|Target::markable_215::Preferred=true|Target::markable_215::Anaphref=empty case=dat|gender=neut|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True Intensifier::markable_218::Degree=medium|Intensifier::markable_218::Intensifier=True|Sentiment::markable_213::Sentiment=True|pos=True|Intensifier::markable_218::EmoExpressionRef=emo-expression:markable_216 case=acc|num=sg|Sentiment::markable_213::Sentiment=True|Negation::markable_217::Negation=True|gender=neut|Negation::markable_217::EmoExpressionRef=emo-expression:markable_216 case=acc|gender=neut|num=sg _ *=True *=True
