375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
360357179183726592	neutral	Betarix von Storch hat recht CDU- SPD- FDP- und GRÜNE- werden am 22.09. ihr BlauesWunder erleben. AfD+	Betarix von Storch haben recht CDU- SPD- FDP- und Grüne- werden an @card@ ihr BlauesWunder erleben. AfD+	NN APPR NN VAFIN ADJD TRUNC TRUNC TRUNC KON TRUNC VAFIN APPRART CARD PPOSAT NN NE NE	4/SB 1/PG 2/NK 0/-- 4/OA 7/CJ 8/CJ 9/CJ 10/CD 5/MO 4/CJ 9/CJ 12/NK 15/NK 11/SB 15/NK 0/--	case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ _ pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg
381376287085842432	negative	politik der lügen: löcher in strasse :infrastruktur kaputt: erfolgreiche wirtschaft von merkel: deshalb NULL STIMME für cdu, csu & fdp	Politik die lügen: löchern in strasse :infrastruktur kaputt: erfolgreich Wirtschaft von merkel: deshalb null stimmen für cdu, csu & fdp	NN ART ADJA VVIMP APPR ADJA NN ADJA ADJA NN APPR ADJA PAV CARD VVFIN APPR ADJA NN KON NN	15/SB 10/NK 10/NK 10/NK 8/MO 7/NK 5/NK 10/NK 10/NK 1/AG 10/PG 13/NK 11/NK 13/NK 0/-- 15/MO 18/NK 16/NK 18/CD 19/CJ	case=nom|Target::markable_100500141::Preferred=true|Target::markable_100500141::Target=True|gender=fem|Sentiment::markable_100500140::Intensity=medium|Target::markable_100500141::Anaphref=empty|Sentiment::markable_100500140::Sentiment=True|num=sg|Sentiment::markable_100500140::Sarcasm=false|Sentiment::markable_100500140::Polarity=negative case=gen|gender=fem|num=sg|Target::markable_100500141::Target=True|Sentiment::markable_100500140::Sentiment=True case=gen|gender=fem|num=sg Target::markable_100500144::Preferred=true|Target::markable_100500144::Anaphref=empty|Sentiment::markable_100500143::Intensity=medium|Sentiment::markable_100500143::Sarcasm=false|Sentiment::markable_100500143::Sentiment=True|Sentiment::markable_100500143::Polarity=negative|Target::markable_100500144::Target=True Sentiment::markable_100500143::Sentiment=True|Target::markable_100500144::Target=True case=nom|Sentiment::markable_100500145::Sarcasm=false|Sentiment::markable_100500145::Polarity=negative|gender=fem|Sentiment::markable_100500145::Intensity=medium|pos=True|Target::markable_100500146::Anaphref=empty|Sentiment::markable_100500145::Sentiment=True|num=sg|Target::markable_100500146::Target=True|Target::markable_100500146::Preferred=true case=nom|EmoExpression::markable_100500147::SubjectiveFact=false|EmoExpression::markable_100500147::Intensity=medium|gender=fem|EmoExpression::markable_100500147::Sarcasm=false|Sentiment::markable_100500145::Sentiment=True|num=sg|EmoExpression::markable_100500147::Polarity=negative|EmoExpression::markable_100500147::EmoExpression=True|EmoExpression::markable_100500147::Uncertain=false case=nom|gender=fem|num=sg|pos=True case=nom|EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::EmoExpression=True|Sentiment::markable_57::Sarcasm=true|gender=fem|Sentiment::markable_57::Polarity=negative|pos=True|EmoExpression::markable_59::Sarcasm=true|num=sg|EmoExpression::markable_59::Intensity=medium|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::Uncertain=false case=nom|Target::markable_58::Target=True|num=sg|Target::markable_58::Anaphref=empty|Target::markable_58::Preferred=true|gender=fem|Sentiment::markable_57::Sentiment=True Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True case=dat|gender=neut|num=pl|pos=True _ EmoExpression::markable_100500149::SubjectiveFact=false|Sentiment::markable_100500148::Sentiment=True|Sentiment::markable_100500148::Sarcasm=false|Sentiment::markable_100500148::Intensity=medium|EmoExpression::markable_100500149::Uncertain=false|EmoExpression::markable_100500149::Intensity=medium|Sentiment::markable_100500148::Polarity=negative|EmoExpression::markable_100500149::Polarity=negative|EmoExpression::markable_100500149::EmoExpression=True|EmoExpression::markable_100500149::Sarcasm=false pers=3|Sentiment::markable_100500148::Sentiment=True|num=sg|tense=past|mood=ind Sentiment::markable_100500148::Sentiment=True case=acc|*=True|num=sg|Sentiment::markable_100500148::Sentiment=True Sentiment::markable_100500148::Sentiment=True|Target::markable_100500151::Preferred=true|Target::markable_100500151::Anaphref=empty|Target::markable_100500151::Target=True Sentiment::markable_100500148::Sentiment=True Sentiment::markable_100500148::Sentiment=True|Target::markable_100500152::Anaphref=empty|Target::markable_100500152::Target=True|Target::markable_100500152::Preferred=true
378239063137865728	positive	Schöne Grüsse von der FDP, am 22.09. ist Bundestagswahl:...	schön Gruß von die FDP, an @card@ sein Bundestagswahl:...	ADJA NN APPR ART NE APPRART CARD VAFIN NN	2/NK 8/PD 2/PG 5/NK 3/NK 2/OP 6/NK 0/-- 8/PD	case=nom|EmoExpression::markable_104010179::Uncertain=false|EmoExpression::markable_104010179::Polarity=positive|EmoExpression::markable_104010179::Sarcasm=false|gender=neut|pos=True|num=pl|EmoExpression::markable_104010179::Intensity=medium|EmoExpression::markable_104010179::SubjectiveFact=false|EmoExpression::markable_104010179::EmoExpression=True case=nom|gender=neut|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg
376231638633820160	neutral	PS: Dem NSU UA Bericht war die Leerstelle Gender auch keine Zeile wert. Nur die FDP (! ) macht es in ihrem Sondervotum zum Thema!	PS: die NSU UA Bericht sein die Leerstelle Gender auch keine Zeile wert. nur die FDP (! ) machen es in ihr Sondervotum zu Thema!	NN ART NE ADJA NN VAFIN ART NN NN ADV PIAT NN NE ADV ART NE NN $( VVFIN PPER APPR PPOSAT NN APPRART NN	5/AG 3/NK 1/NK 5/NK 6/SB 0/-- 8/NK 6/SB 6/PD 12/MO 12/NK 9/AG 12/NK 16/MO 16/NK 17/NK 0/-- 19/-- 0/-- 19/OA 19/MO 23/NK 21/NK 23/MNR 24/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg
359618338382553090	neutral	xkeyscore überführt Regierung, BND und BfV der Lüge. Bitte zieh die Reissleine Deutschland! %Link pr...	xkeyscore überführen Regierung, BND und BfV die Lüge. Bitte zeihen die Reissleine Deutschland! %Link pr...	NN VVFIN NE NE KON NE ART NN ADV VVFIN ART NN ADJA XY ADJA	2/SB 0/-- 4/PNC 2/SB 4/CD 5/CJ 8/NK 2/OA 10/MO 0/-- 12/NK 10/SB 10/MO 0/-- 0/--	case=nom|gender=neut|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ pos=True
381027387418230785	negative	Die Pädophilie-Debatte verfolgt die Grünen weiter: Volker Beck soll die Öffentlichkeit getäuscht haben...	die Pädophilie-Debatte verfolgen die Grüne weiter: Volker Beck sollen die Öffentlichkeit täuschen haben...	ART NN VVFIN ART NN VVFIN NE NE VMFIN ART NN VVPP ADJA	2/NK 3/SB 0/-- 5/NK 6/OA 3/CJ 8/PNC 6/SB 6/OC 11/NK 9/SB 13/MO 9/OC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg EmoExpression::markable_104010182::Sarcasm=false|EmoExpression::markable_104010182::Polarity=negative|EmoExpression::markable_104010182::EmoExpression=True|EmoExpression::markable_104010182::Uncertain=false|EmoExpression::markable_104010182::Intensity=medium|EmoExpression::markable_104010182::SubjectiveFact=false pers=1|num=pl|tense=pres|mood=ind
381068485625118720	positive	Über den Euro wird bei der btw auffallend wenig diskutiert. Nur die AfD+ müht sich redlich, aber so richtig......	über die Euro werden bei die btw auffallend wenige diskutiert. nur die AfD+ müht sich redlich, aber so richtig......	APPR ART NN VAFIN APPR ART ADJA ADJD PIAT NN ADV ART NN VVFIN PRF ADV ADV ADV ADJA	7/OP 3/NK 1/NK 0/-- 9/MO 7/NK 5/NK 9/MO 10/NK 4/SB 13/MO 13/NK 14/SB 0/-- 14/OA 14/MO 14/MO 19/MO 14/MO	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pos=True *=True *=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_104010183::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_104010183::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_104010183::Sarcasm=false|EmoExpression::markable_104010183::Polarity=positive|EmoExpression::markable_104010183::Uncertain=false|EmoExpression::markable_104010183::Intensity=medium case=acc|pers=3|EmoExpression::markable_104010183::EmoExpression=True|num=sg pos=True _ _ pos=True
374973014603210752	positive	Wie geht's Deutschland auf %User gefällt mir mal sehr gut! Gibt es dazu auch einen offiziellen Hashtag?	wie gehen Deutschland auf %User gefallen ich mal sehr gut! geben es dazu auch eine offiziell Hashtag?	KOKOM VVFIN NE APPR NE VVFIN PPER ADV ADV ADJD VVFIN PPER PAV ADV ART ADJA NN	2/MO 6/MO 2/SB 2/OP 4/NK 0/-- 6/DA 6/MO 10/MO 6/MO 0/-- 11/EP 17/NK 17/MO 17/NK 17/NK 11/OA	Target::markable_61::Target=True|Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|Target::markable_61::Anaphref=empty|Sentiment::markable_60::Polarity=positive|Target::markable_61::Preferred=true|Sentiment::markable_60::Sentiment=True Target::markable_61::Target=True|Sentiment::markable_60::Sentiment=True|pos=True case=nom|gender=neut|num=sg|Target::markable_61::Target=True|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_60::Sentiment=True EmoExpression::markable_65::Uncertain=false|mood=ind|EmoExpression::markable_65::Intensity=medium|EmoExpression::markable_65::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_65::Sarcasm=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::SubjectiveFact=false case=dat|pers=1|num=sg|Source::markable_62::Source=True|Sentiment::markable_60::Sentiment=True|*=True|Source::markable_62::Anaphref=empty Sentiment::markable_60::Sentiment=True Intensifier::markable_64::EmoExpressionRef=emo-expression:markable_63|Sentiment::markable_60::Sentiment=True|Intensifier::markable_64::Degree=medium|Intensifier::markable_64::Intensifier=True Sentiment::markable_60::Sentiment=True|pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg
351039930773942275	positive	FREIE WÄHLER kritisieren Draghi / Aiwanger: Mit EZB-Chef Draghi wurde der Bock zum Gärtner... %Link Bundespresseportal	frei Wähler kritisieren Draghi / Aiwanger: mit EZB-Chef Draghi werden die Bock zu Gärtner... %Link Bundespresseportal	ADJA NN VVFIN NE $( NE APPR NN NE VAFIN ART NN APPRART NN XY NN	2/NK 3/SB 0/-- 3/OA 4/-- 3/OA 3/MO 7/NK 8/NK 3/CJ 12/NK 10/SB 10/MO 13/NK 14/NK 0/--	Sentiment::markable_100500136::Sentiment=True|Source::markable_100500137::Anaphref=empty|Sentiment::markable_100500136::Polarity=positive|Sentiment::markable_100500136::Intensity=medium|Source::markable_100500137::Source=True|Sentiment::markable_100500136::Sarcasm=false case=nom|gender=masc|num=pl|Sentiment::markable_100500136::Sentiment=True|Source::markable_100500137::Source=True Sentiment::markable_100500136::Sentiment=True|EmoExpression::markable_100500138::Polarity=negative|mood=ind|EmoExpression::markable_100500138::EmoExpression=True|pers=3|num=pl|tense=pres|EmoExpression::markable_100500138::Uncertain=false|EmoExpression::markable_100500138::Intensity=medium|EmoExpression::markable_100500138::Sarcasm=false|EmoExpression::markable_100500138::SubjectiveFact=false case=acc|Sentiment::markable_100500136::Sentiment=True|num=sg|Target::markable_100500139::Anaphref=empty|gender=masc|Target::markable_100500139::Target=True|Target::markable_100500139::Preferred=true Sentiment::markable_100500136::Sentiment=True|Target::markable_100500139::Target=True case=acc|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg
364479523469139968	neutral	Steht überraschenderweise auch genau so im grünen Wahlprogramm: %Link, S. 164 unten	stehen überraschenderweise auch genau so in grün Wahlprogramm: %Link, S. @card@ unten	VVFIN ADV ADV ADJD ADV APPRART ADJA NN NE NE CARD ADV	0/-- 1/MO 1/MO 5/MO 6/MO 1/MO 8/NK 6/NK 10/PNC 8/NK 1/MO 1/MO	pers=3|num=sg|tense=pres|mood=ind _ _ pos=True _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _
379956422257434624	neutral	Warum bei der berlinerrunde z.B. AfD oder Piraten nicht vertreten sind, erklärt %User (cont)	warum bei die berlinerrunde z.B. AfD oder Pirat nicht vertreten sind, erklären %User (cont)	PWAV APPR ART NN ADV NN KON NN PTKNEG VVPP NE VVFIN NE NN	12/MO 10/MO 4/NK 2/NK 10/MO 10/OA 6/CD 7/CJ 10/NG 12/MO 6/NK 0/-- 12/DA 12/OA	_ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=pl _ _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg case=nom|gender=masc|num=sg
370456260795449344	positive	Thema Nichtwähler. Keine leichte Kost am Morgen, dennoch lesenswert.	Thema Nichtwähler. keine leicht Kost an Morgen, dennoch lesenswert.	NN NE PIAT ADJA NN APPRART NE ADV NN	0/-- 1/NK 5/NK 5/NK 0/-- 5/MNR 6/NK 5/MO 5/PD	case=nom|Sentiment::markable_66::Sarcasm=false|Target::markable_67::Anaphref=empty|gender=neut|Target::markable_67::Preferred=true|Target::markable_67::Target=True|num=sg|Sentiment::markable_66::Polarity=positive|Sentiment::markable_66::Sentiment=True|Sentiment::markable_66::Intensity=medium case=nom|gender=neut|num=sg|Sentiment::markable_66::Sentiment=True case=nom|Negation::markable_100500153::EmoExpressionRef=emo-expression:markable_69|num=sg|Sentiment::markable_66::Sentiment=True|gender=fem|Negation::markable_100500153::Negation=True case=nom|EmoExpression::markable_69::Polarity=negative|gender=fem|pos=True|EmoExpression::markable_69::Intensity=medium|num=sg|EmoExpression::markable_69::EmoExpression=True|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false|EmoExpression::markable_69::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_66::Sentiment=True Sentiment::markable_66::Sentiment=True EmoExpression::markable_68::Sarcasm=false|EmoExpression::markable_68::Uncertain=false|gender=neut|*=True|EmoExpression::markable_68::Intensity=medium|num=sg|Sentiment::markable_66::Sentiment=True|EmoExpression::markable_68::Polarity=positive|EmoExpression::markable_68::EmoExpression=True|EmoExpression::markable_68::SubjectiveFact=false
361786392101126144	neutral	Ausnahmsweise sagt Fietz etwas richtiges: Merkel kann über die Abhöraffäre straucheln. Fietz liefert aber in...	ausnahmsweise sagen Fietz etwas richtiges: Merkel können über die Abhöraffäre straucheln. Fietz liefern aber in...	ADV VVFIN NN ADV ADJA NE VMFIN APPR ART NN NE NN VVFIN ADV ADJA	2/MO 0/-- 2/SB 5/MO 2/MO 7/SB 2/OC 7/MO 10/NK 8/NK 10/NK 13/SB 0/-- 13/MO 13/MO	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=pl|pos=True
375337293021577216	negative	Horst redet sich alles schön und betreibt mal wieder Realitätsverzerrung... und blendet damit die Bürger! tvduell UDE SPD+ brwahl	Horst reden sich alle schön und betreiben mal wieder Realitätsverzerrung... und blenden damit die Bürger! tvduell Ude SPD+ brwahl	NE VVFIN PRF PIS ADJD KON VVFIN ADV ADV NN KON VVFIN PAV ART NN NN NE ADJA NN	2/SB 0/-- 2/OA 2/SB 2/MO 2/CD 6/CJ 7/MO 7/MO 7/OA 12/JU 0/-- 0/NK 15/NK 12/OA 17/NK 18/ADC 19/NK 0/--	case=nom|*=True|num=sg EmoExpression::markable_104010184::Uncertain=false|EmoExpression::markable_104010184::Polarity=negative|EmoExpression::markable_104010184::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_104010184::Intensity=medium|EmoExpression::markable_104010184::SubjectiveFact=false|EmoExpression::markable_104010184::EmoExpression=True case=acc|pers=3|num=sg case=nom|gender=neut|num=sg pos=True|EmoExpression::markable_104010184::EmoExpression=True _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg _ EmoExpression::markable_104010186::Polarity=negative|mood=ind|EmoExpression::markable_104010186::Sarcasm=false|EmoExpression::markable_104010186::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_104010186::Uncertain=false|EmoExpression::markable_104010186::Intensity=medium|EmoExpression::markable_104010186::EmoExpression=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pos=True case=nom|*=True|num=sg *=True|pos=True case=dat|gender=fem|num=sg
380441090484338689	positive	CSU-Sonnencreme bei TVtotal mit Aufdruck: "Damit Sie uns nicht rot werden." - Raab ergänzt: "Sondern schön braun." %PosSmiley	CSU-Sonnencreme bei TVtotal mit Aufdruck: "Damit Sie wir nicht rot werden." - Raab ergänzt: "Sondern schön braun." %PosSmiley	NN APPR NN APPR ADJA NN PPER PRF PTKNEG ADJD ADJA $( NE VVFIN NN ADJD ADJA ITJ	11/SB 1/MNR 2/NK 3/MNR 6/NK 4/NK 11/SB 11/DA 10/NG 11/MO 0/-- 13/-- 14/SB 0/-- 14/OA 17/MO 14/MO 0/NK	case=nom|gender=neut|num=pl _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg case=dat|*=True|num=sg case=nom|*=True|num=sg|pers=3 case=dat|*=True|num=pl|pers=1 _ pos=True _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=fem|num=pl EmoExpression::markable_104010187::Polarity=positive|EmoExpression::markable_104010187::EmoExpression=True|EmoExpression::markable_104010187::Uncertain=false|EmoExpression::markable_104010187::Intensity=medium|pos=True|EmoExpression::markable_104010187::SubjectiveFact=false|EmoExpression::markable_104010187::Sarcasm=false pos=True EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::EmoExpression=True|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Uncertain=false|EmoExpression::markable_70::Sarcasm=false
381825233482940416	positive	Schade %User, das habt ihr königlich vergeigt. Das dürfte die letzte Chance gewesen sein. ponader bge	schade %User, die haben ihr königlich vergeigt. die dürfen die letzt Chance sein sein. ponader bge	ADJD ADJD PDS VAFIN PPER ADJD NN PDS VMFIN ART ADJA NN VAPP NE ADJA ADJA	2/MO 3/MO 4/OA 0/-- 4/SB 4/MO 4/OA 9/SB 0/-- 12/NK 12/NK 13/PD 16/NK 15/MO 16/MO 9/SB	EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::SubjectiveFact=false|pos=True|EmoExpression::markable_73::Polarity=positive|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Sarcasm=false|Sentiment::markable_71::Sentiment=True pos=True case=acc|Sentiment::markable_74::Intensity=medium|num=sg|Sentiment::markable_74::Sentiment=True|Sentiment::markable_74::Sarcasm=false|gender=neut|Sentiment::markable_74::Polarity=positive pers=2|Sentiment::markable_74::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_74::Sentiment=True|Target::markable_100500156::Target=True|Target::markable_100500156::Preferred=true|gender=neut|Target::markable_100500156::Anaphref=markable_72 EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::EmoExpression=True|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|pos=True|Sentiment::markable_74::Sentiment=True|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_104010188::EmoExpression=True|EmoExpression::markable_104010188::Intensity=medium|gender=fem|pos=True|EmoExpression::markable_104010188::Uncertain=false|num=sg|EmoExpression::markable_104010188::SubjectiveFact=false|EmoExpression::markable_104010188::Sarcasm=false|EmoExpression::markable_104010188::Polarity=negative case=nom|gender=fem|num=sg|EmoExpression::markable_104010188::EmoExpression=True _ case=nom|*=True|num=sg case=gen|gender=neut|num=pl|pos=True case=acc|gender=neut|num=sg|pos=True
381777580166479872	positive	Gerade SMS bekommen vom CDU-Wähler: "Tu dir einen Gefallen und wähl heute mal SPD". Nicht mir, sondern dem Land. btw13	gerade SMS bekommen von CDU-Wähler: "Tu du eine Gefallen und wählen heute mal SPD". nicht mir, sondern die Land. btw13	ADV NE VVFIN APPRART NN NN PRF ART NN KON VVIMP ADV ADV NE PTKNEG ADJD KON ART NE CARD	2/MO 3/SB 0/-- 3/MO 4/NK 5/NK 3/DA 9/NK 3/OA 3/CD 10/CJ 11/MO 11/MO 11/OA 16/NG 0/-- 16/CD 19/NK 17/CJ 19/NK	_ case=nom|*=True|num=sg pers=3|num=pl|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_104010189::Sarcasm=false|gender=masc|EmoExpression::markable_104010189::SubjectiveFact=false|EmoExpression::markable_104010189::Polarity=positive|num=sg|EmoExpression::markable_104010189::Uncertain=false|EmoExpression::markable_104010189::Intensity=medium|EmoExpression::markable_104010189::EmoExpression=True _ case=acc|gender=masc|num=sg _ _ case=acc|gender=masc|num=sg _ pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
370159261193887744	mixed	Zu coole Wahlplakate sind auch doof, schonwieder eines der Grumpy Cat Plakate abhanden gekommen... O%PosSmiley xhain Piraten	zu cool Wahlplakat sein auch doof, schonwieder eine die Grumpy Cat Plakat abhanden gekommen... O%PosSmiley xhain Pirat	APPR ADJA NN VAFIN ADV ADJA NN PIS ART NN NE NN ADV ADJA NE ADJA NN	7/MNR 3/NK 1/NK 0/-- 7/MO 7/NK 4/SB 4/PD 10/NK 8/AG 10/NK 11/PNC 14/MO 11/APP 16/SB 0/-- 16/OA	Sentiment::markable_77::Sentiment=True|Intensifier::markable_82::Intensifier=True|Intensifier::markable_82::Degree=medium|Sentiment::markable_77::Intensity=medium|Sentiment::markable_77::Sarcasm=false|Intensifier::markable_82::EmoExpressionRef=emo-expression:markable_81|Sentiment::markable_77::Polarity=negative case=acc|EmoExpression::markable_81::SubjectiveFact=false|Sentiment::markable_79::Polarity=positive|EmoExpression::markable_81::Intensity=medium|Sentiment::markable_77::Sentiment=True|gender=neut|Sentiment::markable_79::Sentiment=True|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_79::Intensity=medium|Sentiment::markable_79::Sarcasm=false|num=pl|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Sarcasm=false case=acc|Target::markable_80::Preferred=true|Sentiment::markable_77::Sentiment=True|gender=neut|Sentiment::markable_79::Sentiment=True|Target::markable_80::Anaphref=empty|num=pl|Target::markable_80::Target=True pers=3|Sentiment::markable_77::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_77::Sentiment=True case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl case=gen|gender=masc|num=sg case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl *=True case=acc|gender=neut|num=pl _ case=acc|EmoExpression::markable_83::EmoExpression=True|gender=neut|pos=True|EmoExpression::markable_83::Intensity=medium|num=pl|EmoExpression::markable_83::SubjectiveFact=false|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=positive|EmoExpression::markable_83::Sarcasm=false case=nom|*=True|num=sg|EmoExpression::markable_83::EmoExpression=True case=dat|gender=neut|num=pl|comp=True case=acc|gender=masc|num=sg
