319780665581264897	negative	JETZT geb ich Player 6 den Todesstoss. Lange genug hat er sich gewehrt %PosSmiley	jetzt geb ich Player 6 die Todesstoss. Lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN NE ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/SB 2/MO 7/NK 2/OA 10/SB 8/MO 0/-- 10/SB 13/OA 10/OC 13/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True mood=ind|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|Target::markable_2::Anaphref=empty|Target::markable_2::Preferred=true|Target::markable_2::Target=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
323716749658828801	negative	Die süddeutsche Hitze ist für mich wirklich mehr als ungeeignet	die süddeutsch Hitze sein für ich wirklich mehr als ungeeignet	ART ADJA NN VAFIN APPR PRF ADJD ADV KOKOM ADJD	3/NK 3/NK 4/SB 0/-- 4/MO 5/NK 5/MO 5/MO 10/CM 8/CC	case=nom|Sentiment::markable_144::Polarity=negative|Sentiment::markable_144::Sarcasm=false|gender=fem|Target::markable_145::Anaphref=empty|Target::markable_145::Preferred=true|Sentiment::markable_144::Intensity=medium|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True case=nom|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True|gender=fem|pos=True case=nom|gender=fem|num=sg|Sentiment::markable_144::Sentiment=True|Target::markable_145::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_144::Sentiment=True Sentiment::markable_144::Sentiment=True case=acc|pers=1|num=sg|Sentiment::markable_144::Sentiment=True|Source::markable_146::Anaphref=empty|*=True|Source::markable_146::Source=True pos=True|Sentiment::markable_144::Sentiment=True Intensifier::markable_148::EmoExpressionRef=emo-expression:markable_147|*=True|Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Degree=medium|Intensifier::markable_148::Intensifier=True Sentiment::markable_144::Sentiment=True|Intensifier::markable_148::Intensifier=True EmoExpression::markable_147::Polarity=negative|EmoExpression::markable_147::Intensity=medium|EmoExpression::markable_147::Uncertain=false|EmoExpression::markable_147::Sarcasm=false|EmoExpression::markable_147::SubjectiveFact=false|pos=True|EmoExpression::markable_147::EmoExpression=True|Sentiment::markable_144::Sentiment=True
323399733727068160	negative	Ganz ehrlich : Einen Boy Directioner zu finden ist genauso schwer wie ein Einhorn zu finden. Mrs.Storan ♥	ganz ehrlich : eine Boy Directioner zu finden sein genauso schwer wie eine Einhorn zu finden. Mrs.Storan ♥	ADV ADJD $. ART NN NN PTKZU VVINF VAFIN ADV ADJD KOKOM ART NN APPR NE NE ADJA	2/MO 8/MO 2/-- 5/NK 8/OA 5/NK 8/PM 9/OC 0/-- 11/MO 9/PD 14/CM 14/NK 10/CC 14/MNR 15/NK 18/SB 0/--	_ pos=True _ case=acc|Sentiment::markable_149::Sentiment=True|gender=masc|Sentiment::markable_149::Polarity=negative|Target::markable_150::Preferred=true|Target::markable_150::Anaphref=empty|num=sg|Sentiment::markable_149::Sarcasm=false|Sentiment::markable_149::Intensity=medium|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True case=acc|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True Sentiment::markable_149::Sentiment=True|Target::markable_150::Target=True pers=3|Sentiment::markable_149::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_149::Sentiment=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_151::Polarity=negative|EmoExpression::markable_151::Sarcasm=false|pos=True|EmoExpression::markable_151::SubjectiveFact=false|EmoExpression::markable_151::Uncertain=false|EmoExpression::markable_151::EmoExpression=True|EmoExpression::markable_151::Intensity=medium EmoExpression::markable_152::Polarity=positive|Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::SubjectiveFact=false|EmoExpression::markable_152::Intensity=medium|EmoExpression::markable_152::Sarcasm=false|EmoExpression::markable_152::Uncertain=false|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True case=nom|gender=masc|Sentiment::markable_149::Sentiment=True|num=sg|EmoExpression::markable_152::EmoExpression=True Sentiment::markable_149::Sentiment=True|EmoExpression::markable_152::EmoExpression=True case=dat|*=True|num=sg case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_153::SubjectiveFact=false|EmoExpression::markable_153::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_153::Polarity=positive|num=sg|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium
325905309132521473	neutral	dann wird es Zeit, dass du mal gross wirst...	dann werden es Zeit, dass du mal groß wirst...	ADV VAFIN PPER NN KOUS PPER ADV ADJD ADJA	2/MO 0/-- 2/EP 9/PNC 9/CP 9/SB 9/MO 9/MO 2/OC	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=2 _ pos=True pers=2|num=sg|tense=pres|mood=ind
325236369872015360	mixed	hehe %PosSmiley🎶🎶🎤 ich kam gestern erst spät aus Hannover zurück... viel Spass 🎉🍻🍻🍼	hehe %PosSmiley🎶🎶🎤 ich kommen gestern erst spät aus Hannover zurück... viele Spaß 🎉🍻🍻🍼	ADJA NN PPER VVFIN ADV ADV ADJD APPR NE NE PIAT NN ADJA	2/NK 4/PNC 4/SB 0/-- 4/MO 7/MO 4/MO 4/MO 10/PNC 8/NK 12/NK 13/OA 0/--	EmoExpression::markable_100500224::Polarity=negative|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=weak|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind _ _ pos=True _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg Intensifier::markable_100500226::EmoExpressionRef=emo-expression:markable_100500225|Intensifier::markable_100500226::Intensifier=True|*=True|Intensifier::markable_100500226::Degree=medium case=nom|EmoExpression::markable_100500225::Uncertain=false|EmoExpression::markable_100500225::Intensity=medium|*=True|EmoExpression::markable_100500225::EmoExpression=True|EmoExpression::markable_100500225::Polarity=positive|num=sg|EmoExpression::markable_100500225::Sarcasm=false|EmoExpression::markable_100500225::SubjectiveFact=false case=acc|gender=masc|num=sg|pos=True
319085862732300288	positive	Ein absehbarer Shitstorm: Die Atomlobby sucht "Miss Nuclear 2013" mit einem unfassbar dämlichen Poster.. %PosSmiley facepalm h ...	eine absehbar Shitstorm: die Atomlobby suchen "Miss Nuclear 2013" mit eine unfassbar dämlich Poster.. %PosSmiley facepalm h ...	ART ADJA NN ART NN VVFIN NN NE VVFIN APPR ART ADJD ADJA NN ITJ ADJA NN $.	3/NK 3/NK 9/SB 5/NK 6/SB 3/PAR 8/PNC 6/DA 0/-- 9/MO 14/NK 13/MO 14/NK 10/NK 14/NK 17/NK 0/-- 17/--	case=nom|Sentiment::markable_154::Polarity=positive|num=sg|Sentiment::markable_154::Sentiment=True|gender=masc|Sentiment::markable_154::Intensity=medium|Sentiment::markable_154::Sarcasm=false case=nom|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True|pos=True case=nom|gender=masc|num=sg|Sentiment::markable_154::Sentiment=True case=nom|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True|gender=fem|Target::markable_156::Anaphref=empty|Target::markable_156::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_156::Target=True|Sentiment::markable_154::Sentiment=True *=True|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=nom|*=True|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True pers=3|num=sg|tense=pres|mood=subj|Target::markable_156::Target=True|Sentiment::markable_154::Sentiment=True Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True Sentiment::markable_157::Polarity=positive|Intensifier::markable_160::EmoExpressionRef=emo-expression:markable_159|Sentiment::markable_157::Sarcasm=false|pos=True|Intensifier::markable_160::Degree=medium|Sentiment::markable_157::Intensity=medium|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True|Intensifier::markable_160::Intensifier=True|Sentiment::markable_154::Sentiment=True case=dat|EmoExpression::markable_159::Uncertain=false|EmoExpression::markable_159::EmoExpression=True|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_159::SubjectiveFact=false|EmoExpression::markable_159::Intensity=medium|gender=neut|EmoExpression::markable_159::Polarity=negative|EmoExpression::markable_159::Sarcasm=false|pos=True|num=sg|Sentiment::markable_157::Sentiment=True|Target::markable_156::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_154::Sentiment=True|Target::markable_156::Target=True case=dat|Sentiment::markable_154::Sentiment=True|EmoExpression::markable_161::Polarity=positive|EmoExpression::markable_161::Intensity=medium|gender=neut|EmoExpression::markable_161::Uncertain=false|EmoExpression::markable_161::Sarcasm=false|EmoExpression::markable_161::SubjectiveFact=false|num=sg|EmoExpression::markable_161::EmoExpression=True _ _ _
328145243109208064	neutral	Angebot des Tages: femininer Rock für Jacke von Claude Zana mit gelb/grünem Muster %Link Designer Mode Outlet	Angebot die Tages: feminin Rock für Jacke von Claude Zana mit gelb/grünem Muster %Link Designer Mode Outlet	NN ART NN ADJA NN APPR NN APPR NE NE APPR ADJA NN XY NN NN ADJD	0/-- 3/NK 1/AG 5/NK 1/CJ 5/MNR 6/NK 7/PG 10/PNC 8/NK 7/MNR 13/NK 11/NK 16/PNC 16/NK 5/CJ 16/PD	case=nom|gender=neut|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg pos=True
323484418192855040	positive	Man vergisst nie einen Menschen, der einem alles bedeutet hat. Man gewöhnt sich nur daran, dass er nicht mehr da ist.	man vergessen nie eine Menschen, die eine alle bedeuten hat. man gewöhnen sich nur daran, dass er nicht mehr da ist.	PIS VVFIN ADV ART NN ART ART PIS VVFIN NE PIS VVFIN PRF ADV VVFIN KOUS PPER PTKNEG ADV ADV NE	2/SB 0/-- 2/MO 5/NK 2/OA 10/NK 8/NK 9/SB 10/NK 5/AG 12/SB 0/-- 12/OA 15/MO 12/SB 0/CP 15/SB 15/NG 18/MO 15/MO 15/OA	case=nom|Sentiment::markable_162::Polarity=positive|Source::markable_166::Anaphref=empty|Sentiment::markable_162::Sarcasm=false|Source::markable_166::Source=True|*=True|Sentiment::markable_162::Intensity=medium|num=sg|Sentiment::markable_162::Sentiment=True EmoExpression::markable_164::Polarity=negative|EmoExpression::markable_164::Sarcasm=false|mood=ind|EmoExpression::markable_164::SubjectiveFact=false|pers=3|num=sg|tense=pres|Sentiment::markable_162::Sentiment=True|EmoExpression::markable_164::Uncertain=false|EmoExpression::markable_164::EmoExpression=True|EmoExpression::markable_164::Intensity=medium Negation::markable_165::Negation=True|Sentiment::markable_162::Sentiment=True|Negation::markable_165::EmoExpressionRef=empty case=acc|Target::markable_163::Anaphref=empty|num=sg|Sentiment::markable_162::Sentiment=True|Target::markable_163::Preferred=true|gender=masc|Target::markable_163::Target=True case=acc|gender=masc|num=sg case=gen|Sentiment::markable_167::Polarity=positive|Target::markable_168::Preferred=true|gender=fem|Sentiment::markable_167::Sentiment=True|Sentiment::markable_167::Sarcasm=false|Target::markable_168::Anaphref=empty|Sentiment::markable_167::Intensity=strong|num=sg|Target::markable_168::Target=True case=gen|num=sg|Source::markable_169::Source=True|Source::markable_169::Anaphref=empty|gender=fem|Sentiment::markable_167::Sentiment=True case=nom|EmoExpression::markable_170::Uncertain=false|EmoExpression::markable_170::Polarity=positive|gender=neut|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True|EmoExpression::markable_170::Sarcasm=false|num=sg|EmoExpression::markable_170::SubjectiveFact=false|EmoExpression::markable_170::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_167::Sentiment=True|EmoExpression::markable_170::EmoExpression=True case=acc|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg|pers=3 _ _ _ case=nom|gender=masc|num=sg
319561793158660096	positive	Ich hoffe die kommen echt morgen schon zurück.	ich hoffen die kommen echt morgen schon zurück.	PPER VVFIN ART VVFIN ADJD ADV ADV ADJA	2/SB 0/-- 4/NK 2/OA 4/MO 4/MO 6/MO 4/MO	case=nom|Source::markable_173::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True|pers=1|Source::markable_173::Source=True|num=sg|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Sentiment::markable_171::Intensity=medium EmoExpression::markable_174::Uncertain=false|EmoExpression::markable_174::EmoExpression=True|mood=ind|Sentiment::markable_171::Sentiment=True|EmoExpression::markable_174::Intensity=medium|EmoExpression::markable_174::Polarity=positive|EmoExpression::markable_174::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_174::SubjectiveFact=false case=acc|num=pl|Target::markable_172::Target=True|Target::markable_172::Preferred=true|Target::markable_172::Anaphref=empty|Sentiment::markable_171::Sentiment=True|*=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True|pos=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True Sentiment::markable_171::Sentiment=True|Target::markable_172::Target=True gender=masc|*=True
327290543820398592	neutral	Tropical Island 2 für 1 Gutscheine! Bis 30.12.2013 gültig! : Berlin | Hallo liebe Leute. Ich habe noch einige ...	Tropical Island 2 für 1 Gutscheine! bis @card@ gültig! : Berlin | hallo lieb Leute. ich haben noch einige ...	NE NE CARD APPR CARD NN APPR CARD ADJD $. NE XY ITJ ADJA NN PPER VAFIN ADV PIS $.	2/PNC 0/-- 2/NK 2/MO 6/NK 4/NK 0/-- 7/NK 7/PD 0/-- 15/SB 0/-- 15/NK 15/NK 0/-- 17/SB 0/-- 19/MO 17/OA 19/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ gender=masc|*=True _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=acc|*=True|num=pl _
324247193257144320	positive	Ehrlich gesagt doch. Glaube ich. Sehe ich um mich herum. Aber zum Glück ist ja jedes Kind anders. %PosSmiley	ehrlich sagen doch. Glaube ich. sehen ich um ich herum. aber zu Glück sein ja jede Kind anders. %PosSmiley	ADJD VVPP ADJA NN NE VVFIN PPER APPR PRF VVPP KON APPRART NN VAFIN ADV PIAT NN ADJA ITJ	2/MO 3/MO 0/-- 0/-- 4/NK 0/-- 6/SB 10/MO 8/NK 6/OC 14/JU 14/MO 12/NK 0/-- 14/MO 17/NK 14/SB 14/RS 0/NK	pos=True _ pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=acc|*=True|num=sg|pers=1 _ Sentiment::markable_100500227::Sarcasm=false|Sentiment::markable_100500227::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|Sentiment::markable_100500227::Polarity=positive case=dat|gender=neut|EmoExpression::markable_100500228::Polarity=positive|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_100500228::SubjectiveFact=false|EmoExpression::markable_100500228::EmoExpression=True case=dat|gender=neut|EmoExpression::markable_100500228::EmoExpression=True|num=sg|Sentiment::markable_100500227::Sentiment=True mood=ind|Target::markable_100500229::Preferred=true|Target::markable_100500229::Anaphref=empty|pers=3|num=sg|tense=pres|Sentiment::markable_100500227::Sentiment=True|Target::markable_100500229::Target=True Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|Target::markable_100500229::Target=True|Sentiment::markable_100500227::Sentiment=True case=nom|gender=neut|num=sg|pos=True|Sentiment::markable_100500227::Sentiment=True EmoExpression::markable_175::EmoExpression=True|EmoExpression::markable_175::SubjectiveFact=false|EmoExpression::markable_175::Sarcasm=false|EmoExpression::markable_175::Uncertain=false|Sentiment::markable_100500227::Sentiment=True|EmoExpression::markable_175::Intensity=medium|EmoExpression::markable_175::Polarity=positive
324646028668190720	neutral	ein neuer klasse Bandname: Filament	eine neu klasse Bandname: Filament	ART ADJA ADJA NN NN	4/NK 4/NK 4/NK 0/-- 4/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg
328867774128586754	positive	einfach sagen: grüsse von so nem inetkumpelpissazeugs den ich nicht kenn 8)	einfach sagen: grüßen von so nem inetkumpelpissazeugs die ich nicht kennen 8)	ADJD ADJD VVFIN APPR ADV ADJA NN ART PPER PTKNEG VVIMP ADJA	2/MO 3/MO 0/-- 3/MO 6/MO 7/NK 4/NK 3/OA 3/SB 3/NG 3/CJ 3/MO	_ pos=True pers=3|num=sg|tense=pres|mood=subj _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 _ _ EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::SubjectiveFact=false|EmoExpression::markable_176::EmoExpression=True|EmoExpression::markable_176::Polarity=positive
325287863589675009	positive	.. sie hat recht und Du grins gefälligst... jetzt ♥	.. sie haben recht und du grinsen gefälligst... jetzt ♥	NN PPER VAFIN ADJD KON PPER VVIMP ADJA ADV ADJA	0/-- 3/SB 0/-- 3/OC 3/CD 8/SB 6/NK 5/CJ 10/MO 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg|pers=2 case=acc|EmoExpression::markable_100500231::Intensity=weak|gender=neut|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=acc|gender=neut|num=sg|pos=True _ EmoExpression::markable_177::SubjectiveFact=false|EmoExpression::markable_177::Intensity=medium|EmoExpression::markable_177::EmoExpression=True|EmoExpression::markable_177::Sarcasm=false|EmoExpression::markable_177::Uncertain=false|EmoExpression::markable_177::Polarity=positive
322992523951874048	neutral	So auf dem Weg nach Lüneburg. Bestimmt lenkt mich das etwas ab heute.	so auf die Weg nach Lüneburg. bestimmt lenken ich die etwas ab heute.	ADV APPR ART NN APPR NE ADJD VVFIN PRF PDS ADV APPR NN	2/MO 0/-- 4/NK 2/NK 4/MNR 5/NK 8/MO 0/-- 8/OA 8/SB 12/MO 8/MO 12/NK	_ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|gender=masc|num=sg
328630070409306114	positive	ich habe den newsflash von Welt gestern an der UBahn gesehen. Ziemlich inhaltslose Angelegenheit zeitverschwendung nachrichten	ich haben die newsflash von Welt gestern an die UBahn gesehen. ziemlich inhaltslos Angelegenheit zeitverschwendung nachrichten	PPER VAFIN ART NE APPR NN ADV APPR ART NN NE ADV ADJA NN ADJD VVFIN	2/SB 0/-- 4/NK 2/OA 4/PG 5/NK 2/MO 2/MO 10/NK 8/NK 10/AG 13/MO 14/NK 16/OA 16/MO 0/--	case=nom|Sentiment::markable_178::Polarity=positive|Sentiment::markable_178::Sentiment=True|*=True|Sentiment::markable_178::Sarcasm=false|Source::markable_100500232::Anaphref=empty|pers=1|Sentiment::markable_178::Intensity=medium|num=sg|Source::markable_100500232::Source=True pers=1|Sentiment::markable_178::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Target::markable_179::Preferred=true|gender=masc|Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True|Target::markable_179::Anaphref=empty Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True|Target::markable_179::Target=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|Target::markable_179::Target=True Sentiment::markable_178::Sentiment=True Sentiment::markable_178::Sentiment=True case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg case=gen|*=True|Sentiment::markable_178::Sentiment=True|num=sg Sentiment::markable_178::Sentiment=True|Diminisher::markable_100500233::Diminisher=True|Diminisher::markable_100500233::EmoExpressionRef=emo-expression:markable_180|Diminisher::markable_100500233::Degree=medium case=nom|EmoExpression::markable_180::Sarcasm=false|EmoExpression::markable_180::Uncertain=false|EmoExpression::markable_180::Polarity=negative|gender=fem|Sentiment::markable_178::Sentiment=True|pos=True|EmoExpression::markable_180::SubjectiveFact=false|num=sg|EmoExpression::markable_180::Intensity=medium|EmoExpression::markable_180::EmoExpression=True case=nom|gender=fem|Sentiment::markable_178::Sentiment=True|num=sg|EmoExpression::markable_180::EmoExpression=True EmoExpression::markable_100500239::Intensity=medium|EmoExpression::markable_100500239::Uncertain=false|EmoExpression::markable_100500239::Sarcasm=false|EmoExpression::markable_100500239::SubjectiveFact=false|EmoExpression::markable_100500239::EmoExpression=True|pos=True|EmoExpression::markable_100500239::Polarity=negative case=acc|gender=masc|num=sg|pos=True
321190601997553664	neutral	BGH: Verschärfung der Rechtsprechung zum Steuerstrafrecht	BGH: Verschärfung die Rechtsprechung zu Steuerstrafrecht	NN NN ART NN APPRART NN	0/-- 1/NK 4/NK 1/AG 4/MNR 5/NK	case=nom|gender=masc|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
326007514334363648	neutral	meine bf ist 10 keine ahnung ob du sie kenst sie ist auch auf twitter und heist Gloria .az	meinen bf sein 10 keine ahnung ob du sie kenst sie sein auch auf twitter und heist Gloria .az	VVFIN NE VAFIN CARD PIAT TRUNC KOUS PPER PPER NN PPER VAFIN ADV APPR ADJA KON ADJA NN NE	2/PNC 3/SB 0/-- 1/MO 10/NK 16/CJ 9/CP 9/RE 3/SB 3/PD 12/SB 3/CJ 14/MO 12/MO 18/NK 15/CD 16/CJ 14/NK 18/NK	pers=3|num=sg|tense=pres|mood=subj case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=2 case=nom|gender=fem|num=sg|pers=3 case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
321639475258212356	positive	Penis ---&gt; Titten... Ich hab echt kein Leben... %PosSmiley	Penis ---&gt; Titten... ich haben echt keine Leben... %PosSmiley	NN ADJA NN PPER VAIMP ADJD PIAT NN ITJ	0/-- 3/NK 1/NK 0/-- 4/NK 7/MO 8/NK 5/NK 4/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_182::Sarcasm=false|EmoExpression::markable_182::Polarity=positive|gender=neut|EmoExpression::markable_182::Intensity=medium|num=sg|EmoExpression::markable_182::Uncertain=false|EmoExpression::markable_182::SubjectiveFact=false|EmoExpression::markable_182::EmoExpression=True
327768087648669701	negative	"Einmalige Zusendung fällt nicht unter SPAM" - Ich schrieb "im Wiederholungsfall", Du Depp. Und ich muss keinen Anwalt fragen was SPAM ist	"Einmalige Zusendung fallen|fällen nicht unter SPAM" - ich schreiben "im Wiederholungsfall", du Depp. und ich müssen keine Anwalt fragen was SPAM sein	NN NN VVFIN PTKNEG APPR NN $( PPER VVFIN NN NE PPER ADJA KON PPER VMFIN PIAT NN VVFIN PIAT NN VAFIN	3/SB 1/NK 0/-- 3/NG 3/MO 5/NK 8/-- 9/SB 0/-- 9/SB 10/NK 13/OA 9/MO 16/JU 16/SB 0/-- 18/NK 19/OA 16/OC 21/NK 22/SB 19/OC	case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|Sentiment::markable_183::Polarity=negative|Sentiment::markable_183::Sentiment=True|*=True|Sentiment::markable_183::Intensity=medium|Sentiment::markable_183::Sarcasm=false|pers=2|num=sg|Target::markable_184::Preferred=true|Target::markable_184::Anaphref=empty|Target::markable_184::Target=True case=dat|gender=masc|num=sg|pos=True _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind
