369517901734096896	positive	Piraten bei puls4! gleich geht los %PosSmiley %Link	Pirat bei puls4! gleich gehen los %PosSmiley %Link	NN APPR ADJD ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 5/MO 0/-- 5/SVP 6/NK 6/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
356406304748732416	positive	SPD-Chef: Gabriel erzählt seinen besten Gerhard-Schröder-Witz: SPD-Chef Sigmar Gabriel hält wenig von den "Pol...	SPD-Chef: Gabriel erzählen sein gut Gerhard-Schröder-Witz: SPD-Chef Sigmar Gabriel halten wenige von die "Pol...	NN NE VVFIN PPOSAT ADJA NN NN NE NE VVFIN PIS APPR ART NN	3/SB 1/NK 0/-- 6/NK 6/NK 3/OA 10/SB 9/PNC 7/NK 6/PAR 10/OA 10/OP 14/NK 12/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|Target::markable_172::Target=True|Sentiment::markable_171::Intensity=strong|Target::markable_172::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_171::Sentiment=True|Sentiment::markable_171::Sarcasm=false|Sentiment::markable_171::Polarity=positive|Target::markable_172::Preferred=true case=acc|EmoExpression::markable_173::Uncertain=false|EmoExpression::markable_173::EmoExpression=True|Target::markable_172::Target=True|EmoExpression::markable_173::SubjectiveFact=false|EmoExpression::markable_173::Intensity=strong|gender=masc|EmoExpression::markable_173::Polarity=positive|EmoExpression::markable_173::Sarcasm=false|pos=True|num=sg|Sentiment::markable_171::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind *=True _ case=dat|*=True|num=pl case=dat|*=True|num=pl
370568273198198784	negative	Na und? Mein einem Brand-Anschlag zum Nazidatum zum Opfer gefallenes Haus findet der SPD-Bürgermeister LANGWEILIG	na und? mein eine Brand-Anschlag zu Nazidatum zu Opfer gefallen Haus finden die SPD-Bürgermeister langweilig	ITJ ADJD PPOSAT ART NN APPRART NN APPRART NN ADJA NN VVFIN ART NN ADJD	2/DM 0/-- 11/NK 5/NK 10/DA 10/MO 6/NK 10/MO 8/NK 11/NK 12/OA 0/-- 14/NK 12/SB 12/MO	_ pos=True case=nom|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|Sentiment::markable_174::Polarity=negative|gender=masc|Sentiment::markable_174::Intensity=medium|num=sg|Target::markable_177::Anaphref=empty|Sentiment::markable_174::Sarcasm=false|Target::markable_177::Preferred=true case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|EmoExpression::markable_10409141::EmoExpression=True|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=masc case=dat|gender=masc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=dat|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True case=acc|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True|gender=neut|pos=True case=acc|gender=neut|num=sg|Target::markable_177::Target=True|Sentiment::markable_174::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_174::Sentiment=True case=nom|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Anaphref=empty|gender=masc|Source::markable_175::Source=True case=nom|gender=masc|num=sg|Sentiment::markable_174::Sentiment=True|Source::markable_175::Source=True EmoExpression::markable_176::SubjectiveFact=false|Sentiment::markable_174::Sentiment=True|pos=True|EmoExpression::markable_176::Polarity=negative|EmoExpression::markable_176::Intensity=medium|EmoExpression::markable_176::Uncertain=false|EmoExpression::markable_176::Sarcasm=false|EmoExpression::markable_176::EmoExpression=True
378910342698381313	negative	für afd- war d eh nie neutral wg spd.können aber nichts mehr meckern,wahlradar chef afd mitgl.statement lucke unentschuldbar!	für afd- sein d eh nie neutral wg spd.können aber nichts mehr meckern,wahlradar Chef afd mitgl.statement lucke unentschuldbar!	APPR TRUNC VAFIN ADJD ADV ADV ADJD ADJD VVFIN ADV PIS ADV ADJA NN VVFIN ADJD ADJA ADJA	3/MO 1/NK 0/-- 3/MO 6/MO 9/MO 8/MO 9/MO 3/CJ 9/MO 9/OA 11/MO 14/NK 15/SB 9/CJ 17/MO 18/MO 15/MO	_ _ pers=3|num=sg|tense=past|mood=ind _ _ _ pos=True pos=True pers=3|num=pl|tense=pres|mood=ind _ gender=neut|*=True _ case=nom|gender=masc|num=sg|pos=True case=nom|Target::markable_180::Target=True|gender=masc|Target::markable_180::Anaphref=empty|Sentiment::markable_179::Sentiment=True|Sentiment::markable_179::Sarcasm=false|num=sg|Sentiment::markable_179::Polarity=negative|Target::markable_180::Preferred=true|Sentiment::markable_179::Intensity=medium pers=3|Sentiment::markable_179::Sentiment=True|num=sg|tense=past|mood=ind|Target::markable_180::Target=True Sentiment::markable_179::Sentiment=True|Target::markable_180::Target=True|pos=True pers=3|Sentiment::markable_179::Sentiment=True|num=sg|tense=pres|mood=subj|Target::markable_180::Target=True Sentiment::markable_179::Sentiment=True|pos=True
380884166185082881	neutral	Klasse Aktion"Linie150 schön war''s im Saarland! Auf nach Stuttgart btw13 cdu+ mut...	klasse Aktion"Linie150 schön war''s in Saarland! auf nach Stuttgart btw13 cdu+ mut...	ADJA NN ADJD VVFIN APPRART NN APPR APPR NE CARD NN ADJA	2/NK 4/OA 4/MO 0/-- 4/MO 5/NK 0/-- 11/MO 8/NK 11/NK 7/NK 7/MO	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg pos=True pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=dat|gender=neut|num=sg _ _ _
352373065386180609	positive	"Von den Piraten hört man ja nichts." - Wir sitzen hier in einer Pressekonferenz. Wer ist nicht da? Die Presse. Gut machen sie ...	"Von die Pirat hören man ja nichts." - wir sitzen hier in eine Pressekonferenz. wer sein nicht da? die Presse. Gut machen sie ...	NN ART NN VVFIN PIS ADV ADJD $( PPER VVFIN ADV APPR ART NN PWS VAFIN PTKNEG VVFIN ART NN NN VVFIN PPER $.	4/DA 3/NK 4/OA 0/-- 4/SB 7/MO 4/MO 9/-- 10/SB 0/-- 10/MO 10/MO 14/NK 12/NK 16/SB 0/-- 18/NG 16/OC 20/NK 0/-- 22/MO 0/-- 22/SB 23/--	_ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_10409151::SubjectiveFact=false|EmoExpression::markable_10409151::Uncertain=false|EmoExpression::markable_10409151::Sarcasm=false|EmoExpression::markable_10409151::EmoExpression=True|EmoExpression::markable_10409151::Polarity=positive|EmoExpression::markable_10409151::Intensity=medium|pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 _
381839093262319617	negative	Diese Wahlen von heute sind einfach nicht mehr repräsentativ. btw13 hundertplusx	dies Wahl von heute sein einfach nicht mehr repräsentativ. btw13 hundertplusx	PDAT NN APPR ADV VAFIN ADJD PTKNEG ADV ADJA CARD ADJA	2/NK 5/SB 2/MNR 3/NK 0/-- 5/MO 5/NG 7/MO 10/MO 5/PD 10/MO	case=nom|Target::markable_183::Target=True|Sentiment::markable_182::Polarity=negative|Sentiment::markable_182::Sarcasm=false|gender=fem|Sentiment::markable_182::Intensity=medium|Target::markable_183::Preferred=true|num=pl|Sentiment::markable_182::Sentiment=True|Target::markable_183::Anaphref=empty case=nom|gender=fem|num=pl|Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True Target::markable_183::Target=True|Sentiment::markable_182::Sentiment=True pers=3|Sentiment::markable_182::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_182::Sentiment=True|pos=True Sentiment::markable_182::Sentiment=True|Negation::markable_186::Negation=True|Negation::markable_186::EmoExpressionRef=emo-expression:markable_184 Intensifier::markable_185::Intensifier=True|Sentiment::markable_182::Sentiment=True|Intensifier::markable_185::Degree=medium|Intensifier::markable_185::EmoExpressionRef=emo-expression:markable_184 pos=True _ _
375576087998513152	positive	Aktuelle Stunde: Realitätsverlust oder Naivität? - CDU auf Abwegen	aktuell Stunde: Realitätsverlust oder Naivität? - CDU auf Abweg	ADJA NN NN KON NN $( NE APPR NN	2/NK 0/-- 2/NK 3/CD 4/CJ 7/-- 0/-- 7/MO 8/NK	case=nom|Sentiment::markable_187::Intensity=medium|gender=fem|Sentiment::markable_187::Sarcasm=false|pos=True|Sentiment::markable_187::Sentiment=True|num=sg|Sentiment::markable_187::Polarity=positive case=nom|gender=fem|Sentiment::markable_187::Sentiment=True|num=sg case=nom|EmoExpression::markable_189::Uncertain=false|EmoExpression::markable_189::EmoExpression=True|gender=fem|EmoExpression::markable_189::SubjectiveFact=false|EmoExpression::markable_189::Polarity=negative|EmoExpression::markable_189::Sarcasm=false|Sentiment::markable_187::Sentiment=True|num=sg|EmoExpression::markable_189::Intensity=medium Sentiment::markable_187::Sentiment=True case=nom|gender=fem|Sentiment::markable_187::Sentiment=True|num=sg Sentiment::markable_187::Sentiment=True case=nom|Sentiment::markable_187::Sentiment=True|num=sg|Target::markable_188::Preferred=true|Target::markable_188::Target=True|gender=fem|Target::markable_188::Anaphref=empty Sentiment::markable_187::Sentiment=True case=acc|gender=masc|Sentiment::markable_187::Sentiment=True|num=sg
381816912143196160	negative	Ich habs jetzt begriffen. Man braucht gar kein Wahlprogramm. Man muss den Leuten nur ordentlich Angst einjagen.	ich habs jetzt begriffen. man brauchen gar keine Wahlprogramm. man müssen die Leute nur ordentlich Angst einjagen.	PPER VVFIN ADV ADJD PIS VVFIN ADV PIAT NN PIS VMFIN ART NN ADV ADJD NN VVFIN	2/SB 0/-- 2/MO 2/MO 6/SB 0/-- 8/MO 9/NK 6/OA 11/SB 0/-- 13/NK 17/OA 17/MO 17/MO 17/OA 11/OC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ pos=True case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pos=True case=dat|EmoExpression::markable_191::Sarcasm=false|EmoExpression::markable_191::Polarity=negative|gender=fem|EmoExpression::markable_191::Intensity=medium|num=sg|EmoExpression::markable_191::Uncertain=false|EmoExpression::markable_191::SubjectiveFact=false|EmoExpression::markable_191::EmoExpression=True pers=3|num=sg|tense=past|mood=ind
376752366718320640	positive	Kämpferischer Auftakt in die heisse Wahlkampfphase. Wir kämpfen um jede Stimme für die Union! wka13 btw13 CDU+...	kämpferisch Auftakt in die heiß Wahlkampfphase. wir kämpfen um jede Stimme für die Union! wka13 btw13 CDU+...	ADJA NN APPR ART ADJA NN PPER VVFIN APPR PIAT NN APPR ART NN CARD CARD NN	2/NK 0/-- 2/MNR 6/NK 6/NK 3/NK 8/SB 0/-- 8/OP 11/NK 9/NK 11/MNR 14/NK 12/NK 16/NMC 17/NK 0/--	case=nom|Target::markable_194::Anaphref=empty|EmoExpression::markable_195::Polarity=positive|EmoExpression::markable_195::Sarcasm=false|EmoExpression::markable_195::SubjectiveFact=false|gender=masc|pos=True|Sentiment::markable_192::Sentiment=True|Target::markable_194::Preferred=true|num=sg|EmoExpression::markable_195::Uncertain=false|EmoExpression::markable_195::EmoExpression=True|Target::markable_194::Target=True|EmoExpression::markable_195::Intensity=medium case=nom|gender=masc|num=sg|Target::markable_194::Target=True|Sentiment::markable_192::Sentiment=True Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_192::Sentiment=True case=acc|gender=fem|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ gender=neut|*=True
381926060021276672	negative	Das vorläufige amtliche Endergebnis der btw13 ist da. Union braucht SPD oder Grüne, FDP und Afd scheitern....	die vorläufig amtlich Endergebnis die btw13 sein Da. Union brauchen SPD oder Grüne, FDP und Afd scheitern....	ART ADJA ADJA NN ART NN VAFIN NE NE VVFIN NE KON NE NE KON NE NE	4/NK 4/NK 4/NK 7/SB 6/NK 4/AG 0/-- 7/SB 10/SB 0/-- 10/OA 11/CD 14/PNC 12/CJ 14/CD 17/PNC 15/CJ	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|Sentiment::markable_196::Polarity=negative|gender=fem|Sentiment::markable_196::Sentiment=True|Sentiment::markable_196::Sarcasm=false|Sentiment::markable_196::Intensity=medium|num=sg|Target::markable_197::Preferred=true|Target::markable_197::Target=True|Target::markable_197::Anaphref=empty Sentiment::markable_196::Sentiment=True case=nom|num=sg|Target::markable_198::Anaphref=empty|Target::markable_198::Preferred=true|Target::markable_198::Target=True|gender=masc|Sentiment::markable_196::Sentiment=True case=nom|gender=masc|num=sg
384165960812228608	negative	Regierungsbildung: Angela Merkels grösster Fehler: Der Siegesrausch verfliegt: Union und FDP waschen schmutzige...	Regierungsbildung: Angela Merkel groß Fehler: die Siegesrausch verfliegt: Union und FDP waschen schmutzige...	NN NE NE ADJA NN ART NN VVFIN NE KON NE VVFIN ADJA	12/SB 3/PNC 1/NK 5/NK 1/APP 7/NK 8/SB 5/AG 8/SB 9/CD 10/CJ 0/-- 12/MO	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|*=True|num=sg case=gen|EmoExpression::markable_200::Polarity=negative|EmoExpression::markable_200::Intensity=medium|gender=fem|EmoExpression::markable_200::Uncertain=false|EmoExpression::markable_200::Sarcasm=false|EmoExpression::markable_200::SubjectiveFact=false|num=sg|EmoExpression::markable_200::EmoExpression=True|sup=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True
379625582851817472	neutral	Mich würde im übrigen mal interessieren, wie das Wahlergebnis aussähe, wenn die Zweitstimme nur nach Programm ohne Parte...	ich werden in übrig mal interessieren, wie die Wahlergebnis aussähe, wenn die Zweitstimme nur nach Programm ohne Parte...	PPER VAFIN APPRART ADJA ADV NE KOKOM ART NN VVFIN KOUS ART NN ADV APPR NN APPR NN	2/SB 0/-- 10/MO 3/NK 6/MO 10/MO 9/CM 9/NK 6/CC 2/OC 10/MO 13/NK 10/OA 15/MO 10/MO 15/NK 10/MO 17/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True _ pos=True _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg _ case=acc|gender=masc|num=sg
362441235459346432	positive	Wähler bleiben Schwarz-Gelb treu: NSA-Affäre perlt an der Kanzlerin ab - N-TV ONLINE	Wähler bleiben Schwarz-Gelb treu: NSA-Affäre perlen an die Kanzlerin ab - N-TV ONLINE	NN VVFIN NN ADJA NN VVFIN APPR ART NN PTKVZ $( NE NE	2/SB 0/-- 2/MO 5/NK 6/OA 2/CJ 6/MO 9/NK 7/NK 6/SVP 12/-- 13/PNC 0/--	case=nom|Sentiment::markable_202::Polarity=positive|Sentiment::markable_202::Intensity=medium|gender=masc|Source::markable_203::Source=True|Sentiment::markable_202::Sentiment=True|Sentiment::markable_202::Sarcasm=false|num=pl|Source::markable_203::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_202::Sentiment=True case=acc|gender=masc|num=sg case=nom|gender=masc|num=pl|pos=True case=nom|EmoExpression::markable_10409143::Sarcasm=false|gender=masc|EmoExpression::markable_10409143::EmoExpression=True|num=pl|EmoExpression::markable_10409143::Uncertain=false|EmoExpression::markable_10409143::SubjectiveFact=false|EmoExpression::markable_10409143::Polarity=negative|EmoExpression::markable_10409143::Intensity=medium pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ *=True *=True
381929011095408640	neutral	Ziemlich genau sogar. Anzahl Nichtwähler: 17.614.251 Einwohner NRW: 17,524 Millionen (Stand 30.04.2013; laut Wikipedia)	ziemlich genau sogar. Anzahl Nichtwähler: @card@ Einwohner NRW: @card@ Million (Stand 30.04.2013; laut Wikipedia)	ADV ADJD ADJA NN ADJA CARD NN NN CARD NN NN VVFIN APPR NN	3/MO 3/MO 0/-- 0/-- 7/NK 7/NK 12/SB 7/NK 10/NMC 12/SB 10/NK 4/OC 12/MO 13/NK	_ pos=True case=acc|*=True|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl _ case=gen|gender=fem|num=pl case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg
345833927841284096	neutral	wenn piraten sich am hartz4 status quo orienteren,ein "niedrigst-grundeinkommen" zu rechtfertigen,sollten sie das zustandekommen bedenken	wenn piraten sich an hartz4 status quo orienteren,ein "niedrigst-grundeinkommen" zu rechtfertigen,sollten sie die zustandekommen bedenken	KOUS VVFIN PRF APPRART ADJA ADJA NN ADJA NN APPR ADJA PPER PDS VVINF VVFIN	2/MO 0/-- 2/OA 2/MO 7/NK 7/NK 4/NK 9/NK 14/OA 14/MO 10/NK 11/SB 14/OA 2/SB 14/OC	_ pers=3|num=pl|tense=past|mood=ind case=acc|pers=3|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pers=3 case=acc|gender=neut|num=sg _ _
378555462603776000	positive	Denken wie ein Proton... Positiv %PosSmiley LINKE wählen! Soziale Gerechtigkeit stark machen! BTW13	Denken wie eine Proton... Positiv %PosSmiley links wählen! sozial Gerechtigkeit stark machen! BTW13	NN KOKOM ART ADJA NN ITJ ADJA ADJA ADJA NN ADJD ADJA CARD	0/-- 4/CM 4/NK 1/CC 7/SB 5/NK 0/-- 7/MO 10/NK 12/SB 12/MO 0/-- 0/--	Sentiment::markable_208::Sentiment=True|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Intensity=medium|Sentiment::markable_208::Sarcasm=false Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True case=nom|EmoExpression::markable_206::Polarity=positive|EmoExpression::markable_206::SubjectiveFact=false|EmoExpression::markable_206::EmoExpression=True|gender=masc|Sentiment::markable_208::Sentiment=True|num=sg|EmoExpression::markable_206::Intensity=medium|EmoExpression::markable_206::Sarcasm=false|EmoExpression::markable_206::Uncertain=false mood=ind|EmoExpression::markable_207::Uncertain=false|pers=3|EmoExpression::markable_207::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_207::Sarcasm=false|EmoExpression::markable_207::Intensity=medium|EmoExpression::markable_207::SubjectiveFact=false|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_207::EmoExpression=True case=acc|num=sg|Target::markable_209::Anaphref=empty|*=True|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True case=acc|gender=fem|num=sg|pos=True case=acc|EmoExpression::markable_212::Sarcasm=false|EmoExpression::markable_212::Polarity=positive|gender=fem|EmoExpression::markable_212::Intensity=medium|num=sg|EmoExpression::markable_212::Uncertain=false|EmoExpression::markable_212::SubjectiveFact=false|EmoExpression::markable_212::EmoExpression=True EmoExpression::markable_211::SubjectiveFact=false|EmoExpression::markable_211::Intensity=medium|EmoExpression::markable_211::Polarity=positive|EmoExpression::markable_211::Sarcasm=false|EmoExpression::markable_211::Uncertain=false|EmoExpression::markable_211::EmoExpression=True|pos=True case=acc|gender=fem|num=sg|pos=True _
347267057982775296	negative	Ich glaube dem Kleine, dass er ein rassistische Arschloch ohne Wissen und Gewissen ist. spd	ich glauben die Kleine, dass er eine rassistisch Arschloch ohne Wissen und Gewissen ist. spd	PPER VVFIN ART NN KOUS PPER ART ADJA NN APPR NN KON NN NE ADJA	2/SB 0/-- 4/NK 2/DA 15/MO 5/SB 9/NK 9/NK 5/OA 9/MNR 10/NK 11/CD 12/CJ 13/NK 2/OC	case=nom|Sentiment::markable_213::Polarity=negative|Source::markable_214::Anaphref=empty|Sentiment::markable_213::Sentiment=True|Source::markable_214::Source=True|*=True|Sentiment::markable_213::Intensity=strong|Sentiment::markable_213::Sarcasm=false|pers=1|num=sg pers=1|Sentiment::markable_213::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|Target::markable_215::Target=True|num=sg|Sentiment::markable_213::Sentiment=True|gender=masc|Target::markable_215::Preferred=true|Target::markable_215::Anaphref=empty case=dat|gender=masc|num=sg|Sentiment::markable_213::Sentiment=True Sentiment::markable_213::Sentiment=True case=nom|Target::markable_216::Anaphref=markable_215|Target::markable_216::Preferred=true|Sentiment::markable_213::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_216::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_222::Sarcasm=false|gender=neut|EmoExpression::markable_222::SubjectiveFact=false|pos=True|EmoExpression::markable_222::Polarity=positive|EmoExpression::markable_222::Intensity=medium|EmoExpression::markable_222::Uncertain=false|num=sg|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_222::EmoExpression=True case=acc|EmoExpression::markable_217::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_217::Intensity=strong|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=false|EmoExpression::markable_217::Polarity=negative|num=sg Negation::markable_219::EmoExpressionRef=emo-expression:markable_218|Negation::markable_221::Negation=True|Negation::markable_221::EmoExpressionRef=emo-expression:markable_220|Negation::markable_219::Negation=True|Sentiment::markable_213::Sentiment=True case=acc|Sentiment::markable_213::Sentiment=True|EmoExpression::markable_218::EmoExpression=True|EmoExpression::markable_218::SubjectiveFact=false|gender=neut|EmoExpression::markable_218::Sarcasm=false|EmoExpression::markable_218::Uncertain=false|EmoExpression::markable_218::Polarity=positive|num=sg|EmoExpression::markable_218::Intensity=medium Sentiment::markable_213::Sentiment=True case=acc|EmoExpression::markable_220::EmoExpression=True|Sentiment::markable_213::Sentiment=True|gender=neut|EmoExpression::markable_220::Intensity=medium|EmoExpression::markable_220::Polarity=positive|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|num=sg|EmoExpression::markable_220::SubjectiveFact=false case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
373588908430598144	neutral	Bgm.-Raab-Strasse 31, 86470 Thannhausen (Bayern) Unfall mit parkendem Kfz am 07.05.2013 ID760	Bgm.-Raab-Strasse @card@ @card@ Thannhausen (Bayern) Unfall mit parkendem Kraftfahrzeug an @card@ ID760	NN CARD CARD NN NN NN APPR ADJA NN APPRART CARD NN	0/-- 3/NMC 4/NK 1/OA 4/NK 4/NK 4/MNR 9/NK 7/NK 9/MNR 12/NK 10/NK	case=nom|gender=fem|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ gender=neut|*=True
379231600472358912	positive	Egal, wenn man und frau piraten wählt, hat mensch alles richtig gemacht!	Egal, wenn man und frau Pirat wählt, haben mensch alle richtig gemacht!	NN KOUS PIS KON ADJA NN NE VAFIN ADJD PIS ADJD ADJA	8/SB 7/CP 7/SB 3/CD 4/CJ 7/PNC 1/NK 0/-- 12/MO 12/NK 12/MO 8/OC	case=nom|gender=masc|num=sg|Sentiment::markable_223::Sentiment=True Sentiment::markable_223::Sentiment=True case=nom|Sentiment::markable_223::Sentiment=True|num=sg|Target::markable_224::Preferred=true|Target::markable_224::Anaphref=empty|Target::markable_224::Target=True|*=True Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True case=nom|*=True|Target::markable_224::Target=True|num=sg|Sentiment::markable_223::Sentiment=True pers=1|num=pl|tense=past|mood=ind|Target::markable_224::Target=True|Sentiment::markable_223::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_223::Sentiment=True pers=3|Sentiment::markable_223::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_223::Sentiment=True|pos=True case=acc|Target::markable_225::Preferred=true|num=sg|Target::markable_225::Anaphref=markable_224|gender=neut|Target::markable_225::Target=True|Sentiment::markable_223::Sentiment=True EmoExpression::markable_226::SubjectiveFact=false|Sentiment::markable_223::Sentiment=True|pos=True|EmoExpression::markable_226::Intensity=medium|EmoExpression::markable_226::Uncertain=false|EmoExpression::markable_226::Sarcasm=false|EmoExpression::markable_226::EmoExpression=True|EmoExpression::markable_226::Polarity=positive case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_223::Sentiment=True
