334042502166347776	positive	Obama's "red line" und Syrien - Ein Kommentar von John Stewart - %Link %PosSmiley	Obama's "red line" und Syrien - eine Kommentar von John Stewart - %Link %PosSmiley	NN NE ADJD KON NE $( ART NN APPR NE NE $( XY ITJ	0/-- 1/NK 1/PAR 3/CD 4/CJ 7/-- 8/NK 0/-- 8/PG 11/PNC 9/NK 11/-- 11/PAR 13/NK	_ _ _ _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500155::EmoExpression=True|gender=fem|EmoExpression::markable_100500155::Polarity=positive|EmoExpression::markable_100500155::Sarcasm=false|num=sg|EmoExpression::markable_100500155::SubjectiveFact=false|EmoExpression::markable_100500155::Uncertain=false|EmoExpression::markable_100500155::Intensity=medium
332644961554137088	negative	SPD-Chef Gabriel lenkt im Streit ums Tempolimit ein: Die SPD pfeift ihren Chef zurück, doch der Totalschaden i...	SPD-Chef Gabriel lenken in Streit ums Tempolimit ein: die SPD pfeifen ihr Chef zurück, doch die Totalschaden i...	NN NE VVFIN APPRART NN APPRART NN VVFIN ART NE VVFIN PPOSAT NN NE KON ART NN ADJA	3/SB 1/NK 0/-- 3/MO 4/NK 3/MO 6/NK 7/NK 10/NK 11/SB 3/CJ 13/NK 11/OA 13/NK 13/CD 17/NK 15/CJ 17/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500183::Uncertain=false|gender=masc|EmoExpression::markable_100500183::Intensity=medium|num=sg|EmoExpression::markable_100500183::Sarcasm=false|EmoExpression::markable_100500183::EmoExpression=True|EmoExpression::markable_100500183::SubjectiveFact=false|EmoExpression::markable_100500183::Polarity=negative case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
332219941849800705	negative	Auf alle Fälle interessant! Die grünen Spitzenfunktionäre scheinen jedenfalls sehr selbstbewusst. Alles Zauberlehrlinge... %PosSmiley	auf alle Fall interessant! die grün Spitzenfunktionär scheinen jedenfalls sehr selbstbewusst. alle Zauberlehrlinge... %PosSmiley	APPR PIAT NN VVFIN ART ADJA NN VVFIN ADV ADV ADJD PIAT NN ITJ	4/MO 3/NK 1/NK 0/-- 7/NK 7/NK 8/SB 0/-- 8/MO 11/MO 8/MO 13/NK 0/-- 13/NK	_ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pos=True case=nom|Sentiment::markable_114::Intensity=weak|num=pl|Sentiment::markable_114::Sentiment=True|gender=masc|Sentiment::markable_114::Sarcasm=false|Sentiment::markable_114::Polarity=negative case=nom|Sentiment::markable_114::Sentiment=True|gender=masc|Target::markable_115::Preferred=true|pos=True|Target::markable_115::Target=True|num=pl|Target::markable_115::Anaphref=empty case=nom|gender=masc|num=pl|Target::markable_115::Target=True|Sentiment::markable_114::Sentiment=True pers=3|Sentiment::markable_114::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True Sentiment::markable_114::Sentiment=True|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_117::Intensity=medium|mood=ind|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Uncertain=false|pers=3|num=sg|tense=past|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::Sarcasm=false
318833905627193344	negative	"Diese Bundesregierung ist die erfolgreichste seit der Wiedervereinigung." April, April! - 200Gründe noch 174Tage ...	"Diese Bundesregierung sein die erfolgreich seit die Wiedervereinigung." April, April! - 200Gründe noch 174Tage ...	NN NN VAFIN ART ADJA APPR ART NN NE NN $( VVFIN ADV NN $.	3/SB 1/NK 0/-- 5/NK 3/PD 5/MNR 8/NK 6/NK 10/PNC 0/-- 12/-- 0/-- 12/MO 12/OA 14/--	case=nom|Sentiment::markable_118::Polarity=negative|Sentiment::markable_118::Sentiment=True|gender=fem|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=true|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|EmoExpression::markable_120::Intensity=strong|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::SubjectiveFact=false case=nom|num=sg|Sentiment::markable_118::Sentiment=True|gender=fem|EmoExpression::markable_120::EmoExpression=True|pos=True Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Negation::markable_121::Negation=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Negation::markable_121::Negation=True case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True _ pers=3|num=sg|tense=pres|mood=subj _ case=acc|gender=masc|num=pl _
334792335688884224	positive	Acht Jahre! Da fehlt nach der Wahl ja jegliche politische Kontrolle. Finde Legislaturen von über 5 Jahren heikel.	acht Jahre! da fehlen nach die Wahl ja jegliche politisch Kontrolle. finden Legislaturen von über 5 Jahr heikel.	ADJA NN ADV VVFIN APPR ART NN ADV PIAT ADJA NN VVFIN NN APPR APPR CARD NN ADJA	2/NK 0/-- 4/MO 0/-- 4/MO 7/NK 5/NK 4/MO 11/NK 11/NK 4/SB 18/MO 12/OA 13/PG 16/MO 17/NK 14/NK 0/--	_ case=nom|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg Sentiment::markable_122::Sentiment=True|Sentiment::markable_122::Sarcasm=false|mood=subj|Sentiment::markable_122::Intensity=medium|pers=3|num=sg|tense=pres|Sentiment::markable_122::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|num=pl|Target::markable_124::Anaphref=empty|gender=fem|Target::markable_124::Preferred=true|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Target::markable_124::Target=True case=dat|gender=neut|num=pl|Target::markable_124::Target=True|Sentiment::markable_122::Sentiment=True case=dat|gender=neut|num=pl|pos=True|Sentiment::markable_122::Sentiment=True
335861407377661952	neutral	"Gott stehe uns bei,die Politik wird es nach dem Euro-Crash nicht können%PosSmileyie sind alle auf der Flucht Mach mal Werkzeugkiste zu	"Gott stehen wir bei,die Politik werden es nach die Euro-Crash nicht können%PosSmileyie sein alle auf die Flucht machen mal Werkzeugkiste zu	NN VVFIN PPER NE NN VAFIN PPER APPR ART NN PTKNEG ADJD VAFIN PIS APPR ART NN VVIMP ADV NN APPR	2/MO 0/-- 2/DA 5/NK 2/SB 5/OC 6/SB 12/MO 10/NK 8/NK 12/NG 13/PD 7/RE 13/SB 18/MO 17/NK 15/NK 6/OC 18/MO 18/OA 2/SVP	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=pl|pers=1 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=acc|gender=neut|num=pl _
337431143852957696	negative	Debakel um Projekt "Euro Hawk": Merkel steht bei Drohnen-Affäre hinter De ... - FOCUS Online	Debakel um Projekt "Euro Hawk": Merkel stehen bei Drohnen-Affäre hinter De ... - Focus Online	NN APPR NN NN NE NE VVFIN APPR NN APPR NE $. $( NE NE	7/SB 1/MNR 2/NK 3/NK 6/PNC 1/NK 0/-- 7/MO 8/NK 7/MO 10/NK 11/-- 14/-- 15/PNC 0/--	case=nom|gender=masc|EmoExpression::markable_100500184::Uncertain=false|EmoExpression::markable_100500184::Intensity=strong|num=sg|EmoExpression::markable_100500184::EmoExpression=True|EmoExpression::markable_100500184::Polarity=negative|EmoExpression::markable_100500184::Sarcasm=false|EmoExpression::markable_100500184::SubjectiveFact=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=negative|gender=fem|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|num=sg|EmoExpression::markable_100500220::Sarcasm=false _ case=dat|gender=fem|num=sg _ _ *=True *=True
337331809085956096	positive	Die Zeiten des Friedens sind fast gezählt... %Link via %User Syrien Israel	die Zeit die Frieden sein fast gezählt... %Link via %User Syrien Israel	ART NN ART NN VAFIN ADV ADJA XY APPR NE NE NE	2/NK 5/SB 4/NK 2/AG 0/-- 7/MO 5/PD 0/-- 0/-- 12/PNC 12/PNC 9/NK	case=nom|gender=fem|num=pl case=nom|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|EmoExpression::markable_100500185::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500185::Uncertain=false|EmoExpression::markable_100500185::Intensity=medium|num=sg|EmoExpression::markable_100500185::Sarcasm=false|EmoExpression::markable_100500185::Polarity=positive|EmoExpression::markable_100500185::EmoExpression=True pers=3|num=pl|tense=pres|mood=ind _ pos=True _ _ case=gen|*=True|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
317813242380554240	neutral	Bundesregierung will offenbar ACTA-Fehler bei TAFTA wiederholen " GrünDigital	Bundesregierung wollen offenbar ACTA-Fehler bei TAFTA wiederholen " GrünDigital	NN VMFIN ADJD NN APPR NN VVINF $( NN	2/SB 0/-- 2/MO 7/OA 7/MO 5/NK 2/OC 7/-- 2/PAR	case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ _ case=dat|gender=neut|num=sg
324650398679977984	neutral	REGIME-HETZE ========= Noch vor Bundestagswahl AfD Verbot? Spiegel "entdeckt"strategische Unterwanderung durch NPD	REGIME-HETZE ========= noch vor Bundestagswahl AfD Verbot? Spiegel "entdeckt"strategische Unterwanderung durch NPD	NN ADJD ADV APPR NN ADJA ADJA NN NN NN APPR NE	2/NK 6/MO 4/MO 6/MO 4/NK 0/-- 6/APP 0/-- 10/NK 8/NK 8/MNR 11/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=sg
326079547697143808	mixed	Wenn im Fall Hoeness ausgerechnet Daum und Steinbrück zur moralischen Instanz werden, dann kann's ja heiter werden	wenn in Fall Hoeness ausgerechnet Daum und Steinbrück zu moralisch Instanz werden, dann können ja heiter werden	KOUS APPRART NN NN ADJD NN KON NN APPRART ADJA NN NE ADV VMFIN ADV ADJD VAFIN	2/CP 14/MO 2/NK 3/NK 6/MO 14/SB 6/CD 7/CJ 6/MNR 11/NK 9/NK 11/NK 6/MO 0/-- 14/MO 17/PD 14/OC	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|*=True|num=sg pos=True case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|EmoExpression::markable_100500186::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_100500186::Intensity=medium|num=sg|EmoExpression::markable_100500186::EmoExpression=True|EmoExpression::markable_100500186::Uncertain=false|EmoExpression::markable_100500186::Polarity=positive|EmoExpression::markable_100500186::Sarcasm=false case=dat|gender=fem|num=sg case=nom|*=True|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_100500222::Intensity=medium|comp=True|EmoExpression::markable_100500187::Sarcasm=false|EmoExpression::markable_100500222::Sarcasm=false|EmoExpression::markable_100500187::EmoExpression=True|EmoExpression::markable_100500187::SubjectiveFact=false|EmoExpression::markable_100500187::Uncertain=false|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Polarity=negative|EmoExpression::markable_100500187::Intensity=medium|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500187::Polarity=positive|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True
322434610971697153	mixed	Berlin und Hamburg sollen bereits AfD Hochburgen sein. Klingt übertrieben aber Klappern gehört zum Handwerk. cdu	Berlin und Hamburg sollen bereits AfD Hochburg sein. klingen übertreiben aber Klapper|Klappern gehören zu Handwerk. cdu	NE KON NE VMFIN ADV ADJA NN NE VVFIN VVPP KON NN VVFIN APPRART ADJA NN	4/SB 1/CD 2/CJ 0/-- 6/MO 7/NK 4/SB 7/AG 10/MO 12/NK 10/MO 13/SB 0/-- 13/OP 16/NK 14/NK	Target::markable_100500192::Target=True|Sentiment::markable_100500188::Sentiment=True|Target::markable_100500188::Target=True|num=sg|Sentiment::markable_100500192::Polarity=negative|Sentiment::markable_100500192::Sarcasm=false|Sentiment::markable_100500188::Intensity=medium|Sentiment::markable_100500192::Sentiment=True|case=nom|Target::markable_100500188::Anaphref=empty|gender=neut|Target::markable_100500188::Preferred=true|Target::markable_100500192::Preferred=true|Target::markable_100500192::Anaphref=empty|Sentiment::markable_100500192::Intensity=weak|Sentiment::markable_100500188::Polarity=positive|Sentiment::markable_100500188::Sarcasm=false Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|Target::markable_100500188::Anaphref=empty|gender=neut|Sentiment::markable_100500188::Sentiment=True|Target::markable_100500188::Target=True|Target::markable_100500188::Preferred=true|num=sg|Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_100500192::Target=True|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True Target::markable_100500192::Target=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|num=pl|Target::markable_100500192::Target=True|gender=fem|pos=True|Sentiment::markable_100500192::Sentiment=True|Sentiment::markable_100500188::Sentiment=True case=nom|num=pl|Target::markable_100500192::Target=True|gender=fem|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_100500188::Sentiment=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500192::Sentiment=True EmoExpression::markable_100500195::Intensity=weak|EmoExpression::markable_100500195::Sarcasm=false|pos=True|EmoExpression::markable_100500195::Polarity=negative|EmoExpression::markable_100500195::EmoExpression=True|EmoExpression::markable_100500195::SubjectiveFact=false|EmoExpression::markable_100500195::Uncertain=false|Sentiment::markable_100500192::Sentiment=True Sentiment::markable_100500192::Sentiment=True case=nom|gender=neut|EmoExpression::markable_100500196::Polarity=negative|EmoExpression::markable_100500196::Sarcasm=false|num=sg|EmoExpression::markable_100500196::Uncertain=false|EmoExpression::markable_100500196::Intensity=weak|EmoExpression::markable_100500196::SubjectiveFact=false|EmoExpression::markable_100500196::EmoExpression=True|Sentiment::markable_100500192::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg|pos=True|Sentiment::markable_100500192::Sentiment=True case=dat|gender=masc|num=sg
336572128684023811	negative	CSU: Seehofer lehnt Zusammenarbeit mit AfD ab	CSU: Seehofer lehnen Zusammenarbeit mit AfD ab	NN NE VVFIN NN APPR NN APPR	3/SB 1/NK 0/-- 3/OA 4/MNR 5/NK 3/SVP	case=nom|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True case=nom|num=sg|Sentiment::markable_125::Sentiment=True|gender=masc|Source::markable_126::Source=True|Source::markable_126::Anaphref=empty mood=ind|pers=3|EmoExpression::markable_128::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_128::SubjectiveFact=false|EmoExpression::markable_128::Intensity=medium|Sentiment::markable_125::Sentiment=True|EmoExpression::markable_128::EmoExpression=True|EmoExpression::markable_128::Polarity=negative|EmoExpression::markable_128::Sarcasm=false case=acc|Target::markable_127::Anaphref=empty|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Preferred=true|gender=fem|Target::markable_127::Target=True Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_125::Sentiment=True|Target::markable_127::Target=True EmoExpression::markable_128::EmoExpression=True|Sentiment::markable_125::Sentiment=True
322433763290259456	neutral	Wahlkampf-Slogan:SPD %Link gehe zurück auf LOS, begebe dich direkt dort hin - neues stargeld gibt es nicht	Wahlkampf-Slogan:SPD %Link gehen zurück auf LOS, begeben du direkt dort hin - neu stargeld geben es nicht	NN XY VVFIN PTKVZ APPR NE VVFIN PPER ADJD ADV PTKVZ $( ADJA NN VVFIN PPER PTKNEG	3/SB 1/NK 0/-- 3/SVP 7/MO 5/NK 3/CJ 7/OA 10/MO 7/MO 7/SVP 11/-- 14/NK 15/OA 7/CJ 15/EP 15/NG	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ _ case=acc|*=True|num=sg pers=3|num=sg|tense=pres|mood=subj case=acc|*=True|num=sg|pers=2 pos=True _ _ _ case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _
318462324744781826	neutral	Zumindest haben Merkel und Wanka etwa zur gleichen Zeit in Leipzig studiert, dürfte wenn dann aus der Zeit stammen.	zumindest haben Merkel und Wanka etwa zu gleich Zeit in Leipzig studiert, dürfen wenn dann aus die Zeit stammen.	ADV VAFIN NE KON NE ADV APPRART ADJA NN APPR NE NE VMFIN KOUS ADV APPR ART NN NE	2/MO 0/-- 2/SB 3/CD 4/CJ 7/MO 13/MO 9/NK 7/NK 9/MNR 12/PNC 10/NK 2/OC 16/CP 16/MO 13/MO 18/NK 16/NK 18/AG	_ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|*=True|num=sg
332596479392886786	neutral	120 km/h-Forderung des SPD-Chefs: Gabriel drückt beim Tempolimit auf die Bremse %Link via %User	120 km/h-Forderung die SPD-Chefs: Gabriel drücken bei Tempolimit auf die Bremse %Link via %User	CARD NN ART NN NE VVFIN APPRART NN APPR ART NN XY APPR NE	2/NK 6/SB 4/NK 2/AG 4/NK 0/-- 6/MO 7/NK 6/MO 11/NK 9/NK 11/NK 11/MNR 13/NK	_ gender=fem|*=True|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg
335143658594656256	negative	Es ist offiziell: Atombomben auf Syrien %Link via %User	Es sein offiziell: Atombombe auf Syrien %Link via %User	NN VAFIN ADJA NN APPR NE XY APPR NE	2/SB 0/-- 4/NK 2/PD 4/MNR 5/NK 6/PNC 4/MNR 8/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind pos=True case=acc|EmoExpression::markable_100500197::Uncertain=false|EmoExpression::markable_100500197::Intensity=medium|EmoExpression::markable_100500197::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500197::EmoExpression=True|num=pl|EmoExpression::markable_100500197::Sarcasm=false|EmoExpression::markable_100500197::Polarity=negative _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=acc|*=True|num=sg
325707427016224768	neutral	Es folgt die Wahl des stellvertretenden Parteivorsitzenden. Es kandidieren: Björn-Christopher Balbin, Udo Pastörs,......	Es folgen die Wahl die stellvertretend Parteivorsitzenden. es kandidieren: Björn-Christopher Balbin, Udo Pastörs,......	NN VVFIN ART NN ART ADJA NN PPER VVFIN NE NE NE NE	2/SB 0/-- 4/NK 2/OA 7/NK 7/NK 4/AG 9/SB 0/-- 13/PNC 13/PNC 13/PNC 9/OA	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg|pos=True case=gen|gender=masc|num=sg case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
332718385966231552	neutral	Jetzt kriegt dieser Alfred E. Neumann von der CDU also doch endlich sein Tempolimit für die Datenautobahn Drosselkom	jetzt kriegen dies Alfred E. Neumann von die CDU also doch endlich sein Tempolimit für die Datenautobahn Drosselkom	ADV VVFIN PDAT NE NE NE APPR ART NE ADV ADV ADV PPOSAT NN APPR ART NN ADJA	2/MO 0/-- 6/NK 6/PNC 6/PNC 2/SB 6/MNR 9/NK 7/NK 2/MO 2/MO 2/MO 14/NK 2/SB 14/MNR 17/NK 15/NK 2/MO	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|comp=True
325720463403778048	positive	Wann tritt Hoeness zurück? Oder erhält er erst noch das "vollste Vertrauen" von Frau Merkel?	wann treten Hoeness zurück? oder erhalten er erst noch die "vollste Vertrauen" von Frau Merkel?	PWAV VVFIN NN ADJD KON VVFIN PPER ADV ADV ART NN NN APPR NN ADJA	2/MO 0/-- 2/SB 2/MO 6/JU 0/-- 6/SB 6/MO 6/MO 11/NK 6/OA 11/NK 12/PG 13/NK 14/NK	Sentiment::markable_129::Intensity=medium|Sentiment::markable_129::Sentiment=True|Sentiment::markable_129::Sarcasm=false|Sentiment::markable_129::Polarity=positive mood=ind|EmoExpression::markable_131::EmoExpression=True|pers=3|EmoExpression::markable_131::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_131::Polarity=positive|Sentiment::markable_129::Sentiment=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Uncertain=false|EmoExpression::markable_131::Intensity=medium case=nom|*=True|Sentiment::markable_129::Sentiment=True|num=sg|EmoExpression::markable_131::EmoExpression=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ _ case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500198::SubjectiveFact=false|EmoExpression::markable_100500198::Sarcasm=false|EmoExpression::markable_100500198::EmoExpression=True|gender=neut|EmoExpression::markable_100500198::Uncertain=false|EmoExpression::markable_100500198::Intensity=medium|EmoExpression::markable_100500198::Polarity=positive|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg
318466505954193408	neutral	Merkel / Dohnanyi: Gegen den Rest der Welt: "Anne Will" brachte es an den Tag. Keineswegs brachte Minister Sch...	Merkel / Dohnanyi: gegen die Rest die Welt: "Anne Will" bringen es an die Tag. keineswegs bringen Minister Sch...	NE $( NN APPR ART NN ART ADJA NN NE VVFIN PPER APPR ART NN ADV VVFIN NN ADJA	11/SB 1/-- 1/APP 3/MNR 6/NK 4/NK 9/NK 9/NK 6/AG 9/NK 0/-- 11/OA 11/MO 15/NK 13/NK 17/MO 0/-- 17/SB 17/MO	case=nom|*=True|num=sg _ case=nom|*=True|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
324247873799741440	negative	aha, Die Grössten Busen der Welt woodyallen, merkel	aha, die groß Busen die Welt woodyallen, Merkel	NE ART ADJA NN ART NN NE NE	0/-- 4/NK 4/NK 1/CC 6/NK 4/AG 8/PNC 6/NK	case=nom|*=True|num=pl EmoExpression::markable_134::EmoExpression=True|EmoExpression::markable_134::SubjectiveFact=false|num=pl|EmoExpression::markable_134::Sarcasm=false|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=true|case=nom|EmoExpression::markable_134::Intensity=strong|*=True|EmoExpression::markable_134::Uncertain=false|Target::markable_133::Target=True|EmoExpression::markable_134::Polarity=positive|Sentiment::markable_132::Polarity=negative|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true case=nom|num=pl|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_134::EmoExpression=True|*=True|pos=True|Target::markable_133::Target=True case=nom|*=True|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=nom|*=True|num=sg case=nom|*=True|num=sg
325351604834410496	neutral	Vater gerade: Den Steinbrück wollen doch nicht mal die eigenen Leute wählen heuteshow	Vater gerade: die Steinbrück wollen doch nicht mal die eigen Leute wählen heuteshow	NN VVFIN ART NN VMFIN ADV PTKNEG ADV ART ADJA NN VVFIN NN	2/SB 0/-- 4/NK 2/OA 2/MO 5/MO 5/NG 7/MO 11/NK 11/NK 12/SB 5/OC 12/OA	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind _
