373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ''wahlkampf'' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ''wahlkampf'' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS NN VAFIN ITJ	4/NK 4/NK 4/NK 11/SB 11/PD 11/SB 11/MO 7/UC 11/CP 11/SB 0/-- 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
380454656230440960	neutral	Grüne- + SPD- Netzpolitiker fordern via FR "Klappe halten!" statt Trittin-Rücktritt + beleidigen Kritiker als "Heuc...	Grüne- + SPD- Netzpolitiker fordern via FR "Klappe halten!" statt Trittin-Rücktritt + beleidigen Kritiker als "Heuc...	TRUNC KON TRUNC NN VVFIN APPR NE NN VVFIN APPR NN KON VVFIN NN KOKOM NN	2/CJ 4/CD 2/CJ 5/SB 0/-- 5/MO 6/NK 9/SB 5/OC 13/CJ 10/NK 13/CD 0/-- 13/OA 16/CM 14/CC	_ _ _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=subj _ case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl
367967044781625345	mixed	Haha... die Grünen machen einen pragmatischen und sinnvollen Vorschlag! Und der Türkenlobbyist Schmiedel ist nat...	Haha... die Grüne machen eine pragmatisch und sinnvoll Vorschlag! und die Türkenlobbyist Schmiedel sein nat...	NN ART NN VVFIN ART ADJA KON ADJA NN KON ART NN NE VAFIN ADJA	0/-- 3/NK 4/SB 0/-- 9/NK 9/NK 6/CD 7/CJ 4/OA 14/JU 12/NK 14/SB 12/NK 0/-- 14/MO	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_100500312::Intensity=medium|Sentiment::markable_100500312::Sarcasm=false|Source::markable_100500313::Source=True|Source::markable_100500313::Anaphref=empty|*=True|num=pl|Sentiment::markable_100500312::Sentiment=True|Sentiment::markable_100500312::Polarity=positive case=nom|*=True|Source::markable_100500313::Source=True|num=pl|Sentiment::markable_100500312::Sentiment=True pers=3|Sentiment::markable_100500312::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|num=sg|Target::markable_100500314::Target=True|Sentiment::markable_100500312::Sentiment=True|gender=masc|Target::markable_100500314::Preferred=true|Target::markable_100500314::Anaphref=empty case=acc|EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Sarcasm=false|Target::markable_100500314::Target=True|EmoExpression::markable_100500316::EmoExpression=True|gender=masc|EmoExpression::markable_100500316::Uncertain=false|pos=True|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Polarity=positive|num=sg|Sentiment::markable_100500312::Sentiment=True Sentiment::markable_100500312::Sentiment=True|Target::markable_100500314::Target=True case=acc|Target::markable_100500314::Target=True|EmoExpression::markable_100500315::Uncertain=false|gender=masc|pos=True|EmoExpression::markable_100500315::EmoExpression=True|EmoExpression::markable_100500315::Polarity=positive|num=sg|EmoExpression::markable_100500315::Sarcasm=false|EmoExpression::markable_100500315::Intensity=medium|Sentiment::markable_100500312::Sentiment=True|EmoExpression::markable_100500315::SubjectiveFact=false case=acc|gender=masc|num=sg|Sentiment::markable_100500312::Sentiment=True _ case=nom|Sentiment::markable_100500317::Intensity=weak|Target::markable_100500318::Preferred=true|gender=masc|Target::markable_100500318::Anaphref=empty|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|Sentiment::markable_100500317::Sarcasm=false|Sentiment::markable_100500317::Polarity=negative case=nom|EmoExpression::markable_100500319::Uncertain=false|EmoExpression::markable_100500319::Intensity=weak|EmoExpression::markable_100500319::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500319::EmoExpression=True|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True|EmoExpression::markable_100500319::Sarcasm=false|EmoExpression::markable_100500319::Polarity=negative case=nom|gender=masc|Target::markable_100500318::Target=True|num=sg|Sentiment::markable_100500317::Sentiment=True pers=3|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg
365559316104749056	mixed	"Noch 45 Tage und wir sind die los", rief Steinbrück! Einfach niveaulos! SPD CDU ich erwarte Respekt + Wertschätzung!	"Noch 45 Tag und wir sein die los", rufen Steinbrück! einfach niveaulos! SPD CDU ich erwarten Respekt + Wertschätzung!	NN CARD NN KON PPER VAFIN ART NE VVFIN NN ADV ADJA NE NE PPER VVFIN NN KON NN	9/SB 3/NK 1/MO 1/CD 6/SB 4/CJ 8/NK 6/PD 0/-- 9/OA 12/MO 0/-- 14/PNC 16/SB 16/SB 0/-- 16/OA 17/CD 18/CJ	Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=acc|num=pl|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=masc|Sentiment::markable_100500308::Sentiment=True Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True case=nom|pers=1|num=pl|Sentiment::markable_100500304::Sentiment=True|Target::markable_100500304::Target=True|Sentiment::markable_100500308::Sentiment=True|*=True EmoExpression::markable_100500308::Intensity=medium|mood=ind|EmoExpression::markable_100500308::EmoExpression=True|EmoExpression::markable_100500308::Sarcasm=false|Sentiment::markable_100500308::Sentiment=True|EmoExpression::markable_100500308::Polarity=negative|pers=1|num=pl|tense=pres|Sentiment::markable_100500304::Sentiment=True|EmoExpression::markable_100500308::SubjectiveFact=false|EmoExpression::markable_100500308::Uncertain=false|Target::markable_100500304::Target=True case=nom|Target::markable_100500304::Target=True|gender=fem|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500308::Target=True|Target::markable_100500308::Preferred=true|num=sg|Target::markable_100500308::Anaphref=empty|Sentiment::markable_100500304::Sentiment=True case=nom|num=sg|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=fem|Sentiment::markable_100500308::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_100500304::Sentiment=True|Sentiment::markable_100500308::Sentiment=True|Target::markable_100500304::Target=True case=acc|num=sg|Target::markable_100500304::Target=True|Sentiment::markable_100500304::Sentiment=True|gender=fem|Sentiment::markable_100500308::Sentiment=True Intensifier::markable_100500306::EmoExpressionRef=emo-expression:markable_100500305|Sentiment::markable_100500304::Sentiment=True|Intensifier::markable_100500306::Degree=medium|Intensifier::markable_100500306::Intensifier=True Sentiment::markable_100500304::Sentiment=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|EmoExpression::markable_100500302::SubjectiveFact=false|EmoExpression::markable_100500302::Sarcasm=false|num=sg|EmoExpression::markable_100500302::Polarity=positive|EmoExpression::markable_100500302::EmoExpression=True|EmoExpression::markable_100500302::Uncertain=false|EmoExpression::markable_100500302::Intensity=medium _ case=acc|gender=masc|num=sg
377699292766818304	negative	Grüne auf Vierjahrestief Mit dem Sympathieträger an der Spitze gibt es nun mal nur eine Richtung %User	Grüne auf Vierjahrestief mit die Sympathieträger an die Spitze geben es nun mal nur eine Richtung %User	NN APPR NN APPR ART NN APPR ART NN VVFIN PPER ADV ADV ADV ART NN NE	10/OA 1/MO 2/NK 3/MNR 6/NK 4/NK 6/MNR 9/NK 7/NK 0/-- 10/EP 10/MO 10/MO 16/MO 16/NK 10/OA 16/NK	case=nom|Sentiment::markable_100500298::Sentiment=True|Target::markable_100500299::Preferred=true|Target::markable_100500299::Anaphref=empty|Sentiment::markable_100500298::Sarcasm=false|*=True|Sentiment::markable_100500298::Polarity=negative|num=pl|Sentiment::markable_100500298::Intensity=medium|Target::markable_100500299::Target=True Sentiment::markable_100500298::Sentiment=True case=acc|EmoExpression::markable_100500300::Sarcasm=false|EmoExpression::markable_100500300::EmoExpression=True|Sentiment::markable_100500298::Sentiment=True|gender=fem|EmoExpression::markable_100500300::SubjectiveFact=false|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium _ case=dat|gender=masc|num=sg case=dat|EmoExpression::markable_100500297::Sarcasm=false|gender=masc|EmoExpression::markable_100500297::SubjectiveFact=false|EmoExpression::markable_100500297::Polarity=positive|EmoExpression::markable_100500297::EmoExpression=True|num=sg|EmoExpression::markable_100500297::Uncertain=false|EmoExpression::markable_100500297::Intensity=medium _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
372629686071070720	negative	FDP, NPD und ein finnischer Quark. Wie sich eine Wahlkampf-Panne aus Facebook heraus ausbreitete....	FDP, NPD und eine finnisch Quark. wie sich eine Wahlkampf-Panne aus Facebook heraus ausbreitete....	NE NE KON ART ADJA NN KOUS PRF ART NN APPR NE ADV ADJA	2/PNC 0/-- 2/CD 6/NK 6/NK 3/CJ 14/MO 13/OA 10/NK 13/SB 10/MNR 11/NK 7/DM 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_100500296::EmoExpression=True|gender=fem|EmoExpression::markable_100500296::Uncertain=false|num=sg|EmoExpression::markable_100500296::SubjectiveFact=false|EmoExpression::markable_100500296::Sarcasm=false|EmoExpression::markable_100500296::Polarity=negative|EmoExpression::markable_100500296::Intensity=weak _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg|pos=True
379939815678304257	neutral	Links - Interessante Seiten zu den Themen Nachrichten und Politik POLITBAROMETER WAHL-O-MAT CDU SPD GRÜNE FDP LINKE	Link - interessant Seite zu die Thema Nachricht und Politik POLITBAROMETER WAHL-O-MAT CDU SPD grünen FDP links	NE $( ADJA NN APPR ART NN NN KON NN NN NE NE NE VVFIN NE ADJA	15/SB 1/-- 4/NK 15/OA 4/MNR 7/NK 5/NK 7/NK 8/CD 9/CJ 7/NK 14/PNC 14/PNC 11/NK 0/-- 17/DA 15/SB	case=nom|*=True|num=sg _ case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl case=nom|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
381723901140541440	negative	AfD sagt: Die neue "GEZ" kommt einer Zwangssteuer sehr nahe. cdu csu spd grüne fdp linke piraten afd BTW13	AfD sagt: die neu "GEZ" kommen eine Zwangssteuer sehr nahe. cdu csu spd grün fdp links Pirat afd BTW13	NN VVFIN ART ADJA NN VVFIN ART NN ADV ADJA NN NN ADJA ADJA NN ADJA NN ADJA NN	2/SB 0/-- 5/NK 5/NK 6/SB 15/NK 8/NK 6/SB 10/MO 11/NK 8/AG 11/NK 15/NK 15/NK 2/SB 17/NK 2/DA 19/NK 2/OA	case=nom|Sentiment::markable_100500341::Sentiment=True|Sentiment::markable_100500341::Polarity=negative|gender=masc|Sentiment::markable_100500341::Intensity=medium|Source::markable_100500342::Source=True|num=sg|Sentiment::markable_100500341::Sarcasm=false|Source::markable_100500342::Anaphref=empty pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Anaphref=empty|gender=fem|Target::markable_100500343::Preferred=true|Target::markable_100500343::Target=True case=acc|num=sg|Sentiment::markable_100500341::Sentiment=True|gender=fem|pos=True|Target::markable_100500343::Target=True case=acc|gender=fem|num=sg|Sentiment::markable_100500341::Sentiment=True|Target::markable_100500343::Target=True pers=3|Sentiment::markable_100500341::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500341::Sentiment=True case=nom|EmoExpression::markable_100500344::EmoExpression=True|Sentiment::markable_100500341::Sentiment=True|gender=fem|EmoExpression::markable_100500344::Uncertain=false|num=sg|EmoExpression::markable_100500344::Intensity=medium|EmoExpression::markable_100500344::SubjectiveFact=false|EmoExpression::markable_100500344::Sarcasm=false|EmoExpression::markable_100500344::Polarity=negative Sentiment::markable_100500341::Sentiment=True Sentiment::markable_100500341::Sentiment=True|pos=True _ case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|gender=masc|num=pl|pos=True pers=3|num=pl|tense=pres|mood=subj case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl
369376824016785408	neutral	Parteien sollten nicht an ihren aktuellen Wahlversprechen gemessen werden, sondern an denen der letzten Wahlen. Piraten	Partei sollen nicht an ihr aktuell Wahlversprechen messen werden, sondern an die die letzt Wahlen. Pirat	NN VMFIN PTKNEG APPR PPOSAT ADJA NN VVPP NE KON APPR PDS ART ADJA NN NN	2/SB 0/-- 2/NG 8/MO 7/NK 7/NK 4/NK 2/OC 8/OA 4/CD 10/CJ 11/NK 15/NK 15/NK 12/AG 0/--	case=nom|gender=fem|num=pl pers=3|num=pl|tense=past|mood=subj _ _ case=dat|*=True|num=pl case=dat|*=True|num=pl|pos=True case=dat|*=True|num=pl _ _ _ _ case=dat|gender=masc|num=pl case=gen|gender=neut|num=pl case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl case=nom|gender=masc|num=pl
380268581537062912	neutral	Auf die Lobby-FDP von heute kann Deutschland verzichten %Link FDP BTW13 LINKE+	auf die Lobby-FDP von heute können Deutschland verzichten %Link FDP BTW13 LINKE+	APPR ART NE APPR ADV VMFIN NE VVINF XY NE CARD NN	8/OP 3/NK 1/NK 3/MNR 4/NK 0/-- 6/SB 6/OC 11/PNC 11/PNC 12/NK 8/OA	_ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg
375336502219505664	negative	Das ist dreist: Seehofer erklärt, SPD sei verantwortlich für Landesbank-Desaster. Warum lacht da keiner? tvduell	die sein dreist: Seehofer erklärt, SPD sein verantwortlich für Landesbank-Desaster. warum lachen da keiner? tvduell	PDS VAFIN ADJA NE NE NE VAFIN ADJD APPR NE PWAV VVFIN ADV ADJD ADJD	2/SB 0/-- 4/NK 2/PD 6/NK 7/SB 4/OC 7/PD 8/MO 9/NK 12/MO 0/-- 12/MO 12/MO 0/--	case=nom|num=sg|Sentiment::markable_44::Intensity=medium|Sentiment::markable_44::Sarcasm=false|gender=neut|Sentiment::markable_44::Polarity=negative|Sentiment::markable_44::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True *=True|pos=True|Sentiment::markable_44::Sentiment=True case=nom|Target::markable_46::Target=True|Sentiment::markable_100500337::Sarcasm=false|Sentiment::markable_100500337::Polarity=negative|*=True|Sentiment::markable_44::Sentiment=True|num=sg|Source::markable_100500337::Source=True|Sentiment::markable_100500337::Sentiment=True|Source::markable_100500337::Anaphref=empty|Target::markable_46::Anaphref=empty|Target::markable_46::Preferred=true|Sentiment::markable_100500337::Intensity=medium Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True case=nom|Target::markable_46::Target=True|Target::markable_100500337::Anaphref=empty|Target::markable_100500337::Target=True|gender=fem|Target::markable_100500337::Preferred=true|num=sg|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True pers=3|Target::markable_46::Target=True|num=sg|tense=pres|mood=subj|Sentiment::markable_100500337::Sentiment=True|Sentiment::markable_44::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|pos=True|Sentiment::markable_100500337::Sentiment=True Target::markable_46::Target=True|Sentiment::markable_44::Sentiment=True|Sentiment::markable_100500337::Sentiment=True case=acc|gender=neut|num=sg _ EmoExpression::markable_100500336::Uncertain=false|EmoExpression::markable_100500336::Intensity=medium|mood=ind|EmoExpression::markable_100500336::Polarity=positive|EmoExpression::markable_100500336::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500336::SubjectiveFact=false|EmoExpression::markable_100500336::Sarcasm=false _ pos=True pos=True
380708911042822144	negative	Pro-Tipp vom Fachmann: Im Winter einfach den Karmin mit Wahlplakaten heizen, am besten eignen sich NPD und AfD Plakate!	Pro-Tipp von Fachmann: in Winter einfach die <UNKNOWN> mit Wahlplakat heizen, am gut eignen sich NPD und AfD Plakate!	NN APPRART NN APPRART NN ADJD ART NN APPR NN NE PTKA ADJD VVFIN PRF NE KON NE NN	14/CJ 1/MNR 2/NK 1/MNR 4/NK 1/MO 8/NK 14/OA 8/MNR 9/NK 10/NK 13/PM 14/MO 0/-- 14/OA 14/SB 16/CD 17/CJ 14/OA	case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|Sentiment::markable_47::Sarcasm=true|num=sg|Sentiment::markable_47::Polarity=negative|gender=masc|Sentiment::markable_47::Intensity=strong|Sentiment::markable_47::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True pos=True|Sentiment::markable_47::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_47::Sentiment=True case=dat|gender=neut|num=pl|Sentiment::markable_47::Sentiment=True EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=true|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::SubjectiveFact=false|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=strong|Sentiment::markable_47::Sentiment=True EmoExpression::markable_49::EmoExpression=True|Sentiment::markable_47::Sentiment=True|sup=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_47::Sentiment=True case=acc|pers=3|num=pl|Sentiment::markable_47::Sentiment=True case=dat|Target::markable_48::Preferred=true|num=sg|Target::markable_48::Target=True|gender=fem|Target::markable_48::Anaphref=empty|Sentiment::markable_47::Sentiment=True Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_47::Sentiment=True
379195302378758144	negative	Bei SPD und Grüne sieht es nicht besser aus. Schaut mal wieviel Waffen 1998-2005 exportie...	bei SPD und Grüne sehen es nicht gut aus. schauen mal wieviele Waffe @card@ exportie...	APPR NE KON NN VVFIN PPER PTKNEG ADJD ADJD VVFIN PTKVZ PWAV NN CARD ADJA	5/MO 1/NK 2/CD 3/CJ 0/-- 5/SB 5/NG 9/MO 5/OC 0/-- 10/MO 15/MO 15/SB 15/NK 11/NK	Sentiment::markable_100500320::Sentiment=True|Sentiment::markable_100500320::Sarcasm=false|Sentiment::markable_100500320::Polarity=negative|Sentiment::markable_100500320::Intensity=medium case=dat|Sentiment::markable_100500320::Sentiment=True|num=sg|Target::markable_100500321::Anaphref=empty|gender=fem|Target::markable_100500321::Preferred=true|Target::markable_100500321::Target=True Sentiment::markable_100500320::Sentiment=True case=nom|Sentiment::markable_100500320::Sentiment=True|num=pl|Target::markable_100500322::Preferred=true|Target::markable_100500322::Anaphref=empty|*=True|Target::markable_100500322::Target=True pers=3|Sentiment::markable_100500320::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_100500320::Sentiment=True|pers=3 Sentiment::markable_100500320::Sentiment=True|Negation::markable_100500324::EmoExpressionRef=emo-expression:markable_100500323|Negation::markable_100500324::Negation=True EmoExpression::markable_100500323::SubjectiveFact=false|EmoExpression::markable_100500323::Sarcasm=false|EmoExpression::markable_100500323::EmoExpression=True|comp=True|EmoExpression::markable_100500323::Uncertain=false|EmoExpression::markable_100500323::Intensity=medium|Sentiment::markable_100500320::Sentiment=True|EmoExpression::markable_100500323::Polarity=positive Sentiment::markable_100500320::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=pl _ gender=fem|*=True|num=sg|pos=True
374426818155012096	neutral	Wann & wo kann man sich eigentlich das wahre Kanzlerduell zwischen %User und %User zu Gemüte führen? tvduell	wann & wo können man sich eigentlich die wahr Kanzlerduell zwischen %User und %User zu Gemüt führen? tvduell	PWAV KON PWAV VMFIN PIS PRF ADV ART ADJA NN APPR NE KON NE APPR NN ADJA NN	4/MO 1/CD 2/CJ 0/-- 4/SB 17/OA 4/MO 10/NK 10/NK 4/SB 10/MNR 11/NK 12/CD 13/CJ 17/MO 15/NK 4/MO 0/--	_ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|pers=3|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True pos=True
364643814453313536	mixed	An FDP-Plakat vorbeigefahren "Lieber starke Mitte statt linker Rand". Nach rechts halten sie sich aber scheinbar alles o...	an FDP-Plakat vorbeifahren "Lieber stark Mitte statt links Rand". nach rechts halten sie sich aber scheinbar alle o...	APPR NN VVPP NN ADJA NN APPR ADJA NN APPR ADV VVFIN PPER PRF ADV ADJD PIAT ADJA	3/MO 1/NK 0/-- 3/MO 6/NK 4/AG 6/MNR 9/NK 7/NK 12/MO 10/NK 0/-- 12/SB 12/OA 12/MO 18/MO 18/MO 12/SB	_ case=dat|gender=neut|num=sg _ case=gen|Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_100500333::EmoExpression=True|gender=neut|EmoExpression::markable_100500333::Sarcasm=false|EmoExpression::markable_100500333::Polarity=positive|num=pl|EmoExpression::markable_100500333::Intensity=medium|EmoExpression::markable_100500333::SubjectiveFact=false|EmoExpression::markable_100500333::Uncertain=false case=gen|Sentiment::markable_100500330::Sentiment=True|gender=neut|pos=True|Target::markable_100500331::Target=True|Target::markable_100500331::Preferred=true|num=pl|Target::markable_100500331::Anaphref=empty case=gen|gender=neut|num=pl|Sentiment::markable_100500330::Sentiment=True|Target::markable_100500331::Target=True Sentiment::markable_100500330::Sentiment=True|EmoExpression::markable_100500334::EmoExpression=True|EmoExpression::markable_100500334::Uncertain=false|EmoExpression::markable_100500334::Sarcasm=false|EmoExpression::markable_100500334::SubjectiveFact=false|EmoExpression::markable_100500334::Polarity=negative|EmoExpression::markable_100500334::Intensity=medium case=dat|Sentiment::markable_100500330::Sentiment=True|Target::markable_100500332::Preferred=false|gender=fem|Target::markable_100500332::Anaphref=empty|pos=True|Target::markable_100500332::Target=True|num=sg case=dat|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|pers=3|num=pl _ pos=True case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
361387680233304065	neutral	Neue Umfrageergebnisse: Schwarz-Gelb fällt in Umfrage hinter Opposition	neu Umfrageergebnisse: Schwarz-Gelb fallen|fällen in Umfrage hinter Opposition	ADJA NN NN VVFIN APPR NN APPR NN	2/NK 4/SB 2/NK 0/-- 4/MO 5/NK 4/MO 7/NK	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg
375341103740100608	negative	Der Vollhorst hat die Regierungsbezirke auswendig gelernt CSU- tvduell brwahl	die Vollhorst haben die Regierungsbezirk auswendig lernen CSU- tvduell brwahl	ART NN VAFIN ART NN ADV VVPP TRUNC ADJD ADJA	2/NK 3/SB 0/-- 5/NK 7/OA 7/MO 3/OC 10/ADC 10/MO 7/MO	case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500423::Uncertain=false|gender=masc|EmoExpression::markable_100500423::EmoExpression=True|EmoExpression::markable_100500423::Polarity=negative|num=sg|EmoExpression::markable_100500423::Sarcasm=false|EmoExpression::markable_100500423::Intensity=medium|EmoExpression::markable_100500423::SubjectiveFact=false pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pos=True _ _ pos=True case=dat|gender=neut|num=pl|sup=True
374496735109730304	neutral	Wir haben es jetzte verstanden - die neue Rechte tut also ob... AfD	wir haben es jetzte verstehen - die neu Recht|Rechte tun also ob... AfD	PPER VAFIN PPER ADJA VVPP $( ART ADJA NN VVFIN ADV ADJA NN	2/SB 0/-- 5/OA 5/OA 2/OC 5/-- 9/NK 9/NK 10/SB 3/RE 10/MO 10/MO 0/--	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=acc|gender=fem|num=pl|pos=True _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg
