324257473294917633	negative	Auf dem Tisch liegen Mozart Kugeln, ber ich will mich nicht bewegen... %NegSmiley	auf die Tisch liegen Mozart Kugeln, ber ich wollen ich nicht bewegen... %NegSmiley	APPR ART NN VVFIN NE NE VVFIN PPER VMFIN PPER PTKNEG ADJA ITJ	4/MO 3/NK 1/NK 0/-- 6/PNC 4/DA 4/MO 7/SB 7/MO 9/OA 9/NG 9/OC 12/NK	_ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative case=nom|Target::markable_3::Anaphref=empty|*=True|Target::markable_3::Preferred=true|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|Target::markable_3::Target=True pers=1|num=sg|tense=pres|mood=ind|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True case=acc|pers=1|num=sg|Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_3::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=medium|EmoExpression::markable_2::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=negative|EmoExpression::markable_2::EmoExpression=True|Sentiment::markable_1::Sentiment=True
338025027586883584	negative	Was bekommt ein BWL-Student, der das dritte Mal durch die Diplomarbeit gefallen ist? Die FDP-Mitgliedschaft.	was bekommen eine BWL-Student, die die dritt Mal durch die Diplomarbeit gefallen ist? die FDP-Mitgliedschaft.	PIS VVFIN ART NN ART ART ADJA NN APPR ART NN VVINF VVFIN ART NN	2/OA 0/-- 4/NK 2/SB 4/NMC 8/NK 8/NK 2/OA 12/MO 11/NK 9/NK 13/OC 2/MO 15/NK 0/--	case=acc|num=sg|Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Polarity=negative|Sentiment::markable_100500262::Sarcasm=false|gender=neut|Sentiment::markable_100500262::Intensity=medium pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True|pos=True case=acc|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::SubjectiveFact=false|EmoExpression::markable_100500264::Polarity=negative|EmoExpression::markable_100500264::EmoExpression=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_100500262::Sentiment=True
335495033228754944	positive	68% glauben nicht, das die BundReg. die anstehenden Probleme löst, aber 60% würden Merkel wieder wählen? So sieht Dummhe...	@card@ glauben nicht, die die BundReg. die anstehend Problem löst, aber @card@ werden Merkel wieder wählen? so sehen Dummhe...	CARD VVFIN ADJD PDS ART NN ART ADJA NN VVFIN ADV CARD VAFIN NE ADV VVFIN ADV VVFIN NE	2/SB 0/-- 4/MO 2/SB 6/NK 2/SB 9/NK 9/NK 10/OA 2/OC 10/MO 10/OA 10/CJ 13/SB 16/MO 13/OC 18/MO 0/-- 18/SB	Source::markable_100500266::Anaphref=empty|Sentiment::markable_100500265::Polarity=positive|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500265::Sarcasm=false|Sentiment::markable_100500265::Intensity=medium|Source::markable_100500266::Source=True mood=ind|EmoExpression::markable_100500270::EmoExpression=True|EmoExpression::markable_100500270::Uncertain=false|EmoExpression::markable_100500270::Polarity=positive|EmoExpression::markable_100500270::Sarcasm=false|pers=3|num=pl|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500270::SubjectiveFact=false|EmoExpression::markable_100500270::Intensity=medium Sentiment::markable_100500265::Sentiment=True case=acc|num=sg|Sentiment::markable_100500265::Sentiment=True|Target::markable_100500272::Anaphref=empty|gender=neut|Target::markable_100500272::Target=True|Target::markable_100500272::Preferred=true case=nom|*=True|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|*=True|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|*=True|num=pl|Target::markable_100500272::Target=True|Sentiment::markable_100500265::Sentiment=True case=nom|num=pl|Sentiment::markable_100500265::Sentiment=True|*=True|Target::markable_100500272::Target=True|pos=True case=acc|EmoExpression::markable_100500349::Intensity=medium|EmoExpression::markable_100500349::Polarity=positive|Target::markable_100500272::Target=True|gender=neut|EmoExpression::markable_100500349::SubjectiveFact=false|num=pl|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500349::EmoExpression=True|EmoExpression::markable_100500349::Uncertain=false|EmoExpression::markable_100500349::Sarcasm=false pers=3|num=sg|tense=past|mood=ind _ Source::markable_100500274::Anaphref=empty|Sentiment::markable_100500273::Polarity=positive|Sentiment::markable_100500273::Intensity=medium|Sentiment::markable_100500273::Sarcasm=false|Source::markable_100500274::Source=True|Sentiment::markable_100500273::Sentiment=True pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_100500273::Sentiment=True case=dat|Target::markable_100500275::Preferred=true|num=sg|Target::markable_100500275::Anaphref=empty|gender=neut|Target::markable_100500275::Target=True|Sentiment::markable_100500273::Sentiment=True Sentiment::markable_100500273::Sentiment=True pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_100500278::Uncertain=false|EmoExpression::markable_100500278::Polarity=negative|EmoExpression::markable_100500278::Sarcasm=false|*=True|num=sg|EmoExpression::markable_100500278::Intensity=medium|EmoExpression::markable_100500278::SubjectiveFact=false|EmoExpression::markable_100500278::EmoExpression=True
333345725964484608	negative	Landesparteitag der AfD Bayern im Chaos versunken. Wahl des neuen Vorstands ungültig. Fortsetzung folgt irgendwann...	Landesparteitag die AfD Bayer in Chaos versunken. Wahl die neu Vorstand ungültig. Fortsetzung folgen irgendwann...	NN ART ADJA NN APPRART NN NE NN ART ADJA NN ADJA NN VVFIN ADV	0/-- 4/NK 4/NK 1/AG 1/MNR 5/NK 6/NK 12/MO 11/NK 11/NK 8/AG 0/-- 14/SB 0/-- 14/MO	case=nom|Target::markable_100500280::Target=True|gender=masc|Target::markable_100500280::Anaphref=empty|Sentiment::markable_100500279::Polarity=negative|Sentiment::markable_100500279::Sentiment=True|num=sg|Target::markable_100500280::Preferred=true|Sentiment::markable_100500279::Intensity=medium|Sentiment::markable_100500279::Sarcasm=false case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_100500279::Sentiment=True|Target::markable_100500280::Target=True case=dat|EmoExpression::markable_100500281::Uncertain=false|gender=masc|EmoExpression::markable_100500281::Intensity=medium|Sentiment::markable_100500279::Sentiment=True|EmoExpression::markable_100500281::Sarcasm=false|EmoExpression::markable_100500281::SubjectiveFact=false|num=sg|EmoExpression::markable_100500281::Polarity=negative|EmoExpression::markable_100500281::EmoExpression=True case=dat|gender=masc|EmoExpression::markable_100500281::EmoExpression=True|num=sg|Sentiment::markable_100500279::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500279::Sentiment=True case=acc|Target::markable_100500283::Preferred=true|Sentiment::markable_100500282::Sentiment=True|gender=fem|num=sg|Target::markable_100500283::Anaphref=empty|Sentiment::markable_100500282::Polarity=negative|Sentiment::markable_100500282::Intensity=medium|Target::markable_100500283::Target=True|Sentiment::markable_100500282::Sarcasm=false case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True case=gen|Sentiment::markable_100500282::Sentiment=True|num=sg|gender=masc|pos=True|Target::markable_100500283::Target=True case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|Target::markable_100500283::Target=True case=gen|gender=masc|Sentiment::markable_100500282::Sentiment=True|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
326209718743887873	negative	Rücktritt wegen Doppelbelastung? : Wie Familienministerin Schröder die ... - FOCUS Online: BILDRücktritt wegen ...	Rücktritt wegen Doppelbelastung? : wie Familienministerin Schröder die ... - Focus Online: BILDRücktritt wegen ...	NN APPR NN $. KOKOM NN NE ART $. $( NE NE NN APPO $.	0/-- 1/MNR 2/NK 6/-- 6/CM 0/-- 6/NK 6/APP 8/-- 11/-- 13/NK 13/PNC 14/NK 0/-- 14/--	case=nom|EmoExpression::markable_100500350::Uncertain=true|EmoExpression::markable_100500350::Intensity=medium|EmoExpression::markable_100500350::Sarcasm=false|EmoExpression::markable_100500350::Polarity=negative|gender=masc|EmoExpression::markable_100500350::EmoExpression=True|num=sg|EmoExpression::markable_100500350::SubjectiveFact=true _ gender=fem|*=True|num=sg _ _ case=nom|gender=fem|num=sg case=nom|*=True|num=sg case=acc|gender=fem|num=sg _ _ *=True *=True case=nom|gender=masc|num=sg _ _
335842160190554112	negative	Heute 5 Stunden im strömenden Regen Flyer verteilt. Total im Eimer aber glücklich. 80-jährige CDU Stammwählerin: Diesmal wä...	heute 5 Stunde|Stunden in strömend Regen Flyer verteilt. total in Eimer aber glücklich. 80-jährig CDU Stammwählerin: diesmal wä...	ADV CARD NN APPRART ADJA NN NN NE ADJD APPRART NN KON NE ADJA NE NN ADV ADJA	2/MO 3/NK 0/-- 3/MNR 6/NK 4/NK 6/NK 6/AG 0/-- 9/MO 10/NK 11/CD 12/CJ 0/-- 16/PNC 14/SB 18/MO 14/MO	_ _ case=acc|gender=fem|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=pl case=gen|*=True|num=sg Intensifier::markable_100500286::EmoExpressionRef=emo-expression:markable_100500285|Intensifier::markable_100500286::Degree=strong|Intensifier::markable_100500286::Intensifier=True|pos=True case=dat|EmoExpression::markable_100500285::Uncertain=false|EmoExpression::markable_100500285::Polarity=negative|EmoExpression::markable_100500285::Sarcasm=false|gender=masc|num=sg|EmoExpression::markable_100500285::Intensity=medium|EmoExpression::markable_100500285::SubjectiveFact=false|EmoExpression::markable_100500285::EmoExpression=True case=dat|gender=masc|num=sg|EmoExpression::markable_100500285::EmoExpression=True _ *=True case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True
337316745176023042	positive	Pssst, Piraten! Steilvorlage für euch: %Link Müsst ihr nur noch bewerben helfen. %PosSmiley	Pssst, Piraten! Steilvorlage für euch: %Link müssen ihr nur noch bewerben helfen. %PosSmiley	NE NN NN APPR ADJA XY VMFIN PPER ADV ADV VVFIN NE ITJ	2/PNC 0/-- 7/SB 3/MNR 12/NK 4/NK 0/-- 12/DA 11/MO 9/MO 7/MO 11/OA 0/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg _ case=acc|*=True|num=pl|pos=True case=acc|*=True|num=pl pers=2|num=pl|tense=pres|mood=ind case=dat|gender=fem|num=sg|pers=3 _ _ _ *=True EmoExpression::markable_63::Polarity=positive|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium
332259013708378113	neutral	Wir sollten es einfach akzeptieren: die SPD hat in den nächsten Jahren irgendetwas anderes vor und hat nicht die Zeit zu regieren. btw13	wir sollen es einfach akzeptieren: die SPD haben in die nah Jahr irgendetwas andere vor und haben nicht die Zeit zu regieren. btw13	PPER VMFIN PPER ADJD VVFIN ART NE VAFIN APPR ART ADJA NN PIAT PIS PTKVZ KON VAFIN PTKNEG ART NN APPR NE CARD	2/SB 8/SB 2/SB 5/MO 3/RE 7/NK 5/SB 0/-- 8/MO 12/NK 12/NK 9/NK 14/NK 8/OA 8/SVP 8/CD 16/CJ 17/NG 20/NK 17/OA 20/MNR 21/NK 17/MO	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl gender=neut|*=True case=acc|gender=neut|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _
332594965198802945	neutral	RiotimAlltag ist künstliche Trennungen zu hinterfragen. Zwischen Politik&amp;Privatem und dir&amp;mir etc.	RiotimAlltag sein künstlich Trennung zu hinterfragen. zwischen Politik&amp;Privatem und dir&amp;mir etc.	NN VAFIN ADJA NN APPR NE APPR NN KON NN ADV	2/SB 0/-- 4/NK 2/PD 4/MNR 5/NK 0/-- 7/NK 8/CD 9/CJ 10/CJ	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl|pos=True case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _
326087967468814336	negative	es gibt ein Leben vor dem Tod. Aber es ist mit Politik belastet. Shit happens.	es geben eine Leben vor die Tod. aber es sein mit Politik belastet. Shit happens.	PPER VVFIN ART NN APPR ART NN KON PPER VAFIN APPR NN ADJA NN ADJA	2/EP 0/-- 4/NK 2/OA 4/MNR 7/NK 5/NK 10/JU 10/SB 0/-- 13/MO 11/NK 10/PD 0/-- 14/NK	case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Target::markable_100500289::Target=True|Target::markable_100500289::Preferred=true|num=sg|Target::markable_100500289::Anaphref=empty|Sentiment::markable_100500287::Sentiment=True|gender=neut case=acc|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True Target::markable_100500289::Target=True|Sentiment::markable_100500287::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|Target::markable_100500289::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500287::Sentiment=True|pers=3 pers=3|Sentiment::markable_100500287::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500287::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_100500287::Sentiment=True Sentiment::markable_100500287::Sentiment=True|pos=True EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500352::EmoExpression=True|EmoExpression::markable_100500291::Sarcasm=false|EmoExpression::markable_100500352::SubjectiveFact=false|EmoExpression::markable_100500352::Polarity=negative|EmoExpression::markable_100500352::Uncertain=false|EmoExpression::markable_100500291::EmoExpression=True|num=sg|EmoExpression::markable_100500291::SubjectiveFact=false|EmoExpression::markable_100500352::Sarcasm=false|case=nom|Sentiment::markable_100500287::Sentiment=True|EmoExpression::markable_100500291::Intensity=medium|EmoExpression::markable_100500291::Polarity=negative|gender=masc|EmoExpression::markable_100500352::Intensity=medium case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_100500287::Sentiment=True
333360411413995521	positive	politik, chaos, herumjagen, schlachten mit 100derten spielern pro seite, the good stuff	politik, chaos, herumjagen, schlachten mit 100derten Spieler pro seite, the good stuff	NE NE NE VVFIN APPR ADJA NN APPR NE FM NE NE	3/PNC 3/PNC 4/SB 0/-- 4/MO 7/NK 5/NK 7/MNR 8/NK 4/OA 10/UC 10/UC	_ _ _ pers=3|num=pl|tense=past|mood=ind _ case=dat|gender=masc|num=pl|pos=True case=dat|gender=masc|num=pl _ case=dat|*=True|num=sg _ EmoExpression::markable_100500304::Uncertain=false|EmoExpression::markable_100500304::Polarity=positive|EmoExpression::markable_100500304::Sarcasm=false|EmoExpression::markable_100500304::Intensity=medium|EmoExpression::markable_100500304::SubjectiveFact=false|EmoExpression::markable_100500304::EmoExpression=True _
338034268771061760	positive	Weil ich nett bin: %Link cc Der %User betätigt sich morgen als Kinovorführer! SPD Lingen Jubiläum Film	weil ich nett bin: %Link cc die %User betätigen sich morgen als Kinovorführer! SPD Lingen Jubiläum Film	KOUS PPER ADJD ADJA XY ADV ART NE VVFIN PRF ADV KOKOM NN NE ADJA NN NN	4/CP 4/SB 4/MO 9/SB 8/PNC 8/MO 8/NK 4/SB 0/-- 9/OA 9/MO 9/MO 12/NK 16/SB 16/NK 0/-- 16/NK	Sentiment::markable_100500292::Sarcasm=false|Sentiment::markable_100500292::Sentiment=True|Sentiment::markable_100500292::Intensity=medium|Sentiment::markable_100500292::Polarity=positive case=nom|Target::markable_100500293::Target=True|*=True|Target::markable_100500293::Preferred=true|pers=1|num=sg|Target::markable_100500293::Anaphref=empty|Sentiment::markable_100500292::Sentiment=True EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Sarcasm=false|pos=True|EmoExpression::markable_100500294::Polarity=positive|EmoExpression::markable_100500294::Uncertain=false|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True pers=1|num=sg|tense=past|mood=ind _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg
337430804567322626	neutral	Welche Sonderrechte meinen Sie? Niemand der einen Abgeordneten trifft muss sich vorne in der Schlange anstellen.	welche Sonderrecht mein Sie? niemand die einen Abgeordnete treffen müssen sich vorne in die Schlange anstellen.	PIAT NN PPOSAT NN PIS ART ADJA NN VVFIN VMFIN PRF ADV APPR ART NN NE	2/NK 0/-- 4/NK 2/AG 9/SB 8/NK 8/NK 5/AG 0/-- 5/RC 9/OA 9/MO 9/MO 15/NK 13/NK 15/NK	case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|*=True|num=pl|pos=True case=acc|*=True|num=pl pers=3|num=sg|tense=pres|mood=ind pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg
326068577159487490	negative	Wenn Seehofer sagt, er wusste vorher von Hoeness' Vorhaben, sich selbst anzuzeigen, ist das d. Mitwisserschaft? Steuerhinterziehung Jauch	wenn Seehofer sagt, er wissen vorher von Hoeness' Vorhaben, sich selbst anzuzeigen, sein die d. Mitwisserschaft? Steuerhinterziehung Jauch	KOUS NE VVFIN PPER VVFIN ADV APPR NN NE PRF ADV VVIZU VAFIN PDS ART ADJA NN NE	3/CP 3/SB 5/MO 5/SB 0/-- 5/MO 5/OP 7/NK 8/NK 12/OA 10/MNR 13/OC 5/CJ 13/SB 16/NK 13/PD 0/-- 17/NK	_ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=acc|pers=3|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|EmoExpression::markable_100500353::EmoExpression=True|gender=fem|EmoExpression::markable_100500353::Polarity=negative|EmoExpression::markable_100500353::Sarcasm=false|num=sg|EmoExpression::markable_100500353::SubjectiveFact=false|EmoExpression::markable_100500353::Uncertain=false|EmoExpression::markable_100500353::Intensity=medium case=nom|gender=fem|num=sg
335974005439881216	neutral	Mehr Katz3n in der Politik und im Landtag NRW opennrw opennrw13	mehr Katz3n in die Politik und in Landtag NRW opennrw opennrw13	ADV NE APPR ART NN KON APPRART NN NE VVFIN CARD	2/MO 0/-- 10/MO 5/NK 3/NK 3/CD 6/CJ 7/NK 8/NK 2/OC 10/NK	*=True case=nom|*=True|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg _ _
334760443904155648	neutral	DIE LINKE-Antrag im staDDrat: Ergebnisse und Konsequenzen der Eingemeindungen in die Landeshauptstadt Dresden	die LINKE-Antrag in staDDrat: Ergebnis und Konsequenz die Eingemeindungen in die Landeshauptstadt Dresden	ART NN APPRART ADJA NN KON NN ART NN APPR ART NN NE	2/NK 0/-- 2/MNR 5/NK 3/NK 5/CD 6/CJ 9/NK 5/AG 9/MNR 12/NK 10/NK 12/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg _ case=acc|gender=fem|num=pl case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg
317387224498962432	neutral	Obama hat es redlich probiert. Aber viele Abgeordnete wollen es sich nicht mit den Waffenbesitzern verscherzen. Und das war's...	Obama haben es redlich probiert. aber viele Abgeordnete wollen es sich nicht mit die Waffenbesitzer verscherzen. und die war's...	NN VAFIN PPER ADJD VVPP KON PIAT NN VMFIN PPER PRF PTKNEG APPR ART NN NE KON ART ADJA	2/SB 0/-- 5/OA 5/MO 2/OC 9/JU 8/NK 9/SB 0/-- 9/EP 8/OA 9/NG 9/MO 15/NK 13/NK 15/AG 19/JU 19/NK 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 case=dat|pers=3|num=pl _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
317805818466676738	positive	Westerwelle warnt Nordkorea vor Eskalation %Link wirtschaft news	Westerwelle warnen Nordkorea vor Eskalation %Link wirtschaft news	NN VVFIN NE APPR NN XY ADJA NN	2/SB 0/-- 2/OA 2/OP 4/NK 5/NK 8/NK 5/PD	case=nom|Source::markable_100500298::Source=True|Source::markable_100500298::Anaphref=empty|*=True|num=sg|Sentiment::markable_100500296::Sarcasm=false|Sentiment::markable_100500296::Intensity=medium|Sentiment::markable_100500296::Polarity=positive|Sentiment::markable_100500296::Sentiment=True EmoExpression::markable_100500299::Polarity=negative|mood=ind|EmoExpression::markable_100500299::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500299::Uncertain=false|EmoExpression::markable_100500299::Intensity=medium|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500299::Sarcasm=false|EmoExpression::markable_100500299::SubjectiveFact=false case=acc|EmoExpression::markable_100500354::Sarcasm=false|Target::markable_100500297::Target=True|EmoExpression::markable_100500354::Intensity=medium|gender=neut|EmoExpression::markable_100500354::SubjectiveFact=true|Target::markable_100500297::Anaphref=empty|num=sg|Target::markable_100500297::Preferred=true|EmoExpression::markable_100500354::Uncertain=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500354::Polarity=negative|EmoExpression::markable_100500354::EmoExpression=True Sentiment::markable_100500296::Sentiment=True case=dat|EmoExpression::markable_100500300::Sarcasm=false|Sentiment::markable_100500296::Sentiment=True|EmoExpression::markable_100500300::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500300::EmoExpression=True|EmoExpression::markable_100500300::Polarity=negative|num=sg|EmoExpression::markable_100500300::Uncertain=false|EmoExpression::markable_100500300::Intensity=medium case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
324630978666569729	neutral	Für jede getrunkene Kiste Krombacher pflanzen wir einen Piraten in den Bundestag Piraten Slogan	für jede getrunken Kiste Krombacher pflanzen wir eine Pirat in die Bundestag Pirat Slogan	APPR PIAT ADJA NN NN VVFIN PPER ART NN APPR ART NN NN NN	6/MO 4/NK 4/NK 1/NK 4/AG 0/-- 6/SB 9/NK 6/OA 6/MO 12/NK 10/NK 6/OA 13/NK	_ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=gen|*=True|num=pl pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=masc|num=sg
324600417734520834	neutral	Die Tatsache, dass bereits die Ost-CDU 1956 den Slogan "Das Wir entscheidet" verwendete, konnte sich nicht viral verbreiten. Warum?	die Tatsache, dass bereits die Ost-CDU @card@ die Slogan "Das wir entscheidet" verwendete, können sich nicht viral verbreiten. Warum?	ART NN KOUS ADV ART NE CARD ART NN NN PPER VVFIN NE VMFIN PRF PTKNEG ADJA NE NE	2/NK 14/SB 6/CP 6/MO 6/NK 2/MNR 6/NK 9/NK 12/OA 9/NK 12/SB 2/MNR 12/OA 0/-- 17/OA 14/NG 14/OC 17/OA 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|pers=3|num=sg _ pos=True _ case=nom|*=True|num=sg
