381454356932861952	negative	so wird das nix mit meiner Stimme für die Piraten %PosSmiley	so werden die nix mit mein Stimme für die Pirat %PosSmiley	ADV VAFIN ART PIS APPR PPOSAT NN APPR ART NN ITJ	2/MO 0/-- 2/SB 5/MO 2/CJ 7/NK 5/NK 7/MNR 10/NK 8/NK 5/MO	Sentiment::markable_296::Sarcasm=false|Sentiment::markable_296::Intensity=medium|Sentiment::markable_296::Sentiment=True|Sentiment::markable_296::Polarity=negative pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_296::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_296::Sentiment=True gender=neut|*=True|Sentiment::markable_296::Sentiment=True|Negation::markable_299::Negation=True|Negation::markable_299::EmoExpressionRef=empty Sentiment::markable_296::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_296::Sentiment=True case=dat|EmoExpression::markable_298::Sarcasm=false|EmoExpression::markable_298::Uncertain=false|EmoExpression::markable_298::Polarity=positive|gender=fem|EmoExpression::markable_298::SubjectiveFact=false|num=sg|EmoExpression::markable_298::Intensity=medium|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_298::EmoExpression=True Sentiment::markable_296::Sentiment=True case=acc|num=pl|Target::markable_297::Target=True|Target::markable_297::Preferred=true|Sentiment::markable_296::Sentiment=True|Target::markable_297::Anaphref=empty|gender=fem case=acc|gender=fem|num=pl|Target::markable_297::Target=True|Sentiment::markable_296::Sentiment=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|Sentiment::markable_296::Sentiment=True|EmoExpression::markable_1::Intensity=medium
365344023940038656	negative	NSA-Affäre: Linke wirft Steinmeier Heuchelei vor - Seit Wochen kritisieren Sozialdemokraten die Regierung im Fall...	NSA-Affäre: Linke werfen Steinmeier Heuchelei vor - seit Woche kritisieren Sozialdemokrat die Regierung in Fall...	NN NN VVFIN NE NN PTKVZ $( APPR NN VVFIN NN ART NN APPRART ADJA	2/NK 3/OA 0/-- 3/DA 3/OA 3/SVP 6/-- 10/MO 8/NK 3/OC 10/SB 13/NK 10/OA 13/MNR 14/NK	case=nom|*=True|num=pl case=nom|Sentiment::markable_344::Polarity=negative|Source::markable_345::Source=True|Sentiment::markable_344::Sentiment=True|*=True|Sentiment::markable_344::Sarcasm=false|num=pl|Sentiment::markable_344::Intensity=medium|Source::markable_345::Anaphref=empty EmoExpression::markable_348::Polarity=negative|EmoExpression::markable_348::Sarcasm=false|mood=ind|Sentiment::markable_344::Sentiment=True|EmoExpression::markable_348::SubjectiveFact=false|pers=3|num=sg|tense=pres|EmoExpression::markable_348::Uncertain=false|EmoExpression::markable_348::EmoExpression=True|EmoExpression::markable_348::Intensity=medium case=acc|num=sg|Target::markable_346::Preferred=true|Target::markable_346::Anaphref=empty|gender=fem|Target::markable_346::Target=True|Sentiment::markable_344::Sentiment=True case=acc|EmoExpression::markable_347::EmoExpression=True|gender=fem|EmoExpression::markable_347::Intensity=medium|Sentiment::markable_344::Sentiment=True|EmoExpression::markable_347::Polarity=negative|EmoExpression::markable_347::Sarcasm=false|EmoExpression::markable_347::Uncertain=false|num=sg|EmoExpression::markable_347::SubjectiveFact=false Sentiment::markable_344::Sentiment=True|EmoExpression::markable_348::EmoExpression=True _ Sentiment::markable_71::Sarcasm=false|Sentiment::markable_71::Polarity=negative|Sentiment::markable_71::Sentiment=True|Sentiment::markable_71::Intensity=medium case=dat|gender=fem|num=pl|Sentiment::markable_71::Sentiment=True EmoExpression::markable_74::EmoExpression=True|EmoExpression::markable_74::Uncertain=false|EmoExpression::markable_74::Intensity=medium|mood=ind|EmoExpression::markable_74::Polarity=negative|EmoExpression::markable_74::Sarcasm=false|pers=3|num=pl|tense=pres|EmoExpression::markable_74::SubjectiveFact=false|Sentiment::markable_71::Sentiment=True case=nom|num=pl|Source::markable_72::Anaphref=empty|Source::markable_72::Source=True|gender=masc|Sentiment::markable_71::Sentiment=True case=acc|Target::markable_73::Anaphref=empty|num=sg|Target::markable_73::Preferred=true|Target::markable_73::Target=True|gender=fem|Sentiment::markable_71::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_71::Sentiment=True|Target::markable_73::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_71::Sentiment=True case=dat|gender=masc|num=sg|pos=True
377154108152504321	positive	Nur 9% halten ÖVP laut Karmasin für fähig, gegen Klimawandel zu arbeiten. Kein Wunder, bei so viel heisser Luft in TV-Duell. NRW13 ORF	nur @card@ halten ÖVP laut Karmasin für fähig, gegen Klimawandel zu arbeiten. keine Wunder, bei so viele heiß Luft in TV-Duell. NRW13 ORF	ADV CARD VVFIN NN APPR NE APPR NE APPR NN APPR NE PIAT NN APPR ADV PIAT ADJA NN APPR NN NN NE	2/MO 3/SB 0/-- 3/OA 3/MO 5/NK 3/MO 7/NK 3/MO 9/NK 10/MNR 11/NK 14/NK 0/-- 14/MNR 17/MO 18/MO 19/NK 15/NK 14/MO 20/NK 0/-- 22/NK	Sentiment::markable_350::Polarity=positive|Sentiment::markable_350::Sarcasm=false|Sentiment::markable_350::Sentiment=True|Sentiment::markable_350::Intensity=medium Source::markable_351::Source=True|Sentiment::markable_350::Sentiment=True|Source::markable_351::Anaphref=empty pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_350::Sentiment=True case=acc|Target::markable_352::Target=True|num=sg|Sentiment::markable_350::Sentiment=True|Target::markable_352::Preferred=true|gender=masc|Target::markable_352::Anaphref=empty Sentiment::markable_350::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_350::Sentiment=True Sentiment::markable_350::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_350::Sentiment=True case=nom|EmoExpression::markable_100500528::EmoExpression=True|gender=neut|EmoExpression::markable_100500528::Uncertain=false|num=sg|EmoExpression::markable_100500528::Intensity=medium|EmoExpression::markable_100500528::SubjectiveFact=false|EmoExpression::markable_100500528::Sarcasm=false|EmoExpression::markable_100500528::Polarity=negative case=nom|gender=neut|num=sg _ _ *=True case=dat|EmoExpression::markable_100500529::Sarcasm=false|gender=fem|EmoExpression::markable_100500529::SubjectiveFact=false|pos=True|EmoExpression::markable_100500529::Polarity=negative|EmoExpression::markable_100500529::EmoExpression=True|num=sg|EmoExpression::markable_100500529::Uncertain=false|EmoExpression::markable_100500529::Intensity=medium case=dat|gender=fem|num=sg|EmoExpression::markable_100500529::EmoExpression=True _ case=dat|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
373431651541712896	neutral	Ich habe ein neues Foto auf Facebook gepostet	ich haben eine neu Foto auf Facebook gepostet	PPER VAFIN ART ADJA NN APPR NE VVPP	2/SB 0/-- 5/NK 5/NK 8/OA 5/MNR 6/NK 2/OC	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _
379271095444320256	negative	Gerüchte über absolute Mehrheit der CSU machen die Runde. FDP raus aus dem Landtag. ltwby	Gerücht über absolut Mehrheit die CSU machen die Runde. FDP raus aus die Landtag. ltwby	NN APPR ADJA NN ART NE VVFIN ART NN NE ADV APPR ART NN NN	7/SB 1/MNR 4/NK 2/NK 6/NK 4/AG 0/-- 9/NK 7/OA 0/-- 10/MO 10/MO 14/NK 12/NK 14/NK	case=nom|EmoExpression::markable_100500530::EmoExpression=True|gender=neut|EmoExpression::markable_100500530::SubjectiveFact=false|num=pl|EmoExpression::markable_100500530::Polarity=negative|EmoExpression::markable_100500530::Sarcasm=false|EmoExpression::markable_100500530::Uncertain=false|EmoExpression::markable_100500530::Intensity=medium _ case=nom|Intensifier::markable_355::EmoExpressionRef=emo-expression:markable_354|num=sg|Intensifier::markable_355::Intensifier=True|gender=fem|Intensifier::markable_355::Degree=medium|pos=True case=nom|EmoExpression::markable_354::Uncertain=false|EmoExpression::markable_354::Polarity=positive|gender=fem|EmoExpression::markable_354::EmoExpression=True|EmoExpression::markable_354::Sarcasm=false|num=sg|EmoExpression::markable_354::SubjectiveFact=true|EmoExpression::markable_354::Intensity=medium case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|Sentiment::markable_356::Sentiment=True|gender=fem|Sentiment::markable_356::Intensity=strong|Target::markable_357::Anaphref=empty|Target::markable_357::Preferred=true|num=sg|Sentiment::markable_356::Sarcasm=false|Target::markable_357::Target=True|Sentiment::markable_356::Polarity=negative EmoExpression::markable_358::Uncertain=false|EmoExpression::markable_358::SubjectiveFact=false|EmoExpression::markable_358::Polarity=negative|EmoExpression::markable_358::Sarcasm=false|Sentiment::markable_356::Sentiment=True|EmoExpression::markable_358::EmoExpression=True|EmoExpression::markable_358::Intensity=strong Sentiment::markable_356::Sentiment=True case=dat|gender=neut|Sentiment::markable_356::Sentiment=True|num=sg case=dat|gender=neut|Sentiment::markable_356::Sentiment=True|num=sg case=nom|gender=fem|num=sg
379004355024023553	negative	Neuer Blogpost "Bundesregierung verantwortet wissentlich Lügen, Verfassungsbruch und Landesverrat" bei Piraten NRW:...	neu Blogpost "Bundesregierung verantworten wissentlich Lügen, Verfassungsbruch und Landesverrat" bei Pirat NRW:...	ADJA NN NN VVFIN ADJD NE NN KON NN APPR NN NE	2/NK 4/SB 2/NK 0/-- 4/MO 7/PNC 4/OA 7/CD 8/CJ 7/MNR 10/NK 11/NK	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|Target::markable_360::Preferred=true|num=sg|Target::markable_360::Anaphref=empty|Sentiment::markable_359::Sentiment=True|gender=masc|Target::markable_360::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_359::Sentiment=True pos=True|Sentiment::markable_359::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_359::Sentiment=True case=acc|EmoExpression::markable_362::Sarcasm=false|EmoExpression::markable_362::Polarity=negative|gender=masc|EmoExpression::markable_362::Intensity=medium|num=sg|Sentiment::markable_359::Sentiment=True|EmoExpression::markable_362::SubjectiveFact=false|EmoExpression::markable_362::EmoExpression=True|EmoExpression::markable_362::Uncertain=false Sentiment::markable_359::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_359::Sentiment=True _ case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg
366882742815830016	positive	Sie mögen Drohnen, Überwachung PRISM, VDS, Bankenrettung ESM Schulden, Armut? All das geht unter u mit CDU CSU...	Sie mögen Drohnen, Überwachung PRISM, VDS, Bankenrettung ESM Schulden, Armut? alle die gehen unter U mit CDU CSU...	PPER VMFIN NE NN NE NE NN NE NE NN PIAT PDS VVFIN APPR NN APPR NE NN	2/SB 0/-- 4/NK 2/SB 6/PNC 4/NK 4/PAR 9/PNC 7/NK 2/OA 12/NK 13/SB 0/-- 13/MO 14/NK 15/MNR 18/PNC 16/NK	case=nom|*=True|pers=3|Sentiment::markable_364::Sentiment=True|Sentiment::markable_364::Sarcasm=true|num=pl|Sentiment::markable_364::Polarity=positive|Sentiment::markable_364::Intensity=medium EmoExpression::markable_365::Polarity=positive|mood=ind|EmoExpression::markable_365::EmoExpression=True|EmoExpression::markable_365::Sarcasm=false|pers=3|Sentiment::markable_364::Sentiment=True|num=pl|tense=pres|EmoExpression::markable_365::SubjectiveFact=false|EmoExpression::markable_365::Intensity=medium|EmoExpression::markable_365::Uncertain=false case=acc|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_364::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_364::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True case=nom|EmoExpression::markable_367::EmoExpression=True|gender=fem|EmoExpression::markable_367::Intensity=medium|EmoExpression::markable_367::Uncertain=false|EmoExpression::markable_367::Sarcasm=false|EmoExpression::markable_367::SubjectiveFact=false|Sentiment::markable_364::Sentiment=True|EmoExpression::markable_367::Polarity=negative|num=sg case=nom|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True Sentiment::markable_364::Sentiment=True|*=True case=nom|gender=neut|num=sg|Sentiment::markable_364::Sentiment=True pers=3|Sentiment::markable_364::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_364::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True Sentiment::markable_364::Sentiment=True case=dat|Sentiment::markable_364::Sentiment=True|num=sg|Target::markable_368::Target=True|gender=fem|Target::markable_368::Anaphref=empty|Target::markable_368::Preferred=true case=dat|gender=fem|num=sg|Sentiment::markable_364::Sentiment=True
366494976126889985	negative	Grüne Jugend Göttingen ruft zur Zerstörung von AfD-Wahlplakaten und Behinderung des Wahlkampfs auf:	Grüne Jugend Göttingen rufen zu Zerstörung von AfD-Wahlplakaten und Behinderung die Wahlkampf auf:	NN NN NE VVFIN APPRART NN APPR NN KON NN ART NN ADJA	4/SB 3/PNC 1/NK 0/-- 4/OP 5/NK 6/PG 7/NK 8/CD 9/CJ 12/NK 8/AG 4/SB	case=nom|Source::markable_377::Anaphref=empty|Sentiment::markable_376::Polarity=negative|Source::markable_377::Source=True|Sentiment::markable_376::Sentiment=True|*=True|Sentiment::markable_376::Sarcasm=false|Sentiment::markable_376::Intensity=medium|num=pl case=nom|*=True|Sentiment::markable_376::Sentiment=True|num=pl|Source::markable_377::Source=True case=nom|gender=neut|Sentiment::markable_376::Sentiment=True|num=sg|Source::markable_377::Source=True pers=3|Sentiment::markable_376::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|gender=fem|Sentiment::markable_376::Sentiment=True|num=sg case=dat|EmoExpression::markable_378::SubjectiveFact=false|gender=fem|Sentiment::markable_376::Sentiment=True|Target::markable_379::Target=True|EmoExpression::markable_378::Polarity=negative|EmoExpression::markable_378::Intensity=medium|EmoExpression::markable_378::Uncertain=false|num=sg|Target::markable_379::Preferred=true|EmoExpression::markable_378::Sarcasm=false|EmoExpression::markable_378::EmoExpression=True|Target::markable_379::Anaphref=empty Sentiment::markable_376::Sentiment=True|Target::markable_379::Target=True case=dat|gender=masc|Sentiment::markable_376::Sentiment=True|num=pl|Target::markable_379::Target=True Sentiment::markable_376::Sentiment=True case=dat|EmoExpression::markable_380::Sarcasm=false|EmoExpression::markable_380::Intensity=medium|Target::markable_381::Preferred=true|gender=fem|Sentiment::markable_376::Sentiment=True|EmoExpression::markable_380::Polarity=negative|Target::markable_381::Anaphref=empty|Target::markable_381::Target=True|num=sg|EmoExpression::markable_380::Uncertain=false|EmoExpression::markable_380::SubjectiveFact=false|EmoExpression::markable_380::EmoExpression=True case=gen|gender=masc|Sentiment::markable_376::Sentiment=True|num=sg|Target::markable_381::Target=True case=gen|gender=masc|Sentiment::markable_376::Sentiment=True|num=sg|Target::markable_381::Target=True case=nom|gender=neut|num=sg|pos=True
349026756495298560	positive	DTN Germany: Wahlen: Die Rechnung der CSU: Die Christsozialen wollen 2014 wieder stärkste Fraktion im Stadtrat...	DTN Germany: Wahlen: die Rechnung die CSU: die Christsoziale wollen @card@ wieder stark Fraktion in Stadtrat...	NE ADJA NN ART NN ART NN ART NN VMFIN CARD ADV ADJA NN APPRART NN	2/ADC 10/MO 2/SB 5/NK 2/OA 7/NK 5/AG 9/NK 10/SB 0/-- 14/NK 13/MO 14/NK 10/SB 14/MNR 15/NK	*=True case=nom|*=True|num=sg *=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl pers=3|num=pl|tense=pres|mood=ind _ _ EmoExpression::markable_372::Intensity=strong|Target::markable_371::Anaphref=empty|EmoExpression::markable_372::Uncertain=false|Sentiment::markable_370::Sarcasm=false|num=sg|Sentiment::markable_370::Sentiment=True|case=nom|Sentiment::markable_370::Polarity=positive|EmoExpression::markable_372::Polarity=positive|gender=fem|Sentiment::markable_370::Intensity=strong|Target::markable_371::Preferred=true|EmoExpression::markable_372::SubjectiveFact=false|EmoExpression::markable_372::Sarcasm=false|sup=True|EmoExpression::markable_372::EmoExpression=True|Target::markable_371::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_370::Sentiment=True|Target::markable_371::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_370::Sentiment=True case=dat|gender=masc|num=sg
382510358210281472	negative	FDP m( "Die Partei - tief in roten Zahlen, Ende 2012 summierten sich die Schulden bereits auf 8,5 Millionen Euro"	FDP m( "Die Partei - tief in rot Zahlen, Ende @card@ summieren sich die Schuld bereits auf 8,5 Million Euro"	NE ADJA NN NN $( ADJD APPR ADJA NE NN CARD VVFIN PRF ART NN ADV APPR CARD NN NN	3/NK 3/NK 12/CJ 3/NK 4/-- 10/MO 10/MO 9/NK 7/NK 12/MO 10/NK 0/-- 12/OA 15/NK 12/SB 12/MO 12/OP 19/NMC 17/NK 19/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True _ case=dat|EmoExpression::markable_374::EmoExpression=True|gender=fem|EmoExpression::markable_374::Intensity=medium|pos=True|EmoExpression::markable_374::Uncertain=false|EmoExpression::markable_374::Sarcasm=false|EmoExpression::markable_374::SubjectiveFact=false|EmoExpression::markable_374::Polarity=negative|num=pl case=dat|gender=fem|num=pl gender=neut|*=True|num=sg _ pers=3|num=pl|tense=past|mood=ind case=acc|pers=3|num=pl case=nom|gender=fem|num=pl case=nom|EmoExpression::markable_373::Sarcasm=false|EmoExpression::markable_373::Uncertain=false|EmoExpression::markable_373::Polarity=negative|gender=fem|EmoExpression::markable_373::SubjectiveFact=false|num=pl|EmoExpression::markable_373::Intensity=medium|EmoExpression::markable_373::EmoExpression=True _ _ _ case=acc|gender=fem|num=pl gender=masc|*=True
377912722618204160	positive	Finde AnneWill auch sehr spannend %PosSmiley	finden AnneWill auch sehr spannend %PosSmiley	VVFIN NE ADV ADV ADJD ITJ	0/-- 1/SB 5/MO 5/MO 1/MO 5/DM	Sentiment::markable_75::Intensity=strong|mood=subj|Sentiment::markable_75::Sentiment=True|Sentiment::markable_75::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_75::Polarity=positive case=nom|Target::markable_79::Preferred=true|num=sg|Target::markable_79::Target=True|*=True|Sentiment::markable_75::Sentiment=True|Target::markable_79::Anaphref=empty Sentiment::markable_75::Sentiment=True Intensifier::markable_78::Intensifier=True|Intensifier::markable_78::Degree=medium|Sentiment::markable_75::Sentiment=True|Intensifier::markable_78::EmoExpressionRef=emo-expression:markable_76 EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::EmoExpression=True|EmoExpression::markable_76::SubjectiveFact=false|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_76::Uncertain=false|pos=True|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Uncertain=false|EmoExpression::markable_77::Intensity=medium|EmoExpression::markable_77::Polarity=positive|Sentiment::markable_75::Sentiment=True|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false
374550516337889280	negative	%User ist ja wie bei mir. War 2009 auch nur 2 Monate von der Wahlberechtigung entfernt. Fand ich damals ziemlich doof.	%User sein ja wie bei mir. sein @card@ auch nur 2 Monat von die Wahlberechtigung entfernt. finden ich damals ziemlich doof.	NE VAFIN ADV KOKOM APPR NE VAFIN CARD ADV ADV CARD NN APPR ART NN NE VVFIN PPER ADV ADV ADJA	2/SB 0/-- 2/MO 5/CM 3/CC 5/NK 0/-- 7/MO 7/MO 11/MO 12/NK 7/PD 7/MO 15/NK 13/NK 15/NK 0/-- 17/SB 17/MO 21/MO 17/MO	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ mood=ind|Sentiment::markable_80::Intensity=medium|Target::markable_84::Anaphref=empty|Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True|pers=3|num=sg|tense=past|Sentiment::markable_80::Sarcasm=false|Sentiment::markable_80::Polarity=negative|Target::markable_84::Preferred=true Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True case=acc|gender=masc|num=pl|Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_84::Target=True|Sentiment::markable_80::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_80::Sentiment=True pers=1|num=sg|tense=past|mood=ind|Sentiment::markable_80::Sentiment=True case=nom|pers=1|num=sg|Source::markable_83::Anaphref=empty|Source::markable_83::Source=True|*=True|Sentiment::markable_80::Sentiment=True Sentiment::markable_80::Sentiment=True Intensifier::markable_82::Degree=medium|Intensifier::markable_82::Intensifier=True|Intensifier::markable_82::EmoExpressionRef=emo-expression:markable_81|Sentiment::markable_80::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_80::Sentiment=True
381111519573860352	neutral	Neue Westfälische (Bielefeld): Kommentar Am Sonntag wird ein neuer Bundestag bestimmt Wähler, entscheiden Sie!...	neu westfälisch (Bielefeld): Kommentar an Sonntag werden eine neu Bundestag bestimmen Wähler, entscheiden Sie!...	ADJA ADJA NN NN APPRART NN VAFIN ART ADJA NN VVFIN NE VVFIN NE	3/NK 3/NK 11/SB 3/NK 3/MNR 5/NK 0/-- 10/NK 10/NK 7/SB 7/OC 11/OA 11/OC 13/OA	case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg _ case=acc|*=True|num=sg
375499419962994688	negative	Das TVDuell hat die politische Stimmung nicht verändert: Union bleibt bei 41%, SPD bei 26%. Grüne fallen auf 10% (ZDFPolitbarometer) btw13	die TVDuell haben die politisch Stimmung nicht verändert: Union bleiben bei @card@ SPD bei @card@ Grüne fallen auf @card@ (ZDFPolitbarometer) btw13	ART NN VAFIN ART ADJA NN PTKNEG ADJA NN VVFIN APPR CARD NE APPR CARD NN VVFIN APPR CARD NN CARD	2/NK 3/SB 0/-- 6/NK 6/NK 10/SB 8/NG 9/NK 6/AG 3/OC 10/MO 13/NK 11/NK 10/MO 14/NK 17/SB 0/-- 17/MO 20/NK 18/NK 20/NK	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg _ _ case=nom|*=True|num=pl EmoExpression::markable_100500531::Sarcasm=false|mood=ind|EmoExpression::markable_100500531::Uncertain=false|EmoExpression::markable_100500531::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_100500531::EmoExpression=True|EmoExpression::markable_100500531::SubjectiveFact=false|EmoExpression::markable_100500531::Polarity=negative _ _ gender=neut|*=True _
380480590996582400	positive	◄Der erst du Bundestag ohne FDP! Am 22.9. ist das möglich! Btw13 AnneWill Linke+	◄Der erst du Bundestag ohne FDP! an @card@ sein die möglich! Btw13 AnneWill Linke+	NN ADV PPER NN APPR NN APPRART CARD VAFIN ART ADJA NN NE ADJA	0/-- 1/MNR 4/NK 1/PD 1/MO 5/NK 9/MO 7/NK 0/-- 11/NK 9/SB 0/-- 14/PNC 12/NK	case=nom|gender=masc|num=sg Sentiment::markable_375::Sarcasm=false|Sentiment::markable_375::Intensity=medium|Sentiment::markable_375::Sentiment=True|Sentiment::markable_375::Polarity=positive case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_375::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_375::Sentiment=True Negation::markable_100500499::EmoExpressionRef=empty|Negation::markable_100500499::Negation=True|Sentiment::markable_375::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_375::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_375::Sentiment=True Sentiment::markable_375::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_375::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_375::Sentiment=True case=nom|gender=neut|num=sg|pos=True|Sentiment::markable_375::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
374922304784171008	mixed	Gibt es eigentlich etwas peinlicheres als diese Frau?! Oh man... Nahles- pippilangstrumpf spd- lastRT	geben es eigentlich etwas peinlicheres als dies Frau?! oh man... Nahles- pippilangstrumpf spd- lastRT	VVFIN PPER ADV PIAT ADJA KOKOM PDAT NN ITJ ADJA TRUNC NN TRUNC ADJA	0/-- 1/EP 1/MO 5/MO 1/OA 8/CM 8/NK 5/CC 10/NK 0/-- 13/CJ 11/NK 14/CJ 0/--	Sentiment::markable_85::Intensity=medium|Sentiment::markable_85::Sentiment=True|mood=ind|Sentiment::markable_85::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_85::Polarity=negative case=nom|gender=neut|num=sg|Sentiment::markable_85::Sentiment=True|pers=3 Sentiment::markable_85::Sentiment=True *=True|Sentiment::markable_85::Sentiment=True case=acc|Sentiment::markable_85::Sentiment=True|EmoExpression::markable_87::Polarity=negative|gender=neut|EmoExpression::markable_87::EmoExpression=True|EmoExpression::markable_87::Intensity=medium|num=sg|comp=True|EmoExpression::markable_87::SubjectiveFact=false|EmoExpression::markable_87::Sarcasm=false|EmoExpression::markable_87::Uncertain=false Sentiment::markable_85::Sentiment=True case=nom|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_86::Target=True|gender=fem|Target::markable_86::Preferred=true|Target::markable_86::Anaphref=empty case=nom|gender=fem|num=sg Sentiment::markable_382::Polarity=positive|EmoExpression::markable_384::Polarity=positive|EmoExpression::markable_384::Sarcasm=false|Sentiment::markable_382::Sarcasm=false|EmoExpression::markable_384::SubjectiveFact=false|Sentiment::markable_382::Intensity=medium|Sentiment::markable_382::Sentiment=True|EmoExpression::markable_384::Uncertain=false|EmoExpression::markable_384::EmoExpression=True|EmoExpression::markable_384::Intensity=medium mood=ind|Target::markable_383::Anaphref=empty|Target::markable_383::Preferred=true|pers=3|num=sg|tense=pres|Sentiment::markable_382::Sentiment=True|Target::markable_383::Target=True _ case=acc|gender=masc|num=sg _ _
