317379081333243904	negative	hihi. RT‏@GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi. RT‏@GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	ADJA NN $( NN NE ART NN ART NN NE	0/-- 0/-- 4/-- 0/-- 4/NK 7/NK 4/DA 9/NK 7/AG 9/NK	_ case=nom|gender=masc|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
319214077408849921	negative	Kanzlerin Merkel müht sich gar nicht mehr darum, die vielen Widersprüche in ihrer Europolitik - ihr ständiges Hin un ...	Kanzlerin Merkel müht sich gar nicht mehr darum, die viele Widerspruch in ihr Europolitik - ihr ständig hin un ...	NN NE VVFIN PRF ADV PTKNEG ADV VVFIN ART PIAT NN APPR PPOSAT NN $( PPOSAT ADJA ADV NE $.	3/SB 1/NK 0/-- 3/OA 6/MO 3/NG 6/MO 3/CJ 11/NK 11/NK 8/OA 8/MO 14/NK 12/NK 14/-- 19/NK 19/NK 19/MO 14/APP 19/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=dat|gender=masc|num=pl case=acc|EmoExpression::markable_100500217::Intensity=medium|gender=masc|EmoExpression::markable_100500217::EmoExpression=True|EmoExpression::markable_100500217::Sarcasm=false|num=pl|EmoExpression::markable_100500217::Polarity=negative|EmoExpression::markable_100500217::SubjectiveFact=false|EmoExpression::markable_100500217::Uncertain=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100500219::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_100500219::Uncertain=false|EmoExpression::markable_100500219::Intensity=medium|num=sg|EmoExpression::markable_100500219::Sarcasm=false|EmoExpression::markable_100500219::Polarity=negative|EmoExpression::markable_100500219::EmoExpression=True case=acc|gender=neut|EmoExpression::markable_100500218::Uncertain=false|EmoExpression::markable_100500218::Intensity=medium|num=sg|EmoExpression::markable_100500218::EmoExpression=True|EmoExpression::markable_100500218::SubjectiveFact=false|EmoExpression::markable_100500218::Polarity=negative|EmoExpression::markable_100500218::Sarcasm=false EmoExpression::markable_100500218::EmoExpression=True _
332237126995427329	neutral	Syrien jetzt Thema bei %User ... "hat Israel richtig gehandelt ?" ... mit JörgArmbruster und AviPrimor %User ...	Syrien jetzt Thema bei %User ... "hat Israel richtig handeln ?" ... mit JörgArmbruster und AviPrimor %User ...	NE ADV NN APPR NE $. NE NE ADJD VVPP ADJD $. APPR NE KON NE NE $.	3/SB 1/MO 0/-- 3/MNR 4/NK 5/-- 8/PNC 0/-- 10/MO 11/MO 8/PD 0/-- 0/-- 13/NK 14/CD 17/PNC 15/CJ 17/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=dat|*=True|num=sg _ *=True case=nom|gender=neut|num=sg pos=True _ pos=True _ _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _
332971229864656897	positive	So eine echte Wahl ist allemal spannender als ein kryptisches PC-Programm. frapira bpt131	so eine echt Wahl sein allemal spannender als eine kryptisches PC-Programm. frapira bpt131	ADV ART ADJA NN VAFIN ADV ADJD KOKOM ART ADJA NN NE CARD	4/MO 4/NK 4/NK 5/SB 0/-- 7/MO 5/PD 11/CM 11/NK 11/NK 7/CC 11/NK 12/PNC	Sentiment::markable_54::Polarity=comparison|Sentiment::markable_54::Sarcasm=false|Sentiment::markable_54::Intensity=medium|Sentiment::markable_54::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_54::Sentiment=True case=nom|Target::markable_55::Target=True|gender=fem|pos=True|Sentiment::markable_54::Sentiment=True|num=sg|Target::markable_55::Anaphref=empty|Target::markable_55::Preferred=true case=nom|gender=fem|num=sg|Sentiment::markable_54::Sentiment=True|Target::markable_55::Target=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_54::Sentiment=True Intensifier::markable_100500150::EmoExpressionRef=emo-expression:markable_56|Intensifier::markable_100500150::Intensifier=True|Intensifier::markable_100500150::Degree=medium|Sentiment::markable_54::Sentiment=True EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|comp=True|Sentiment::markable_54::Sentiment=True|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Uncertain=false Sentiment::markable_54::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_54::Sentiment=True case=nom|Target::markable_57::Target=True|gender=neut|pos=True|Sentiment::markable_54::Sentiment=True|Target::markable_57::Preferred=false|num=sg|Target::markable_57::Anaphref=empty case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _
337437747025412097	mixed	+++Eil+++ Merkel drängt den Verteidigungsminister zum Rücktritt. Sie spricht De Maizière Ihr vollstes Vertrauen aus. +++Eil+++	+++Eil+++ Merkel drängen die Verteidigungsminister zu Rücktritt. Sie sprechen De Maizière ihr voll Vertrauen aus. +++Eil+++	NN NE VVFIN ART NN APPRART NN PPER VVFIN NE NN PPOSAT ADJA NN ADJA ADJA	3/SB 1/NK 0/-- 5/NK 3/OA 3/MO 6/NK 9/SB 0/-- 11/PNC 15/SB 14/NK 14/NK 15/OA 9/OC 0/--	case=nom|gender=masc|num=sg case=nom|Source::markable_100500152::Anaphref=empty|gender=masc|Sentiment::markable_100500151::Intensity=medium|num=sg|Sentiment::markable_100500151::Sarcasm=false|Source::markable_100500152::Source=True|Sentiment::markable_100500151::Polarity=negative|Sentiment::markable_100500151::Sentiment=True EmoExpression::markable_100500154::EmoExpression=True|EmoExpression::markable_100500154::Uncertain=false|EmoExpression::markable_100500154::Sarcasm=false|mood=ind|EmoExpression::markable_100500154::SubjectiveFact=false|EmoExpression::markable_100500154::Polarity=negative|pers=3|EmoExpression::markable_100500154::Intensity=medium|num=sg|tense=pres|Sentiment::markable_100500151::Sentiment=True case=acc|num=sg|Target::markable_100500155::Target=True|Target::markable_100500155::Anaphref=empty|gender=masc|Sentiment::markable_100500151::Sentiment=True|Target::markable_100500155::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True|Target::markable_100500155::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_100500151::Sentiment=True case=nom|Source::markable_100500157::Source=True|Sentiment::markable_100500156::Polarity=positive|Sentiment::markable_100500156::Intensity=strong|gender=fem|Sentiment::markable_100500156::Sentiment=True|pers=3|num=sg|Sentiment::markable_100500156::Sarcasm=false|Source::markable_100500157::Anaphref=markable_100500152 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500156::Sentiment=True Target::markable_100500158::Preferred=true|*=True|Target::markable_100500158::Anaphref=empty|Target::markable_100500158::Target=True|Sentiment::markable_100500156::Sentiment=True case=acc|gender=masc|num=pl|Target::markable_100500158::Target=True|Sentiment::markable_100500156::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500156::Sentiment=True case=acc|Intensifier::markable_100500160::Degree=strong|gender=neut|Intensifier::markable_100500160::EmoExpressionRef=emo-expression:markable_100500159|pos=True|Sentiment::markable_100500156::Sentiment=True|num=sg|Intensifier::markable_100500160::Intensifier=True case=acc|EmoExpression::markable_100500159::Uncertain=false|gender=neut|EmoExpression::markable_100500159::Intensity=medium|Sentiment::markable_100500156::Sentiment=True|EmoExpression::markable_100500159::Sarcasm=false|EmoExpression::markable_100500159::SubjectiveFact=false|num=sg|EmoExpression::markable_100500159::Polarity=positive|EmoExpression::markable_100500159::EmoExpression=True case=acc|gender=neut|num=sg|pos=True _
332685697481842688	negative	Erdogan drängt USA zu Flugverbotszone in Syrien - DIE WELT	Erdogan drängen USA zu Flugverbotszone in Syrien - die WELT	NE VVFIN NE APPR NN APPR NE $( ART NE	2/SB 0/-- 2/OA 2/OP 4/NK 5/MNR 6/NK 9/-- 10/NK 0/--	case=nom|Sentiment::markable_100500161::Intensity=medium|Sentiment::markable_100500161::Sarcasm=false|gender=neut|Source::markable_100500162::Anaphref=empty|num=sg|Sentiment::markable_100500161::Sentiment=True|Sentiment::markable_100500161::Polarity=negative|Source::markable_100500162::Source=True EmoExpression::markable_100500163::SubjectiveFact=false|EmoExpression::markable_100500163::Polarity=negative|mood=ind|EmoExpression::markable_100500163::Sarcasm=false|EmoExpression::markable_100500163::Uncertain=false|EmoExpression::markable_100500163::Intensity=medium|pers=3|EmoExpression::markable_100500163::EmoExpression=True|num=sg|tense=pres|Sentiment::markable_100500161::Sentiment=True case=acc|Target::markable_100500164::Anaphref=empty|num=pl|Target::markable_100500164::Preferred=true|Sentiment::markable_100500161::Sentiment=True|*=True|Target::markable_100500164::Target=True Sentiment::markable_100500161::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500161::Sentiment=True Sentiment::markable_100500161::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500161::Sentiment=True _ *=True *=True
337359710816706561	mixed	Lieber Schwarz-Gelb BVB Sieg in Wembley als SPD Rot Grüne Mehrheit in Hamburg Altona mit Personalabbau Sozial...	lieb Schwarz-Gelb BVB Sieg in Wembley als SPD Rot grün Mehrheit in Hamburg Altona mit Personalabbau Sozial...	ADJA NN NE NN APPR NE KON NE NE ADJA NN APPR NE NE APPR NN NN	2/NK 0/-- 4/PNC 2/NK 4/MNR 5/NK 6/CD 9/PNC 7/CJ 11/NK 4/PAR 11/MNR 14/PNC 12/NK 11/MNR 15/NK 16/NK	case=nom|gender=masc|pos=True|EmoExpression::markable_100500193::Uncertain=false|EmoExpression::markable_100500193::Intensity=medium|num=sg|EmoExpression::markable_100500193::EmoExpression=True|EmoExpression::markable_100500193::Polarity=positive|EmoExpression::markable_100500193::SubjectiveFact=false|EmoExpression::markable_100500193::Sarcasm=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=dat|gender=masc|EmoExpression::markable_100500221::SubjectiveFact=true|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=negative|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=medium case=dat|gender=masc|num=sg
322849831913656320	mixed	Menschen wie %User versuchen mit Informationen von %User die Reputation anderer zu Zerstören. Ein Held, den die FDP Feiern wird	Mensch wie %User versuchen mit Information von %User die Reputation andere zu Zerstören. eine Held, die die FDP Feier|Feiern werden	NN KOKOM NE VVFIN APPR NN APPR NE ART NN PIS APPR NE ART NE ART ART NE NN VAFIN	4/SB 3/CM 1/CC 0/-- 4/MO 5/NK 6/PG 7/NK 10/NK 4/OA 10/AG 10/MNR 12/NK 15/NK 20/SB 20/NK 18/NK 20/SB 18/NK 0/--	case=nom|num=pl|Sentiment::markable_100500165::Intensity=medium|gender=masc|Sentiment::markable_100500165::Sentiment=True|Sentiment::markable_100500165::Polarity=negative|Sentiment::markable_100500165::Sarcasm=false Sentiment::markable_100500165::Sentiment=True case=nom|num=sg|Target::markable_100500166::Anaphref=empty|Target::markable_100500166::Target=True|Target::markable_100500166::Preferred=true|*=True|Sentiment::markable_100500165::Sentiment=True pers=3|Sentiment::markable_100500165::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500165::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500165::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500165::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_100500165::Sentiment=True case=gen|*=True|num=pl|Sentiment::markable_100500165::Sentiment=True Sentiment::markable_100500165::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_100500165::Sentiment=True case=nom|num=sg|Sentiment::markable_100500168::Sarcasm=false|Sentiment::markable_100500168::Intensity=medium|gender=neut|Sentiment::markable_100500168::Sentiment=True|Sentiment::markable_100500168::Polarity=positive case=nom|gender=neut|num=sg|Sentiment::markable_100500168::Sentiment=True case=acc|Target::markable_100500172::Preferred=true|num=sg|Target::markable_100500172::Anaphref=markable_100500166|gender=masc|Sentiment::markable_100500168::Sentiment=True|Target::markable_100500172::Target=True case=nom|Source::markable_100500169::Anaphref=empty|num=sg|Source::markable_100500169::Source=True|gender=fem|Sentiment::markable_100500168::Sentiment=True case=nom|gender=fem|Source::markable_100500169::Source=True|num=sg|Sentiment::markable_100500168::Sentiment=True case=dat|EmoExpression::markable_100500170::SubjectiveFact=false|EmoExpression::markable_100500170::Polarity=positive|gender=neut|Sentiment::markable_100500168::Sentiment=True|EmoExpression::markable_100500170::Uncertain=false|EmoExpression::markable_100500170::Intensity=medium|EmoExpression::markable_100500170::EmoExpression=True|num=pl|EmoExpression::markable_100500170::Sarcasm=false pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500168::Sentiment=True
319606228454080512	positive	de85x 854ed Das CSU-Team ist komplett - Merkur Online	de85x 854ed die CSU-Team sein komplett - Merkur Online	ADJA NN ART NN VAFIN ADJD $( NN NE	2/NK 5/PD 4/NK 5/SB 0/-- 5/PD 6/-- 5/PAR 8/UC	case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_100500222::Intensity=medium|mood=ind|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500222::Sarcasm=false|pers=3|num=sg|tense=pres|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false EmoExpression::markable_100500222::EmoExpression=True|pos=True _ *=True *=True
319560296077332481	neutral	Kein Nazi käme auch nur ansatzweise auf die Idee, in die Linke einzutreten. Das fehlt mir bei den Piraten ein büschen.	keine Nazi kommen auch nur ansatzweise auf die Idee, in die Linke einzutreten. die fehlen ich bei die Pirat eine büschen.	PIAT NN VVFIN ADV ADV ADJD APPR ART NN APPR ART NN VVIZU PDS VVFIN PPER APPR ART NN ART NE	2/NK 3/SB 0/-- 3/MO 6/MO 3/MO 13/MO 9/NK 7/NK 9/MNR 12/NK 10/NK 3/OC 15/SB 0/-- 15/DA 15/MO 19/NK 17/NK 21/NK 19/AG	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=sg|pers=1 _ case=dat|gender=fem|num=pl case=dat|gender=fem|num=pl _ case=nom|gender=neut|num=sg
322801442744307713	mixed	Trauerdemo für tote Rentnerin: Nur die Ruhe (Die Tageszeitung): Share With Friends: | | Politik - Deutschlan...	Trauerdemo für tot Rentnerin: nur die Ruhe (Die Tageszeitung): Share With Friends: | | Politik - Deutschlan...	NN APPR ADJA NN ADV ART NN NN NN NN NE NN XY XY NN $( ADJA	17/MO 1/MNR 4/NK 2/NK 7/MO 7/NK 1/CJ 7/NK 8/NK 8/CJ 10/NK 15/PNC 14/PNC 15/NK 10/CJ 15/-- 0/--	case=nom|gender=neut|num=sg _ case=nom|EmoExpression::markable_100500223::Sarcasm=false|EmoExpression::markable_100500223::EmoExpression=True|EmoExpression::markable_100500223::SubjectiveFact=true|gender=fem|EmoExpression::markable_100500223::Polarity=negative|pos=True|num=sg|EmoExpression::markable_100500223::Uncertain=false|EmoExpression::markable_100500223::Intensity=medium case=nom|gender=fem|num=sg EmoExpression::markable_100500224::Polarity=positive|EmoExpression::markable_100500224::EmoExpression=True|EmoExpression::markable_100500224::Uncertain=false|EmoExpression::markable_100500224::Intensity=medium|EmoExpression::markable_100500224::Sarcasm=false|EmoExpression::markable_100500224::SubjectiveFact=false case=nom|gender=fem|num=sg|EmoExpression::markable_100500224::EmoExpression=True case=nom|gender=fem|num=sg|EmoExpression::markable_100500224::EmoExpression=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg *=True *=True case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg|pos=True
318149519411908608	negative	... nicht übel %PosSmiley Aber das ist echt eine Frechheit. Und Merkel hat gesagt, 2012 gäbe es überall DSL-2000 %NegSmiley	... nicht übel %PosSmiley aber die sein echt eine Frechheit. und Merkel haben gesagt, @card@ geben es überall DSL-2000 %NegSmiley	$. PTKNEG ADJD ITJ KON PDS VAFIN ADJD ART NE KON NE VAFIN NE CARD VVFIN PPER ADV CARD ITJ	0/-- 3/NG 7/PD 3/DM 7/JU 7/SB 0/-- 7/MO 10/NK 7/SB 13/JU 13/SB 0/-- 13/SB 16/MO 13/OC 16/EP 19/MO 16/MO 16/DM	_ EmoExpression::markable_58::Polarity=positive|EmoExpression::markable_58::Sarcasm=false|EmoExpression::markable_58::SubjectiveFact=false|EmoExpression::markable_58::Uncertain=false|EmoExpression::markable_58::Intensity=medium|EmoExpression::markable_58::EmoExpression=True EmoExpression::markable_58::EmoExpression=True|pos=True EmoExpression::markable_59::Polarity=positive|EmoExpression::markable_59::Intensity=strong|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Sarcasm=false|EmoExpression::markable_59::Uncertain=false Sentiment::markable_60::Intensity=medium|Sentiment::markable_60::Sarcasm=false|Sentiment::markable_60::Polarity=negative|Sentiment::markable_60::Sentiment=True case=nom|Target::markable_62::Target=True|num=sg|Target::markable_62::Preferred=true|Sentiment::markable_60::Sentiment=True|gender=neut|Target::markable_62::Anaphref=empty pers=3|Sentiment::markable_60::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_60::Sentiment=True|pos=True case=nom|EmoExpression::markable_61::Polarity=negative|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=medium|num=sg|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_61::EmoExpression=True case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ _ EmoExpression::markable_100500173::Sarcasm=false|EmoExpression::markable_100500173::SubjectiveFact=false|EmoExpression::markable_100500173::EmoExpression=True|EmoExpression::markable_100500173::Uncertain=false|EmoExpression::markable_100500173::Polarity=positive|EmoExpression::markable_100500173::Intensity=medium
332611305108295680	neutral	Ich bin ja so gespannt ob die FDP im September erst den Zahnärzten und dann den Apothekern mit Geschenken dankt, oder anders rum ...	ich sein ja so gespannt ob die FDP in September erst die Zahnarzt und dann die Apotheker mit Geschenk dankt, oder anders rum ...	PPER VAFIN ADV ADV ADJD APPR ART NE APPRART NN ADV ART NN KON ADV ART NN APPR NN VVFIN KON ADV PTKVZ $.	2/SB 0/-- 2/MO 5/MO 2/PD 2/MO 8/NK 6/NK 2/MO 9/NK 2/MO 13/NK 2/PD 2/CD 20/MO 17/NK 20/DA 17/MNR 18/NK 14/CJ 20/CD 23/MO 21/CJ 23/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ pos=True _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=neut|num=pl _ _ _ _ _
324621270895439872	positive	Keine/r der lebenden Kanzler/innen könnte von mir grosses Mitleid erwarten! Aber bei Kohl &amp; Merkel gäbe es die grössten Feiern!	Keine/r die lebend Kanzler/innen können von ich groß Mitleid erwarten! aber bei Kohl &amp; Merkel geben es die groß Feiern!	NN ART ADJA NN VMFIN APPR PPER ADJA NN VVFIN KON APPR NE $( NE VVFIN PPER ART ADJA NN	5/SB 4/NK 4/NK 1/AG 0/-- 8/SBP 6/NK 9/NK 10/OA 5/OC 16/JU 16/MO 12/NK 13/-- 16/PNC 0/-- 16/EP 20/NK 20/NK 16/OA	case=nom|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_63::Sentiment=True case=gen|Target::markable_64::Preferred=true|gender=fem|Sentiment::markable_63::Sentiment=True|pos=True|Target::markable_64::Anaphref=empty|num=sg|Target::markable_64::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_63::Sentiment=True|Target::markable_64::Target=True pers=3|Sentiment::markable_63::Sentiment=True|num=sg|tense=past|mood=subj Sentiment::markable_63::Sentiment=True case=dat|*=True|num=sg|Sentiment::markable_63::Sentiment=True|pers=1 case=acc|EmoExpression::markable_66::EmoExpression=True|gender=neut|Sentiment::markable_63::Sentiment=True|pos=True|num=sg|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false case=acc|gender=masc|num=sg|Sentiment::markable_63::Sentiment=True|EmoExpression::markable_66::EmoExpression=True pers=3|Sentiment::markable_63::Sentiment=True|num=sg|tense=past|mood=ind _ _ case=dat|*=True|num=sg *=True case=dat|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 case=acc|*=True|num=pl case=acc|EmoExpression::markable_100500226::SubjectiveFact=false|EmoExpression::markable_100500226::Sarcasm=false|EmoExpression::markable_100500226::EmoExpression=True|gender=masc|EmoExpression::markable_100500226::Uncertain=false|EmoExpression::markable_100500226::Intensity=medium|EmoExpression::markable_100500226::Polarity=positive|num=sg|sup=True case=acc|gender=masc|num=sg
317795597300162560	negative	Der Begriff "liberal" * * Das Wort "liberal" * * Die politische Gesinnung "liberal" * * Ist nicht Schuld an der FDP! * * *	die Begriff "liberal" * * die Wort "liberal" * * die politisch Gesinnung "liberal" * * sein nicht Schuld an die FDP! * * *	ART NN NN XY XY ART NN NN XY XY ART ADJA NN NN XY XY VAFIN PTKNEG NN APPR ART ADJA XY XY XY	2/NK 17/SB 2/NK 0/-- 0/-- 7/NK 17/SB 7/NK 0/-- 0/-- 13/NK 13/NK 17/SB 13/NK 0/-- 0/-- 0/-- 19/NG 17/SB 19/MNR 22/NK 20/NK 0/-- 0/-- 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|EmoExpression::markable_100500227::Intensity=medium|gender=fem|EmoExpression::markable_100500227::SubjectiveFact=false|EmoExpression::markable_100500227::EmoExpression=True|EmoExpression::markable_100500227::Uncertain=false|num=sg|EmoExpression::markable_100500227::Polarity=negative|EmoExpression::markable_100500227::Sarcasm=false _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True _ _ _
326090559234142208	negative	Der Aufstand in Syrien war inszeniert. Daher brauchte es Ausländer und Fanatiker um Unruhen in einen Krieg zu verwandeln.	die Aufstand in Syrien sein inszeniert. daher brauchen es Ausländer und Fanatiker um Unruhe in eine Krieg zu verwandeln.	ART NN APPR NE VAFIN NE PAV VVFIN PPER NN KON NN APPR NN APPR ART NN APPR NE	2/NK 5/SB 2/MNR 3/NK 0/-- 5/SB 8/NK 0/-- 8/EP 8/OA 10/CD 11/CJ 10/MNR 13/NK 8/MO 17/NK 15/NK 17/MNR 18/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|EmoExpression::markable_100500228::Polarity=negative|EmoExpression::markable_100500228::Sarcasm=false|num=sg|EmoExpression::markable_100500228::Uncertain=false|EmoExpression::markable_100500228::Intensity=medium|EmoExpression::markable_100500228::SubjectiveFact=true|EmoExpression::markable_100500228::EmoExpression=True _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=pl _ case=acc|EmoExpression::markable_100500230::Sarcasm=false|EmoExpression::markable_100500230::EmoExpression=True|EmoExpression::markable_100500230::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500230::Polarity=negative|num=pl|EmoExpression::markable_100500230::Uncertain=false|EmoExpression::markable_100500230::Intensity=medium _ case=acc|EmoExpression::markable_100500231::Intensity=medium|gender=fem|EmoExpression::markable_100500231::Sarcasm=false|num=pl|EmoExpression::markable_100500231::Polarity=negative|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_100500232::SubjectiveFact=false|EmoExpression::markable_100500232::Sarcasm=false|num=sg|EmoExpression::markable_100500232::Polarity=negative|EmoExpression::markable_100500232::EmoExpression=True|EmoExpression::markable_100500232::Uncertain=false|EmoExpression::markable_100500232::Intensity=medium _ _
317869033657606144	negative	EU: CDU-Politiker: Bundestag bei Zypern-Hilfe unzureichend... : Der Union es-Haushaltsexperte Klaus-Pe... %Link Wolfsburg	EU: CDU-Politiker: Bundestag bei Zypern-Hilfe unzureichend... : die Union es-Haushaltsexperte Klaus-Pe... %Link Wolfsburg	NN NN NN APPR NN NE $. ART NN NN NE XY NE	0/-- 1/MNR 2/NK 1/MNR 4/NK 5/NK 0/-- 9/NK 7/NK 11/PNC 9/NK 11/PNC 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|EmoExpression::markable_100500234::Intensity=medium|gender=fem|EmoExpression::markable_100500234::SubjectiveFact=false|EmoExpression::markable_100500234::EmoExpression=True|EmoExpression::markable_100500234::Uncertain=false|num=sg|EmoExpression::markable_100500234::Sarcasm=false|EmoExpression::markable_100500234::Polarity=negative case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg
