328854379425853441	positive	Gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	gleich in Braunschweig mit Kamaraden Treffen %PosSmiley	ADJD APPR NE APPR ADJA NN ITJ	2/MO 0/-- 2/NK 2/SVP 6/NK 4/NK 4/MO	Sentiment::markable_208::Intensity=medium|Target::markable_209::Anaphref=empty|Sentiment::markable_208::Sarcasm=false|Sentiment::markable_208::Polarity=positive|Sentiment::markable_208::Sentiment=True|Target::markable_209::Preferred=true|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True case=dat|num=pl|Target::markable_209::Target=True|gender=fem|Sentiment::markable_208::Sentiment=True|pos=True case=dat|gender=fem|num=pl|Sentiment::markable_208::Sentiment=True|Target::markable_209::Target=True EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|Sentiment::markable_208::Sentiment=True|EmoExpression::markable_1::Intensity=medium
328592314173882368	negative	%PosSmiley okay cool! Ich bin mit englisch und Französisch schon vollkommen überfordert	%PosSmiley Okay cool! ich sein mit englisch und französisch schon vollkommen überfordern	ITJ NE ADJA PPER VAFIN APPR ADJD KON ADJD ADV ADJD VVFIN	2/NK 0/-- 2/UC 5/SB 0/-- 12/MO 6/NK 7/CD 11/MO 11/MO 8/CJ 5/OC	_ EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|EmoExpression::markable_106::Polarity=positive|EmoExpression::markable_106::Sarcasm=false _ case=nom|Source::markable_160::Anaphref=empty|Sentiment::markable_159::Intensity=strong|Sentiment::markable_159::Sarcasm=false|*=True|Source::markable_160::Source=True|Sentiment::markable_159::Polarity=negative|pers=1|num=sg|Sentiment::markable_159::Sentiment=True pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_161::Target=True|Target::markable_161::Preferred=true|Target::markable_161::Anaphref=empty|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Target::markable_162::Anaphref=empty|Target::markable_162::Target=True|Target::markable_162::Preferred=true|pos=True|Sentiment::markable_159::Sentiment=True Sentiment::markable_159::Sentiment=True Intensifier::markable_164::EmoExpressionRef=emo-expression:markable_163|Sentiment::markable_159::Sentiment=True|Intensifier::markable_164::Degree=medium|pos=True|Intensifier::markable_164::Intensifier=True EmoExpression::markable_163::Intensity=medium|EmoExpression::markable_163::Polarity=negative|EmoExpression::markable_163::Uncertain=false|pos=True|EmoExpression::markable_163::SubjectiveFact=false|EmoExpression::markable_163::Sarcasm=false|Sentiment::markable_159::Sentiment=True|EmoExpression::markable_163::EmoExpression=True
323374811399213056	positive	Danke, ich habe nachgefragt. Anscheinend bist du genau während den Schulferien dort hingegangen.. %PosSmiley Juni soll leer sein	Danke, ich haben nachgefragt. anscheinend sein du genau während die Schulferien dort hingegangen.. %PosSmiley Juni sollen leer sein	NE PPER VAFIN ADJD ADJD VAFIN PPER ADJD APPR ART NN ADV ADJA ITJ NN VMFIN ADJD PPOSAT	3/SB 3/SB 0/-- 3/OC 6/PD 0/-- 6/SB 9/MO 13/MO 11/NK 9/NK 6/MO 6/MO 6/NK 16/SB 0/-- 18/PD 16/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ pos=True pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 pos=True _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl _ case=dat|gender=masc|num=pl|pos=True case=dat|EmoExpression::markable_107::SubjectiveFact=false|gender=masc|num=pl|EmoExpression::markable_107::Intensity=strong|EmoExpression::markable_107::Uncertain=false|EmoExpression::markable_107::Sarcasm=false|EmoExpression::markable_107::EmoExpression=True|EmoExpression::markable_107::Polarity=positive case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind pos=True _
321260487314661376	neutral	Hey Bro, wäre es möglich mir mal zu folgen, nur kurz, will dich mal was ernstes fragen und da kann ich wenigstens mehr schreiben	Hey Bro, sein es möglich ich mal zu folgen, nur kurz, wollen du mal was ernst fragen und da können ich wenigstens mehr schreiben	NE NE VAFIN PPER ADJD PPER ADV APPR NE ADV NE VMFIN PPER ADV PIAT ADJA VVINF KON ADV VMFIN PPER ADV ADV VVFIN	2/PNC 3/SB 0/-- 3/SB 3/PD 5/DA 5/MO 5/MO 8/NK 11/MO 12/SB 4/RE 17/OA 17/MO 16/NK 17/OA 12/OC 12/CD 20/MO 18/CJ 20/SB 20/MO 20/MO 20/OC	case=nom|*=True|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 pos=True case=dat|*=True|num=sg|pers=1 _ _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _
318667322804023296	positive	Unglaublich locker und sympathisch der Boris %PosSmiley und frohe Ostern wünsche ich euch ❤ borisentrup...	unglaublich locker und sympathisch die Boris %PosSmiley und froh Ostern wünschen ich ihr ❤ borisentrup...	ADJD ADJD KON ADJD ART NE ITJ KON ADJA NN VVFIN PPER PPER ADJD ADJA	2/MO 11/MO 2/CD 3/CJ 6/NK 11/OA 10/NK 6/CD 10/NK 8/CJ 0/-- 11/SB 11/DA 15/MO 11/MO	Intensifier::markable_113::Degree=medium|Intensifier::markable_113::Intensifier=True|pos=True|Intensifier::markable_113::EmoExpressionRef=emo-expression:markable_112|Sentiment::markable_108::Sentiment=True case=gen|EmoExpression::markable_112::EmoExpression=True|gender=masc|EmoExpression::markable_112::Intensity=medium|EmoExpression::markable_112::Polarity=positive|pos=True|EmoExpression::markable_112::Sarcasm=false|EmoExpression::markable_112::Uncertain=false|num=pl|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_112::SubjectiveFact=false Sentiment::markable_108::Sentiment=True EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|pos=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_111::Uncertain=false case=nom|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True|gender=masc|Target::markable_109::Anaphref=empty|Target::markable_109::Preferred=true case=nom|gender=masc|num=sg|Sentiment::markable_108::Sentiment=True|Target::markable_109::Target=True case=acc|EmoExpression::markable_110::SubjectiveFact=false|gender=neut|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::Polarity=positive|EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|num=sg|Sentiment::markable_108::Sentiment=True|EmoExpression::markable_110::EmoExpression=True _ EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_100500289::Intensity=medium|pos=True|Target::markable_100500292::Preferred=true|num=sg|Sentiment::markable_100500289::Sarcasm=false|Target::markable_100500292::Target=True|case=acc|EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::Intensity=medium|gender=neut|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false|Sentiment::markable_100500289::Polarity=positive|Target::markable_100500292::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=acc|gender=neut|num=sg|Target::markable_100500292::Target=True|Sentiment::markable_100500289::Sentiment=True EmoExpression::markable_100500291::Uncertain=false|EmoExpression::markable_100500291::Intensity=medium|mood=ind|EmoExpression::markable_100500291::Polarity=positive|EmoExpression::markable_100500291::EmoExpression=True|pers=1|num=sg|tense=pres|EmoExpression::markable_100500291::SubjectiveFact=false|Sentiment::markable_100500289::Sentiment=True|EmoExpression::markable_100500291::Sarcasm=false case=nom|pers=1|Source::markable_100500290::Source=True|num=sg|*=True|Source::markable_100500290::Anaphref=empty|Sentiment::markable_100500289::Sentiment=True case=dat|*=True|num=pl|Sentiment::markable_100500289::Sentiment=True|pers=2 EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive|pos=True case=nom|gender=fem|num=pl|pos=True
328830510568726528	neutral	Wird Effenberg neuer Trainer bei %User? Es gibt keine Bestätigung - aber auch kein Dementi.	werden Effenberg neu Trainer bei %User? Es geben keine Bestätigung - aber auch keine Dementi.	VAFIN NE ADJA NN APPR ADJA NN VVFIN PIAT NN $( ADV ADV PIAT ADJA	0/-- 1/SB 4/NK 1/CJ 4/MNR 5/NK 8/SB 0/-- 10/NK 8/OA 10/-- 15/MO 14/MO 15/MO 8/MO	pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=gen|gender=neut|num=pl|pos=True case=gen|gender=neut|num=pl _ case=dat|gender=masc|num=pl|pos=True case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
324174469432242177	positive	... das macht allerdings sinn, ja %PosSmiley ich schreib dir auf tumblr ein ask, okay?	... die machen allerdings sinn, ja %PosSmiley ich schreiben du auf tumblr eine ask, okay?	$. PDS VVFIN ADV NE ADV ITJ PPER VVIMP PRF APPR NE ART ADJA ADJA	0/-- 3/SB 0/-- 3/MO 3/OA 3/MO 8/NK 3/OA 8/NK 3/OA 3/MO 11/NK 15/NK 15/NK 3/OA	_ case=nom|gender=neut|num=sg mood=ind|EmoExpression::markable_104012298::Uncertain=false|EmoExpression::markable_104012298::Intensity=medium|EmoExpression::markable_104012298::EmoExpression=True|pers=3|EmoExpression::markable_104012298::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_104012298::Sarcasm=false|EmoExpression::markable_104012298::SubjectiveFact=false _ _ _ EmoExpression::markable_116::Uncertain=false|mood=ind|EmoExpression::markable_116::Polarity=positive|EmoExpression::markable_116::SubjectiveFact=false|pers=1|EmoExpression::markable_116::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_116::EmoExpression=True|EmoExpression::markable_116::Intensity=medium case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=dat|*=True|num=sg|pers=2 _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg|pos=True
329102388763975680	negative	Höheres Unfall-Risiko bei E-Bikes: Elektro-Fahrräder erleben einen Boom. Laut Schätzungen des VCÖ ... %Link vorarlberg	hoch Unfall-Risiko bei E-Bikes: Elektro-Fahrräder erleben eine Boom. laut Schätzung die VCÖ ... %Link vorarlberg	ADJA NN APPR NN NN VVFIN ART NN APPR NN ART NE $. XY VVFIN	2/NK 6/OA 2/MNR 3/NK 4/NK 0/-- 8/NK 6/OA 0/-- 9/NK 12/NK 10/AG 12/-- 0/-- 0/--	case=nom|Sentiment::markable_165::Intensity=medium|gender=neut|Sentiment::markable_165::Sarcasm=false|pos=True|Sentiment::markable_165::Sentiment=True|num=sg|Sentiment::markable_165::Polarity=negative case=nom|gender=neut|num=sg|Sentiment::markable_165::Sentiment=True|EmoExpression::markable_167::EmoExpression=True Sentiment::markable_165::Sentiment=True case=dat|gender=fem|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True case=dat|gender=fem|Sentiment::markable_168::Sentiment=True|num=sg|Target::markable_169::Target=True pers=3|Sentiment::markable_168::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|Sentiment::markable_168::Sentiment=True|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=pl case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind
319061230658662400	positive	yööööy, ein riesen Stapel Pfannkuchen! O: danke, Ecke	yööööy, eine riesen Stapel Pfannkuchen! O: danke, Ecke	NN ART ADJA NN NE NE NE NN	0/-- 4/NK 4/NK 1/SB 4/NK 7/PNC 8/NK 0/--	case=nom|gender=neut|num=sg|Sentiment::markable_117::Sentiment=True case=nom|num=sg|Target::markable_119::Preferred=true|Sentiment::markable_117::Sentiment=True|gender=neut|Target::markable_119::Anaphref=empty|Target::markable_119::Target=True case=acc|EmoExpression::markable_104012299::Sarcasm=false|EmoExpression::markable_104012299::Uncertain=false|gender=masc|EmoExpression::markable_104012299::Intensity=medium|pos=True|EmoExpression::markable_104012299::SubjectiveFact=false|Target::markable_119::Target=True|EmoExpression::markable_104012299::Polarity=positive|num=sg|EmoExpression::markable_104012299::EmoExpression=True|Sentiment::markable_117::Sentiment=True case=acc|gender=masc|num=sg|Target::markable_119::Target=True|Sentiment::markable_117::Sentiment=True case=nom|gender=neut|EmoExpression::markable_255::EmoExpression=True|num=sg case=nom|EmoExpression::markable_104012300::Intensity=medium|EmoExpression::markable_104012300::Uncertain=false|*=True|EmoExpression::markable_104012300::Sarcasm=false|EmoExpression::markable_104012300::SubjectiveFact=false|num=sg|EmoExpression::markable_104012300::Polarity=positive|EmoExpression::markable_104012300::EmoExpression=True case=nom|*=True|num=sg case=nom|*=True|num=sg
327415703995023361	neutral	Schon seltsam, wie man bei Twitter als blosse Vorstellung in den Köpfen fremder Menschen herumspukt.	schon seltsam, wie man bei Twitter als bloß Vorstellung in die Kopf|Köpfen fremd Mensch herumspukt.	ADV ADJD KOKOM PIS APPR NN KOKOM ADJA NN APPR ART NN ADJA NN ADJA	2/MO 14/NK 5/CM 5/SB 1/CC 5/NK 9/CM 9/NK 2/CC 9/MNR 12/NK 10/NK 14/NK 15/MO 0/--	_ pos=True _ case=nom|*=True|num=sg _ case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl case=dat|gender=masc|num=pl case=gen|gender=fem|num=pl|pos=True case=nom|gender=masc|num=pl case=gen|gender=fem|num=sg|pos=True
328501685741813760	negative	telmi Giovanni Guareschi: Die Welt ist voller Leute, die Wasser predigen und Wein trinken. ItMakesMeHappyWhen	telmi Giovanni Guareschi: die Welt sein voll Leute, die Wasser predigen und Wein trinken. ItMakesMeHappyWhen	NE NE VVFIN ART NN VAFIN ADJA NN ART NN VVINF KON NN ADJA NN	2/PNC 3/SB 0/-- 5/NK 6/SB 3/OC 8/NK 6/PD 10/NK 11/OA 8/PAR 11/CD 14/OA 12/CJ 0/--	case=nom|gender=masc|num=sg case=nom|Sentiment::markable_256::Polarity=negative|Sentiment::markable_256::Intensity=medium|Source::markable_257::Anaphref=empty|gender=masc|num=sg|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True|Sentiment::markable_256::Sarcasm=false pers=3|num=sg|tense=past|mood=ind|Source::markable_257::Source=True|Sentiment::markable_256::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_256::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_256::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_256::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_256::Sentiment=True case=acc|EmoExpression::markable_104012302::Sarcasm=false|EmoExpression::markable_104012302::Polarity=negative|gender=neut|EmoExpression::markable_104012302::Uncertain=false|EmoExpression::markable_104012302::Intensity=medium|num=pl|EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::SubjectiveFact=false EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True EmoExpression::markable_104012302::EmoExpression=True|Sentiment::markable_256::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True|EmoExpression::markable_104012302::EmoExpression=True case=acc|gender=masc|num=sg|Sentiment::markable_256::Sentiment=True|comp=True case=nom|gender=neut|num=sg
325114343563878400	positive	Mir ist schlecht, ich sollte keine Fefe-Links klicken am Morgen.	Mir sein schlecht, ich sollen keine Fefe-Links klicken an Morgen.	NN VAFIN NE PPER VMFIN PIAT NE VVFIN APPRART NE	2/PD 0/-- 2/SB 5/SB 2/CJ 7/NK 8/SB 5/OC 8/MO 9/NK	case=nom|Sentiment::markable_259::Intensity=medium|Source::markable_260::Source=True|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg|Sentiment::markable_259::Polarity=positive|Source::markable_260::Anaphref=empty|Sentiment::markable_259::Sarcasm=false pers=3|Sentiment::markable_259::Sentiment=True|num=sg|tense=pres|mood=ind pers=1|Sentiment::markable_259::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|*=True|Sentiment::markable_259::Sentiment=True|num=sg|pers=1 pers=1|Sentiment::markable_259::Sentiment=True|num=sg|tense=past|mood=ind case=acc|gender=neut|Sentiment::markable_259::Sentiment=True|num=pl case=gen|*=True|Sentiment::markable_259::Sentiment=True|num=sg|Target::markable_261::Target=True pers=3|Sentiment::markable_259::Sentiment=True|num=pl|tense=pres|mood=ind case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg case=dat|gender=masc|Sentiment::markable_259::Sentiment=True|num=sg
318932486803554306	mixed	ganz sicherlich nicht! %PosSmiley was soll denn der Scheiss! %PosSmiley	ganz sicherlich nicht! %PosSmiley was sollen denn die Scheiss! %PosSmiley	ADV ADV ADJA ITJ PWS VMFIN ADV ART NN ITJ	2/MO 3/MO 0/-- 3/NK 6/SB 0/-- 6/MO 9/NK 6/SB 9/NK	Sentiment::markable_123::Sentiment=True|Intensifier::markable_100500294::Intensifier=True|Intensifier::markable_100500294::Degree=medium|Intensifier::markable_100500294::EmoExpressionRef=emo-expression:markable_100500293 EmoExpression::markable_100500293::EmoExpression=True|EmoExpression::markable_100500293::Intensity=medium|EmoExpression::markable_100500293::Uncertain=false|EmoExpression::markable_100500293::SubjectiveFact=false|EmoExpression::markable_100500293::Polarity=positive|EmoExpression::markable_100500293::Sarcasm=false|Sentiment::markable_123::Sentiment=True case=dat|gender=neut|Sentiment::markable_123::Sentiment=True|num=pl|pos=True case=dat|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=positive|gender=neut|EmoExpression::markable_121::EmoExpression=True|num=pl|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_121::Intensity=strong|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false case=nom|gender=neut|Sentiment::markable_123::Sentiment=True|num=sg pers=3|Sentiment::markable_123::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_123::Sentiment=True case=nom|EmoExpression::markable_125::EmoExpression=True|gender=masc|num=sg|EmoExpression::markable_125::Polarity=negative|EmoExpression::markable_125::Intensity=strong|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false|Sentiment::markable_123::Sentiment=True case=nom|gender=masc|Sentiment::markable_123::Sentiment=True|num=sg EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::Intensity=strong|Sentiment::markable_123::Sentiment=True|EmoExpression::markable_122::EmoExpression=True
321689883909427200	neutral	Atementspannung: Schaffen Sie es schon, bei 10 anzukommen?	Atementspannung: Schaffen Sie es schon, bei 10 anzukommen?	NN NN PPER PPER VVFIN APPR CARD ADJA	2/NK 0/-- 5/SB 8/OA 2/PAR 5/MO 6/NK 5/MO	pos=True pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=past|mood=ind _ _ _
328487389842505728	positive	Nein, ich hasse Menschen nicht. Ich empfinde bloss meistens mehr Empathie für fiktionale Charaktere, als für die meisten...	Nein, ich hassen Mensch nicht. ich empfinden bloß meistens mehr Empathie für fiktionale Charaktere, als für die meisten...	NN PPER VVFIN NN NE PPER VVFIN ADJD ADV PIAT NN APPR ADJA NE KOKOM APPR ART ADJA	3/MO 3/SB 0/-- 3/OA 4/NK 7/SB 0/-- 7/MO 7/MO 11/NK 7/OA 11/MNR 14/NK 12/NK 16/CM 10/CC 18/NK 16/NK	pers=1|num=sg|tense=past|mood=subj|Sentiment::markable_126::Sentiment=True case=nom|pers=1|num=sg|Sentiment::markable_126::Sentiment=True|Source::markable_130::Source=True|*=True|Source::markable_130::Anaphref=markable_266 EmoExpression::markable_127::SubjectiveFact=false|mood=ind|EmoExpression::markable_127::EmoExpression=True|pers=1|EmoExpression::markable_127::Intensity=strong|num=sg|tense=pres|EmoExpression::markable_127::Uncertain=false|EmoExpression::markable_127::Polarity=negative|Sentiment::markable_126::Sentiment=True|EmoExpression::markable_127::Sarcasm=false case=acc|Target::markable_131::Target=True|num=sg|Sentiment::markable_126::Sentiment=True|gender=masc|Target::markable_131::Anaphref=empty|Target::markable_131::Preferred=true case=acc|gender=masc|num=sg|Sentiment::markable_126::Sentiment=True case=nom|Source::markable_171::Anaphref=markable_266|*=True|Source::markable_171::Source=True|pers=1|Sentiment::markable_132::Polarity=positive|num=sg|Sentiment::markable_132::Sentiment=True|Sentiment::markable_132::Intensity=medium|Sentiment::markable_132::Sarcasm=false pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Intensifier::markable_135::Intensifier=True|*=True|Sentiment::markable_132::Sentiment=True|Intensifier::markable_135::Degree=medium|Intensifier::markable_135::EmoExpressionRef=emo-expression:markable_133 case=acc|EmoExpression::markable_133::Uncertain=false|gender=fem|EmoExpression::markable_133::SubjectiveFact=false|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_133::Polarity=positive|EmoExpression::markable_133::Intensity=medium Sentiment::markable_132::Sentiment=True case=acc|gender=fem|Target::markable_136::Target=True|pos=True|Target::markable_136::Anaphref=empty|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_136::Preferred=true case=acc|gender=fem|num=sg|Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True Sentiment::markable_132::Sentiment=True case=acc|Target::markable_137::Anaphref=empty|Target::markable_137::Preferred=true|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=fem case=acc|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_137::Target=True|gender=fem|pos=True
329288254186721280	neutral	Unsere gemeinsame Bekannte, die Zahnarztgattin aus Bad Säckingen ist heute in der Bild mit einer neuen Variante der Story.	unser gemeinsam Bekannte, die Zahnarztgattin aus Bad Säckingen sein heute in die Bild mit eine neu Variante die Story.	PPOSAT ADJA NN ART NN APPR NE NE VAFIN ADV APPR ART NN APPR ART ADJA NN ART NN	3/NK 3/NK 9/SB 5/NK 9/SB 5/MNR 8/PNC 6/NK 0/-- 9/MO 9/MO 13/NK 11/NK 13/MNR 17/NK 17/NK 14/NK 19/NK 17/AG	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ gender=neut|*=True case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg
320546630174638080	negative	Boa ist seid heute langweilig!	Boa sein sein heute langweilig!	NN VAFIN VAFIN ADV ADJA	2/SB 0/-- 2/SB 3/MO 3/MO	case=nom|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|gender=fem|num=sg|Sentiment::markable_138::Sentiment=True|Sentiment::markable_138::Sarcasm=false|Sentiment::markable_138::Polarity=negative|Target::markable_139::Target=True|Sentiment::markable_138::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True pers=2|num=pl|tense=pres|mood=ind|Sentiment::markable_138::Sentiment=True Sentiment::markable_138::Sentiment=True case=acc|gender=neut|num=pl|pos=True|Sentiment::markable_138::Sentiment=True
320783857253228545	neutral	Mo. , 8.4.: Um 9 Uhr trifft sich "Z'sämme walken" wieder an den Tennisplätzen, um 19.30 Uhr heisst es wieder "Z'sämme tanzen" im Bürgersaal.	Montag , @card@ um 9 Uhr treffen sich "Z'sämme walken" wieder an die Tennisplätzen, um 19.30 Uhr heißen es wieder "Z'sämme tanzen" in Bürgersaal.	NN $, CARD APPR CARD NN VVFIN PRF NN VVFIN ADV APPR ART NE APPR CARD NN VVFIN PPER ADV NN VVFIN APPRART NN	0/-- 4/-- 2/NK 7/MO 6/NK 4/NK 0/-- 7/OA 10/SB 7/MO 10/MO 10/MO 14/NK 12/NK 18/MO 17/NK 15/NK 10/CJ 18/EP 18/MO 22/OA 18/CJ 22/MO 23/NK	case=nom|gender=fem|num=sg _ _ _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=masc|num=pl pers=3|num=sg|tense=past|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg
321973180292022272	neutral	Bandcontest im Bastard Club: Fünf Bands ein Platz: Osnabrück / Sulingen - Stoner Rock oder Punk'n Roll? A... %Link (yh)	Bandcontest in Bastard Club: Fünf Band eine Platz: Osnabrück / Sulingen - Stoner Rock oder Punk'n Roll? A... %Link (yh)	NN APPRART NN NN NN NN ART NN NE $( NE $( ADJA NN KON NE NN NE XY TRUNC	0/-- 1/MNR 2/NK 3/NK 8/MNR 5/NK 8/NK 3/PAR 8/NK 9/-- 9/CJ 11/-- 14/NK 11/CJ 14/CD 17/PNC 15/CJ 0/-- 20/NK 18/NK	pos=True case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ *=True|pos=True case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|*=True|num=sg case=nom|*=True|num=sg _
